 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    4.35322408794477     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.25597224243E+000        0.84178299078E+001        0.18320878677E+000        0.82346211211E+001        0.84318791860E+001        0.14049278171E-001
        0.25645047164E+000        0.84259332338E+001        0.18369726913E+000        0.82422359647E+001        0.84400351770E+001        0.14101943213E-001
        0.25692914718E+000        0.84341184117E+001        0.18418451649E+000        0.82499338952E+001        0.84482731684E+001        0.14154756745E-001
        0.25740826902E+000        0.84423846328E+001        0.18467051118E+000        0.82577141216E+001        0.84565923519E+001        0.14207719047E-001
        0.25788783719E+000        0.84507310869E+001        0.18515523554E+000        0.82655758514E+001        0.84649919173E+001        0.14260830405E-001
        0.25836785167E+000        0.84591569622E+001        0.18563867192E+000        0.82735182903E+001        0.84734710533E+001        0.14314091102E-001
        0.25884831248E+000        0.84676614453E+001        0.18612080274E+000        0.82815406425E+001        0.84820289467E+001        0.14367501422E-001
        0.25932921959E+000        0.84762437213E+001        0.18660161039E+000        0.82896421109E+001        0.84906647829E+001        0.14421061648E-001
        0.25981057303E+000        0.84849029740E+001        0.18708107735E+000        0.82978218966E+001        0.84993777460E+001        0.14474772066E-001
        0.26029237278E+000        0.84936383857E+001        0.18755918606E+000        0.83060791996E+001        0.85081670187E+001        0.14528632960E-001
        0.26077461886E+000        0.85024491375E+001        0.18803591906E+000        0.83144132185E+001        0.85170317821E+001        0.14582644616E-001
        0.26125731124E+000        0.85113344093E+001        0.18851125886E+000        0.83228231504E+001        0.85259712166E+001        0.14636807319E-001
        0.26174044995E+000        0.85202933795E+001        0.18898518803E+000        0.83313081915E+001        0.85349845009E+001        0.14691121355E-001
        0.26222403497E+000        0.85293252257E+001        0.18945768918E+000        0.83398675365E+001        0.85440708127E+001        0.14745587009E-001
        0.26270806632E+000        0.85384291242E+001        0.18992874493E+000        0.83485003793E+001        0.85532293288E+001        0.14800204568E-001
        0.26319254397E+000        0.85476042503E+001        0.19039833795E+000        0.83572059123E+001        0.85624592246E+001        0.14854974319E-001
        0.26367746795E+000        0.85568497782E+001        0.19086645094E+000        0.83659833273E+001        0.85717596748E+001        0.14909896549E-001
        0.26416283824E+000        0.85661648814E+001        0.19133306664E+000        0.83748318148E+001        0.85811298530E+001        0.14964971545E-001
        0.26464865486E+000        0.85755487324E+001        0.19179816782E+000        0.83837505646E+001        0.85905689320E+001        0.15020199594E-001
        0.26513491779E+000        0.85850005027E+001        0.19226173729E+000        0.83927387654E+001        0.86000760837E+001        0.15075580984E-001
        0.26562162703E+000        0.85945193632E+001        0.19272375790E+000        0.84017956053E+001        0.86096504792E+001        0.15131116004E-001
        0.26610878260E+000        0.86041044840E+001        0.19318421254E+000        0.84109202715E+001        0.86192912889E+001        0.15186804941E-001
        0.26659638448E+000        0.86137550345E+001        0.19364308414E+000        0.84201119504E+001        0.86289976826E+001        0.15242648085E-001
        0.26708443268E+000        0.86234701836E+001        0.19410035567E+000        0.84293698279E+001        0.86387688293E+001        0.15298645725E-001
        0.26757292719E+000        0.86332490994E+001        0.19455601014E+000        0.84386930893E+001        0.86486038976E+001        0.15354798149E-001
        0.26806186803E+000        0.86430909496E+001        0.19501003060E+000        0.84480809190E+001        0.86585020552E+001        0.15411105648E-001
        0.26855125518E+000        0.86529949013E+001        0.19546240017E+000        0.84575325012E+001        0.86684624699E+001        0.15467568512E-001
        0.26904108865E+000        0.86629601214E+001        0.19591310198E+000        0.84670470194E+001        0.86784843084E+001        0.15524187030E-001
        0.26953136843E+000        0.86729857762E+001        0.19636211922E+000        0.84766236569E+001        0.86885667376E+001        0.15580961493E-001
        0.27002209454E+000        0.86830710316E+001        0.19680943514E+000        0.84862615964E+001        0.86987089238E+001        0.15637892193E-001
        0.27051326696E+000        0.86932150534E+001        0.19725503301E+000        0.84959600204E+001        0.87089100329E+001        0.15694979420E-001
        0.27100488570E+000        0.87034170072E+001        0.19769889618E+000        0.85057181110E+001        0.87191692307E+001        0.15752223465E-001
        0.27149695075E+000        0.87136760582E+001        0.19814100803E+000        0.85155350502E+001        0.87294856828E+001        0.15809624621E-001
        0.27198946213E+000        0.87239913715E+001        0.19858135198E+000        0.85254100196E+001        0.87398585547E+001        0.15867183179E-001
        0.27248241982E+000        0.87343621123E+001        0.19901991153E+000        0.85353422008E+001        0.87502870117E+001        0.15924899432E-001
        0.27297582383E+000        0.87447874455E+001        0.19945667022E+000        0.85453307752E+001        0.87607702191E+001        0.15982773673E-001
        0.27346967416E+000        0.87552665360E+001        0.19989161162E+000        0.85553749244E+001        0.87713073422E+001        0.16040806193E-001
        0.27396397080E+000        0.87657985491E+001        0.20032471940E+000        0.85654738297E+001        0.87818975464E+001        0.16098997288E-001
        0.27445871376E+000        0.87763826497E+001        0.20075597724E+000        0.85756266724E+001        0.87925399969E+001        0.16157347250E-001
        0.27495390304E+000        0.87870180032E+001        0.20118536891E+000        0.85858326342E+001        0.88032338595E+001        0.16215856372E-001
        0.27544953864E+000        0.87977037749E+001        0.20161287821E+000        0.85960908967E+001        0.88139782999E+001        0.16274524950E-001
        0.27594562055E+000        0.88084391307E+001        0.20203848901E+000        0.86064006416E+001        0.88247724839E+001        0.16333353278E-001
        0.27644214878E+000        0.88192232363E+001        0.20246218524E+000        0.86167610511E+001        0.88356155780E+001        0.16392341650E-001
        0.27693912333E+000        0.88300552581E+001        0.20288395088E+000        0.86271713073E+001        0.88465067485E+001        0.16451490362E-001
        0.27743654420E+000        0.88409343628E+001        0.20330376999E+000        0.86376305928E+001        0.88574451625E+001        0.16510799709E-001
        0.27793441138E+000        0.88518597173E+001        0.20372162667E+000        0.86481380906E+001        0.88684299873E+001        0.16570269986E-001
        0.27843272489E+000        0.88628304891E+001        0.20413750509E+000        0.86586929840E+001        0.88794603905E+001        0.16629901490E-001
        0.27893148470E+000        0.88738458461E+001        0.20455138948E+000        0.86692944567E+001        0.88905355407E+001        0.16689694516E-001
        0.27943069084E+000        0.88849049570E+001        0.20496326413E+000        0.86799416929E+001        0.89016546064E+001        0.16749649362E-001
        0.27993034330E+000        0.88960069908E+001        0.20537311341E+000        0.86906338774E+001        0.89128167571E+001        0.16809766325E-001
        0.28043044207E+000        0.89071511172E+001        0.20578092174E+000        0.87013701954E+001        0.89240211629E+001        0.16870045701E-001
        0.28093098716E+000        0.89183365065E+001        0.20618667361E+000        0.87121498329E+001        0.89352669943E+001        0.16930487788E-001
        0.28143197856E+000        0.89295623300E+001        0.20659035357E+000        0.87229719764E+001        0.89465534229E+001        0.16991092884E-001
        0.28193341629E+000        0.89408277594E+001        0.20699194626E+000        0.87338358131E+001        0.89578796206E+001        0.17051861287E-001
        0.28243530033E+000        0.89521319673E+001        0.20739143636E+000        0.87447405309E+001        0.89692447606E+001        0.17112793295E-001
        0.28293763069E+000        0.89634741272E+001        0.20778880864E+000        0.87556853186E+001        0.89806480164E+001        0.17173889207E-001
        0.28344040737E+000        0.89748534135E+001        0.20818404793E+000        0.87666693655E+001        0.89920885628E+001        0.17235149323E-001
        0.28394363036E+000        0.89862690014E+001        0.20857713914E+000        0.87776918622E+001        0.90035655753E+001        0.17296573941E-001
        0.28444729967E+000        0.89977200670E+001        0.20896806723E+000        0.87887519998E+001        0.90150782304E+001        0.17358163362E-001
        0.28495141530E+000        0.90092057878E+001        0.20935681727E+000        0.87998489705E+001        0.90266257057E+001        0.17419917884E-001
        0.28545597725E+000        0.90207253418E+001        0.20974337437E+000        0.88109819674E+001        0.90382071796E+001        0.17481837809E-001
        0.28596098551E+000        0.90322779083E+001        0.21012772372E+000        0.88221501846E+001        0.90498218318E+001        0.17543923437E-001
        0.28646644009E+000        0.90438626679E+001        0.21050985060E+000        0.88333528173E+001        0.90614688430E+001        0.17606175069E-001
        0.28697234099E+000        0.90554788021E+001        0.21088974036E+000        0.88445890617E+001        0.90731473951E+001        0.17668593005E-001
        0.28747868821E+000        0.90671254937E+001        0.21126737842E+000        0.88558581153E+001        0.90848566712E+001        0.17731177549E-001
        0.28798548175E+000        0.90788019267E+001        0.21164275027E+000        0.88671591764E+001        0.90965958557E+001        0.17793929000E-001
        0.28849272160E+000        0.90905072863E+001        0.21201584150E+000        0.88784914448E+001        0.91083641340E+001        0.17856847662E-001
        0.28900040777E+000        0.91022407592E+001        0.21238663777E+000        0.88898541214E+001        0.91201606931E+001        0.17919933837E-001
        0.28950854025E+000        0.91140015333E+001        0.21275512481E+000        0.89012464085E+001        0.91319847211E+001        0.17983187827E-001
        0.29001711906E+000        0.91257887979E+001        0.21312128845E+000        0.89126675095E+001        0.91438354079E+001        0.18046609936E-001
        0.29052614418E+000        0.91376017438E+001        0.21348511458E+000        0.89241166292E+001        0.91557119443E+001        0.18110200466E-001
        0.29103561562E+000        0.91494395631E+001        0.21384658918E+000        0.89355929739E+001        0.91676135228E+001        0.18173959723E-001
        0.29154553338E+000        0.91613014495E+001        0.21420569832E+000        0.89470957511E+001        0.91795393375E+001        0.18237888009E-001
        0.29205589745E+000        0.91731865982E+001        0.21456242815E+000        0.89586241700E+001        0.91914885838E+001        0.18301985628E-001
        0.29256670784E+000        0.91850942059E+001        0.21491676490E+000        0.89701774410E+001        0.92034604588E+001        0.18366252886E-001
        0.29307796455E+000        0.91970234712E+001        0.21526869488E+000        0.89817547763E+001        0.92154541613E+001        0.18430690087E-001
        0.29358966758E+000        0.92089735939E+001        0.21561820451E+000        0.89933553894E+001        0.92274688914E+001        0.18495297537E-001
        0.29410181693E+000        0.92209437757E+001        0.21596528027E+000        0.90049784954E+001        0.92395038512E+001        0.18560075540E-001
        0.29461441259E+000        0.92329332200E+001        0.21630990874E+000        0.90166233112E+001        0.92515582444E+001        0.18625024404E-001
        0.29512745457E+000        0.92449411319E+001        0.21665207659E+000        0.90282890553E+001        0.92636312763E+001        0.18690144433E-001
        0.29564094286E+000        0.92569667183E+001        0.21699177057E+000        0.90399749478E+001        0.92757221543E+001        0.18755435934E-001
        0.29615487748E+000        0.92690091879E+001        0.21732897752E+000        0.90516802104E+001        0.92878300871E+001        0.18820899215E-001
        0.29666925841E+000        0.92810677512E+001        0.21766368438E+000        0.90634040668E+001        0.92999542858E+001        0.18886534582E-001
        0.29718408566E+000        0.92931416206E+001        0.21799587818E+000        0.90751457424E+001        0.93120939629E+001        0.18952342342E-001
        0.29769935923E+000        0.93052300104E+001        0.21832554603E+000        0.90869044643E+001        0.93242483332E+001        0.19018322803E-001
        0.29821507911E+000        0.93173321368E+001        0.21865267514E+000        0.90986794616E+001        0.93364166130E+001        0.19084476273E-001
        0.29873124531E+000        0.93294472180E+001        0.21897725282E+000        0.91104699652E+001        0.93485980211E+001        0.19150803061E-001
        0.29924785783E+000        0.93415744743E+001        0.21929926646E+000        0.91222752078E+001        0.93607917777E+001        0.19217303475E-001
        0.29976491667E+000        0.93537131278E+001        0.21961870356E+000        0.91340944242E+001        0.93729971056E+001        0.19283977824E-001
        0.30028242183E+000        0.93658624029E+001        0.21993555169E+000        0.91459268512E+001        0.93852132293E+001        0.19350826417E-001
        0.30080037330E+000        0.93780215259E+001        0.22024979855E+000        0.91577717273E+001        0.93974393754E+001        0.19417849564E-001
        0.30131877109E+000        0.93901897253E+001        0.22056143191E+000        0.91696282934E+001        0.94096747729E+001        0.19485047574E-001
        0.30183761520E+000        0.94023662319E+001        0.22087043965E+000        0.91814957923E+001        0.94219186527E+001        0.19552420758E-001
        0.30235690562E+000        0.94145502785E+001        0.22117680974E+000        0.91933734687E+001        0.94341702479E+001        0.19619969427E-001
        0.30287664236E+000        0.94267411000E+001        0.22148053025E+000        0.92052605698E+001        0.94464287939E+001        0.19687693890E-001
        0.30339682542E+000        0.94389379339E+001        0.22178158937E+000        0.92171563445E+001        0.94586935283E+001        0.19755594460E-001
        0.30391745480E+000        0.94511400197E+001        0.22207997535E+000        0.92290600443E+001        0.94709636911E+001        0.19823671448E-001
        0.30443853049E+000        0.94633465992E+001        0.22237567658E+000        0.92409709226E+001        0.94832385244E+001        0.19891925164E-001
        0.30496005251E+000        0.94755569167E+001        0.22266868152E+000        0.92528882352E+001        0.94955172726E+001        0.19960355923E-001
        0.30548202084E+000        0.94877702187E+001        0.22295897876E+000        0.92648112400E+001        0.95077991828E+001        0.20028964035E-001
        0.30600443548E+000        0.94999857542E+001        0.22324655696E+000        0.92767391973E+001        0.95200835040E+001        0.20097749813E-001
        0.30652729645E+000        0.95122027746E+001        0.22353140492E+000        0.92886713696E+001        0.95323694881E+001        0.20166713571E-001
        0.30705060373E+000        0.95244205335E+001        0.22381351152E+000        0.93006070220E+001        0.95446563891E+001        0.20235855622E-001
        0.30757435733E+000        0.95366382873E+001        0.22409286575E+000        0.93125454216E+001        0.95569434636E+001        0.20305176279E-001
        0.30809855725E+000        0.95488552947E+001        0.22436945669E+000        0.93244858381E+001        0.95692299706E+001        0.20374675857E-001
        0.30862320348E+000        0.95610708171E+001        0.22464327356E+000        0.93364275435E+001        0.95815151717E+001        0.20444354669E-001
        0.30914829604E+000        0.95732841181E+001        0.22491430566E+000        0.93483698125E+001        0.95937983312E+001        0.20514213030E-001
        0.30967383491E+000        0.95854944643E+001        0.22518254241E+000        0.93603119219E+001        0.96060787155E+001        0.20584251256E-001
        0.31019982009E+000        0.95977011245E+001        0.22544797331E+000        0.93722531512E+001        0.96183555941E+001        0.20654469660E-001
        0.31072625160E+000        0.96099033704E+001        0.22571058801E+000        0.93841927824E+001        0.96306282389E+001        0.20724868560E-001
        0.31125312942E+000        0.96221004762E+001        0.22597037624E+000        0.93961300999E+001        0.96428959244E+001        0.20795448270E-001
        0.31178045356E+000        0.96342917188E+001        0.22622732784E+000        0.94080643910E+001        0.96551579279E+001        0.20866209107E-001
        0.31230822402E+000        0.96464763779E+001        0.22648143278E+000        0.94199949452E+001        0.96674135293E+001        0.20937151388E-001
        0.31283644079E+000        0.96586537358E+001        0.22673268112E+000        0.94319210547E+001        0.96796620113E+001        0.21008275428E-001
        0.31336510389E+000        0.96708230776E+001        0.22698106304E+000        0.94438420145E+001        0.96919026591E+001        0.21079581546E-001
        0.31389421330E+000        0.96829836910E+001        0.22722656883E+000        0.94557571222E+001        0.97041347611E+001        0.21151070058E-001
        0.31442376902E+000        0.96951348668E+001        0.22746918888E+000        0.94676656779E+001        0.97163576081E+001        0.21222741283E-001
        0.31495377107E+000        0.97072758983E+001        0.22770891372E+000        0.94795669846E+001        0.97285704939E+001        0.21294595538E-001
        0.31548421943E+000        0.97194060819E+001        0.22794573396E+000        0.94914603479E+001        0.97407727150E+001        0.21366633142E-001
        0.31601511411E+000        0.97315247166E+001        0.22817964036E+000        0.95033450762E+001        0.97529635710E+001        0.21438854413E-001
        0.31654645511E+000        0.97436311045E+001        0.22841062376E+000        0.95152204807E+001        0.97651423641E+001        0.21511259671E-001
        0.31707824242E+000        0.97557245504E+001        0.22863867513E+000        0.95270858753E+001        0.97773083996E+001        0.21583849235E-001
        0.31761047606E+000        0.97678043622E+001        0.22886378556E+000        0.95389405767E+001        0.97894609856E+001        0.21656623424E-001
        0.31814315601E+000        0.97798698507E+001        0.22908594625E+000        0.95507839044E+001        0.98015994333E+001        0.21729582559E-001
        0.31867628227E+000        0.97919203296E+001        0.22930514852E+000        0.95626151810E+001        0.98137230565E+001        0.21802726959E-001
        0.31920985486E+000        0.98039551155E+001        0.22952138380E+000        0.95744337317E+001        0.98258311724E+001        0.21876056946E-001
        0.31974387376E+000        0.98159735283E+001        0.22973464364E+000        0.95862388846E+001        0.98379231011E+001        0.21949572840E-001
        0.32027833898E+000        0.98279748905E+001        0.22994491971E+000        0.95980299708E+001        0.98499981655E+001        0.22023274963E-001
        0.32081325052E+000        0.98399585282E+001        0.23015220379E+000        0.96098063244E+001        0.98620556918E+001        0.22097163636E-001
        0.32134860838E+000        0.98519237699E+001        0.23035648779E+000        0.96215672821E+001        0.98740950091E+001        0.22171239181E-001
        0.32188441255E+000        0.98638699478E+001        0.23055776374E+000        0.96333121840E+001        0.98861154497E+001        0.22245501920E-001
        0.32242066304E+000        0.98757963967E+001        0.23075602378E+000        0.96450403730E+001        0.98981163489E+001        0.22319952177E-001
        0.32295735985E+000        0.98877024549E+001        0.23095126017E+000        0.96567511948E+001        0.99100970452E+001        0.22394590272E-001
        0.32349450297E+000        0.98995874636E+001        0.23114346530E+000        0.96684439983E+001        0.99220568802E+001        0.22469416531E-001
        0.32403209241E+000        0.99114507673E+001        0.23133263168E+000        0.96801181356E+001        0.99339951986E+001        0.22544431276E-001
        0.32457012817E+000        0.99232917135E+001        0.23151875193E+000        0.96917729615E+001        0.99459113483E+001        0.22619634831E-001
        0.32510861025E+000        0.99351096530E+001        0.23170181880E+000        0.97034078342E+001        0.99578046805E+001        0.22695027520E-001
        0.32564753865E+000        0.99469039398E+001        0.23188182516E+000        0.97150221147E+001        0.99696745495E+001        0.22770609668E-001
        0.32618691336E+000        0.99586739312E+001        0.23205876402E+000        0.97266151672E+001        0.99815203128E+001        0.22846381600E-001
        0.32672673439E+000        0.99704189876E+001        0.23223262848E+000        0.97381863591E+001        0.99933413312E+001        0.22922343640E-001
        0.32726700174E+000        0.99821384727E+001        0.23240341179E+000        0.97497350609E+001        0.10005136969E+002        0.22998496115E-001
        0.32780771540E+000        0.99938317535E+001        0.23257110731E+000        0.97612606462E+001        0.10016906593E+002        0.23074839349E-001
        0.32834887539E+000        0.10005498200E+002        0.23273570854E+000        0.97727624917E+001        0.10028649574E+002        0.23151373669E-001
        0.32889048169E+000        0.10017137187E+002        0.23289720908E+000        0.97842399775E+001        0.10040365286E+002        0.23228099402E-001
        0.32943253430E+000        0.10028748089E+002        0.23305560268E+000        0.97956924866E+001        0.10052053106E+002        0.23305016873E-001
        0.32997503324E+000        0.10040330289E+002        0.23321088321E+000        0.98071194055E+001        0.10063712415E+002        0.23382126411E-001
        0.33051797849E+000        0.10051883168E+002        0.23336304465E+000        0.98185201237E+001        0.10075342597E+002        0.23459428343E-001
        0.33106137006E+000        0.10063406115E+002        0.23351208113E+000        0.98298940340E+001        0.10086943038E+002        0.23536922995E-001
        0.33160520795E+000        0.10074898519E+002        0.23365798688E+000        0.98412405325E+001        0.10098513130E+002        0.23614610697E-001
        0.33214949216E+000        0.10086359775E+002        0.23380075629E+000        0.98525590186E+001        0.10110052267E+002        0.23692491776E-001
        0.33269422268E+000        0.10097789279E+002        0.23394038384E+000        0.98638488947E+001        0.10121559845E+002        0.23770566562E-001
        0.33323939952E+000        0.10109186431E+002        0.23407686418E+000        0.98751095669E+001        0.10133035267E+002        0.23848835383E-001
        0.33378502268E+000        0.10120550636E+002        0.23421019204E+000        0.98863404444E+001        0.10144477935E+002        0.23927298569E-001
        0.33433109215E+000        0.10131881302E+002        0.23434036233E+000        0.98975409395E+001        0.10155887258E+002        0.24005956448E-001
        0.33487760795E+000        0.10143177838E+002        0.23446737004E+000        0.99087104682E+001        0.10167262648E+002        0.24084809353E-001
        0.33542457006E+000        0.10154439660E+002        0.23459121032E+000        0.99198484496E+001        0.10178603518E+002        0.24163857611E-001
        0.33597197849E+000        0.10165666185E+002        0.23471187845E+000        0.99309543063E+001        0.10189909286E+002        0.24243101555E-001
        0.33651983323E+000        0.10176856834E+002        0.23482936983E+000        0.99420274642E+001        0.10201179376E+002        0.24322541515E-001
        0.33706813429E+000        0.10188011032E+002        0.23494367997E+000        0.99530673524E+001        0.10212413210E+002        0.24402177823E-001
        0.33761688167E+000        0.10199128208E+002        0.23505480456E+000        0.99640734037E+001        0.10223610219E+002        0.24482010809E-001
        0.33816607537E+000        0.10210207793E+002        0.23516273938E+000        0.99750450540E+001        0.10234769834E+002        0.24562040807E-001
        0.33871571539E+000        0.10221249223E+002        0.23526748035E+000        0.99859817428E+001        0.10245891491E+002        0.24642268148E-001
        0.33926580172E+000        0.10232251937E+002        0.23536902354E+000        0.99968829131E+001        0.10256974630E+002        0.24722693165E-001
        0.33981633437E+000        0.10243215376E+002        0.23546736512E+000        0.10007748011E+002        0.10268018692E+002        0.24803316190E-001
        0.34036731334E+000        0.10254138988E+002        0.23556250141E+000        0.10018576486E+002        0.10279023125E+002        0.24884137558E-001
        0.34091873863E+000        0.10265022221E+002        0.23565442887E+000        0.10029367792E+002        0.10289987378E+002        0.24965157601E-001
        0.34147061023E+000        0.10275864529E+002        0.23574314408E+000        0.10040121385E+002        0.10300910905E+002        0.25046376654E-001
        0.34202292815E+000        0.10286665369E+002        0.23582864375E+000        0.10050836725E+002        0.10311793164E+002        0.25127795051E-001
        0.34257569239E+000        0.10297424200E+002        0.23591092473E+000        0.10061513276E+002        0.10322633613E+002        0.25209413126E-001
        0.34312890294E+000        0.10308140488E+002        0.23598998401E+000        0.10072150504E+002        0.10333431719E+002        0.25291231215E-001
        0.34368255982E+000        0.10318813700E+002        0.23606581870E+000        0.10082747881E+002        0.10344186949E+002        0.25373249652E-001
        0.34423666301E+000        0.10329443306E+002        0.23613842605E+000        0.10093304880E+002        0.10354898775E+002        0.25455468773E-001
        0.34479121251E+000        0.10340028782E+002        0.23620780343E+000        0.10103820979E+002        0.10365566671E+002        0.25537888914E-001
        0.34534620834E+000        0.10350569607E+002        0.23627394837E+000        0.10114295659E+002        0.10376190118E+002        0.25620510412E-001
        0.34590165048E+000        0.10361065262E+002        0.23633685852E+000        0.10124728404E+002        0.10386768596E+002        0.25703333602E-001
        0.34645753894E+000        0.10371515234E+002        0.23639653167E+000        0.10135118702E+002        0.10397301593E+002        0.25786358822E-001
        0.34701387372E+000        0.10381919012E+002        0.23645296572E+000        0.10145466046E+002        0.10407788598E+002        0.25869586409E-001
        0.34757065482E+000        0.10392276089E+002        0.23650615874E+000        0.10155769930E+002        0.10418229105E+002        0.25953016700E-001
        0.34812788223E+000        0.10402585961E+002        0.23655610892E+000        0.10166029852E+002        0.10428622611E+002        0.26036650034E-001
        0.34868555596E+000        0.10412848131E+002        0.23660281458E+000        0.10176245316E+002        0.10438968618E+002        0.26120486749E-001
        0.34924367601E+000        0.10423062101E+002        0.23664627418E+000        0.10186415827E+002        0.10449266628E+002        0.26204527182E-001
        0.34980224238E+000        0.10433227380E+002        0.23668648633E+000        0.10196540894E+002        0.10459516152E+002        0.26288771674E-001
        0.35036125506E+000        0.10443343480E+002        0.23672344974E+000        0.10206620030E+002        0.10469716700E+002        0.26373220562E-001
        0.35092071406E+000        0.10453409915E+002        0.23675716329E+000        0.10216652752E+002        0.10479867789E+002        0.26457874188E-001
        0.35148061938E+000        0.10463426206E+002        0.23678762598E+000        0.10226638580E+002        0.10489968939E+002        0.26542732890E-001
        0.35204097102E+000        0.10473391874E+002        0.23681483695E+000        0.10236577037E+002        0.10500019671E+002        0.26627797009E-001
        0.35260176897E+000        0.10483306446E+002        0.23683879547E+000        0.10246467651E+002        0.10510019513E+002        0.26713066886E-001
        0.35316301324E+000        0.10493169453E+002        0.23685950097E+000        0.10256309952E+002        0.10519967996E+002        0.26798542861E-001
        0.35372470383E+000        0.10502980429E+002        0.23687695299E+000        0.10266103476E+002        0.10529864654E+002        0.26884225275E-001
        0.35428684073E+000        0.10512738911E+002        0.23689115120E+000        0.10275847760E+002        0.10539709025E+002        0.26970114470E-001
        0.35484942396E+000        0.10522444441E+002        0.23690209545E+000        0.10285542345E+002        0.10549500652E+002        0.27056210789E-001
        0.35541245350E+000        0.10532096564E+002        0.23690978568E+000        0.10295186778E+002        0.10559239078E+002        0.27142514573E-001
        0.35597592936E+000        0.10541694829E+002        0.23691422200E+000        0.10304780607E+002        0.10568923855E+002        0.27229026164E-001
        0.35653985153E+000        0.10551238789E+002        0.23691540463E+000        0.10314323384E+002        0.10578554534E+002        0.27315745907E-001
        0.35710422003E+000        0.10560728000E+002        0.23691333395E+000        0.10323814666E+002        0.10588130674E+002        0.27402674143E-001
        0.35766903484E+000        0.10570162022E+002        0.23690801046E+000        0.10333254012E+002        0.10597651834E+002        0.27489811217E-001
        0.35823429597E+000        0.10579540421E+002        0.23689943481E+000        0.10342640986E+002        0.10607117578E+002        0.27577157472E-001
        0.35880000341E+000        0.10588862762E+002        0.23688760779E+000        0.10351975155E+002        0.10616527476E+002        0.27664713253E-001
        0.35936615717E+000        0.10598128619E+002        0.23687253031E+000        0.10361256089E+002        0.10625881098E+002        0.27752478904E-001
        0.35993275726E+000        0.10607337566E+002        0.23685420344E+000        0.10370483363E+002        0.10635178021E+002        0.27840454770E-001
        0.36049980365E+000        0.10616489183E+002        0.23683262836E+000        0.10379656554E+002        0.10644417824E+002        0.27928641197E-001
        0.36106729637E+000        0.10625583051E+002        0.23680780641E+000        0.10388775245E+002        0.10653600090E+002        0.28017038529E-001
        0.36163523540E+000        0.10634618759E+002        0.23677973906E+000        0.10397839020E+002        0.10662724406E+002        0.28105647114E-001
        0.36220362075E+000        0.10643595896E+002        0.23674842792E+000        0.10406847468E+002        0.10671790363E+002        0.28194467297E-001
        0.36277245242E+000        0.10652514057E+002        0.23671387473E+000        0.10415800182E+002        0.10680797556E+002        0.28283499424E-001
        0.36334173041E+000        0.10661372839E+002        0.23667608139E+000        0.10424696758E+002        0.10689745583E+002        0.28372743844E-001
        0.36391145471E+000        0.10670171845E+002        0.23663504991E+000        0.10433536795E+002        0.10698634046E+002        0.28462200902E-001
        0.36448162533E+000        0.10678910679E+002        0.23659078244E+000        0.10442319897E+002        0.10707462550E+002        0.28551870948E-001
        0.36505224227E+000        0.10687588952E+002        0.23654328130E+000        0.10451045671E+002        0.10716230706E+002        0.28641754328E-001
        0.36562330553E+000        0.10696206276E+002        0.23649254891E+000        0.10459713727E+002        0.10724938128E+002        0.28731851391E-001
        0.36619481510E+000        0.10704762269E+002        0.23643858785E+000        0.10468323681E+002        0.10733584431E+002        0.28822162485E-001
        0.36676677099E+000        0.10713256550E+002        0.23638140082E+000        0.10476875149E+002        0.10742169238E+002        0.28912687961E-001
        0.36733917320E+000        0.10721688744E+002        0.23632099068E+000        0.10485367754E+002        0.10750692173E+002        0.29003428166E-001
        0.36791202173E+000        0.10730058481E+002        0.23625736041E+000        0.10493801120E+002        0.10759152864E+002        0.29094383451E-001
        0.36848531657E+000        0.10738365390E+002        0.23619051313E+000        0.10502174877E+002        0.10767550945E+002        0.29185554166E-001
        0.36905905773E+000        0.10746609110E+002        0.23612045212E+000        0.10510488658E+002        0.10775886050E+002        0.29276940660E-001
        0.36963324521E+000        0.10754789278E+002        0.23604718076E+000        0.10518742097E+002        0.10784157821E+002        0.29368543286E-001
        0.37020787901E+000        0.10762905538E+002        0.23597070259E+000        0.10526934836E+002        0.10792365901E+002        0.29460362393E-001
        0.37078295912E+000        0.10770957538E+002        0.23589102129E+000        0.10535066517E+002        0.10800509937E+002        0.29552398333E-001
        0.37135848555E+000        0.10778944929E+002        0.23580814066E+000        0.10543136788E+002        0.10808589580E+002        0.29644651459E-001
        0.37193445830E+000        0.10786867364E+002        0.23572206467E+000        0.10551145299E+002        0.10816604486E+002        0.29737122121E-001
        0.37251087737E+000        0.10794724503E+002        0.23563279738E+000        0.10559091705E+002        0.10824554313E+002        0.29829810673E-001
        0.37308774275E+000        0.10802516007E+002        0.23554034304E+000        0.10566975664E+002        0.10832438724E+002        0.29922717466E-001
        0.37366505445E+000        0.10810241542E+002        0.23544470599E+000        0.10574796836E+002        0.10840257385E+002        0.30015842855E-001
        0.37424281247E+000        0.10817900779E+002        0.23534589073E+000        0.10582554889E+002        0.10848009967E+002        0.30109187193E-001
        0.37482101681E+000        0.10825493391E+002        0.23524390191E+000        0.10590249489E+002        0.10855696142E+002        0.30202750833E-001
        0.37539966746E+000        0.10833019055E+002        0.23513874428E+000        0.10597880311E+002        0.10863315589E+002        0.30296534130E-001
