Diffusion Coefficient [cm^2/s]
0.0140000028 0.000137149196245079 0.00018138689945848 0.000340927872781365
0.0280000028 0.000298480417536432 0.000354142022648676 0.000529623578369123
0.0420000028 0.000375548385342376 0.00043956206767205 0.000512902572597285
0.0560000028 0.000410045346760554 0.000473063428374525 0.000522659186930687
0.0700000028 0.000438557710355832 0.000491502341134804 0.000589619478771317
0.0840000028 0.000466872081627698 0.000510521681458531 0.00062764935499055
0.0980000028 0.000490212842607116 0.000529663088241209 0.000624881185296455
0.1120000028 0.00050761385018056 0.00054630054163081 0.000625744017741583
0.1260000028 0.000521984626235305 0.00055983092781572 0.000642151413672149
0.1400000028 0.000534580882267055 0.000571345306397048 0.000657361389910694
0.1540000028 0.000546083922784373 0.000581455382470789 0.000665561968058997
0.1680000028 0.000557285489933591 0.000590815330405863 0.000672216190558183
0.1820000028 0.000565968955954894 0.000599383420973924 0.000678977978931582
0.1960000028 0.000572676608721283 0.000606599531381731 0.000682914925294466
0.2100000028 0.000578673931237434 0.00061264350469681 0.000685188030611292
