Automatic VACF
0.0056000028 1046.77457282204
0.0084000028 986.433889052798
0.0112000028 887.55770805109
0.0140000028 760.114013142593
0.0168000028 615.774140766986
0.0196000028 466.434343327314
0.0224000028 323.168812477955
0.0252000028 195.289388100715
0.0280000028 89.4962061636533
0.0308000028 9.48393238238636
0.0336000028 -43.8121900001074
0.0364000028 -71.6262571337717
0.0392000028 -76.7732748662003
0.0420000028 -63.2273712070451
0.0448000028 -35.8029454872542
0.0476000028 0.221909110532294
0.0504000028 39.5947229957185
0.0532000028 77.592191854416
0.0560000028 110.381772793786
0.0588000028 135.16174593649
0.0616000028 150.195726515748
0.0644000028 154.899620026562
0.0672000028 149.855810853824
0.0700000028 136.603400469475
0.0728000028 117.261836581961
0.0756000028 94.1567051661176
0.0784000028 69.6004147935365
0.0812000028 45.7329530060089
0.0840000028 24.3139121672335
0.0868000028 6.63116654277139
0.0896000028 -6.46014654134263
0.0924000028 -14.5132805842795
0.0952000028 -17.5295439784582
0.0980000028 -16.0103633678164
0.1008000028 -10.873170294931
0.1036000028 -3.25979359713151
0.1064000028 5.62021143791216
0.1092000028 14.6437490047942
0.1120000028 22.936573801087
0.1148000028 29.9090377262887
0.1176000028 35.1905494288391
0.1204000028 38.5898986760342
0.1232000028 40.0552878388452
0.1260000028 39.6673584706694
0.1288000028 37.7202988502562
0.1316000028 34.7040981314606
0.1344000028 31.1403195819556
0.1372000028 27.4430175271173
0.1400000028 23.8802773160481
0.1428000028 20.6472383066912
0.1456000028 17.9563477858268
0.1484000028 15.9618518038982
0.1512000028 14.6489023263757
0.1540000028 13.9094698624627
0.1568000028 13.6600548476592
0.1596000028 13.8347046708043
0.1624000028 14.3169274788462
0.1652000028 14.9087238982225
0.1680000028 15.3773884877833
0.1708000028 15.5306557587724
0.1736000028 15.2449538143599
0.1764000028 14.4901028903713
0.1792000028 13.3538547953455
0.1820000028 11.9810028718023
0.1848000028 10.5014375408987
0.1876000028 9.02699501800202
0.1904000028 7.64426045739817
0.1932000028 6.39357012964213
0.1960000028 5.33803209891034
0.1988000028 4.61663159194091
0.2016000028 4.34204452485775
0.2044000028 4.53866871209155
0.2072000028 5.20502378060759
0.2100000028 6.35052538909273
0.2128000028 7.96860898991494
0.2156000028 10.0179056190054
