Viscosity [g/cm/s]
0.0280000028 -0.291327483090962
0.0560000028 0.207557987405163
0.0840000028 0.420529128489746
0.1120000028 0.572670513519337
0.1400000028 0.617827918231061
0.1680000028 0.693333183890867
0.1960000028 0.666725057184318
0.2240000028 0.703514898322365
0.2520000028 0.737792933244066
0.2800000028 0.669004893415259
0.3080000028 0.95375046183935
0.3360000028 1.08127769929227
0.3640000028 1.03390545152614
0.3920000028 0.971641234045589
0.4200000028 0.952451470720267
0.4480000028 1.04170273830356
0.4760000028 0.996070047988214
0.5040000028 1.02473689159335
0.5320000028 1.07566378880299
0.5600000028 1.08616215788742
0.5880000028 1.04018194096819
0.6160000028 1.00328740049447
0.6440000028 0.975234461513164
0.6720000028 0.947123944534358
0.7000000028 0.934715755435078
0.7280000028 0.912358758511241
0.7560000028 0.9034543073607
0.7840000028 0.888056997702334
0.8120000028 0.870496420323293
0.8400000028 0.935737920064129
0.8680000028 0.928894753695412
0.8960000028 0.964064384635685
0.9240000028 0.974871568741443
0.9520000028 0.966852817137736
0.9800000028 1.00721344583655
1.0080000028 1.0402901488153
1.0360000028 1.03500518587077
1.0640000028 1.03009373198362
1.0920000028 1.00680465322575
1.1200000028 1.0016338114024
1.1480000028 0.98726502206555
1.1760000028 0.983366132262334
1.2040000028 1.00055485242338
1.2320000028 0.993295476370006
1.2600000028 0.996436506209855
1.2880000028 0.978556107033233
1.3160000028 0.971596673522213
1.3440000028 0.977814144530294
1.3720000028 0.971301032852681
1.4000000028 0.974707045198415
1.4280000028 0.983876264396025
1.4560000028 0.978998031236199
1.4840000028 1.00052286547241
1.5120000028 1.002961539569
1.5400000028 1.03779080134451
1.5680000028 1.05107153428093
1.5960000028 1.05522872363267
1.6240000028 1.04971579760238
1.6520000028 1.05031204634237
1.6800000028 1.03960751035974
1.7080000028 1.02954787453455
1.7360000028 1.03058662095492
1.7640000028 1.02552281837901
1.7920000028 1.03942449015414
1.8200000028 1.03406686985965
1.8480000028 1.02469656860018
1.8760000028 1.02013139620158
1.9040000028 1.01860318668551
1.9320000028 1.02262069731541
1.9600000028 1.03195947741121
1.9880000028 1.05519605729067
2.0160000028 1.06199317097208
2.0440000028 1.04998946981238
2.0720000028 1.037356694643
2.1000000028 1.02476034559496
2.1280000028 1.01664541363364
2.1560000028 1.00385679028325
2.1840000028 0.993603777055402
2.2120000028 0.99522683794334
2.2400000028 0.994296135535732
2.2680000028 0.984668939649425
2.2960000028 0.989533001505793
2.3240000028 0.982511005724206
2.3520000028 0.971837384148766
2.3800000028 0.978183779318593
2.4080000028 0.973823219746814
2.4360000028 0.962814389103853
2.4640000028 0.956289386303152
2.4920000028 0.951360495249595
2.5200000028 0.942048396265752
2.5480000028 0.933899760811293
2.5760000028 0.934499930341532
2.6040000028 0.923122681121083
2.6320000028 0.919740461342084
2.6600000028 0.925654433932409
2.6880000028 0.924084804658735
2.7160000028 0.919209477133032
2.7440000028 0.922377630470122
2.7720000028 0.912902465747535
2.8000000028 0.907947575869041
