Diffusion Coefficient [cm^2/s]
0.0280000028 0.000203055899626435 0.000305254092832023 0.000524951659941752
0.0560000028 0.000400862266278646 0.000513381351680805 0.000605560495477017
0.0840000028 0.000477312889210731 0.000571325079205304 0.000664263608211124
0.1120000028 0.000531545586646279 0.000607644080289915 0.000716402838828736
0.1400000028 0.00056871887135207 0.000636623178655789 0.000734734373650843
0.1680000028 0.000597106748968997 0.000658100897921125 0.000753530002514849
0.1960000028 0.000619424802118978 0.000675937479667103 0.000759550642729298
0.2240000028 0.000638734732069768 0.000691028414163703 0.000764973049815617
0.2520000028 0.000654245158897386 0.000703765023704017 0.000775744447721128
0.2800000028 0.000667575858615497 0.000714858402027516 0.000784885419983977
0.3080000028 0.000679504176319572 0.00072447652987094 0.000788943941369718
0.3360000028 0.000688687688690643 0.000732730808829151 0.000795949930633363
0.3640000028 0.00069943968283785 0.000740285428239389 0.000808255439198295
0.3920000028 0.000708073516379203 0.000747588992582325 0.00081743655530361
0.4200000028 0.000715433522360868 0.000754105262411542 0.000824592307596573
0.4480000028 0.000722567429106171 0.000759975145601848 0.000828761592018881
0.4760000028 0.000731078880212173 0.000765810245219514 0.000833030911150422
0.5040000028 0.000738450482881737 0.000771718949210278 0.000845189404407835
0.5320000028 0.000743347883891086 0.000777281543594718 0.000854456017683048
0.5600000028 0.000748160055754783 0.000781898593583421 0.000867530765612778
0.5880000028 0.000752758949803328 0.000786344032693278 0.000870230363881975
0.6160000028 0.000754315975146378 0.000789980503328892 0.000867023437711294
0.6440000028 0.000755734756664378 0.000792603787595273 0.000861970114370491
0.6720000028 0.00076086297509877 0.000795029017285778 0.000866347966374728
0.7000000028 0.000765765050571537 0.000797826646752153 0.000864982426079049
0.7280000028 0.000769331653223047 0.00080063924575801 0.000867581213089263
0.7560000028 0.000772283987179219 0.000803278837159803 0.000862197875319534
0.7840000028 0.000774509847762361 0.000805666757862372 0.000854941163769738
0.8120000028 0.000777519501961166 0.000807898439971551 0.000854563467693119
0.8400000028 0.000780007469576308 0.000810070695704651 0.00085965314170765
0.8680000028 0.000780365036619671 0.00081187881836543 0.000857226540159754
0.8960000028 0.000781062475060521 0.00081327575005946 0.000856885569896657
0.9240000028 0.000782695567224783 0.000814445798074801 0.000865748048341135
0.9520000028 0.000783757216136166 0.00081550529875401 0.000869110963435466
0.9800000028 0.00078612205726474 0.000816514339636495 0.000872438054910392
1.0080000028 0.000786433757001171 0.000817471652913462 0.000874862122779498
1.0360000028 0.000785713326618041 0.000818037723854412 0.000872428115525725
1.0640000028 0.000787934970000912 0.000818535281041193 0.000869346482398989
1.0920000028 0.000788781466870403 0.00081909808156252 0.000873763782341612
1.1200000028 0.00078845725750243 0.000819472337285507 0.000880986611004581
1.1480000028 0.000788695257832236 0.00081968238878737 0.000880428981608165
1.1760000028 0.000789817551779267 0.000819835650120752 0.000887716406429232
1.2040000028 0.000792067430921575 0.00082011565632517 0.000894544788554677
1.2320000028 0.00079483023880866 0.000820605337091714 0.000897833599946458
1.2600000028 0.00079577526263298 0.000821233987836694 0.000904761065592206
1.2880000028 0.000795948190850967 0.00082174825483773 0.000907460113090943
1.3160000028 0.000796892824425736 0.000822184169095817 0.000912438889080496
1.3440000028 0.000797974157637329 0.00082264834203766 0.000915859894787985
1.3720000028 0.000798756699162525 0.000823091428055884 0.000926812797501972
1.4000000028 0.000799724318236011 0.00082355023286643 0.000933901714081901
1.4280000028 0.000799450803917522 0.00082392839113519 0.000932280416551026
1.4560000028 0.000800351024403582 0.000824231419100754 0.000926236064767496
1.4840000028 0.000800209773078674 0.00082451741390756 0.000918446178581535
1.5120000028 0.000800966206783622 0.000824729668714881 0.000919693713145258
1.5400000028 0.000801862701772022 0.000824984369771405 0.000916651981757838
1.5680000028 0.000801589309634683 0.000825191987895675 0.000919296328262824
1.5960000028 0.000802578928767932 0.00082536588554849 0.00091459934445605
1.6240000028 0.000802698279575806 0.000825555871459328 0.000899449532706006
1.6520000028 0.000802885262864698 0.000825677680792323 0.000887790407082436
1.6800000028 0.00080367391315213 0.000825808096964217 0.000884565249647248
1.7080000028 0.000803870651503459 0.000825950696947997 0.000874741612756732
1.7360000028 0.000803461996411015 0.000826031283556864 0.000872731111960751
1.7640000028 0.000802694973137938 0.00082600363062897 0.000865990329984168
1.7920000028 0.000801810372143524 0.000825876330857521 0.000862979925493172
1.8200000028 0.000802137956665016 0.000825691261948086 0.00086119445316993
1.8480000028 0.000802837698359346 0.000825546033687235 0.000858744723443389
1.8760000028 0.000803389071494049 0.00082543242296254 0.000865316181775648
1.9040000028 0.000803512481030982 0.000825336957407725 0.000866833780908988
1.9320000028 0.000804145720036041 0.000825240939627565 0.000863904504085212
1.9600000028 0.00080529952873194 0.000825221159971282 0.000866451736996755
1.9880000028 0.000805586706050067 0.000825234331690178 0.000862982999531504
2.0160000028 0.000806231638826263 0.000825252046419323 0.000866017474532376
2.0440000028 0.000806903379048346 0.000825312156764421 0.000872034595840286
2.0720000028 0.000807739593905781 0.000825391960170496 0.000867798082170981
2.1000000028 0.000809480481288169 0.000825565685209081 0.000866519709061494
2.1280000028 0.000810408853487957 0.000825807468077182 0.000865845570018853
2.1560000028 0.000811112038657129 0.0008260668667522 0.000867449911530362
2.1840000028 0.000813286615369199 0.00082640887847852 0.000866216414241051
2.2120000028 0.000814683804174993 0.000826860456006244 0.000869884249184309
2.2400000028 0.000814834159634419 0.000827311078852516 0.000868014231542273
2.2680000028 0.000814850697431151 0.000827728962699044 0.000870406107007447
2.2960000028 0.000814421635533349 0.000828079861215369 0.000874589518382182
2.3240000028 0.000814290822370684 0.000828380439732863 0.000882190252412203
2.3520000028 0.000814882163316998 0.000828662090553335 0.000882595722969897
2.3800000028 0.00081478773992289 0.000828937387032974 0.000884014767304828
2.4080000028 0.000814763946659916 0.000829160678518738 0.000885311195769409
2.4360000028 0.000815569310541081 0.000829397607115137 0.000884021584121342
2.4640000028 0.000816621633318192 0.000829667042261704 0.00088495258961501
2.4920000028 0.000816853203232863 0.000829965348668591 0.000885591192365235
2.5200000028 0.000815666104468929 0.000830183718454754 0.000883992574922616
2.5480000028 0.000815162216698926 0.000830337870295455 0.00088418046477423
2.5760000028 0.000814028181208005 0.000830401039628827 0.000884108605781927
2.6040000028 0.000814142473013076 0.000830423881007119 0.000882718394486975
2.6320000028 0.000814139097479829 0.000830444437955847 0.000881269563286278
