# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":2.05322265625, "A":28,  "μ[AU]": 8.770e-02, "T[AU]": 3.675e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    1.00000e-03     1.41456e+05     0.00000e+00     1.41448e+05     0.00000e+00    -5.29290e+01     1.29466e+04    -3.86685e+01
    1.02617e-03     1.36065e+05     0.00000e+00     1.36057e+05     0.00000e+00    -5.29187e+01     1.26151e+04    -3.81729e+01
    1.05303e-03     1.30879e+05     0.00000e+00     1.30871e+05     0.00000e+00    -5.29075e+01     1.22920e+04    -3.76836e+01
    1.08059e-03     1.25890e+05    2.42926e-148     1.25883e+05     0.00000e+00    -5.28953e+01     1.19771e+04    -3.72006e+01
    1.10888e-03     1.21091e+05    2.04838e-144     1.21084e+05     0.00000e+00    -5.28822e+01     1.16703e+04    -3.67237e+01
    1.13790e-03     1.16474e+05    1.37038e-140     1.16467e+05     0.00000e+00    -5.28682e+01     1.13712e+04    -3.62529e+01
    1.16768e-03     1.12033e+05    7.31697e-137     1.12026e+05     0.00000e+00    -5.28534e+01     1.10799e+04    -3.57882e+01
    1.19825e-03     1.07761e+05    3.13599e-133     1.07754e+05     0.00000e+00    -5.28376e+01     1.07959e+04    -3.53293e+01
    1.22961e-03     1.03652e+05    1.08494e-129     1.03645e+05     0.00000e+00    -5.28210e+01     1.05192e+04    -3.48764e+01
    1.26179e-03     9.96983e+04    3.04645e-126     9.96918e+04     0.00000e+00    -5.28035e+01     1.02496e+04    -3.44292e+01
    1.29482e-03     9.58954e+04    6.97994e-123     9.58891e+04     0.00000e+00    -5.27851e+01     9.98681e+03    -3.39877e+01
    1.32871e-03     9.22372e+04    1.31169e-119     9.22310e+04     0.00000e+00    -5.27659e+01     9.73074e+03    -3.35518e+01
    1.36348e-03     8.87182e+04    2.03200e-116     8.87121e+04     0.00000e+00    -5.27458e+01     9.48121e+03    -3.31216e+01
