 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.02389210355332     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.26513491779E-002        0.11462108376E+000        0.23892864701E-003        0.11438215511E+000        0.11462182428E+000        0.74052258528E-006
        0.27002209454E-002        0.11873470250E+000        0.24750125774E-003        0.11848720124E+000        0.11873547057E+000        0.76807400661E-006
        0.27495390304E-002        0.12295387477E+000        0.25629368768E-003        0.12269758108E+000        0.12295467116E+000        0.79638716623E-006
        0.27993034330E-002        0.12728016795E+000        0.26530919219E-003        0.12701485876E+000        0.12728099343E+000        0.82547597674E-006
        0.28495141530E-002        0.13171515140E+000        0.27455103034E-003        0.13144060037E+000        0.13171600676E+000        0.85535447668E-006
        0.29001711906E-002        0.13626039620E+000        0.28402246425E-003        0.13597637374E+000        0.13626128224E+000        0.88603683046E-006
        0.29512745457E-002        0.14091747485E+000        0.29372675852E-003        0.14062374809E+000        0.14091839239E+000        0.91753732842E-006
        0.30028242183E-002        0.14568796100E+000        0.30366717959E-003        0.14538429382E+000        0.14568891087E+000        0.94987038681E-006
        0.30548202084E-002        0.15057342914E+000        0.31384699520E-003        0.15025958214E+000        0.15057441219E+000        0.98305054778E-006
        0.31072625160E-002        0.15557545435E+000        0.32426947370E-003        0.15525118488E+000        0.15557647144E+000        0.10170924794E-005
        0.31601511411E-002        0.16069561201E+000        0.33493788351E-003        0.16036067413E+000        0.16069666402E+000        0.10520109757E-005
        0.32134860838E-002        0.16593547749E+000        0.34585549248E-003        0.16558962200E+000        0.16593656531E+000        0.10878209564E-005
        0.32672673439E-002        0.17129662589E+000        0.35702556730E-003        0.17093960032E+000        0.17129775042E+000        0.11245374675E-005
        0.33214949216E-002        0.17678063174E+000        0.36845137287E-003        0.17641218037E+000        0.17678179391E+000        0.11621756807E-005
        0.33761688167E-002        0.18238906873E+000        0.38013617170E-003        0.18200893256E+000        0.18239026948E+000        0.12007508934E-005
        0.34312890294E-002        0.18812350942E+000        0.39208322330E-003        0.18773142619E+000        0.18812474970E+000        0.12402785294E-005
        0.34868555596E-002        0.19398552493E+000        0.40429578358E-003        0.19358122915E+000        0.19398680571E+000        0.12807741379E-005
        0.35428684073E-002        0.19997668471E+000        0.41677710421E-003        0.19955990760E+000        0.19997800696E+000        0.13222533944E-005
        0.35993275726E-002        0.20609855618E+000        0.42953043203E-003        0.20566902575E+000        0.20609992092E+000        0.13647321002E-005
        0.36562330553E-002        0.21235270453E+000        0.44255900845E-003        0.21191014552E+000        0.21235411275E+000        0.14082261824E-005
        0.37135848555E-002        0.21874069234E+000        0.45586606880E-003        0.21828482628E+000        0.21874214510E+000        0.14527516940E-005
        0.37713829733E-002        0.22526407940E+000        0.46945484176E-003        0.22479462455E+000        0.22526557772E+000        0.14983248142E-005
        0.38296274086E-002        0.23192442231E+000        0.48332854873E-003        0.23144109376E+000        0.23192596727E+000        0.15449618478E-005
        0.38883181613E-002        0.23872327431E+000        0.49749040320E-003        0.23822578391E+000        0.23872486699E+000        0.15926792257E-005
        0.39474552316E-002        0.24566218490E+000        0.51194361019E-003        0.24515024129E+000        0.24566382640E+000        0.16414935045E-005
        0.40070386194E-002        0.25274269963E+000        0.52669136557E-003        0.25221600827E+000        0.25274439105E+000        0.16914213669E-005
        0.40670683247E-002        0.25996635976E+000        0.54173685553E-003        0.25942462291E+000        0.25996810224E+000        0.17424796216E-005
        0.41275443476E-002        0.26733470201E+000        0.55708325591E-003        0.26677761875E+000        0.26733649669E+000        0.17946852030E-005
        0.41884666879E-002        0.27484925825E+000        0.57273373161E-003        0.27427652452E+000        0.27485110631E+000        0.18480551714E-005
        0.42498353458E-002        0.28251155527E+000        0.58869143598E-003        0.28192286383E+000        0.28251345787E+000        0.19026067132E-005
        0.43116503211E-002        0.29032311442E+000        0.60495951024E-003        0.28971815491E+000        0.29032507278E+000        0.19583571406E-005
        0.43739116140E-002        0.29828545142E+000        0.62154108284E-003        0.29766391033E+000        0.29828746674E+000        0.20153238918E-005
        0.44366192244E-002        0.30640007598E+000        0.63843926887E-003        0.30576163671E+000        0.30640214951E+000        0.20735245308E-005
        0.44997731523E-002        0.31466849161E+000        0.65565716945E-003        0.31401283445E+000        0.31467062459E+000        0.21329767476E-005
        0.45633733977E-002        0.32309219530E+000        0.67319787115E-003        0.32241899742E+000        0.32309438899E+000        0.21936983580E-005
        0.46274199606E-002        0.33167267721E+000        0.69106444536E-003        0.33098161276E+000        0.33167493292E+000        0.22557073039E-005
        0.46919128410E-002        0.34041142046E+000        0.70925994771E-003        0.33970216052E+000        0.34041373949E+000        0.23190216529E-005
        0.47568520390E-002        0.34930990082E+000        0.72778741746E-003        0.34858211340E+000        0.34931228448E+000        0.23836595988E-005
        0.48222375544E-002        0.35836958641E+000        0.74664987695E-003        0.35762293654E+000        0.35837203605E+000        0.24496394610E-005
        0.48880693874E-002        0.36759193748E+000        0.76585033091E-003        0.36682608715E+000        0.36759445446E+000        0.25169796851E-005
        0.49543475379E-002        0.37697840607E+000        0.78539176599E-003        0.37619301430E+000        0.37698099177E+000        0.25856988423E-005
        0.50210720059E-002        0.38653043580E+000        0.80527715005E-003        0.38572515865E+000        0.38653309162E+000        0.26558156301E-005
        0.50882427914E-002        0.39624946157E+000        0.82550943167E-003        0.39542395214E+000        0.39625218892E+000        0.27273488716E-005
        0.51558598944E-002        0.40613690927E+000        0.84609153951E-003        0.40529081773E+000        0.40613970959E+000        0.28003175160E-005
        0.52239233149E-002        0.41619419555E+000        0.86702638175E-003        0.41532716917E+000        0.41619707029E+000        0.28747406384E-005
        0.52924330529E-002        0.42642272753E+000        0.88831684548E-003        0.42553441068E+000        0.42642567817E+000        0.29506374396E-005
        0.53613891085E-002        0.43682390253E+000        0.90996579617E-003        0.43591393673E+000        0.43682693055E+000        0.30280272467E-005
        0.54307914815E-002        0.44739910780E+000        0.93197607705E-003        0.44646713172E+000        0.44740221473E+000        0.31069295125E-005
        0.55006401721E-002        0.45814972029E+000        0.95435050855E-003        0.45719536979E+000        0.45815290766E+000        0.31873638156E-005
        0.55709351802E-002        0.46907710635E+000        0.97709188774E-003        0.46810001446E+000        0.46908037570E+000        0.32693498607E-005
        0.56416765058E-002        0.48018262147E+000        0.10002029878E-002        0.47918241849E+000        0.48018597438E+000        0.33529074785E-005
        0.57128641489E-002        0.49146761005E+000        0.10236865572E-002        0.49044392349E+000        0.49147104811E+000        0.34380566253E-005
        0.57844981095E-002        0.50293340511E+000        0.10475453197E-002        0.50188585979E+000        0.50293692992E+000        0.35248173838E-005
        0.58565783876E-002        0.51458132803E+000        0.10717819732E-002        0.51350954606E+000        0.51458494124E+000        0.36132099621E-005
        0.59291049833E-002        0.52641268834E+000        0.10963991893E-002        0.52531628916E+000        0.52641639160E+000        0.37032546946E-005
        0.60020778964E-002        0.53842878342E+000        0.11213996133E-002        0.53730738381E+000        0.53843257840E+000        0.37949720415E-005
        0.60754971271E-002        0.55063089826E+000        0.11467858628E-002        0.54948411240E+000        0.55063478664E+000        0.38883825889E-005
        0.61493626753E-002        0.56302030521E+000        0.11725605278E-002        0.56184774468E+000        0.56302428872E+000        0.39835070488E-005
        0.62236745410E-002        0.57559826373E+000        0.11987261699E-002        0.57439953756E+000        0.57560234410E+000        0.40803662592E-005
        0.62984327242E-002        0.58836602016E+000        0.12252853216E-002        0.58714073484E+000        0.58837019915E+000        0.41789811840E-005
        0.63736372249E-002        0.60132480745E+000        0.12522404864E-002        0.60007256697E+000        0.60132908683E+000        0.42793729130E-005
        0.64492880431E-002        0.61447584493E+000        0.12795941373E-002        0.61319625079E+000        0.61448022649E+000        0.43815626620E-005
        0.65253851788E-002        0.62782033805E+000        0.13073487171E-002        0.62651298933E+000        0.62782482362E+000        0.44855717727E-005
        0.66019286321E-002        0.64135947817E+000        0.13355066377E-002        0.64002397153E+000        0.64136406959E+000        0.45914217125E-005
        0.66789184028E-002        0.65509444231E+000        0.13640702792E-002        0.65373037203E+000        0.65509914144E+000        0.46991340752E-005
        0.67563544911E-002        0.66902639290E+000        0.13930419897E-002        0.66763335091E+000        0.66903120163E+000        0.48087305801E-005
        0.68342368969E-002        0.68315647755E+000        0.14224240848E-002        0.68173405347E+000        0.68316139779E+000        0.49202330726E-005
        0.69125656202E-002        0.69748582885E+000        0.14522188471E-002        0.69603361001E+000        0.69749086252E+000        0.50336635240E-005
        0.69913406610E-002        0.71201556410E+000        0.14824285253E-002        0.71053313558E+000        0.71202071315E+000        0.51490440316E-005
        0.70705620193E-002        0.72674678509E+000        0.15130553345E-002        0.72523372976E+000        0.72675205149E+000        0.52663968186E-005
        0.71502296951E-002        0.74168057790E+000        0.15441014548E-002        0.74013647645E+000        0.74168596365E+000        0.53857442340E-005
        0.72303436884E-002        0.75681801264E+000        0.15755690315E-002        0.75524244361E+000        0.75682351975E+000        0.55071087530E-005
        0.73109039993E-002        0.77216014327E+000        0.16074601743E-002        0.77055268309E+000        0.77216577378E+000        0.56305129764E-005
        0.73919106277E-002        0.78770800733E+000        0.16397769568E-002        0.78606823038E+000        0.78771376331E+000        0.57559796312E-005
        0.74733635735E-002        0.80346262579E+000        0.16725214163E-002        0.80179010437E+000        0.80346850932E+000        0.58835315703E-005
        0.75552628369E-002        0.81942500275E+000        0.17056955529E-002        0.81771930720E+000        0.81943101595E+000        0.60131917724E-005
        0.76376084178E-002        0.83559612533E+000        0.17393013294E-002        0.83385682400E+000        0.83560227032E+000        0.61449833422E-005
        0.77204003162E-002        0.85197696337E+000        0.17733406707E-002        0.85020362270E+000        0.85198324230E+000        0.62789295103E-005
        0.78036385321E-002        0.86856846927E+000        0.18078154633E-002        0.86676065381E+000        0.86857488433E+000        0.64150536334E-005
        0.78873230656E-002        0.88537157778E+000        0.18427275551E-002        0.88352885023E+000        0.88537813116E+000        0.65533791940E-005
        0.79714539165E-002        0.90238720579E+000        0.18780787545E-002        0.90050912703E+000        0.90239389972E+000        0.66939298005E-005
        0.80560310850E-002        0.91961625212E+000        0.19138708304E-002        0.91770238129E+000        0.91962308885E+000        0.68367291874E-005
        0.81410545709E-002        0.93705959737E+000        0.19501055116E-002        0.93510949186E+000        0.93706657917E+000        0.69818012149E-005
        0.82265243744E-002        0.95471810366E+000        0.19867844861E-002        0.95273131917E+000        0.95472523283E+000        0.71291698693E-005
        0.83124404954E-002        0.97259261448E+000        0.20239094013E-002        0.97056870508E+000        0.97259989334E+000        0.72788592629E-005
        0.83988029339E-002        0.99068395450E+000        0.20614818631E-002        0.98862247264E+000        0.99069138540E+000        0.74308936338E-005
        0.84856116899E-002        0.10089929294E+001        0.20995034355E-002        0.10068934259E+001        0.10090005147E+001        0.75852973462E-005
        0.85728667634E-002        0.10275203255E+001        0.21379756404E-002        0.10253823499E+001        0.10275280676E+001        0.77420948899E-005
        0.86605681545E-002        0.10462669101E+001        0.21768999572E-002        0.10440900101E+001        0.10462748114E+001        0.79013108812E-005
        0.87487158630E-002        0.10652334304E+001        0.22162778222E-002        0.10630171526E+001        0.10652414934E+001        0.80629700618E-005
        0.88373098891E-002        0.10844206145E+001        0.22561106282E-002        0.10821645038E+001        0.10844288416E+001        0.82270972997E-005
        0.89263502326E-002        0.11038291700E+001        0.22963997246E-002        0.11015327703E+001        0.11038375637E+001        0.83937175886E-005
        0.90158368937E-002        0.11234597848E+001        0.23371464164E-002        0.11211226384E+001        0.11234683477E+001        0.85628560484E-005
        0.91057698723E-002        0.11433131265E+001        0.23783519641E-002        0.11409347745E+001        0.11433218610E+001        0.87345379248E-005
        0.91961491684E-002        0.11633898421E+001        0.24200175836E-002        0.11609698245E+001        0.11633987509E+001        0.89087885894E-005
        0.92869747820E-002        0.11836905583E+001        0.24621444452E-002        0.11812284138E+001        0.11836996439E+001        0.90856335399E-005
        0.93782467132E-002        0.12042158808E+001        0.25047336741E-002        0.12017111471E+001        0.12042251459E+001        0.92650983997E-005
        0.94699649618E-002        0.12249663946E+001        0.25477863490E-002        0.12224186082E+001        0.12249758418E+001        0.94472089186E-005
        0.95621295280E-002        0.12459426636E+001        0.25913035030E-002        0.12433513601E+001        0.12459522956E+001        0.96319909718E-005
        0.96547404116E-002        0.12671452305E+001        0.26352861221E-002        0.12645099444E+001        0.12671550500E+001        0.98194705609E-005
        0.97477976128E-002        0.12885746167E+001        0.26797351457E-002        0.12858948815E+001        0.12885846264E+001        0.10009673813E-004
        0.98413011315E-002        0.13102313221E+001        0.27246514658E-002        0.13075066706E+001        0.13102415247E+001        0.10202626982E-004
        0.99352509677E-002        0.13321158250E+001        0.27700359271E-002        0.13293457891E+001        0.13321262234E+001        0.10398356447E-004
        0.10029647121E-001        0.13542285819E+001        0.28158893262E-002        0.13514126926E+001        0.13542391788E+001        0.10596888713E-004
        0.10124489593E-001        0.13765700274E+001        0.28622124117E-002        0.13737078150E+001        0.13765808257E+001        0.10798250411E-004
        0.10219778381E-001        0.13991405742E+001        0.29090058838E-002        0.13962315683E+001        0.13991515767E+001        0.11002468298E-004
        0.10315513488E-001        0.14219406127E+001        0.29562703939E-002        0.14189843423E+001        0.14219518223E+001        0.11209569258E-004
        0.10411694911E-001        0.14449705111E+001        0.30040065445E-002        0.14419665045E+001        0.14449819306E+001        0.11419580300E-004
        0.10508322653E-001        0.14682306151E+001        0.30522148889E-002        0.14651784002E+001        0.14682422476E+001        0.11632528559E-004
        0.10605396711E-001        0.14917212480E+001        0.31008959306E-002        0.14886203521E+001        0.14917330964E+001        0.11848441295E-004
        0.10702917088E-001        0.15154427105E+001        0.31500501238E-002        0.15122926604E+001        0.15154547778E+001        0.12067345896E-004
        0.10800883781E-001        0.15393952804E+001        0.31996778722E-002        0.15361956025E+001        0.15394075696E+001        0.12289269875E-004
        0.10899296793E-001        0.15635792127E+001        0.32497795295E-002        0.15603294332E+001        0.15635917270E+001        0.12514240870E-004
        0.10998156122E-001        0.15879947396E+001        0.33003553988E-002        0.15846943842E+001        0.15880074818E+001        0.12742286646E-004
        0.11097461768E-001        0.16126420699E+001        0.33514057327E-002        0.16092906641E+001        0.16126550433E+001        0.12973435095E-004
        0.11197213732E-001        0.16375213895E+001        0.34029307325E-002        0.16341184588E+001        0.16375345972E+001        0.13207714233E-004
        0.11297412013E-001        0.16626328611E+001        0.34549305486E-002        0.16591779305E+001        0.16626463062E+001        0.13445152203E-004
