 # atomic units 
 #
 # material = aluminum                
 # nfraction =    1.00000000000000     
 # Zbar =    4.70022812706130     
 #
 # screening length =   1.51747819254619     
# r     (v(i,j),j=i,nspecies, i=1,nspecies)     (dv/dr(i,j),j=i,nspecies, i=1,nspecies)
        0.30344637893E+000        0.64880122569E+002       -0.23874370323E+003
        0.30710235940E+000        0.64017708056E+002       -0.23307800713E+003
        0.31075833987E+000        0.63175623265E+002       -0.22761117856E+003
        0.31441432033E+000        0.62353192783E+002       -0.22233401665E+003
        0.31807030080E+000        0.61549705352E+002       -0.21723784649E+003
        0.32172628127E+000        0.60764547451E+002       -0.21231448331E+003
        0.32538226174E+000        0.59997069238E+002       -0.20755619981E+003
        0.32903824221E+000        0.59246712252E+002       -0.20295569570E+003
        0.33269422268E+000        0.58512881494E+002       -0.19850606964E+003
        0.33635020315E+000        0.57795067615E+002       -0.19420079359E+003
        0.34000618362E+000        0.57092724715E+002       -0.19003368857E+003
        0.34366216409E+000        0.56405387357E+002       -0.18599890269E+003
        0.34731814456E+000        0.55732553709E+002       -0.18209089057E+003
        0.35097412502E+000        0.55073797693E+002       -0.17830439416E+003
        0.35463010549E+000        0.54428657116E+002       -0.17463442522E+003
        0.35828608596E+000        0.53796741260E+002       -0.17107624873E+003
        0.36194206643E+000        0.53177623674E+002       -0.16762536777E+003
        0.36559804690E+000        0.52570945468E+002       -0.16427750917E+003
        0.36925402737E+000        0.51976312491E+002       -0.16102861036E+003
        0.37291000784E+000        0.51393394569E+002       -0.15787480699E+003
        0.37656598831E+000        0.50821826793E+002       -0.15481242149E+003
        0.38022196878E+000        0.50261304948E+002       -0.15183795232E+003
        0.38387794925E+000        0.49711490660E+002       -0.14894806393E+003
        0.38753392971E+000        0.49172103219E+002       -0.14613957743E+003
        0.39118991018E+000        0.48642828376E+002       -0.14340946189E+003
        0.39484589065E+000        0.48123406750E+002       -0.14075482604E+003
        0.39850187112E+000        0.47613546059E+002       -0.13817291076E+003
        0.40215785159E+000        0.47113006310E+002       -0.13566108180E+003
        0.40581383206E+000        0.46621515267E+002       -0.13321682304E+003
        0.40946981253E+000        0.46138850587E+002       -0.13083773034E+003
        0.41312579300E+000        0.45664758354E+002       -0.12852150546E+003
        0.41678177347E+000        0.45199032322E+002       -0.12626595055E+003
        0.42043775394E+000        0.44741435348E+002       -0.12406896299E+003
        0.42409373440E+000        0.44291775890E+002       -0.12192853043E+003
        0.42774971487E+000        0.43849832182E+002       -0.11984272620E+003
        0.43140569534E+000        0.43415426132E+002       -0.11780970496E+003
        0.43506167581E+000        0.42988350102E+002       -0.11582769863E+003
        0.43871765628E+000        0.42568438321E+002       -0.11389501253E+003
        0.44237363675E+000        0.42155496139E+002       -0.11201002176E+003
        0.44602961722E+000        0.41749369094E+002       -0.11017116779E+003
        0.44968559769E+000        0.41349874500E+002       -0.10837695521E+003
        0.45334157816E+000        0.40956868279E+002       -0.10662594873E+003
        0.45699755863E+000        0.40570178786E+002       -0.10491677023E+003
        0.46065353909E+000        0.40189671496E+002       -0.10324809616E+003
        0.46430951956E+000        0.39815184956E+002       -0.10161865487E+003
        0.46796550003E+000        0.39446593444E+002       -0.10002722420E+003
        0.47162148050E+000        0.39083744933E+002       -0.98472629288E+002
        0.47527746097E+000        0.38726521817E+002       -0.96953740225E+002
        0.47893344144E+000        0.38374780802E+002       -0.95469470165E+002
        0.48258942191E+000        0.38028411773E+002       -0.94018773286E+002
        0.48624540238E+000        0.37687279531E+002       -0.92600642941E+002
        0.48990138285E+000        0.37351280890E+002       -0.91214109967E+002
        0.49355736332E+000        0.37020288165E+002       -0.89858240981E+002
        0.49721334378E+000        0.36694204578E+002       -0.88532136802E+002
        0.50086932425E+000        0.36372909430E+002       -0.87234930990E+002
        0.50452530472E+000        0.36056311882E+002       -0.85965788425E+002
        0.50818128519E+000        0.35744297730E+002       -0.84723903896E+002
        0.51183726566E+000        0.35436781646E+002       -0.83508500933E+002
        0.51549324613E+000        0.35133655476E+002       -0.82318830489E+002
        0.51914922660E+000        0.34834839007E+002       -0.81154169817E+002
        0.52280520707E+000        0.34540229729E+002       -0.80013821421E+002
        0.52646118754E+000        0.34249752177E+002       -0.78897111913E+002
        0.53011716801E+000        0.33963309111E+002       -0.77803391098E+002
        0.53377314848E+000        0.33680829487E+002       -0.76732030975E+002
        0.53742912894E+000        0.33402220983E+002       -0.75682424870E+002
        0.54108510941E+000        0.33127416674E+002       -0.74653986547E+002
        0.54474108988E+000        0.32856328838E+002       -0.73646149387E+002
        0.54839707035E+000        0.32588894387E+002       -0.72658365645E+002
        0.55205305082E+000        0.32325029907E+002       -0.71690105633E+002
        0.55570903129E+000        0.32064675886E+002       -0.70740857077E+002
        0.55936501176E+000        0.31807752951E+002       -0.69810124408E+002
        0.56302099223E+000        0.31554204926E+002       -0.68897428082E+002
        0.56667697270E+000        0.31303956224E+002       -0.68002304037E+002
        0.57033295317E+000        0.31056953791E+002       -0.67124303019E+002
        0.57398893363E+000        0.30813125594E+002       -0.66262990067E+002
        0.57764491410E+000        0.30572421497E+002       -0.65417943948E+002
        0.58130089457E+000        0.30334772805E+002       -0.64588756670E+002
        0.58495687504E+000        0.30100132113E+002       -0.63775032946E+002
        0.58861285551E+000        0.29868433865E+002       -0.62976389751E+002
        0.59226883598E+000        0.29639633214E+002       -0.62192455848E+002
        0.59592481645E+000        0.29413667558E+002       -0.61422871401E+002
        0.59958079692E+000        0.29190494445E+002       -0.60667287481E+002
        0.60323677739E+000        0.28970054058E+002       -0.59925365741E+002
        0.60689275786E+000        0.28752306194E+002       -0.59196778013E+002
        0.61054873832E+000        0.28537193654E+002       -0.58481205910E+002
        0.61420471879E+000        0.28324678348E+002       -0.57778340549E+002
        0.61786069926E+000        0.28114705551E+002       -0.57087882115E+002
        0.62151667973E+000        0.27907239153E+002       -0.56409539651E+002
        0.62517266020E+000        0.27702226765E+002       -0.55743030670E+002
        0.62882864067E+000        0.27499634140E+002       -0.55088080866E+002
        0.63248462114E+000        0.27299411093E+002       -0.54444423898E+002
        0.63614060161E+000        0.27101525130E+002       -0.53811801022E+002
        0.63979658208E+000        0.26905928151E+002       -0.53189960890E+002
        0.64345256255E+000        0.26712589310E+002       -0.52578659296E+002
        0.64710854301E+000        0.26521462480E+002       -0.51977658919E+002
        0.65076452348E+000        0.26332518366E+002       -0.51386729073E+002
        0.65442050395E+000        0.26145712711E+002       -0.50805645538E+002
        0.65807648442E+000        0.25961017680E+002       -0.50234190301E+002
        0.66173246489E+000        0.25778390784E+002       -0.49672151346E+002
        0.66538844536E+000        0.25597805569E+002       -0.49119322515E+002
        0.66904442583E+000        0.25419221222E+002       -0.48575503223E+002
        0.67270040630E+000        0.25242612591E+002       -0.48040498367E+002
        0.67635638677E+000        0.25067940450E+002       -0.47514118115E+002
        0.68001236724E+000        0.24895180877E+002       -0.46996177662E+002
        0.68366834770E+000        0.24724296155E+002       -0.46486497238E+002
        0.68732432817E+000        0.24555263521E+002       -0.45984901780E+002
        0.69098030864E+000        0.24388046691E+002       -0.45491220850E+002
        0.69463628911E+000        0.24222623998E+002       -0.45005288525E+002
        0.69829226958E+000        0.24058960520E+002       -0.44526943171E+002
        0.70194825005E+000        0.23897035626E+002       -0.44056027416E+002
        0.70560423052E+000        0.23736815689E+002       -0.43592387902E+002
        0.70926021099E+000        0.23578281057E+002       -0.43135875224E+002
        0.71291619146E+000        0.23421399334E+002       -0.42686343840E+002
        0.71657217193E+000        0.23266151798E+002       -0.42243651884E+002
        0.72022815239E+000        0.23112507223E+002       -0.41807661076E+002
        0.72388413286E+000        0.22960447767E+002       -0.41378236631E+002
        0.72754011333E+000        0.22809943320E+002       -0.40955247163E+002
        0.73119609380E+000        0.22660976871E+002       -0.40538564520E+002
        0.73485207427E+000        0.22513519375E+002       -0.40128063764E+002
        0.73850805474E+000        0.22367554609E+002       -0.39723623049E+002
        0.74216403521E+000        0.22223054544E+002       -0.39325123484E+002
        0.74582001568E+000        0.22080003703E+002       -0.38932449112E+002
        0.74947599615E+000        0.21938375025E+002       -0.38545486806E+002
        0.75313197662E+000        0.21798153744E+002       -0.38164126144E+002
        0.75678795708E+000        0.21659313720E+002       -0.37788259400E+002
        0.76044393755E+000        0.21521840863E+002       -0.37417781404E+002
        0.76409991802E+000        0.21385709913E+002       -0.37052589508E+002
        0.76775589849E+000        0.21250907419E+002       -0.36692583505E+002
        0.77141187896E+000        0.21117408966E+002       -0.36337665537E+002
        0.77506785943E+000        0.20985201709E+002       -0.35987740060E+002
        0.77872383990E+000        0.20854262037E+002       -0.35642713780E+002
        0.78237982037E+000        0.20724577685E+002       -0.35302495545E+002
        0.78603580084E+000        0.20596125810E+002       -0.34966996339E+002
        0.78969178131E+000        0.20468894695E+002       -0.34636129195E+002
        0.79334776177E+000        0.20342862236E+002       -0.34309809141E+002
        0.79700374224E+000        0.20218017239E+002       -0.33987953150E+002
        0.80065972271E+000        0.20094338302E+002       -0.33670480091E+002
        0.80431570318E+000        0.19971814728E+002       -0.33357310648E+002
        0.80797168365E+000        0.19850425792E+002       -0.33048367326E+002
        0.81162766412E+000        0.19730161269E+002       -0.32743574352E+002
        0.81528364459E+000        0.19611001081E+002       -0.32442857636E+002
        0.81893962506E+000        0.19492935453E+002       -0.32146144755E+002
        0.82259560553E+000        0.19375944926E+002       -0.31853364881E+002
        0.82625158600E+000        0.19260020157E+002       -0.31564448742E+002
        0.82990756646E+000        0.19145142278E+002       -0.31279328596E+002
        0.83356354693E+000        0.19031302355E+002       -0.30997938163E+002
        0.83721952740E+000        0.18918482093E+002       -0.30720212625E+002
        0.84087550787E+000        0.18806672945E+002       -0.30446088537E+002
        0.84453148834E+000        0.18695857164E+002       -0.30175503834E+002
        0.84818746881E+000        0.18586026575E+002       -0.29908397793E+002
        0.85184344928E+000        0.18477163955E+002       -0.29644710958E+002
        0.85549942975E+000        0.18369261486E+002       -0.29384385138E+002
        0.85915541022E+000        0.18262302447E+002       -0.29127363394E+002
        0.86281139069E+000        0.18156279360E+002       -0.28873589968E+002
        0.86646737115E+000        0.18051175988E+002       -0.28623010286E+002
        0.87012335162E+000        0.17946985176E+002       -0.28375570987E+002
        0.87377933209E+000        0.17843691153E+002       -0.28131220354E+002
        0.87743531256E+000        0.17741287068E+002       -0.27889906409E+002
        0.88109129303E+000        0.17639757603E+002       -0.27651578475E+002
        0.88474727350E+000        0.17539096204E+002       -0.27416188221E+002
        0.88840325397E+000        0.17439287980E+002       -0.27183687550E+002
        0.89205923444E+000        0.17340326658E+002       -0.26954029278E+002
        0.89571521491E+000        0.17242197759E+002       -0.26727167201E+002
        0.89937119538E+000        0.17144895282E+002       -0.26503056040E+002
        0.90302717584E+000        0.17048405146E+002       -0.26281651436E+002
        0.90668315631E+000        0.16952721608E+002       -0.26062909941E+002
        0.91033913678E+000        0.16857830970E+002       -0.25846788949E+002
        0.91399511725E+000        0.16763727734E+002       -0.25633246731E+002
        0.91765109772E+000        0.16670398575E+002       -0.25422242390E+002
        0.92130707819E+000        0.16577838228E+002       -0.25213735827E+002
        0.92496305866E+000        0.16486033724E+002       -0.25007687733E+002
        0.92861903913E+000        0.16394980025E+002       -0.24804059586E+002
        0.93227501960E+000        0.16304664503E+002       -0.24602813602E+002
        0.93593100007E+000        0.16215082337E+002       -0.24403912737E+002
        0.93958698053E+000        0.16126221230E+002       -0.24207320671E+002
        0.94324296100E+000        0.16038076566E+002       -0.24013001780E+002
        0.94689894147E+000        0.15950636368E+002       -0.23820921121E+002
        0.95055492194E+000        0.15863896218E+002       -0.23631044426E+002
        0.95421090241E+000        0.15777844447E+002       -0.23443338089E+002
        0.95786688288E+000        0.15692476825E+002       -0.23257769117E+002
        0.96152286335E+000        0.15607781980E+002       -0.23074305172E+002
        0.96517884382E+000        0.15523755864E+002       -0.22892914506E+002
        0.96883482429E+000        0.15440387392E+002       -0.22713565979E+002
        0.97249080476E+000        0.15357672689E+002       -0.22536229023E+002
        0.97614678522E+000        0.15275600948E+002       -0.22360873650E+002
        0.97980276569E+000        0.15194168461E+002       -0.22187470431E+002
        0.98345874616E+000        0.15113364685E+002       -0.22015990472E+002
        0.98711472663E+000        0.15033186074E+002       -0.21846405417E+002
        0.99077070710E+000        0.14953622345E+002       -0.21678687434E+002
        0.99442668757E+000        0.14874670102E+002       -0.21512809200E+002
        0.99808266804E+000        0.14796319313E+002       -0.21348743896E+002
        0.10017386485E+001        0.14718566729E+002       -0.21186465169E+002
        0.10053946290E+001        0.14641402560E+002       -0.21025947174E+002
        0.10090506094E+001        0.14564823697E+002       -0.20867164513E+002
        0.10127065899E+001        0.14488820582E+002       -0.20710092247E+002
        0.10163625704E+001        0.14413390243E+002       -0.20554705895E+002
        0.10200185509E+001        0.14338523349E+002       -0.20400981401E+002
        0.10236745313E+001        0.14264217055E+002       -0.20248895137E+002
        0.10273305118E+001        0.14190462249E+002       -0.20098423908E+002
        0.10309864923E+001        0.14117256211E+002       -0.19949544917E+002
        0.10346424727E+001        0.14044590041E+002       -0.19802235768E+002
        0.10382984532E+001        0.13972461139E+002       -0.19656474469E+002
        0.10419544337E+001        0.13900860807E+002       -0.19512239399E+002
        0.10456104141E+001        0.13829786560E+002       -0.19369509309E+002
        0.10492663946E+001        0.13759229901E+002       -0.19228263356E+002
        0.10529223751E+001        0.13689188455E+002       -0.19088481018E+002
        0.10565783555E+001        0.13619653914E+002       -0.18950142128E+002
        0.10602343360E+001        0.13550624009E+002       -0.18813226896E+002
        0.10638903165E+001        0.13482090621E+002       -0.18677715847E+002
        0.10675462970E+001        0.13414051582E+002       -0.18543589837E+002
        0.10712022774E+001        0.13346498951E+002       -0.18410830063E+002
        0.10748582579E+001        0.13279430659E+002       -0.18279418034E+002
        0.10785142384E+001        0.13212838939E+002       -0.18149335557E+002
        0.10821702188E+001        0.13146721817E+002       -0.18020564766E+002
        0.10858261993E+001        0.13081071696E+002       -0.17893088092E+002
        0.10894821798E+001        0.13015886690E+002       -0.17766888243E+002
        0.10931381602E+001        0.12951159367E+002       -0.17641948229E+002
        0.10967941407E+001        0.12886887929E+002       -0.17518251344E+002
        0.11004501212E+001        0.12823065103E+002       -0.17395781150E+002
        0.11041061016E+001        0.12759689172E+002       -0.17274521480E+002
        0.11077620821E+001        0.12696753020E+002       -0.17154456445E+002
        0.11114180626E+001        0.12634255011E+002       -0.17035570401E+002
        0.11150740430E+001        0.12572188176E+002       -0.16917847969E+002
        0.11187300235E+001        0.12510550958E+002       -0.16801274015E+002
        0.11223860040E+001        0.12449336535E+002       -0.16685833657E+002
        0.11260419845E+001        0.12388543422E+002       -0.16571512251E+002
        0.11296979649E+001        0.12328164939E+002       -0.16458295376E+002
        0.11333539454E+001        0.12268199672E+002       -0.16346168870E+002
        0.11370099259E+001        0.12208641079E+002       -0.16235118772E+002
        0.11406659063E+001        0.12149487814E+002       -0.16125131355E+002
        0.11443218868E+001        0.12090733470E+002       -0.16016193113E+002
        0.11479778673E+001        0.12032376766E+002       -0.15908290743E+002
        0.11516338477E+001        0.11974411423E+002       -0.15801411175E+002
        0.11552898282E+001        0.11916836226E+002       -0.15695541517E+002
        0.11589458087E+001        0.11859645021E+002       -0.15590669083E+002
        0.11626017891E+001        0.11802836655E+002       -0.15486781419E+002
        0.11662577696E+001        0.11746405095E+002       -0.15383866227E+002
        0.11699137501E+001        0.11690349248E+002       -0.15281911414E+002
        0.11735697306E+001        0.11634663200E+002       -0.15180905077E+002
        0.11772257110E+001        0.11579345914E+002       -0.15080835495E+002
        0.11808816915E+001        0.11524391593E+002       -0.14981691131E+002
        0.11845376720E+001        0.11469799253E+002       -0.14883460619E+002
        0.11881936524E+001        0.11415563211E+002       -0.14786132771E+002
        0.11918496329E+001        0.11361682535E+002       -0.14689696566E+002
        0.11955056134E+001        0.11308151650E+002       -0.14594141162E+002
        0.11991615938E+001        0.11254969678E+002       -0.14499455862E+002
        0.12028175743E+001        0.11202131148E+002       -0.14405630155E+002
        0.12064735548E+001        0.11149635231E+002       -0.14312653665E+002
        0.12101295352E+001        0.11097476562E+002       -0.14220516188E+002
        0.12137855157E+001        0.11045654356E+002       -0.14129207673E+002
        0.12174414962E+001        0.10994163350E+002       -0.14038718206E+002
        0.12210974766E+001        0.10943002804E+002       -0.13949038027E+002
        0.12247534571E+001        0.10892167555E+002       -0.13860157540E+002
        0.12284094376E+001        0.10841656905E+002       -0.13772067255E+002
        0.12320654181E+001        0.10791465786E+002       -0.13684757851E+002
        0.12357213985E+001        0.10741593544E+002       -0.13598220139E+002
        0.12393773790E+001        0.10692035203E+002       -0.13512445050E+002
        0.12430333595E+001        0.10642790149E+002       -0.13427423667E+002
        0.12466893399E+001        0.10593853498E+002       -0.13343147194E+002
        0.12503453204E+001        0.10545224675E+002       -0.13259606963E+002
        0.12540013009E+001        0.10496898884E+002       -0.13176794434E+002
        0.12576572813E+001        0.10448875587E+002       -0.13094701185E+002
        0.12613132618E+001        0.10401150075E+002       -0.13013318931E+002
        0.12649692423E+001        0.10353721846E+002       -0.12932639480E+002
        0.12686252227E+001        0.10306586274E+002       -0.12852654789E+002
        0.12722812032E+001        0.10259742894E+002       -0.12773356906E+002
        0.12759371837E+001        0.10213187161E+002       -0.12694737996E+002
        0.12795931642E+001        0.10166918643E+002       -0.12616790354E+002
        0.12832491446E+001        0.10120932875E+002       -0.12539506359E+002
        0.12869051251E+001        0.10075229458E+002       -0.12462878513E+002
        0.12905611056E+001        0.10029804004E+002       -0.12386899420E+002
        0.12942170860E+001        0.99846561466E+001       -0.12311561792E+002
        0.12978730665E+001        0.99397815734E+001       -0.12236858432E+002
        0.13015290470E+001        0.98951799469E+001       -0.12162782260E+002
        0.13051850274E+001        0.98508470298E+001       -0.12089326283E+002
        0.13088410079E+001        0.98067825135E+001       -0.12016483601E+002
        0.13124969884E+001        0.97629822330E+001       -0.11944247432E+002
        0.13161529688E+001        0.97194459076E+001       -0.11872611062E+002
        0.13198089493E+001        0.96761694429E+001       -0.11801567881E+002
        0.13234649298E+001        0.96331525851E+001       -0.11731111379E+002
        0.13271209102E+001        0.95903913087E+001       -0.11661235120E+002
        0.13307768907E+001        0.95478853860E+001       -0.11591932759E+002
        0.13344328712E+001        0.95056308585E+001       -0.11523198048E+002
        0.13380888517E+001        0.94636275237E+001       -0.11455024815E+002
        0.13417448321E+001        0.94218714888E+001       -0.11387406969E+002
        0.13454008126E+001        0.93803625754E+001       -0.11320338516E+002
        0.13490567931E+001        0.93390969547E+001       -0.11253813526E+002
        0.13527127735E+001        0.92980744716E+001       -0.11187826160E+002
        0.13563687540E+001        0.92572913599E+001       -0.11122370653E+002
        0.13600247345E+001        0.92167474870E+001       -0.11057441314E+002
        0.13636807149E+001        0.91764391478E+001       -0.10993032538E+002
        0.13673366954E+001        0.91363662314E+001       -0.10929138791E+002
        0.13709926759E+001        0.90965250921E+001       -0.10865754603E+002
        0.13746486563E+001        0.90569156403E+001       -0.10802874588E+002
        0.13783046368E+001        0.90175342885E+001       -0.10740493429E+002
        0.13819606173E+001        0.89783809671E+001       -0.10678605874E+002
        0.13856165978E+001        0.89394521455E+001       -0.10617206744E+002
        0.13892725782E+001        0.89007477738E+001       -0.10556290934E+002
        0.13929285587E+001        0.88622643770E+001       -0.10495853393E+002
        0.13965845392E+001        0.88240019239E+001       -0.10435889140E+002
        0.14002405196E+001        0.87859569939E+001       -0.10376393270E+002
        0.14038965001E+001        0.87481295737E+001       -0.10317360924E+002
        0.14075524806E+001        0.87105162961E+001       -0.10258787325E+002
        0.14112084610E+001        0.86731171653E+001       -0.10200667737E+002
        0.14148644415E+001        0.86359288659E+001       -0.10142997503E+002
        0.14185204220E+001        0.85989514190E+001       -0.10085772018E+002
        0.14221764024E+001        0.85621815599E+001       -0.10028986734E+002
        0.14258323829E+001        0.85256193260E+001       -0.99726371631E+001
        0.14294883634E+001        0.84892615024E+001       -0.99167188828E+001
        0.14331443439E+001        0.84531081419E+001       -0.98612275098E+001
        0.14368003243E+001        0.84171560785E+001       -0.98061587341E+001
        0.14404563048E+001        0.83814053799E+001       -0.97515082902E+001
        0.14441122853E+001        0.83458529276E+001       -0.96972719661E+001
        0.14477682657E+001        0.83104988040E+001       -0.96434456094E+001
        0.14514242462E+001        0.82753399369E+001       -0.95900251132E+001
        0.14550802267E+001        0.82403764229E+001       -0.95370064282E+001
        0.14587362071E+001        0.82056052352E+001       -0.94843855494E+001
        0.14623921876E+001        0.81710264840E+001       -0.94321585261E+001
        0.14660481681E+001        0.81366371869E+001       -0.93803214563E+001
        0.14697041485E+001        0.81024374671E+001       -0.93288704870E+001
        0.14733601290E+001        0.80684243860E+001       -0.92778018080E+001
        0.14770161095E+001        0.80345980793E+001       -0.92271116610E+001
        0.14806720899E+001        0.80009556509E+001       -0.91767963389E+001
        0.14843280704E+001        0.79674972485E+001       -0.91268521653E+001
        0.14879840509E+001        0.79342200181E+001       -0.90772755244E+001
        0.14916400314E+001        0.79011241189E+001       -0.90280628340E+001
        0.14952960118E+001        0.78682067378E+001       -0.89792105624E+001
        0.14989519923E+001        0.78354680452E+001       -0.89307152167E+001
        0.15026079728E+001        0.78029052679E+001       -0.88825733520E+001
        0.15062639532E+001        0.77705185873E+001       -0.88347815553E+001
        0.15099199337E+001        0.77383052695E+001       -0.87873364641E+001
        0.15135759142E+001        0.77062655061E+001       -0.87402347504E+001
        0.15172318946E+001        0.76743966017E+001       -0.86934731361E+001
        0.15208878751E+001        0.76426987579E+001       -0.86470483667E+001
        0.15245438556E+001        0.76111693170E+001       -0.86009572402E+001
        0.15281998360E+001        0.75798084902E+001       -0.85551965862E+001
        0.15318558165E+001        0.75486136566E+001       -0.85097632721E+001
        0.15355117970E+001        0.75175850369E+001       -0.84646542167E+001
        0.15391677775E+001        0.74867200460E+001       -0.84198663407E+001
        0.15428237579E+001        0.74560189139E+001       -0.83753966397E+001
        0.15464797384E+001        0.74254790907E+001       -0.83312421311E+001
        0.15501357189E+001        0.73951008149E+001       -0.82873998510E+001
        0.15537916993E+001        0.73648815717E+001       -0.82438668968E+001
        0.15574476798E+001        0.73348216074E+001       -0.82006403787E+001
        0.15611036603E+001        0.73049184415E+001       -0.81577174574E+001
        0.15647596407E+001        0.72751723282E+001       -0.81150953146E+001
        0.15684156212E+001        0.72455808203E+001       -0.80727711661E+001
        0.15720716017E+001        0.72161441798E+001       -0.80307422686E+001
