# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":2.4827830553106867, "A":28,  "μ[AU]": 1.210e-01, "T[AU]": 1.838e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
   2.000000e-02    1.461647e+03    1.326839e+00    1.458435e+03    2.963600e-62   -4.240993e+01    6.071567e+02   -8.522080e+00
   2.153336e-02    1.299306e+03    1.275762e+00    1.296359e+03    9.131345e-62   -4.228475e+01    5.609964e+02   -8.198353e+00
   2.318427e-02    1.154434e+03    1.226451e+00    1.151727e+03   -1.563752e-61   -4.212852e+01    5.181631e+02   -7.885780e+00
   2.496176e-02    1.025183e+03    1.178841e+00    1.022694e+03   -2.611629e-61   -4.194226e+01    4.784210e+02   -7.583948e+00
   2.687552e-02    9.099024e+02    1.132870e+00    9.076098e+02    1.142135e-60   -4.172693e+01    4.415513e+02   -7.292468e+00
   2.893601e-02    8.071118e+02    1.088478e+00    8.049982e+02   -1.322564e-60   -4.148339e+01    4.073505e+02   -7.010958e+00
   3.115447e-02    7.154878e+02    1.045607e+00    7.135370e+02   -2.654259e-60   -4.121244e+01    3.756298e+02   -6.739053e+00
   3.354302e-02    6.338458e+02    1.004202e+00    6.320433e+02    1.767498e-59   -4.091480e+01    3.462139e+02   -6.476403e+00
   3.611469e-02    5.611266e+02    9.642088e-01    5.594585e+02   -6.517744e-59   -4.059116e+01    3.189399e+02   -6.222676e+00
   3.888352e-02    4.963802e+02    9.255772e-01    4.948351e+02    2.224762e-58   -4.024213e+01    2.936564e+02   -5.977542e+00
   4.186463e-02    4.387587e+02    8.882580e-01    4.373255e+02   -8.222215e-58   -3.986832e+01    2.702230e+02   -5.740697e+00
   4.507430e-02    3.875018e+02    8.522039e-01    3.861710e+02    3.348927e-57   -3.947027e+01    2.485091e+02   -5.511840e+00
   4.853005e-02    3.419299e+02    8.173698e-01    3.406927e+02   -1.283452e-56   -3.904851e+01    2.283934e+02   -5.290685e+00
