# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":4.036449462175369, "A":28,  "μ[AU]": 2.242e-01, "T[AU]": 3.675e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
   2.000000e-02    1.466552e+03    1.903825e+00    1.464316e+03   -2.721677e-20   -4.258149e+01    6.069852e+02   -8.531478e+00
   2.074867e-02    1.383204e+03    1.867038e+00    1.381026e+03   -2.994175e-20   -4.252045e+01    5.835924e+02   -8.368829e+00
   2.152536e-02    1.304441e+03    1.830889e+00    1.302318e+03   -3.242764e-20   -4.245172e+01    5.610536e+02   -8.208994e+00
   2.233113e-02    1.230014e+03    1.795368e+00    1.227945e+03   -3.465124e-20   -4.237544e+01    5.393381e+02   -8.051923e+00
   2.316707e-02    1.159689e+03    1.760463e+00    1.157673e+03   -3.658877e-20   -4.229173e+01    5.184164e+02   -7.897564e+00
   2.403429e-02    1.093246e+03    1.726161e+00    1.091279e+03   -3.821603e-20   -4.220071e+01    4.982598e+02   -7.745867e+00
   2.493398e-02    1.030473e+03    1.692453e+00    1.028555e+03   -3.950858e-20   -4.210249e+01    4.788411e+02   -7.596785e+00
   2.586734e-02    9.711715e+02    1.659326e+00    9.693011e+02   -4.044202e-20   -4.199718e+01    4.601337e+02   -7.450267e+00
   2.683565e-02    9.151538e+02    1.626772e+00    9.133299e+02   -4.099223e-20   -4.188489e+01    4.421121e+02   -7.306266e+00
   2.784020e-02    8.622433e+02    1.594778e+00    8.604636e+02   -4.113579e-20   -4.176571e+01    4.247517e+02   -7.164740e+00
   2.888235e-02    8.122700e+02    1.563334e+00    8.105338e+02   -4.085035e-20   -4.163974e+01    4.080288e+02   -7.025638e+00
   2.996352e-02    7.650754e+02    1.532432e+00    7.633813e+02   -4.011514e-20   -4.150707e+01    3.919205e+02   -6.888918e+00
