# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":8.353403029345795, "A":28,  "μ[AU]": -1.593e+01, "T[AU]": 3.675e+00, "rs[AU]": 5.441e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    1.00000e-03     1.41168e+05     8.28928e-01     1.41167e+05     0.00000e+00    -4.84664e+01     1.29513e+04    -3.86424e+01
    1.20928e-03     1.06056e+05     7.53674e-01     1.06055e+05     0.00000e+00    -4.72491e+01     1.07027e+04    -3.51428e+01
    1.46235e-03     7.96582e+04     6.85222e-01     7.96575e+04     0.00000e+00    -4.61903e+01     8.84336e+03    -3.19587e+01
    1.76839e-03     5.98136e+04     6.22952e-01     5.98130e+04     0.00000e+00    -4.52543e+01     7.30584e+03    -2.90612e+01
    2.13847e-03     4.48967e+04     5.66301e-01     4.48961e+04     0.00000e+00    -4.44111e+01     6.03446e+03    -2.64243e+01
    2.58600e-03     3.36856e+04     5.14758e-01     3.36850e+04     0.00000e+00    -4.36358e+01     4.98319e+03    -2.40242e+01
    3.12719e-03     2.52608e+04     4.67860e-01     2.52604e+04     0.00000e+00    -4.29073e+01     4.11394e+03    -2.18393e+01
    3.78164e-03     1.89312e+04     4.25182e-01     1.89308e+04     0.00000e+00    -4.22076e+01     3.39521e+03    -1.98499e+01
    4.57305e-03     1.41769e+04     3.86341e-01     1.41765e+04     0.00000e+00    -4.15212e+01     2.80098e+03    -1.80380e+01
    5.53008e-03     1.06069e+04     3.50988e-01     1.06066e+04     0.00000e+00    -4.08347e+01     2.30970e+03    -1.63875e+01
    6.68740e-03     7.92733e+03     3.18804e-01     7.92701e+03     0.00000e+00    -4.01360e+01     1.90358e+03    -1.48835e+01
    8.08692e-03     5.91690e+03     2.89502e-01     5.91661e+03     0.00000e+00    -3.94146e+01     1.56788e+03    -1.35125e+01
    9.77933e-03     4.40940e+03     2.62817e-01     4.40914e+03     0.00000e+00    -3.86607e+01     1.29043e+03    -1.22623e+01
    1.18259e-02     3.27985e+03     2.38514e-01     3.27961e+03     0.00000e+00    -3.78654e+01     1.06117e+03    -1.11217e+01
    1.43008e-02     2.43423e+03     2.16375e-01     2.43401e+03     0.00000e+00    -3.70206e+01     8.71780e+02    -1.00805e+01
    1.72936e-02     1.80182e+03     1.96205e-01     1.80162e+03     0.00000e+00    -3.61186e+01     7.15364e+02    -9.12959e+00
    2.09128e-02     1.32948e+03     1.77825e-01     1.32930e+03     0.00000e+00    -3.51524e+01     5.86237e+02    -8.26049e+00
    2.52894e-02     9.77266e+02     1.61076e-01     9.77105e+02     0.00000e+00    -3.41157e+01     4.79695e+02    -7.46560e+00
    3.05818e-02     7.15141e+02     1.45813e-01     7.14996e+02     0.00000e+00    -3.30027e+01     3.91847e+02    -6.73798e+00
    3.69819e-02     5.20529e+02     1.31904e-01     5.20397e+02     0.00000e+00    -3.18088e+01     3.19475e+02    -6.07134e+00
    4.47214e-02     3.76465e+02     1.19235e-01     3.76346e+02     0.00000e+00    -3.05305e+01     2.59920e+02    -5.45995e+00
    5.40805e-02     2.70202e+02     1.07698e-01     2.70094e+02     0.00000e+00    -2.91659e+01     2.10978e+02    -4.89860e+00
    6.53983e-02     1.92163e+02     9.72020e-02     1.92065e+02     0.00000e+00    -2.77148e+01     1.70828e+02    -4.38254e+00
    7.90847e-02     1.35159e+02     8.76635e-02     1.35071e+02     0.00000e+00    -2.61798e+01     1.37962e+02    -3.90746e+00
    9.56352e-02     9.37887e+01     7.90086e-02     9.37096e+01     0.00000e+00    -2.45662e+01     1.11128e+02    -3.46932e+00
    1.15649e-01     6.40052e+01     7.11732e-02     6.39340e+01     0.00000e+00    -2.28833e+01     8.92864e+01    -3.06443e+00
    1.39852e-01     4.27705e+01     6.40982e-02     4.27064e+01     0.00000e+00    -2.11446e+01     7.15717e+01    -2.68917e+00
    1.69120e-01     2.78144e+01     5.77307e-02     2.77567e+01     0.00000e+00    -1.93688e+01     5.72607e+01    -2.34003e+00
    2.04513e-01     1.74435e+01     5.20199e-02     1.73915e+01     0.00000e+00    -1.75804e+01     4.57464e+01    -2.01337e+00
    2.47313e-01     1.04041e+01     4.69145e-02     1.03572e+01     0.00000e+00    -1.58099e+01     3.65162e+01    -1.70552e+00
    2.99070e-01     5.78446e+00     4.23601e-02     5.74210e+00     0.00000e+00    -1.40939e+01     2.91353e+01    -1.41359e+00
