# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":2.263842450537214, "A":28,  "μ[AU]": 1.055e-01, "T[AU]": 1.838e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
   2.000000e-02    1.464516e+03    1.246761e+00    1.459202e+03    2.667240e-62   -4.220972e+01    6.073570e+02   -8.527580e+00
   2.321925e-02    1.153928e+03    1.151511e+00    1.149579e+03   -1.485566e-61   -4.194639e+01    5.175005e+02   -7.884643e+00
   2.695668e-02    9.072917e+02    1.062787e+00    9.037207e+02    1.068116e-60   -4.155557e+01    4.402664e+02   -7.285589e+00
   3.129569e-02    7.116695e+02    9.801132e-01    7.087274e+02   -1.543622e-60   -4.104577e+01    3.739135e+02   -6.727229e+00
   3.633312e-02    5.567222e+02    9.030531e-01    5.542894e+02   -6.061135e-59   -4.042415e+01    3.169427e+02   -6.206619e+00
   4.218140e-02    4.341888e+02    8.312031e-01    4.321691e+02   -8.297240e-58   -3.969679e+01    2.680626e+02   -5.721043e+00
   4.897102e-02    3.374692e+02    7.641916e-01    3.357854e+02   -8.748972e-57   -3.886896e+01    2.261608e+02   -5.268002e+00
   5.685351e-02    2.612906e+02    7.016770e-01    2.598807e+02    5.325907e-55   -3.794539e+01    1.902791e+02   -4.845195e+00
   6.600480e-02    2.014415e+02    6.433462e-01    2.002556e+02   -2.926469e-53   -3.693053e+01    1.595915e+02   -4.450517e+00
   7.662909e-02    1.545584e+02    5.889128e-01    1.535561e+02    2.027357e-47   -3.582879e+01    1.333862e+02   -4.082038e+00
   8.896351e-02    1.179555e+02    5.381152e-01    1.171046e+02    1.973356e-40   -3.464474e+01    1.110493e+02   -3.737998e+00
   1.032833e-01    8.948921e+01    4.907158e-01    8.876355e+01    2.200157e-34   -3.338337e+01    9.205070e+01   -3.416799e+00
   1.199080e-01    6.744887e+01    4.464990e-01    6.682738e+01    3.005492e-29   -3.205025e+01    7.593284e+01   -3.116987e+00
   1.392087e-01    5.047037e+01    4.052699e-01    4.993597e+01    7.769928e-25   -3.065171e+01    6.229991e+01   -2.837255e+00
   1.616161e-01    3.746653e+01    3.668529e-01    3.700537e+01    4.510344e-21   -2.919500e+01    5.080919e+01   -2.576421e+00
   1.876302e-01    2.757185e+01    3.310898e-01    2.717270e+01    7.308585e-18   -2.768838e+01    4.116350e+01   -2.333422e+00
