 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.02389243601227     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.41470029386E+001        0.43446358967E+000        0.43446358654E+000        0.31313620045E-008        0.43352588873E+001        0.39007952977E+001
        0.41508507722E+001        0.43345895277E+000        0.43345894977E+000        0.30037647774E-008        0.43433071756E+001        0.39098482229E+001
        0.41547003902E+001        0.43245543008E+000        0.43245542720E+000        0.28813123184E-008        0.43513681053E+001        0.39189126752E+001
        0.41585517924E+001        0.43145302328E+000        0.43145302052E+000        0.27637994554E-008        0.43594416734E+001        0.39279886501E+001
        0.41624049789E+001        0.43045173404E+000        0.43045173139E+000        0.26510291047E-008        0.43675278772E+001        0.39370761432E+001
        0.41662599498E+001        0.42945156406E+000        0.42945156152E+000        0.25428119560E-008        0.43756267141E+001        0.39461751500E+001
        0.41701167049E+001        0.42845251505E+000        0.42845251261E+000        0.24389661699E-008        0.43837381813E+001        0.39552856662E+001
        0.41739752443E+001        0.42745458870E+000        0.42745458636E+000        0.23393170861E-008        0.43918622762E+001        0.39644076875E+001
        0.41778355680E+001        0.42645778674E+000        0.42645778449E+000        0.22436969440E-008        0.43999989965E+001        0.39735412098E+001
        0.41816976760E+001        0.42546211088E+000        0.42546210873E+000        0.21519446127E-008        0.44081483396E+001        0.39826862287E+001
        0.41855615684E+001        0.42446756287E+000        0.42446756080E+000        0.20639053327E-008        0.44163103031E+001        0.39918427403E+001
        0.41894272450E+001        0.42347414443E+000        0.42347414245E+000        0.19794304666E-008        0.44244848849E+001        0.40010107404E+001
        0.41932947059E+001        0.42248185731E+000        0.42248185542E+000        0.18983772602E-008        0.44326720825E+001        0.40101902252E+001
        0.41971639511E+001        0.42149070328E+000        0.42149070146E+000        0.18206086120E-008        0.44408718939E+001        0.40193811906E+001
        0.42010349806E+001        0.42050068408E+000        0.42050068233E+000        0.17459928521E-008        0.44490843169E+001        0.40285836329E+001
        0.42049077943E+001        0.41951180148E+000        0.41951179980E+000        0.16744035298E-008        0.44573093496E+001        0.40377975481E+001
        0.42087823924E+001        0.41852405726E+000        0.41852405565E+000        0.16057192091E-008        0.44655469900E+001        0.40470229327E+001
        0.42126587748E+001        0.41753745319E+000        0.41753745165E+000        0.15398232718E-008        0.44737972361E+001        0.40562597829E+001
        0.42165369415E+001        0.41655199107E+000        0.41655198960E+000        0.14766037292E-008        0.44820600862E+001        0.40655080952E+001
        0.42204168925E+001        0.41556767269E+000        0.41556767127E+000        0.14159530400E-008        0.44903355385E+001        0.40747678658E+001
        0.42242986277E+001        0.41458449985E+000        0.41458449849E+000        0.13577679360E-008        0.44986235914E+001        0.40840390915E+001
        0.42281821473E+001        0.41360247435E+000        0.41360247304E+000        0.13019492541E-008        0.45069242431E+001        0.40933217688E+001
        0.42320674511E+001        0.41262159800E+000        0.41262159675E+000        0.12484017753E-008        0.45152374923E+001        0.41026158942E+001
        0.42359545393E+001        0.41164187263E+000        0.41164187143E+000        0.11970340694E-008        0.45235633373E+001        0.41119214647E+001
        0.42398434118E+001        0.41066330006E+000        0.41066329891E+000        0.11477583460E-008        0.45319017768E+001        0.41212384768E+001
        0.42437340685E+001        0.40968588211E+000        0.40968588101E+000        0.11004903117E-008        0.45402528095E+001        0.41305669274E+001
        0.42476265095E+001        0.40870962063E+000        0.40870961958E+000        0.10551490316E-008        0.45486164342E+001        0.41399068135E+001
        0.42515207349E+001        0.40773451745E+000        0.40773451644E+000        0.10116567980E-008        0.45569926495E+001        0.41492581321E+001
        0.42554167445E+001        0.40676057443E+000        0.40676057346E+000        0.96993900236E-009        0.45653814545E+001        0.41586208800E+001
        0.42593145384E+001        0.40578779340E+000        0.40578779247E+000        0.92992401369E-009        0.45737828480E+001        0.41679950546E+001
        0.42632141167E+001        0.40481617623E+000        0.40481617533E+000        0.89154306081E-009        0.45821968291E+001        0.41773806529E+001
        0.42671154792E+001        0.40384572477E+000        0.40384572392E+000        0.85473011957E-009        0.45906233969E+001        0.41867776721E+001
        0.42710186260E+001        0.40287644090E+000        0.40287644008E+000        0.81942180435E-009        0.45990625505E+001        0.41961861096E+001
        0.42749235571E+001        0.40190832649E+000        0.40190832570E+000        0.78555726386E-009        0.46075142892E+001        0.42056059627E+001
        0.42788302725E+001        0.40094138340E+000        0.40094138265E+000        0.75307808093E-009        0.46159786123E+001        0.42150372289E+001
        0.42827387722E+001        0.39997561353E+000        0.39997561281E+000        0.72192817626E-009        0.46244555192E+001        0.42244799057E+001
        0.42866490562E+001        0.39901101874E+000        0.39901101805E+000        0.69205371595E-009        0.46329450093E+001        0.42339339906E+001
        0.42905611245E+001        0.39804760094E+000        0.39804760027E+000        0.66340302258E-009        0.46414470822E+001        0.42433994813E+001
        0.42944749771E+001        0.39708536200E+000        0.39708536137E+000        0.63592648983E-009        0.46499617374E+001        0.42528763754E+001
        0.42983906140E+001        0.39612430384E+000        0.39612430323E+000        0.60957650041E-009        0.46584889747E+001        0.42623646708E+001
        0.43023080352E+001        0.39516442834E+000        0.39516442775E+000        0.58430734720E-009        0.46670287937E+001        0.42718643653E+001
        0.43062272406E+001        0.39420573740E+000        0.39420573684E+000        0.56007515749E-009        0.46755811942E+001        0.42813754568E+001
        0.43101482304E+001        0.39324823294E+000        0.39324823241E+000        0.53683782020E-009        0.46841461762E+001        0.42908979433E+001
        0.43140710045E+001        0.39229191687E+000        0.39229191635E+000        0.51455491595E-009        0.46927237396E+001        0.43004318228E+001
        0.43179955628E+001        0.39133679109E+000        0.39133679059E+000        0.49318764982E-009        0.47013138845E+001        0.43099770934E+001
        0.43219219055E+001        0.39038285751E+000        0.39038285704E+000        0.47269878684E-009        0.47099166108E+001        0.43195337533E+001
        0.43258500325E+001        0.38943011806E+000        0.38943011761E+000        0.45305258995E-009        0.47185319189E+001        0.43291018008E+001
        0.43297799437E+001        0.38847857467E+000        0.38847857423E+000        0.43421476041E-009        0.47271598089E+001        0.43386812342E+001
        0.43337116393E+001        0.38752822923E+000        0.38752822882E+000        0.41615238057E-009        0.47358002812E+001        0.43482720519E+001
        0.43376451191E+001        0.38657908370E+000        0.38657908330E+000        0.39883385887E-009        0.47444533361E+001        0.43578742524E+001
        0.43415803832E+001        0.38563113998E+000        0.38563113960E+000        0.38222887701E-009        0.47531189741E+001        0.43674878341E+001
        0.43455174317E+001        0.38468440002E+000        0.38468439965E+000        0.36630833924E-009        0.47617971957E+001        0.43771127957E+001
        0.43494562644E+001        0.38373886573E+000        0.38373886538E+000        0.35104432353E-009        0.47704880016E+001        0.43867491358E+001
        0.43533968814E+001        0.38279453906E+000        0.38279453873E+000        0.33641003484E-009        0.47791913924E+001        0.43963968533E+001
        0.43573392827E+001        0.38185142194E+000        0.38185142162E+000        0.32237976008E-009        0.47879073688E+001        0.44060559468E+001
        0.43612834684E+001        0.38090951630E+000        0.38090951599E+000        0.30892882492E-009        0.47966359317E+001        0.44157264154E+001
        0.43652294383E+001        0.37996882408E+000        0.37996882378E+000        0.29603355228E-009        0.48053770819E+001        0.44254082578E+001
        0.43691771925E+001        0.37902934721E+000        0.37902934693E+000        0.28367122248E-009        0.48141308205E+001        0.44351014733E+001
        0.43731267310E+001        0.37809108764E+000        0.37809108737E+000        0.27182003497E-009        0.48228971484E+001        0.44448060608E+001
        0.43770780538E+001        0.37715404730E+000        0.37715404704E+000        0.26045907151E-009        0.48316760668E+001        0.44545220195E+001
        0.43810311609E+001        0.37621822814E+000        0.37621822789E+000        0.24956826090E-009        0.48404675768E+001        0.44642493486E+001
        0.43849860523E+001        0.37528363209E+000        0.37528363185E+000        0.23912834503E-009        0.48492716796E+001        0.44739880476E+001
        0.43889427280E+001        0.37435026110E+000        0.37435026087E+000        0.22912084631E-009        0.48580883767E+001        0.44837381156E+001
        0.43929011879E+001        0.37341811710E+000        0.37341811688E+000        0.21952803638E-009        0.48669176694E+001        0.44934995523E+001
        0.43968614322E+001        0.37248720203E+000        0.37248720182E+000        0.21033290607E-009        0.48757595591E+001        0.45032723571E+001
        0.44008234608E+001        0.37155751785E+000        0.37155751765E+000        0.20151913655E-009        0.48846140474E+001        0.45130565295E+001
        0.44047872737E+001        0.37062906647E+000        0.37062906628E+000        0.19307107157E-009        0.48934811358E+001        0.45228520694E+001
        0.44087528708E+001        0.36970184986E+000        0.36970184967E+000        0.18497369091E-009        0.49023608262E+001        0.45326589763E+001
        0.44127202523E+001        0.36877586993E+000        0.36877586976E+000        0.17721258481E-009        0.49112531201E+001        0.45424772502E+001
        0.44166894180E+001        0.36785112864E+000        0.36785112847E+000        0.16977392938E-009        0.49201580195E+001        0.45523068908E+001
        0.44206603681E+001        0.36692762792E+000        0.36692762776E+000        0.16264446311E-009        0.49290755261E+001        0.45621478982E+001
        0.44246331024E+001        0.36600536970E+000        0.36600536955E+000        0.15581146418E-009        0.49380056421E+001        0.45720002723E+001
        0.44286076211E+001        0.36508435592E+000        0.36508435578E+000        0.14926272878E-009        0.49469483693E+001        0.45818640134E+001
        0.44325839240E+001        0.36416458852E+000        0.36416458837E+000        0.14298655021E-009        0.49559037099E+001        0.45917391214E+001
        0.44365620113E+001        0.36324606941E+000        0.36324606928E+000        0.13697169887E-009        0.49648716661E+001        0.46016255967E+001
        0.44405418828E+001        0.36232880054E+000        0.36232880041E+000        0.13120740300E-009        0.49738522401E+001        0.46115234395E+001
        0.44445235386E+001        0.36141278383E+000        0.36141278371E+000        0.12568333028E-009        0.49828454342E+001        0.46214326503E+001
        0.44485069787E+001        0.36049802121E+000        0.36049802109E+000        0.12038957000E-009        0.49918512508E+001        0.46313532296E+001
        0.44524922032E+001        0.35958451459E+000        0.35958451448E+000        0.11531661612E-009        0.50008696923E+001        0.46412851777E+001
        0.44564792119E+001        0.35867226591E+000        0.35867226580E+000        0.11045535088E-009        0.50099007613E+001        0.46512284954E+001
        0.44604680049E+001        0.35776127707E+000        0.35776127697E+000        0.10579702914E-009        0.50189444604E+001        0.46611831833E+001
        0.44644585822E+001        0.35685155000E+000        0.35685154990E+000        0.10133326329E-009        0.50280007921E+001        0.46711492421E+001
        0.44684509438E+001        0.35594308661E+000        0.35594308651E+000        0.97056008796E-010        0.50370697593E+001        0.46811266727E+001
        0.44724450897E+001        0.35503588880E+000        0.35503588871E+000        0.92957550336E-010        0.50461513648E+001        0.46911154760E+001
        0.44764410199E+001        0.35412995849E+000        0.35412995840E+000        0.89030488443E-010        0.50552456113E+001        0.47011156528E+001
        0.44804387344E+001        0.35322529757E+000        0.35322529749E+000        0.85267726730E-010        0.50643525019E+001        0.47111272043E+001
        0.44844382331E+001        0.35232190795E+000        0.35232190787E+000        0.81662459604E-010        0.50734720395E+001        0.47211501316E+001
        0.44884395162E+001        0.35141979152E+000        0.35141979144E+000        0.78208160475E-010        0.50826042273E+001        0.47311844358E+001
        0.44924425836E+001        0.35051895018E+000        0.35051895010E+000        0.74898570439E-010        0.50917490683E+001        0.47412301181E+001
        0.44964474353E+001        0.34961938581E+000        0.34961938574E+000        0.71727687421E-010        0.51009065658E+001        0.47512871799E+001
        0.45004540712E+001        0.34872110029E+000        0.34872110023E+000        0.68689755741E-010        0.51100767230E+001        0.47613556227E+001
        0.45044624915E+001        0.34782409552E+000        0.34782409545E+000        0.65779256110E-010        0.51192595433E+001        0.47714354477E+001
        0.45084726960E+001        0.34692837335E+000        0.34692837329E+000        0.62990896023E-010        0.51284550300E+001        0.47815266567E+001
        0.45124846849E+001        0.34603393567E+000        0.34603393561E+000        0.60319600540E-010        0.51376631868E+001        0.47916292511E+001
        0.45164984580E+001        0.34514078434E+000        0.34514078428E+000        0.57760503434E-010        0.51468840171E+001        0.48017432328E+001
        0.45205140155E+001        0.34424892122E+000        0.34424892117E+000        0.55308938702E-010        0.51561175246E+001        0.48118686033E+001
        0.45245313572E+001        0.34335834817E+000        0.34335834812E+000        0.52960432411E-010        0.51653637128E+001        0.48220053646E+001
        0.45285504833E+001        0.34246906704E+000        0.34246906699E+000        0.50710694873E-010        0.51746225857E+001        0.48321535186E+001
        0.45325713936E+001        0.34158107967E+000        0.34158107962E+000        0.48555613141E-010        0.51838941469E+001        0.48423130672E+001
        0.45365940882E+001        0.34069438790E+000        0.34069438786E+000        0.46491243803E-010        0.51931784004E+001        0.48524840125E+001
        0.45406185671E+001        0.33980899358E+000        0.33980899353E+000        0.44513806063E-010        0.52024753501E+001        0.48626663565E+001
        0.45446448304E+001        0.33892489852E+000        0.33892489848E+000        0.42619675110E-010        0.52117850000E+001        0.48728601015E+001
        0.45486728779E+001        0.33804210456E+000        0.33804210452E+000        0.40805375749E-010        0.52211073543E+001        0.48830652497E+001
        0.45527027097E+001        0.33716061351E+000        0.33716061347E+000        0.39067576287E-010        0.52304424170E+001        0.48932818035E+001
        0.45567343258E+001        0.33628042717E+000        0.33628042714E+000        0.37403082673E-010        0.52397901924E+001        0.49035097652E+001
        0.45607677262E+001        0.33540154736E+000        0.33540154733E+000        0.35808832870E-010        0.52491506847E+001        0.49137491373E+001
        0.45648029109E+001        0.33452397588E+000        0.33452397584E+000        0.34281891453E-010        0.52585238983E+001        0.49239999224E+001
        0.45688398799E+001        0.33364771450E+000        0.33364771447E+000        0.32819444433E-010        0.52679098376E+001        0.49342621231E+001
        0.45728786332E+001        0.33277276503E+000        0.33277276500E+000        0.31418794279E-010        0.52773085070E+001        0.49445357420E+001
        0.45769191707E+001        0.33189912923E+000        0.33189912920E+000        0.30077355156E-010        0.52867199112E+001        0.49548207819E+001
        0.45809614926E+001        0.33102680888E+000        0.33102680886E+000        0.28792648342E-010        0.52961440546E+001        0.49651172457E+001
        0.45850055988E+001        0.33015580575E+000        0.33015580572E+000        0.27562297840E-010        0.53055809420E+001        0.49754251362E+001
        0.45890514893E+001        0.32928612157E+000        0.32928612155E+000        0.26384026165E-010        0.53150305780E+001        0.49857444564E+001
        0.45930991640E+001        0.32841775812E+000        0.32841775809E+000        0.25255650299E-010        0.53244929675E+001        0.49960752094E+001
        0.45971486231E+001        0.32755071712E+000        0.32755071710E+000        0.24175077818E-010        0.53339681154E+001        0.50064173983E+001
        0.46011998665E+001        0.32668500031E+000        0.32668500029E+000        0.23140303166E-010        0.53434560265E+001        0.50167710262E+001
        0.46052528941E+001        0.32582060942E+000        0.32582060940E+000        0.22149404090E-010        0.53529567058E+001        0.50271360963E+001
        0.46093077061E+001        0.32495754616E+000        0.32495754614E+000        0.21200538212E-010        0.53624701583E+001        0.50375126121E+001
        0.46133643023E+001        0.32409581225E+000        0.32409581223E+000        0.20291939749E-010        0.53719963892E+001        0.50479005769E+001
        0.46174226828E+001        0.32323540938E+000        0.32323540936E+000        0.19421916356E-010        0.53815354036E+001        0.50582999942E+001
        0.46214828477E+001        0.32237633924E+000        0.32237633922E+000        0.18588846105E-010        0.53910872068E+001        0.50687108675E+001
        0.46255447968E+001        0.32151860353E+000        0.32151860351E+000        0.17791174589E-010        0.54006518039E+001        0.50791332004E+001
        0.46296085302E+001        0.32066220391E+000        0.32066220389E+000        0.17027412134E-010        0.54102292005E+001        0.50895669966E+001
        0.46336740480E+001        0.31980714206E+000        0.31980714204E+000        0.16296131133E-010        0.54198194019E+001        0.51000122598E+001
        0.46377413500E+001        0.31895341963E+000        0.31895341961E+000        0.15595963489E-010        0.54294224135E+001        0.51104689938E+001
        0.46418104363E+001        0.31810103826E+000        0.31810103825E+000        0.14925598156E-010        0.54390382409E+001        0.51209372026E+001
        0.46458813069E+001        0.31724999961E+000        0.31724999960E+000        0.14283778787E-010        0.54486668897E+001        0.51314168900E+001
        0.46499539618E+001        0.31640030530E+000        0.31640030528E+000        0.13669301473E-010        0.54583083655E+001        0.51419080602E+001
        0.46540284010E+001        0.31555195694E+000        0.31555195693E+000        0.13081012578E-010        0.54679626740E+001        0.51524107171E+001
        0.46581046245E+001        0.31470495616E+000        0.31470495615E+000        0.12517806661E-010        0.54776298211E+001        0.51629248649E+001
        0.46621826323E+001        0.31385930455E+000        0.31385930454E+000        0.11978624481E-010        0.54873098125E+001        0.51734505079E+001
        0.46662624244E+001        0.31301500371E+000        0.31301500370E+000        0.11462451092E-010        0.54970026541E+001        0.51839876504E+001
        0.46703440008E+001        0.31217205521E+000        0.31217205520E+000        0.10968313999E-010        0.55067083519E+001        0.51945362967E+001
        0.46744273615E+001        0.31133046064E+000        0.31133046063E+000        0.10495281412E-010        0.55164269119E+001        0.52050964513E+001
        0.46785125064E+001        0.31049022154E+000        0.31049022153E+000        0.10042460550E-010        0.55261583401E+001        0.52156681186E+001
        0.46825994357E+001        0.30965133947E+000        0.30965133946E+000        0.96089960322E-011        0.55359026427E+001        0.52262513032E+001
        0.46866881493E+001        0.30881381598E+000        0.30881381597E+000        0.91940683200E-011        0.55456598258E+001        0.52368460098E+001
        0.46907786471E+001        0.30797765259E+000        0.30797765259E+000        0.87968922357E-011        0.55554298957E+001        0.52474522431E+001
        0.46948709293E+001        0.30714285083E+000        0.30714285082E+000        0.84167155338E-011        0.55652128587E+001        0.52580700078E+001
        0.46989649957E+001        0.30630941220E+000        0.30630941219E+000        0.80528175346E-011        0.55750087210E+001        0.52686993088E+001
        0.47030608465E+001        0.30547733820E+000        0.30547733819E+000        0.77045078125E-011        0.55848174892E+001        0.52793401510E+001
        0.47071584815E+001        0.30464663032E+000        0.30464663031E+000        0.73711249389E-011        0.55946391697E+001        0.52899925393E+001
        0.47112579009E+001        0.30381729003E+000        0.30381729002E+000        0.70520352769E-011        0.56044737689E+001        0.53006564789E+001
        0.47153591045E+001        0.30298931880E+000        0.30298931880E+000        0.67466318248E-011        0.56143212935E+001        0.53113319747E+001
        0.47194620925E+001        0.30216271809E+000        0.30216271809E+000        0.64543331080E-011        0.56241817501E+001        0.53220190320E+001
        0.47235668647E+001        0.30133748934E+000        0.30133748933E+000        0.61745821164E-011        0.56340551454E+001        0.53327176561E+001
        0.47276734212E+001        0.30051363397E+000        0.30051363396E+000        0.59068452851E-011        0.56439414861E+001        0.53434278522E+001
        0.47317817620E+001        0.29969115341E+000        0.29969115341E+000        0.56506115176E-011        0.56538407790E+001        0.53541496256E+001
        0.47358918871E+001        0.29887004907E+000        0.29887004906E+000        0.54053912490E-011        0.56637530310E+001        0.53648829819E+001
        0.47400037966E+001        0.29805032233E+000        0.29805032233E+000        0.51707155484E-011        0.56736782489E+001        0.53756279266E+001
        0.47441174903E+001        0.29723197460E+000        0.29723197459E+000        0.49461352574E-011        0.56836164397E+001        0.53863844651E+001
        0.47482329683E+001        0.29641500723E+000        0.29641500722E+000        0.47312201648E-011        0.56935676104E+001        0.53971526032E+001
        0.47523502306E+001        0.29559942159E+000        0.29559942158E+000        0.45255582158E-011        0.57035317681E+001        0.54079323465E+001
        0.47564692772E+001        0.29478521902E+000        0.29478521902E+000        0.43287547525E-011        0.57135089199E+001        0.54187237009E+001
        0.47605901080E+001        0.29397240087E+000        0.29397240087E+000        0.41404317877E-011        0.57234990729E+001        0.54295266720E+001
        0.47647127232E+001        0.29316096845E+000        0.29316096845E+000        0.39602273068E-011        0.57335022344E+001        0.54403412659E+001
        0.47688371227E+001        0.29235092308E+000        0.29235092307E+000        0.37877946004E-011        0.57435184116E+001        0.54511674885E+001
        0.47729633065E+001        0.29154226605E+000        0.29154226605E+000        0.36228016228E-011        0.57535476119E+001        0.54620053458E+001
        0.47770912746E+001        0.29073499865E+000        0.29073499865E+000        0.34649303786E-011        0.57635898426E+001        0.54728548439E+001
        0.47812210269E+001        0.28992912215E+000        0.28992912215E+000        0.33138763340E-011        0.57736451111E+001        0.54837159889E+001
        0.47853525636E+001        0.28912463782E+000        0.28912463782E+000        0.31693478522E-011        0.57837134249E+001        0.54945887871E+001
        0.47894858845E+001        0.28832154690E+000        0.28832154690E+000        0.30310656528E-011        0.57937947916E+001        0.55054732447E+001
        0.47936209898E+001        0.28751985062E+000        0.28751985062E+000        0.28987622938E-011        0.58038892187E+001        0.55163693681E+001
        0.47977578794E+001        0.28671955021E+000        0.28671955020E+000        0.27721816740E-011        0.58139967138E+001        0.55272771636E+001
        0.48018965532E+001        0.28592064687E+000        0.28592064686E+000        0.26510785576E-011        0.58241172846E+001        0.55381966378E+001
        0.48060370113E+001        0.28512314180E+000        0.28512314179E+000        0.25352181173E-011        0.58342509389E+001        0.55491277971E+001
        0.48101792538E+001        0.28432703617E+000        0.28432703617E+000        0.24243754969E-011        0.58443976843E+001        0.55600706481E+001
        0.48143232805E+001        0.28353233117E+000        0.28353233117E+000        0.23183353924E-011        0.58545575288E+001        0.55710251976E+001
        0.48184690915E+001        0.28273902794E+000        0.28273902794E+000        0.22168916497E-011        0.58647304801E+001        0.55819914522E+001
        0.48226166869E+001        0.28194712762E+000        0.28194712762E+000        0.21198468802E-011        0.58749165462E+001        0.55929694186E+001
        0.48267660665E+001        0.28115663135E+000        0.28115663134E+000        0.20270120910E-011        0.58851157351E+001        0.56039591038E+001
        0.48309172304E+001        0.28036754023E+000        0.28036754022E+000        0.19382063320E-011        0.58953280548E+001        0.56149605146E+001
        0.48350701786E+001        0.27957985536E+000        0.27957985536E+000        0.18532563566E-011        0.59055535133E+001        0.56259736579E+001
        0.48392249111E+001        0.27879357784E+000        0.27879357783E+000        0.17719962969E-011        0.59157921187E+001        0.56369985409E+001
        0.48433814279E+001        0.27800870872E+000        0.27800870872E+000        0.16942673529E-011        0.59260438792E+001        0.56480351705E+001
        0.48475397290E+001        0.27722524908E+000        0.27722524908E+000        0.16199174937E-011        0.59363088029E+001        0.56590835539E+001
        0.48516998144E+001        0.27644319996E+000        0.27644319996E+000        0.15488011723E-011        0.59465868982E+001        0.56701436983E+001
        0.48558616841E+001        0.27566256238E+000        0.27566256238E+000        0.14807790515E-011        0.59568781733E+001        0.56812156109E+001
        0.48600253381E+001        0.27488333737E+000        0.27488333737E+000        0.14157177414E-011        0.59671826365E+001        0.56922992991E+001
        0.48641907764E+001        0.27410552591E+000        0.27410552591E+000        0.13534895484E-011        0.59775002962E+001        0.57033947703E+001
        0.48683579990E+001        0.27332912901E+000        0.27332912901E+000        0.12939722341E-011        0.59878311609E+001        0.57145020319E+001
        0.48725270058E+001        0.27255414764E+000        0.27255414764E+000        0.12370487844E-011        0.59981752389E+001        0.57256210913E+001
        0.48766977970E+001        0.27178058274E+000        0.27178058274E+000        0.11826071886E-011        0.60085325389E+001        0.57367519562E+001
        0.48808703725E+001        0.27100843528E+000        0.27100843528E+000        0.11305402274E-011        0.60189030693E+001        0.57478946341E+001
        0.48850447322E+001        0.27023770617E+000        0.27023770617E+000        0.10807452700E-011        0.60292868388E+001        0.57590491327E+001
        0.48892208763E+001        0.26946839633E+000        0.26946839633E+000        0.10331240796E-011        0.60396838561E+001        0.57702154597E+001
        0.48933988046E+001        0.26870050667E+000        0.26870050667E+000        0.98758262702E-012        0.60500941297E+001        0.57813936230E+001
        0.48975785173E+001        0.26793403806E+000        0.26793403806E+000        0.94403091239E-012        0.60605176684E+001        0.57925836303E+001
        0.49017600142E+001        0.26716899138E+000        0.26716899138E+000        0.90238279403E-012        0.60709544810E+001        0.58037854896E+001
        0.49059432955E+001        0.26640536749E+000        0.26640536749E+000        0.86255582468E-012        0.60814045762E+001        0.58149992088E+001
        0.49101283610E+001        0.26564316722E+000        0.26564316722E+000        0.82447109460E-012        0.60918679631E+001        0.58262247959E+001
        0.49143152108E+001        0.26488239141E+000        0.26488239141E+000        0.78805308120E-012        0.61023446504E+001        0.58374622589E+001
        0.49185038449E+001        0.26412304086E+000        0.26412304086E+000        0.75322950512E-012        0.61128346470E+001        0.58487116062E+001
        0.49226942634E+001        0.26336511637E+000        0.26336511637E+000        0.71993119221E-012        0.61233379620E+001        0.58599728456E+001
        0.49268864661E+001        0.26260861873E+000        0.26260861873E+000        0.68809194148E-012        0.61338546044E+001        0.58712459857E+001
        0.49310804531E+001        0.26185354869E+000        0.26185354869E+000        0.65764839847E-012        0.61443845832E+001        0.58825310345E+001
        0.49352762244E+001        0.26109990701E+000        0.26109990701E+000        0.62853993410E-012        0.61549279075E+001        0.58938280005E+001
        0.49394737800E+001        0.26034769443E+000        0.26034769443E+000        0.60070852849E-012        0.61654845865E+001        0.59051368921E+001
        0.49436731199E+001        0.25959691167E+000        0.25959691167E+000        0.57409865976E-012        0.61760546293E+001        0.59164577176E+001
        0.49478742441E+001        0.25884755943E+000        0.25884755943E+000        0.54865719755E-012        0.61866380452E+001        0.59277904857E+001
        0.49520771526E+001        0.25809963840E+000        0.25809963840E+000        0.52433330093E-012        0.61972348433E+001        0.59391352049E+001
        0.49562818454E+001        0.25735314926E+000        0.25735314925E+000        0.50107832074E-012        0.62078450331E+001        0.59504918838E+001
        0.49604883225E+001        0.25660809266E+000        0.25660809266E+000        0.47884570596E-012        0.62184686237E+001        0.59618605311E+001
        0.49646965838E+001        0.25586446926E+000        0.25586446926E+000        0.45759091412E-012        0.62291056247E+001        0.59732411554E+001
        0.49689066295E+001        0.25512227968E+000        0.25512227968E+000        0.43727132545E-012        0.62397560453E+001        0.59846337656E+001
        0.49731184595E+001        0.25438152453E+000        0.25438152453E+000        0.41784616066E-012        0.62504198951E+001        0.59960383706E+001
        0.49773320737E+001        0.25364220442E+000        0.25364220442E+000        0.39927640222E-012        0.62610971835E+001        0.60074549791E+001
        0.49815474723E+001        0.25290431992E+000        0.25290431992E+000        0.38152471899E-012        0.62717879200E+001        0.60188836001E+001
        0.49857646552E+001        0.25216787160E+000        0.25216787160E+000        0.36455539401E-012        0.62824921143E+001        0.60303242427E+001
        0.49899836223E+001        0.25143286001E+000        0.25143286001E+000        0.34833425536E-012        0.62932097757E+001        0.60417769157E+001
        0.49942043738E+001        0.25069928570E+000        0.25069928570E+000        0.33282860996E-012        0.63039409141E+001        0.60532416284E+001
        0.49984269095E+001        0.24996714917E+000        0.24996714917E+000        0.31800718017E-012        0.63146855391E+001        0.60647183899E+001
        0.50026512295E+001        0.24923645094E+000        0.24923645094E+000        0.30384004313E-012        0.63254436603E+001        0.60762072093E+001
        0.50068773339E+001        0.24850719148E+000        0.24850719148E+000        0.29029857256E-012        0.63362152875E+001        0.60877080960E+001
        0.50111052225E+001        0.24777937129E+000        0.24777937129E+000        0.27735538317E-012        0.63470004304E+001        0.60992210591E+001
        0.50153348954E+001        0.24705299081E+000        0.24705299081E+000        0.26498427734E-012        0.63577990989E+001        0.61107461081E+001
        0.50195663527E+001        0.24632805048E+000        0.24632805048E+000        0.25316019409E-012        0.63686113027E+001        0.61222832523E+001
        0.50237995942E+001        0.24560455073E+000        0.24560455073E+000        0.24185916026E-012        0.63794370518E+001        0.61338325011E+001
        0.50280346200E+001        0.24488249198E+000        0.24488249198E+000        0.23105824371E-012        0.63902763561E+001        0.61453938641E+001
        0.50322714301E+001        0.24416187461E+000        0.24416187461E+000        0.22073550854E-012        0.64011292255E+001        0.61569673509E+001
        0.50365100245E+001        0.24344269901E+000        0.24344269901E+000        0.21086997221E-012        0.64119956699E+001        0.61685529709E+001
        0.50407504032E+001        0.24272496554E+000        0.24272496554E+000        0.20144156452E-012        0.64228756993E+001        0.61801507338E+001
        0.50449925662E+001        0.24200867454E+000        0.24200867454E+000        0.19243108831E-012        0.64337693239E+001        0.61917606494E+001
        0.50492365135E+001        0.24129382635E+000        0.24129382635E+000        0.18382018180E-012        0.64446765536E+001        0.62033827273E+001
        0.50534822451E+001        0.24058042128E+000        0.24058042128E+000        0.17559128262E-012        0.64555973986E+001        0.62150169773E+001
        0.50577297610E+001        0.23986845963E+000        0.23986845963E+000        0.16772759330E-012        0.64665318689E+001        0.62266634093E+001
        0.50619790611E+001        0.23915794169E+000        0.23915794169E+000        0.16021304830E-012        0.64774799748E+001        0.62383220331E+001
