 # atomic units 
 #
 # material = aluminum                
 # nfraction =    1.00000000000000     
 # Zbar =    3.02389243601227     
 #
 # screening length =   1.20045362567105     
# r     (v(i,j),j=i,nspecies, i=1,nspecies)     (dv/dr(i,j),j=i,nspecies, i=1,nspecies)
        0.59884960082E+000        0.12116879940E+003       -0.23104357845E+003
        0.60615264474E+000        0.11950127947E+003       -0.22566909095E+003
        0.61345568865E+000        0.11787219377E+003       -0.22051827425E+003
        0.62075873256E+000        0.11627993181E+003       -0.21558092071E+003
        0.62806177647E+000        0.11472298444E+003       -0.21084722969E+003
        0.63536482039E+000        0.11319988507E+003       -0.20630778134E+003
        0.64266786430E+000        0.11170926158E+003       -0.20195351444E+003
        0.64997090821E+000        0.11024978041E+003       -0.19777570755E+003
        0.65727395212E+000        0.10882019631E+003       -0.19376596312E+003
        0.66457699604E+000        0.10741929900E+003       -0.18991619387E+003
        0.67188003995E+000        0.10604596085E+003       -0.18621861131E+003
        0.67918308386E+000        0.10469908596E+003       -0.18266571573E+003
        0.68648612777E+000        0.10337765577E+003       -0.17925028764E+003
        0.69378917169E+000        0.10208068036E+003       -0.17596538023E+003
        0.70109221560E+000        0.10080724221E+003       -0.17280431267E+003
        0.70839525951E+000        0.99556449502E+002       -0.16976066404E+003
        0.71569830342E+000        0.98327478079E+002       -0.16682826775E+003
        0.72300134734E+000        0.97119526681E+002       -0.16400120633E+003
        0.73030439125E+000        0.95931857189E+002       -0.16127380640E+003
        0.73760743516E+000        0.94763751661E+002       -0.15864063378E+003
        0.74491047907E+000        0.93614550982E+002       -0.15609648879E+003
        0.75221352299E+000        0.92483613585E+002       -0.15363640132E+003
        0.75951656690E+000        0.91370352596E+002       -0.15125562611E+003
        0.76681961081E+000        0.90274196159E+002       -0.14894963777E+003
        0.77412265472E+000        0.89194623167E+002       -0.14671412587E+003
        0.78142569864E+000        0.88131125101E+002       -0.14454498975E+003
        0.78872874255E+000        0.87083240433E+002       -0.14243833336E+003
        0.79603178646E+000        0.86050517905E+002       -0.14039045990E+003
        0.80333483037E+000        0.85032549685E+002       -0.13839786639E+003
        0.81063787429E+000        0.84028936017E+002       -0.13645723811E+003
        0.81794091820E+000        0.83039317201E+002       -0.13456544295E+003
        0.82524396211E+000        0.82063339543E+002       -0.13271952566E+003
        0.83254700602E+000        0.81100686239E+002       -0.13091670208E+003
        0.83985004994E+000        0.80151044558E+002       -0.12915435327E+003
        0.84715309385E+000        0.79214135692E+002       -0.12743001960E+003
        0.85445613776E+000        0.78289683118E+002       -0.12574139485E+003
        0.86175918167E+000        0.77377441469E+002       -0.12408632030E+003
        0.86906222559E+000        0.76477166018E+002       -0.12246277878E+003
        0.87636526950E+000        0.75588640627E+002       -0.12086888882E+003
        0.88366831341E+000        0.74711648304E+002       -0.11930289884E+003
        0.89097135732E+000        0.73845998270E+002       -0.11776318126E+003
        0.89827440124E+000        0.72991497548E+002       -0.11624822690E+003
        0.90557744515E+000        0.72147977188E+002       -0.11475663929E+003
        0.91288048906E+000        0.71315264834E+002       -0.11328712911E+003
        0.92018353297E+000        0.70493210169E+002       -0.11183850883E+003
        0.92748657688E+000        0.69681658396E+002       -0.11040968732E+003
        0.93478962080E+000        0.68880474939E+002       -0.10899966469E+003
        0.94209266471E+000        0.68089519812E+002       -0.10760752722E+003
        0.94939570862E+000        0.67308671597E+002       -0.10623244241E+003
        0.95669875253E+000        0.66537802664E+002       -0.10487365423E+003
        0.96400179645E+000        0.65776802459E+002       -0.10353047843E+003
        0.97130484036E+000        0.65025553531E+002       -0.10220229810E+003
        0.97860788427E+000        0.64283954164E+002       -0.10088855931E+003
        0.98591092818E+000        0.63551895176E+002       -0.99588766936E+002
        0.99321397210E+000        0.62829281920E+002       -0.98302480617E+002
        0.10005170160E+001        0.62116011811E+002       -0.97029310922E+002
        0.10078200599E+001        0.61411995735E+002       -0.95768915616E+002
        0.10151231038E+001        0.60717136266E+002       -0.94520996132E+002
        0.10224261477E+001        0.60031348500E+002       -0.93285294158E+002
        0.10297291917E+001        0.59354538937E+002       -0.92061588398E+002
        0.10370322356E+001        0.58686625760E+002       -0.90849691500E+002
        0.10443352795E+001        0.58027518352E+002       -0.89649447113E+002
        0.10516383234E+001        0.57377137040E+002       -0.88460727092E+002
        0.10589413673E+001        0.56735393220E+002       -0.87283428864E+002
        0.10662444112E+001        0.56102208584E+002       -0.86117472917E+002
        0.10735474551E+001        0.55477495821E+002       -0.84962800447E+002
        0.10808504990E+001        0.54861177355E+002       -0.83819371112E+002
        0.10881535430E+001        0.54253166592E+002       -0.82687160951E+002
        0.10954565869E+001        0.53653386182E+002       -0.81566160402E+002
        0.11027596308E+001        0.53061749796E+002       -0.80456372453E+002
        0.11100626747E+001        0.52478179920E+002       -0.79357810917E+002
        0.11173657186E+001        0.51902590140E+002       -0.78270498807E+002
        0.11246687625E+001        0.51334902492E+002       -0.77194466832E+002
        0.11319718064E+001        0.50775030228E+002       -0.76129752004E+002
        0.11392748503E+001        0.50222894734E+002       -0.75076396323E+002
        0.11465778943E+001        0.49678408755E+002       -0.74034445593E+002
        0.11538809382E+001        0.49141492902E+002       -0.73003948307E+002
        0.11611839821E+001        0.48612059318E+002       -0.71984954620E+002
        0.11684870260E+001        0.48090027779E+002       -0.70977515419E+002
        0.11757900699E+001        0.47575309784E+002       -0.69981681469E+002
        0.11830931138E+001        0.47067824271E+002       -0.68997502629E+002
        0.11903961577E+001        0.46567482107E+002       -0.68025027167E+002
        0.11976992016E+001        0.46074201428E+002       -0.67064301092E+002
        0.12050022456E+001        0.45587892524E+002       -0.66115367600E+002
        0.12123052895E+001        0.45108472809E+002       -0.65178266570E+002
        0.12196083334E+001        0.44635852081E+002       -0.64253034093E+002
        0.12269113773E+001        0.44169947136E+002       -0.63339702089E+002
        0.12342144212E+001        0.43710667393E+002       -0.62438297953E+002
        0.12415174651E+001        0.43257929165E+002       -0.61548844252E+002
        0.12488205090E+001        0.42811641623E+002       -0.60671358478E+002
        0.12561235529E+001        0.42371720743E+002       -0.59805852830E+002
        0.12634265969E+001        0.41938075598E+002       -0.58952334044E+002
        0.12707296408E+001        0.41510621985E+002       -0.58110803247E+002
        0.12780326847E+001        0.41089269041E+002       -0.57281255864E+002
        0.12853357286E+001        0.40673932552E+002       -0.56463681539E+002
        0.12926387725E+001        0.40264521880E+002       -0.55658064092E+002
        0.12999418164E+001        0.39860952975E+002       -0.54864381498E+002
        0.13072448603E+001        0.39463135593E+002       -0.54082605903E+002
        0.13145479042E+001        0.39070986020E+002       -0.53312703645E+002
        0.13218509482E+001        0.38684414572E+002       -0.52554635310E+002
        0.13291539921E+001        0.38303338042E+002       -0.51808355795E+002
        0.13364570360E+001        0.37927667474E+002       -0.51073814403E+002
        0.13437600799E+001        0.37557320334E+002       -0.50350954933E+002
        0.13510631238E+001        0.37192208551E+002       -0.49639715813E+002
        0.13583661677E+001        0.36832250427E+002       -0.48940030211E+002
        0.13656692116E+001        0.36477358932E+002       -0.48251826177E+002
        0.13729722555E+001        0.36127453354E+002       -0.47575026799E+002
        0.13802752995E+001        0.35782447848E+002       -0.46909550359E+002
        0.13875783434E+001        0.35442262836E+002       -0.46255310493E+002
        0.13948813873E+001        0.35106813794E+002       -0.45612216369E+002
        0.14021844312E+001        0.34776022412E+002       -0.44980172852E+002
        0.14094874751E+001        0.34449805613E+002       -0.44359080708E+002
        0.14167905190E+001        0.34128086480E+002       -0.43748836764E+002
        0.14240935629E+001        0.33810783498E+002       -0.43149334113E+002
        0.14313966068E+001        0.33497821256E+002       -0.42560462296E+002
        0.14386996508E+001        0.33189119908E+002       -0.41982107498E+002
        0.14460026947E+001        0.32884605652E+002       -0.41414152737E+002
        0.14533057386E+001        0.32584200404E+002       -0.40856478054E+002
        0.14606087825E+001        0.32287832060E+002       -0.40308960712E+002
        0.14679118264E+001        0.31995424380E+002       -0.39771475383E+002
        0.14752148703E+001        0.31706907042E+002       -0.39243894331E+002
        0.14825179142E+001        0.31422205722E+002       -0.38726087611E+002
        0.14898209581E+001        0.31141251945E+002       -0.38217923243E+002
        0.14971240021E+001        0.30863973363E+002       -0.37719267402E+002
        0.15044270460E+001        0.30590303409E+002       -0.37229984594E+002
        0.15117300899E+001        0.30320171762E+002       -0.36749937833E+002
        0.15190331338E+001        0.30053513809E+002       -0.36278988809E+002
        0.15263361777E+001        0.29790261293E+002       -0.35816998064E+002
        0.15336392216E+001        0.29530351595E+002       -0.35363825154E+002
        0.15409422655E+001        0.29273718553E+002       -0.34919328805E+002
        0.15482453094E+001        0.29020301570E+002       -0.34483367069E+002
        0.15555483534E+001        0.28770036598E+002       -0.34055797481E+002
        0.15628513973E+001        0.28522865078E+002       -0.33636477203E+002
        0.15701544412E+001        0.28278725091E+002       -0.33225263166E+002
        0.15774574851E+001        0.28037560128E+002       -0.32822012206E+002
        0.15847605290E+001        0.27799310402E+002       -0.32426581199E+002
        0.15920635729E+001        0.27563921452E+002       -0.32038827177E+002
        0.15993666168E+001        0.27331335620E+002       -0.31658607471E+002
        0.16066696607E+001        0.27101500491E+002       -0.31285779811E+002
        0.16139727047E+001        0.26874360522E+002       -0.30920202446E+002
        0.16212757486E+001        0.26649865331E+002       -0.30561734252E+002
        0.16285787925E+001        0.26427961475E+002       -0.30210234830E+002
        0.16358818364E+001        0.26208600584E+002       -0.29865564602E+002
        0.16431848803E+001        0.25991731292E+002       -0.29527584912E+002
        0.16504879242E+001        0.25777307218E+002       -0.29196158114E+002
        0.16577909681E+001        0.25565279041E+002       -0.28871147649E+002
        0.16650940120E+001        0.25355602341E+002       -0.28552418123E+002
        0.16723970560E+001        0.25148229808E+002       -0.28239835385E+002
        0.16797000999E+001        0.24943118949E+002       -0.27933266599E+002
        0.16870031438E+001        0.24740224427E+002       -0.27632580306E+002
        0.16943061877E+001        0.24539505636E+002       -0.27337646483E+002
        0.17016092316E+001        0.24340919170E+002       -0.27048336608E+002
        0.17089122755E+001        0.24144426270E+002       -0.26764523702E+002
        0.17162153194E+001        0.23949985417E+002       -0.26486082385E+002
        0.17235183633E+001        0.23757559650E+002       -0.26212888916E+002
        0.17308214073E+001        0.23567109289E+002       -0.25944821243E+002
        0.17381244512E+001        0.23378599126E+002       -0.25681759028E+002
        0.17454274951E+001        0.23191991268E+002       -0.25423583695E+002
        0.17527305390E+001        0.23007252210E+002       -0.25170178449E+002
        0.17600335829E+001        0.22824345795E+002       -0.24921428306E+002
        0.17673366268E+001        0.22643240168E+002       -0.24677220124E+002
        0.17746396707E+001        0.22463900852E+002       -0.24437442614E+002
        0.17819427146E+001        0.22286297590E+002       -0.24201986364E+002
        0.17892457586E+001        0.22110397533E+002       -0.23970743856E+002
        0.17965488025E+001        0.21936171966E+002       -0.23743609473E+002
        0.18038518464E+001        0.21763589608E+002       -0.23520479515E+002
        0.18111548903E+001        0.21592623234E+002       -0.23301252199E+002
        0.18184579342E+001        0.21423243076E+002       -0.23085827670E+002
        0.18257609781E+001        0.21255423341E+002       -0.22874108001E+002
        0.18330640220E+001        0.21089135717E+002       -0.22665997203E+002
        0.18403670659E+001        0.20924355788E+002       -0.22461401205E+002
        0.18476701099E+001        0.20761056643E+002       -0.22260227865E+002
        0.18549731538E+001        0.20599215183E+002       -0.22062386960E+002
        0.18622761977E+001        0.20438805843E+002       -0.21867790185E+002
        0.18695792416E+001        0.20279806789E+002       -0.21676351134E+002
        0.18768822855E+001        0.20122193740E+002       -0.21487985296E+002
        0.18841853294E+001        0.19965946076E+002       -0.21302610043E+002
        0.18914883733E+001        0.19811040744E+002       -0.21120144619E+002
        0.18987914172E+001        0.19657458281E+002       -0.20940510117E+002
        0.19060944612E+001        0.19505176811E+002       -0.20763629476E+002
        0.19133975051E+001        0.19354177971E+002       -0.20589427453E+002
        0.19207005490E+001        0.19204441009E+002       -0.20417830614E+002
        0.19280035929E+001        0.19055948611E+002       -0.20248767307E+002
        0.19353066368E+001        0.18908681095E+002       -0.20082167649E+002
        0.19426096807E+001        0.18762622146E+002       -0.19917963501E+002
        0.19499127246E+001        0.18617753098E+002       -0.19756088451E+002
        0.19572157685E+001        0.18474058584E+002       -0.19596477787E+002
        0.19645188125E+001        0.18331520906E+002       -0.19439068480E+002
        0.19718218564E+001        0.18190125596E+002       -0.19283799155E+002
        0.19791249003E+001        0.18049855873E+002       -0.19130610070E+002
        0.19864279442E+001        0.17910698122E+002       -0.18979443090E+002
        0.19937309881E+001        0.17772636430E+002       -0.18830241669E+002
        0.20010340320E+001        0.17635657991E+002       -0.18682950814E+002
        0.20083370759E+001        0.17499747712E+002       -0.18537517068E+002
        0.20156401198E+001        0.17364893548E+002       -0.18393888479E+002
        0.20229431638E+001        0.17231081186E+002       -0.18252014580E+002
        0.20302462077E+001        0.17098299300E+002       -0.18111846356E+002
        0.20375492516E+001        0.16966534310E+002       -0.17973336224E+002
        0.20448522955E+001        0.16835775566E+002       -0.17836438000E+002
        0.20521553394E+001        0.16706010182E+002       -0.17701106880E+002
        0.20594583833E+001        0.16577228145E+002       -0.17567299403E+002
        0.20667614272E+001        0.16449417221E+002       -0.17434973437E+002
        0.20740644711E+001        0.16322567993E+002       -0.17304088146E+002
        0.20813675151E+001        0.16196668844E+002       -0.17174603960E+002
        0.20886705590E+001        0.16071710917E+002       -0.17046482553E+002
        0.20959736029E+001        0.15947683171E+002       -0.16919686818E+002
        0.21032766468E+001        0.15824577273E+002       -0.16794180832E+002
        0.21105796907E+001        0.15702382726E+002       -0.16669929842E+002
        0.21178827346E+001        0.15581091688E+002       -0.16546900233E+002
        0.21251857785E+001        0.15460694167E+002       -0.16425059499E+002
        0.21324888224E+001        0.15341182781E+002       -0.16304376217E+002
        0.21397918664E+001        0.15222548014E+002       -0.16184820035E+002
        0.21470949103E+001        0.15104782910E+002       -0.16066361631E+002
        0.21543979542E+001        0.14987878398E+002       -0.15948972692E+002
        0.21617009981E+001        0.14871827919E+002       -0.15832625890E+002
        0.21690040420E+001        0.14756622817E+002       -0.15717294863E+002
        0.21763070859E+001        0.14642256904E+002       -0.15602954182E+002
        0.21836101298E+001        0.14528721910E+002       -0.15489579332E+002
        0.21909131737E+001        0.14416011989E+002       -0.15377146689E+002
        0.21982162177E+001        0.14304119231E+002       -0.15265633493E+002
        0.22055192616E+001        0.14193038109E+002       -0.15155017826E+002
        0.22128223055E+001        0.14082761047E+002       -0.15045278595E+002
        0.22201253494E+001        0.13973282812E+002       -0.14936395497E+002
        0.22274283933E+001        0.13864596139E+002       -0.14828349011E+002
        0.22347314372E+001        0.13756696065E+002       -0.14721120367E+002
        0.22420344811E+001        0.13649575614E+002       -0.14614691528E+002
        0.22493375250E+001        0.13543230073E+002       -0.14509045168E+002
        0.22566405690E+001        0.13437652732E+002       -0.14404164652E+002
        0.22639436129E+001        0.13332839107E+002       -0.14300034015E+002
        0.22712466568E+001        0.13228782737E+002       -0.14196637940E+002
        0.22785497007E+001        0.13125479346E+002       -0.14093961746E+002
        0.22858527446E+001        0.13022922700E+002       -0.13991991358E+002
        0.22931557885E+001        0.12921108718E+002       -0.13890713292E+002
        0.23004588324E+001        0.12820031376E+002       -0.13790114641E+002
        0.23077618763E+001        0.12719686766E+002       -0.13690183054E+002
        0.23150649203E+001        0.12620069059E+002       -0.13590906716E+002
        0.23223679642E+001        0.12521174508E+002       -0.13492274330E+002
        0.23296710081E+001        0.12422997459E+002       -0.13394275103E+002
        0.23369740520E+001        0.12325534312E+002       -0.13296898728E+002
        0.23442770959E+001        0.12228779575E+002       -0.13200135369E+002
        0.23515801398E+001        0.12132729779E+002       -0.13103975640E+002
        0.23588831837E+001        0.12037379583E+002       -0.13008410594E+002
        0.23661862276E+001        0.11942725636E+002       -0.12913431703E+002
        0.23734892716E+001        0.11848762733E+002       -0.12819030853E+002
        0.23807923155E+001        0.11755487629E+002       -0.12725200316E+002
        0.23880953594E+001        0.11662895245E+002       -0.12631932744E+002
        0.23953984033E+001        0.11570982432E+002       -0.12539221151E+002
        0.24027014472E+001        0.11479744223E+002       -0.12447058906E+002
        0.24100044911E+001        0.11389177555E+002       -0.12355439708E+002
        0.24173075350E+001        0.11299277565E+002       -0.12264357585E+002
        0.24246105789E+001        0.11210041266E+002       -0.12173806872E+002
        0.24319136229E+001        0.11121463888E+002       -0.12083782206E+002
        0.24392166668E+001        0.11033542512E+002       -0.11994278507E+002
        0.24465197107E+001        0.10946272453E+002       -0.11905290972E+002
        0.24538227546E+001        0.10859650851E+002       -0.11816815061E+002
        0.24611257985E+001        0.10773673098E+002       -0.11728846487E+002
        0.24684288424E+001        0.10688336387E+002       -0.11641381201E+002
        0.24757318863E+001        0.10603636179E+002       -0.11554415387E+002
        0.24830349302E+001        0.10519569711E+002       -0.11467945450E+002
        0.24903379742E+001        0.10436132510E+002       -0.11381968005E+002
        0.24976410181E+001        0.10353321850E+002       -0.11296479866E+002
        0.25049440620E+001        0.10271133313E+002       -0.11211478041E+002
        0.25122471059E+001        0.10189564211E+002       -0.11126959719E+002
        0.25195501498E+001        0.10108610175E+002       -0.11042922264E+002
        0.25268531937E+001        0.10028268543E+002       -0.10959363202E+002
        0.25341562376E+001        0.99485349957E+001       -0.10876280217E+002
        0.25414592815E+001        0.98694068944E+001       -0.10793671140E+002
        0.25487623255E+001        0.97908799596E+001       -0.10711533949E+002
        0.25560653694E+001        0.97129515738E+001       -0.10629866748E+002
        0.25633684133E+001        0.96356174943E+001       -0.10548667769E+002
        0.25706714572E+001        0.95588751201E+001       -0.10467935362E+002
        0.25779745011E+001        0.94827202420E+001       -0.10387667991E+002
        0.25852775450E+001        0.94071502722E+001       -0.10307864223E+002
        0.25925805889E+001        0.93321610314E+001       -0.10228522725E+002
        0.25998836328E+001        0.92577499424E+001       -0.10149642255E+002
        0.26071866768E+001        0.91839128529E+001       -0.10071221659E+002
        0.26144897207E+001        0.91106471937E+001       -0.99932598631E+001
        0.26217927646E+001        0.90379488370E+001       -0.99157558699E+001
        0.26290958085E+001        0.89658152195E+001       -0.98387087479E+001
        0.26363988524E+001        0.88942422356E+001       -0.97621176346E+001
        0.26437018963E+001        0.88232273261E+001       -0.96859817249E+001
        0.26510049402E+001        0.87527664055E+001       -0.96103002691E+001
        0.26583079841E+001        0.86828569172E+001       -0.95350725657E+001
        0.26656110281E+001        0.86134947945E+001       -0.94602979624E+001
        0.26729140720E+001        0.85446774817E+001       -0.93859758433E+001
        0.26802171159E+001        0.84764009295E+001       -0.93121056341E+001
        0.26875201598E+001        0.84086625825E+001       -0.92386867923E+001
        0.26948232037E+001        0.83414584073E+001       -0.91657188046E+001
        0.27021262476E+001        0.82747858479E+001       -0.90932011828E+001
        0.27094292915E+001        0.82086408862E+001       -0.90211334621E+001
        0.27167323354E+001        0.81430209651E+001       -0.89495151946E+001
        0.27240353794E+001        0.80779220807E+001       -0.88783459528E+001
        0.27313384233E+001        0.80133416743E+001       -0.88076253188E+001
        0.27386414672E+001        0.79492757561E+001       -0.87373528853E+001
        0.27459445111E+001        0.78857217656E+001       -0.86675282500E+001
        0.27532475550E+001        0.78226757263E+001       -0.85981510166E+001
        0.27605505989E+001        0.77601350762E+001       -0.85292207904E+001
        0.27678536428E+001        0.76980958519E+001       -0.84607371768E+001
        0.27751566867E+001        0.76365554896E+001       -0.83926997786E+001
        0.27824597307E+001        0.75755100394E+001       -0.83251081936E+001
        0.27897627746E+001        0.75149569360E+001       -0.82579620099E+001
        0.27970658185E+001        0.74548922425E+001       -0.81912608072E+001
        0.28043688624E+001        0.73953133927E+001       -0.81250041524E+001
        0.28116719063E+001        0.73362164632E+001       -0.80591916039E+001
        0.28189749502E+001        0.72775988873E+001       -0.79938226991E+001
        0.28262779941E+001        0.72194567551E+001       -0.79288969613E+001
        0.28335810380E+001        0.71617875000E+001       -0.78644138928E+001
        0.28408840820E+001        0.71045872264E+001       -0.78003729742E+001
        0.28481871259E+001        0.70478533682E+001       -0.77367736642E+001
        0.28554901698E+001        0.69915820448E+001       -0.76736153985E+001
        0.28627932137E+001        0.69357706914E+001       -0.76108975809E+001
        0.28700962576E+001        0.68804154428E+001       -0.75486195910E+001
        0.28773993015E+001        0.68255137367E+001       -0.74867807747E+001
        0.28847023454E+001        0.67710617239E+001       -0.74253804454E+001
        0.28920053893E+001        0.67170568457E+001       -0.73644178840E+001
        0.28993084333E+001        0.66634952701E+001       -0.73038923319E+001
        0.29066114772E+001        0.66103744427E+001       -0.72438029922E+001
        0.29139145211E+001        0.65576905495E+001       -0.71841490303E+001
        0.29212175650E+001        0.65054410423E+001       -0.71249295665E+001
        0.29285206089E+001        0.64536221261E+001       -0.70661436809E+001
        0.29358236528E+001        0.64022312597E+001       -0.70077904073E+001
        0.29431266967E+001        0.63512646685E+001       -0.69498687391E+001
        0.29504297406E+001        0.63007198200E+001       -0.68923776215E+001
        0.29577327846E+001        0.62505929610E+001       -0.68353159596E+001
        0.29650358285E+001        0.62008815689E+001       -0.67786826183E+001
        0.29723388724E+001        0.61515819132E+001       -0.67224764268E+001
        0.29796419163E+001        0.61026914824E+001       -0.66666961862E+001
        0.29869449602E+001        0.60542065693E+001       -0.66113406780E+001
        0.29942480041E+001        0.60061246744E+001       -0.65564086714E+001
        0.30015510480E+001        0.59584421145E+001       -0.65018989456E+001
        0.30088540919E+001        0.59111564018E+001       -0.64478102887E+001
        0.30161571359E+001        0.58642638768E+001       -0.63941414927E+001
        0.30234601798E+001        0.58177620636E+001       -0.63408913317E+001
        0.30307632237E+001        0.57716473261E+001       -0.62880585525E+001
        0.30380662676E+001        0.57259172013E+001       -0.62356418608E+001
        0.30453693115E+001        0.56805680776E+001       -0.61836399172E+001
        0.30526723554E+001        0.56355975058E+001       -0.61320513331E+001
        0.30599753993E+001        0.55910019002E+001       -0.60808746688E+001
        0.30672784432E+001        0.55467788273E+001       -0.60301084343E+001
        0.30745814872E+001        0.55029247283E+001       -0.59797510889E+001
        0.30818845311E+001        0.54594371870E+001       -0.59298010397E+001
        0.30891875750E+001        0.54163126733E+001       -0.58802566501E+001
        0.30964906189E+001        0.53735487894E+001       -0.58311162340E+001
        0.31037936628E+001        0.53311420352E+001       -0.57823780668E+001
        0.31110967067E+001        0.52890900328E+001       -0.57340403799E+001
        0.31183997506E+001        0.52473893132E+001       -0.56861013657E+001
        0.31257027945E+001        0.52060375197E+001       -0.56385591817E+001
        0.31330058385E+001        0.51650312154E+001       -0.55914119516E+001
        0.31403088824E+001        0.51243680658E+001       -0.55446577644E+001
