 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.31556844525341     
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                    nefull                    neext 
        0.39738507741E+000        0.49570016235E+001        0.12834152690E+000        0.48286600966E+001        0.49654120901E+001        0.84104665579E-002
        0.39765146593E+000        0.49486847212E+001        0.12826725647E+000        0.48204174648E+001        0.49570952858E+001        0.84105645730E-002
        0.39791794370E+000        0.49403830344E+001        0.12819303993E+000        0.48121899945E+001        0.49487936971E+001        0.84106626885E-002
        0.39818451073E+000        0.49320965324E+001        0.12811887725E+000        0.48039776552E+001        0.49405072933E+001        0.84107609044E-002
        0.39845116702E+000        0.49238251846E+001        0.12804476835E+000        0.47957804162E+001        0.49322360438E+001        0.84108592208E-002
        0.39871791256E+000        0.49155689604E+001        0.12797071321E+000        0.47875982472E+001        0.49239799180E+001        0.84109576378E-002
        0.39898474736E+000        0.49073278293E+001        0.12789671175E+000        0.47794311175E+001        0.49157388854E+001        0.84110561555E-002
        0.39925167142E+000        0.48991017609E+001        0.12782276394E+000        0.47712789970E+001        0.49075129157E+001        0.84111547738E-002
        0.39951868473E+000        0.48908907250E+001        0.12774886972E+000        0.47631418552E+001        0.48993019784E+001        0.84112534929E-002
        0.39978578731E+000        0.48826946910E+001        0.12767502904E+000        0.47550196620E+001        0.48911060434E+001        0.84113523129E-002
        0.40005297914E+000        0.48745136290E+001        0.12760124185E+000        0.47469123872E+001        0.48829250802E+001        0.84114512338E-002
        0.40032026023E+000        0.48663475087E+001        0.12752750810E+000        0.47388200006E+001        0.48747590589E+001        0.84115502558E-002
        0.40058763057E+000        0.48581963000E+001        0.12745382774E+000        0.47307424723E+001        0.48666079494E+001        0.84116493787E-002
        0.40085509017E+000        0.48500599730E+001        0.12738020072E+000        0.47226797722E+001        0.48584717216E+001        0.84117486029E-002
        0.40112263903E+000        0.48419384976E+001        0.12730662698E+000        0.47146318706E+001        0.48503503455E+001        0.84118479282E-002
        0.40139027715E+000        0.48338318440E+001        0.12723310648E+000        0.47065987375E+001        0.48422437913E+001        0.84119473549E-002
        0.40165800452E+000        0.48257399824E+001        0.12715963916E+000        0.46985803432E+001        0.48341520293E+001        0.84120468829E-002
        0.40192582116E+000        0.48176628830E+001        0.12708622498E+000        0.46905766580E+001        0.48260750295E+001        0.84121465123E-002
        0.40219372705E+000        0.48096005162E+001        0.12701286389E+000        0.46825876523E+001        0.48180127624E+001        0.84122462433E-002
        0.40246172219E+000        0.48015528523E+001        0.12693955583E+000        0.46746132965E+001        0.48099651984E+001        0.84123460758E-002
        0.40272980660E+000        0.47935198619E+001        0.12686630075E+000        0.46666535611E+001        0.48019323079E+001        0.84124460100E-002
        0.40299798026E+000        0.47855015153E+001        0.12679309861E+000        0.46587084167E+001        0.47939140613E+001        0.84125460459E-002
        0.40326624317E+000        0.47774977832E+001        0.12671994936E+000        0.46507778339E+001        0.47859104294E+001        0.84126461835E-002
        0.40353459535E+000        0.47695086363E+001        0.12664685294E+000        0.46428617833E+001        0.47779213827E+001        0.84127464231E-002
        0.40380303678E+000        0.47615340452E+001        0.12657380930E+000        0.46349602359E+001        0.47699468920E+001        0.84128467646E-002
        0.40407156747E+000        0.47535739808E+001        0.12650081840E+000        0.46270731624E+001        0.47619869280E+001        0.84129472081E-002
        0.40434018742E+000        0.47456284138E+001        0.12642788018E+000        0.46192005336E+001        0.47540414616E+001        0.84130477537E-002
        0.40460889663E+000        0.47376973152E+001        0.12635499460E+000        0.46113423206E+001        0.47461104636E+001        0.84131484014E-002
        0.40487769509E+000        0.47297806560E+001        0.12628216160E+000        0.46034984944E+001        0.47381939052E+001        0.84132491513E-002
        0.40514658281E+000        0.47218784072E+001        0.12620938114E+000        0.45956690261E+001        0.47302917572E+001        0.84133500036E-002
        0.40541555979E+000        0.47139905399E+001        0.12613665316E+000        0.45878538867E+001        0.47224039909E+001        0.84134509582E-002
        0.40568462602E+000        0.47061170253E+001        0.12606397762E+000        0.45800530476E+001        0.47145305773E+001        0.84135520153E-002
        0.40595378151E+000        0.46982578345E+001        0.12599135447E+000        0.45722664801E+001        0.47066714877E+001        0.84136531749E-002
        0.40622302626E+000        0.46904129390E+001        0.12591878366E+000        0.45644941553E+001        0.46988266934E+001        0.84137544371E-002
        0.40649236027E+000        0.46825823100E+001        0.12584626513E+000        0.45567360449E+001        0.46909961658E+001        0.84138558019E-002
        0.40676178353E+000        0.46747659190E+001        0.12577379884E+000        0.45489921202E+001        0.46831798763E+001        0.84139572695E-002
        0.40703129605E+000        0.46669637375E+001        0.12570138475E+000        0.45412623527E+001        0.46753777963E+001        0.84140588399E-002
        0.40730089783E+000        0.46591757370E+001        0.12562902279E+000        0.45335467142E+001        0.46675898975E+001        0.84141605132E-002
        0.40757058887E+000        0.46514018891E+001        0.12555671292E+000        0.45258451761E+001        0.46598161513E+001        0.84142622894E-002
        0.40784036916E+000        0.46436421654E+001        0.12548445510E+000        0.45181577103E+001        0.46520565296E+001        0.84143641686E-002
        0.40811023871E+000        0.46358965379E+001        0.12541224927E+000        0.45104842886E+001        0.46443110040E+001        0.84144661510E-002
        0.40838019752E+000        0.46281649782E+001        0.12534009539E+000        0.45028248828E+001        0.46365795464E+001        0.84145682365E-002
        0.40865024558E+000        0.46204474581E+001        0.12526799340E+000        0.44951794647E+001        0.46288621286E+001        0.84146704252E-002
        0.40892038290E+000        0.46127439497E+001        0.12519594326E+000        0.44875480065E+001        0.46211587225E+001        0.84147727173E-002
        0.40919060948E+000        0.46050544250E+001        0.12512394492E+000        0.44799304800E+001        0.46134693001E+001        0.84148751128E-002
        0.40946092532E+000        0.45973788559E+001        0.12505199832E+000        0.44723268575E+001        0.46057938335E+001        0.84149776117E-002
        0.40973133042E+000        0.45897172145E+001        0.12498010343E+000        0.44647371111E+001        0.45981322947E+001        0.84150802142E-002
        0.41000182477E+000        0.45820694731E+001        0.12490826019E+000        0.44571612129E+001        0.45904846560E+001        0.84151829202E-002
        0.41027240838E+000        0.45744356039E+001        0.12483646855E+000        0.44495991354E+001        0.45828508897E+001        0.84152857300E-002
        0.41054308124E+000        0.45668155792E+001        0.12476472847E+000        0.44420508507E+001        0.45752309679E+001        0.84153886435E-002
        0.41081384337E+000        0.45592093713E+001        0.12469303990E+000        0.44345163314E+001        0.45676248630E+001        0.84154916608E-002
        0.41108469475E+000        0.45516169527E+001        0.12462140279E+000        0.44269955499E+001        0.45600325475E+001        0.84155947820E-002
        0.41135563539E+000        0.45440382958E+001        0.12454981708E+000        0.44194884787E+001        0.45524539938E+001        0.84156980072E-002
        0.41162666528E+000        0.45364733732E+001        0.12447828274E+000        0.44119950905E+001        0.45448891746E+001        0.84158013365E-002
        0.41189778443E+000        0.45289221575E+001        0.12440679971E+000        0.44045153578E+001        0.45373380623E+001        0.84159047698E-002
        0.41216899284E+000        0.45213846213E+001        0.12433536795E+000        0.43970492534E+001        0.45298006296E+001        0.84160083074E-002
        0.41244029051E+000        0.45138607374E+001        0.12426398741E+000        0.43895967500E+001        0.45222768494E+001        0.84161119492E-002
        0.41271167744E+000        0.45063504785E+001        0.12419265804E+000        0.43821578205E+001        0.45147666942E+001        0.84162156954E-002
        0.41298315362E+000        0.44988538176E+001        0.12412137979E+000        0.43747324378E+001        0.45072701371E+001        0.84163195460E-002
        0.41325471906E+000        0.44913707274E+001        0.12405015261E+000        0.43673205748E+001        0.44997871509E+001        0.84164235010E-002
        0.41352637376E+000        0.44839011810E+001        0.12397897646E+000        0.43599222045E+001        0.44923177085E+001        0.84165275606E-002
        0.41379811771E+000        0.44764451513E+001        0.12390785129E+000        0.43525373000E+001        0.44848617830E+001        0.84166317249E-002
        0.41406995092E+000        0.44690026115E+001        0.12383677705E+000        0.43451658345E+001        0.44774193475E+001        0.84167359939E-002
        0.41434187339E+000        0.44615735347E+001        0.12376575369E+000        0.43378077810E+001        0.44699903751E+001        0.84168403676E-002
        0.41461388512E+000        0.44541578942E+001        0.12369478118E+000        0.43304631130E+001        0.44625748390E+001        0.84169448462E-002
        0.41488598610E+000        0.44467556630E+001        0.12362385944E+000        0.43231318036E+001        0.44551727125E+001        0.84170494297E-002
        0.41515817634E+000        0.44393668147E+001        0.12355298846E+000        0.43158138262E+001        0.44477839688E+001        0.84171541182E-002
        0.41543045584E+000        0.44319913225E+001        0.12348216816E+000        0.43085091543E+001        0.44404085814E+001        0.84172589118E-002
        0.41570282460E+000        0.44246291599E+001        0.12341139851E+000        0.43012177614E+001        0.44330465237E+001        0.84173638106E-002
        0.41597528261E+000        0.44172803004E+001        0.12334067946E+000        0.42939396209E+001        0.44256977692E+001        0.84174688146E-002
        0.41624782988E+000        0.44099447175E+001        0.12327001096E+000        0.42866747065E+001        0.44183622914E+001        0.84175739238E-002
        0.41652046641E+000        0.44026223849E+001        0.12319939297E+000        0.42794229919E+001        0.44110400640E+001        0.84176791385E-002
        0.41679319219E+000        0.43953132762E+001        0.12312882544E+000        0.42721844507E+001        0.44037310606E+001        0.84177844585E-002
        0.41706600724E+000        0.43880173651E+001        0.12305830831E+000        0.42649590568E+001        0.43964352550E+001        0.84178898841E-002
        0.41733891154E+000        0.43807346255E+001        0.12298784155E+000        0.42577467839E+001        0.43891526209E+001        0.84179954153E-002
        0.41761190509E+000        0.43734650311E+001        0.12291742511E+000        0.42505476060E+001        0.43818831321E+001        0.84181010522E-002
        0.41788498791E+000        0.43662085559E+001        0.12284705894E+000        0.42433614970E+001        0.43746267627E+001        0.84182067947E-002
        0.41815815998E+000        0.43589651738E+001        0.12277674299E+000        0.42361884308E+001        0.43673834865E+001        0.84183126431E-002
        0.41843142131E+000        0.43517348589E+001        0.12270647722E+000        0.42290283817E+001        0.43601532775E+001        0.84184185974E-002
        0.41870477189E+000        0.43445175852E+001        0.12263626157E+000        0.42218813236E+001        0.43529361099E+001        0.84185246577E-002
        0.41897821174E+000        0.43373133268E+001        0.12256609601E+000        0.42147472308E+001        0.43457319577E+001        0.84186308240E-002
        0.41925174084E+000        0.43301220580E+001        0.12249598049E+000        0.42076260775E+001        0.43385407951E+001        0.84187370964E-002
        0.41952535920E+000        0.43229437529E+001        0.12242591496E+000        0.42005178380E+001        0.43313625964E+001        0.84188434749E-002
        0.41979906681E+000        0.43157783859E+001        0.12235589937E+000        0.41934224865E+001        0.43241973359E+001        0.84189499598E-002
        0.42007286369E+000        0.43086259313E+001        0.12228593368E+000        0.41863399976E+001        0.43170449879E+001        0.84190565509E-002
        0.42034674982E+000        0.43014863636E+001        0.12221601784E+000        0.41792703457E+001        0.43099055268E+001        0.84191632485E-002
        0.42062072520E+000        0.42943596571E+001        0.12214615181E+000        0.41722135053E+001        0.43027789272E+001        0.84192700526E-002
        0.42089478985E+000        0.42872457865E+001        0.12207633553E+000        0.41651694510E+001        0.42956651635E+001        0.84193769632E-002
        0.42116894375E+000        0.42801447263E+001        0.12200656897E+000        0.41581381573E+001        0.42885642103E+001        0.84194839804E-002
        0.42144318691E+000        0.42730564511E+001        0.12193685207E+000        0.41511195990E+001        0.42814760422E+001        0.84195911043E-002
        0.42171751933E+000        0.42659809356E+001        0.12186718479E+000        0.41441137508E+001        0.42744006340E+001        0.84196983351E-002
        0.42199194100E+000        0.42589181547E+001        0.12179756709E+000        0.41371205876E+001        0.42673379603E+001        0.84198056726E-002
        0.42226645194E+000        0.42518680829E+001        0.12172799892E+000        0.41301400840E+001        0.42602879961E+001        0.84199131171E-002
        0.42254105212E+000        0.42448306954E+001        0.12165848022E+000        0.41231722151E+001        0.42532507160E+001        0.84200206686E-002
        0.42281574157E+000        0.42378059668E+001        0.12158901097E+000        0.41162169559E+001        0.42462260952E+001        0.84201283272E-002
        0.42309052027E+000        0.42307938723E+001        0.12151959110E+000        0.41092742812E+001        0.42392141084E+001        0.84202360929E-002
        0.42336538824E+000        0.42237943868E+001        0.12145022058E+000        0.41023441662E+001        0.42322147308E+001        0.84203439658E-002
        0.42364034545E+000        0.42168074854E+001        0.12138089936E+000        0.40954265860E+001        0.42252279373E+001        0.84204519461E-002
        0.42391539193E+000        0.42098331432E+001        0.12131162740E+000        0.40885215158E+001        0.42182537033E+001        0.84205600337E-002
        0.42419052766E+000        0.42028713355E+001        0.12124240464E+000        0.40816289308E+001        0.42112920037E+001        0.84206682288E-002
        0.42446575265E+000        0.41959220374E+001        0.12117323105E+000        0.40747488063E+001        0.42043428139E+001        0.84207765314E-002
        0.42474106690E+000        0.41889852243E+001        0.12110410657E+000        0.40678811177E+001        0.41974061092E+001        0.84208849416E-002
        0.42501647041E+000        0.41820608714E+001        0.12103503116E+000        0.40610258402E+001        0.41904818649E+001        0.84209934594E-002
        0.42529196317E+000        0.41751489543E+001        0.12096600479E+000        0.40541829495E+001        0.41835700563E+001        0.84211020850E-002
        0.42556754519E+000        0.41682494483E+001        0.12089702739E+000        0.40473524209E+001        0.41766706591E+001        0.84212108185E-002
        0.42584321647E+000        0.41613623289E+001        0.12082809893E+000        0.40405342300E+001        0.41697836486E+001        0.84213196598E-002
        0.42611897700E+000        0.41544875718E+001        0.12075921936E+000        0.40337283525E+001        0.41629090004E+001        0.84214286091E-002
        0.42639482679E+000        0.41476251525E+001        0.12069038863E+000        0.40269347639E+001        0.41560466902E+001        0.84215376665E-002
        0.42667076584E+000        0.41407750468E+001        0.12062160671E+000        0.40201534401E+001        0.41491966936E+001        0.84216468320E-002
        0.42694679415E+000        0.41339372302E+001        0.12055287354E+000        0.40133843567E+001        0.41423589863E+001        0.84217561056E-002
        0.42722291171E+000        0.41271116787E+001        0.12048418909E+000        0.40066274896E+001        0.41355335442E+001        0.84218654876E-002
        0.42749911853E+000        0.41202983679E+001        0.12041555330E+000        0.39998828146E+001        0.41287203429E+001        0.84219749779E-002
        0.42777541461E+000        0.41134972739E+001        0.12034696613E+000        0.39931503078E+001        0.41219193585E+001        0.84220845766E-002
        0.42805179995E+000        0.41067083725E+001        0.12027842753E+000        0.39864299450E+001        0.41151305668E+001        0.84221942838E-002
        0.42832827454E+000        0.40999316398E+001        0.12020993747E+000        0.39797217023E+001        0.41083539439E+001        0.84223040996E-002
        0.42860483839E+000        0.40931670517E+001        0.12014149590E+000        0.39730255558E+001        0.41015894657E+001        0.84224140241E-002
        0.42888149150E+000        0.40864145843E+001        0.12007310277E+000        0.39663414815E+001        0.40948371084E+001        0.84225240572E-002
        0.42915823386E+000        0.40796742138E+001        0.12000475803E+000        0.39596694558E+001        0.40880968480E+001        0.84226341992E-002
        0.42943506549E+000        0.40729459164E+001        0.11993646165E+000        0.39530094548E+001        0.40813686609E+001        0.84227444501E-002
        0.42971198637E+000        0.40662296684E+001        0.11986821358E+000        0.39463614548E+001        0.40746525232E+001        0.84228548099E-002
        0.42998899650E+000        0.40595254459E+001        0.11980001377E+000        0.39397254321E+001        0.40679484112E+001        0.84229652787E-002
        0.43026609590E+000        0.40528332254E+001        0.11973186218E+000        0.39331013633E+001        0.40612563013E+001        0.84230758566E-002
        0.43054328455E+000        0.40461529833E+001        0.11966375877E+000        0.39264892246E+001        0.40545761699E+001        0.84231865437E-002
        0.43082056246E+000        0.40394846960E+001        0.11959570349E+000        0.39198889926E+001        0.40479079934E+001        0.84232973401E-002
        0.43109792962E+000        0.40328283401E+001        0.11952769630E+000        0.39133006438E+001        0.40412517483E+001        0.84234082458E-002
        0.43137538605E+000        0.40261838920E+001        0.11945973715E+000        0.39067241548E+001        0.40346074112E+001        0.84235192608E-002
        0.43165293173E+000        0.40195513284E+001        0.11939182600E+000        0.39001595024E+001        0.40279749588E+001        0.84236303854E-002
        0.43193056667E+000        0.40129306259E+001        0.11932396280E+000        0.38936066631E+001        0.40213543675E+001        0.84237416195E-002
        0.43220829086E+000        0.40063217612E+001        0.11925614752E+000        0.38870656137E+001        0.40147456142E+001        0.84238529633E-002
        0.43248610432E+000        0.39997247112E+001        0.11918838010E+000        0.38805363311E+001        0.40081486756E+001        0.84239644168E-002
        0.43276400703E+000        0.39931394525E+001        0.11912066051E+000        0.38740187920E+001        0.40015635285E+001        0.84240759800E-002
        0.43304199899E+000        0.39865659621E+001        0.11905298869E+000        0.38675129734E+001        0.39949901498E+001        0.84241876531E-002
        0.43332008022E+000        0.39800042169E+001        0.11898536461E+000        0.38610188523E+001        0.39884285163E+001        0.84242994361E-002
        0.43359825070E+000        0.39734541938E+001        0.11891778823E+000        0.38545364056E+001        0.39818786051E+001        0.84244113292E-002
        0.43387651044E+000        0.39669158698E+001        0.11885025949E+000        0.38480656103E+001        0.39753403931E+001        0.84245233323E-002
        0.43415485944E+000        0.39603892220E+001        0.11878277835E+000        0.38416064437E+001        0.39688138575E+001        0.84246354456E-002
        0.43443329769E+000        0.39538742275E+001        0.11871534478E+000        0.38351588827E+001        0.39622989752E+001        0.84247476692E-002
        0.43471182521E+000        0.39473708635E+001        0.11864795873E+000        0.38287229047E+001        0.39557957235E+001        0.84248600030E-002
        0.43499044197E+000        0.39408791070E+001        0.11858062015E+000        0.38222984869E+001        0.39493040795E+001        0.84249724473E-002
        0.43526914800E+000        0.39343989355E+001        0.11851332900E+000        0.38158856065E+001        0.39428240205E+001        0.84250850020E-002
        0.43554794328E+000        0.39279303263E+001        0.11844608523E+000        0.38094842410E+001        0.39363555239E+001        0.84251976672E-002
        0.43582682783E+000        0.39214732565E+001        0.11837888881E+000        0.38030943677E+001        0.39298985670E+001        0.84253104431E-002
        0.43610580162E+000        0.39150277038E+001        0.11831173970E+000        0.37967159641E+001        0.39234531271E+001        0.84254233296E-002
        0.43638486468E+000        0.39085936454E+001        0.11824463784E+000        0.37903490076E+001        0.39170191818E+001        0.84255363270E-002
        0.43666401699E+000        0.39021710590E+001        0.11817758319E+000        0.37839934758E+001        0.39105967085E+001        0.84256494352E-002
        0.43694325856E+000        0.38957599221E+001        0.11811057572E+000        0.37776493463E+001        0.39041856847E+001        0.84257626543E-002
        0.43722258939E+000        0.38893602122E+001        0.11804361537E+000        0.37713165968E+001        0.38977860882E+001        0.84258759844E-002
        0.43750200948E+000        0.38829719070E+001        0.11797670211E+000        0.37649952049E+001        0.38913978964E+001        0.84259894256E-002
        0.43778151882E+000        0.38765949842E+001        0.11790983589E+000        0.37586851483E+001        0.38850210872E+001        0.84261029779E-002
        0.43806111742E+000        0.38702294216E+001        0.11784301668E+000        0.37523864049E+001        0.38786556382E+001        0.84262166415E-002
        0.43834080528E+000        0.38638751969E+001        0.11777624442E+000        0.37460989525E+001        0.38723015273E+001        0.84263304164E-002
        0.43862058239E+000        0.38575322880E+001        0.11770951907E+000        0.37398227689E+001        0.38659587323E+001        0.84264443026E-002
        0.43890044876E+000        0.38512006728E+001        0.11764284059E+000        0.37335578322E+001        0.38596272311E+001        0.84265583003E-002
        0.43918040439E+000        0.38448803291E+001        0.11757620894E+000        0.37273041202E+001        0.38533070015E+001        0.84266724096E-002
        0.43946044928E+000        0.38385712350E+001        0.11750962408E+000        0.37210616109E+001        0.38469980216E+001        0.84267866305E-002
        0.43974058342E+000        0.38322733685E+001        0.11744308596E+000        0.37148302826E+001        0.38407002695E+001        0.84269009630E-002
        0.44002080682E+000        0.38259867077E+001        0.11737659455E+000        0.37086101132E+001        0.38344137232E+001        0.84270154073E-002
        0.44030111948E+000        0.38197112308E+001        0.11731014979E+000        0.37024010810E+001        0.38281383607E+001        0.84271299635E-002
        0.44058152140E+000        0.38134469157E+001        0.11724375164E+000        0.36962031641E+001        0.38218741604E+001        0.84272446316E-002
        0.44086201257E+000        0.38071937409E+001        0.11717740008E+000        0.36900163408E+001        0.38156211003E+001        0.84273594117E-002
        0.44114259300E+000        0.38009516846E+001        0.11711109504E+000        0.36838405895E+001        0.38093791589E+001        0.84274743038E-002
        0.44142326269E+000        0.37947207250E+001        0.11704483649E+000        0.36776758885E+001        0.38031483143E+001        0.84275893081E-002
        0.44170402163E+000        0.37885008405E+001        0.11697862438E+000        0.36715222161E+001        0.37969285449E+001        0.84277044247E-002
        0.44198486984E+000        0.37822920096E+001        0.11691245869E+000        0.36653795509E+001        0.37907198292E+001        0.84278196535E-002
        0.44226580730E+000        0.37760942106E+001        0.11684633935E+000        0.36592478713E+001        0.37845221456E+001        0.84279349947E-002
        0.44254683401E+000        0.37699074222E+001        0.11678026633E+000        0.36531271558E+001        0.37783354726E+001        0.84280504484E-002
        0.44282794999E+000        0.37637316227E+001        0.11671423960E+000        0.36470173831E+001        0.37721597888E+001        0.84281660146E-002
        0.44310915522E+000        0.37575667909E+001        0.11664825910E+000        0.36409185318E+001        0.37659950726E+001        0.84282816934E-002
        0.44339044971E+000        0.37514129054E+001        0.11658232479E+000        0.36348305806E+001        0.37598413029E+001        0.84283974849E-002
        0.44367183346E+000        0.37452699447E+001        0.11651643664E+000        0.36287535081E+001        0.37536984581E+001        0.84285133892E-002
        0.44395330646E+000        0.37391378878E+001        0.11645059459E+000        0.36226872932E+001        0.37475665172E+001        0.84286294063E-002
        0.44423486872E+000        0.37330167133E+001        0.11638479862E+000        0.36166319146E+001        0.37414454588E+001        0.84287455364E-002
        0.44451652024E+000        0.37269064000E+001        0.11631904867E+000        0.36105873513E+001        0.37353352618E+001        0.84288617794E-002
        0.44479826102E+000        0.37208069268E+001        0.11625334471E+000        0.36045535821E+001        0.37292359050E+001        0.84289781355E-002
        0.44508009105E+000        0.37147182727E+001        0.11618768669E+000        0.35985305860E+001        0.37231473673E+001        0.84290946048E-002
        0.44536201034E+000        0.37086404166E+001        0.11612207458E+000        0.35925183420E+001        0.37170696278E+001        0.84292111873E-002
        0.44564401889E+000        0.37025733375E+001        0.11605650832E+000        0.35865168291E+001        0.37110026654E+001        0.84293278831E-002
        0.44592611669E+000        0.36965170144E+001        0.11599098789E+000        0.35805260265E+001        0.37049464591E+001        0.84294446923E-002
        0.44620830375E+000        0.36904714264E+001        0.11592551323E+000        0.35745459132E+001        0.36989009880E+001        0.84295616150E-002
        0.44649058007E+000        0.36844365527E+001        0.11586008431E+000        0.35685764684E+001        0.36928662313E+001        0.84296786512E-002
        0.44677294565E+000        0.36784123724E+001        0.11579470108E+000        0.35626176713E+001        0.36868421682E+001        0.84297958010E-002
        0.44705540049E+000        0.36723988648E+001        0.11572936351E+000        0.35566695013E+001        0.36808287779E+001        0.84299130645E-002
        0.44733794458E+000        0.36663960092E+001        0.11566407155E+000        0.35507319376E+001        0.36748260396E+001        0.84300304418E-002
        0.44762057793E+000        0.36604037847E+001        0.11559882516E+000        0.35448049596E+001        0.36688339327E+001        0.84301479329E-002
        0.44790330053E+000        0.36544221709E+001        0.11553362430E+000        0.35388885466E+001        0.36628524365E+001        0.84302655379E-002
        0.44818611240E+000        0.36484511472E+001        0.11546846894E+000        0.35329826782E+001        0.36568815304E+001        0.84303832570E-002
        0.44846901352E+000        0.36424906928E+001        0.11540335902E+000        0.35270873338E+001        0.36509211939E+001        0.84305010902E-002
        0.44875200390E+000        0.36365407875E+001        0.11533829450E+000        0.35212024930E+001        0.36449714065E+001        0.84306190375E-002
        0.44903508353E+000        0.36306014106E+001        0.11527327536E+000        0.35153281352E+001        0.36390321477E+001        0.84307370990E-002
        0.44931825243E+000        0.36246725417E+001        0.11520830153E+000        0.35094642402E+001        0.36331033970E+001        0.84308552749E-002
        0.44960151058E+000        0.36187541606E+001        0.11514337300E+000        0.35036107876E+001        0.36271851342E+001        0.84309735652E-002
        0.44988485798E+000        0.36128462468E+001        0.11507848970E+000        0.34977677571E+001        0.36212773388E+001        0.84310919699E-002
        0.45016829465E+000        0.36069487801E+001        0.11501365161E+000        0.34919351285E+001        0.36153799906E+001        0.84312104892E-002
        0.45045182057E+000        0.36010617402E+001        0.11494885868E+000        0.34861128815E+001        0.36094930693E+001        0.84313291231E-002
        0.45073543575E+000        0.35951851069E+001        0.11488411088E+000        0.34803009960E+001        0.36036165547E+001        0.84314478717E-002
        0.45101914019E+000        0.35893188600E+001        0.11481940815E+000        0.34744994519E+001        0.35977504268E+001        0.84315667352E-002
        0.45130293388E+000        0.35834629795E+001        0.11475475046E+000        0.34687082290E+001        0.35918946652E+001        0.84316857134E-002
        0.45158681684E+000        0.35776174452E+001        0.11469013778E+000        0.34629273075E+001        0.35860492501E+001        0.84318048066E-002
        0.45187078904E+000        0.35717822372E+001        0.11462557005E+000        0.34571566672E+001        0.35802141612E+001        0.84319240149E-002
        0.45215485051E+000        0.35659573354E+001        0.11456104725E+000        0.34513962882E+001        0.35743893788E+001        0.84320433382E-002
        0.45243900124E+000        0.35601427199E+001        0.11449656932E+000        0.34456461506E+001        0.35685748827E+001        0.84321627767E-002
        0.45272324122E+000        0.35543383708E+001        0.11443213623E+000        0.34399062346E+001        0.35627706531E+001        0.84322823305E-002
        0.45300757045E+000        0.35485442682E+001        0.11436774793E+000        0.34341765203E+001        0.35569766702E+001        0.84324019996E-002
        0.45329198895E+000        0.35427603923E+001        0.11430340440E+000        0.34284569879E+001        0.35511929141E+001        0.84325217841E-002
        0.45357649670E+000        0.35369867234E+001        0.11423910558E+000        0.34227476178E+001        0.35454193651E+001        0.84326416841E-002
        0.45386109371E+000        0.35312232416E+001        0.11417485144E+000        0.34170483902E+001        0.35396560033E+001        0.84327616997E-002
        0.45414577998E+000        0.35254699274E+001        0.11411064194E+000        0.34113592855E+001        0.35339028092E+001        0.84328818309E-002
        0.45443055551E+000        0.35197267610E+001        0.11404647704E+000        0.34056802840E+001        0.35281597631E+001        0.84330020779E-002
        0.45471542029E+000        0.35139937229E+001        0.11398235669E+000        0.34000113662E+001        0.35224268453E+001        0.84331224406E-002
        0.45500037433E+000        0.35082707934E+001        0.11391828086E+000        0.33943525125E+001        0.35167040363E+001        0.84332429192E-002
        0.45528541763E+000        0.35025579531E+001        0.11385424950E+000        0.33887037036E+001        0.35109913166E+001        0.84333635138E-002
        0.45557055018E+000        0.34968551825E+001        0.11379026259E+000        0.33830649199E+001        0.35052886667E+001        0.84334842245E-002
        0.45585577199E+000        0.34911624621E+001        0.11372632007E+000        0.33774361420E+001        0.34995960671E+001        0.84336050512E-002
        0.45614108306E+000        0.34854797725E+001        0.11366242191E+000        0.33718173506E+001        0.34939134985E+001        0.84337259942E-002
        0.45642648339E+000        0.34798070944E+001        0.11359856807E+000        0.33662085263E+001        0.34882409414E+001        0.84338470534E-002
        0.45671197297E+000        0.34741444084E+001        0.11353475851E+000        0.33606096499E+001        0.34825783767E+001        0.84339682290E-002
        0.45699755181E+000        0.34684916954E+001        0.11347099319E+000        0.33550207022E+001        0.34769257849E+001        0.84340895210E-002
        0.45728321991E+000        0.34628489359E+001        0.11340727206E+000        0.33494416639E+001        0.34712831468E+001        0.84342109295E-002
        0.45756897727E+000        0.34572161109E+001        0.11334359510E+000        0.33438725158E+001        0.34656504434E+001        0.84343324546E-002
        0.45785482388E+000        0.34515932012E+001        0.11327996226E+000        0.33383132390E+001        0.34600276553E+001        0.84344540964E-002
        0.45814075975E+000        0.34459801877E+001        0.11321637349E+000        0.33327638142E+001        0.34544147636E+001        0.84345758549E-002
        0.45842678488E+000        0.34403770513E+001        0.11315282877E+000        0.33272242225E+001        0.34488117490E+001        0.84346977303E-002
        0.45871289927E+000        0.34347837730E+001        0.11308932806E+000        0.33216944449E+001        0.34432185927E+001        0.84348197226E-002
        0.45899910291E+000        0.34292003337E+001        0.11302587130E+000        0.33161744624E+001        0.34376352755E+001        0.84349418319E-002
        0.45928539581E+000        0.34236267146E+001        0.11296245847E+000        0.33106642561E+001        0.34320617786E+001        0.84350640582E-002
        0.45957177797E+000        0.34180628967E+001        0.11289908952E+000        0.33051638071E+001        0.34264980831E+001        0.84351864017E-002
        0.45985824938E+000        0.34125088611E+001        0.11283576442E+000        0.32996730967E+001        0.34209441700E+001        0.84353088624E-002
        0.46014481005E+000        0.34069645891E+001        0.11277248313E+000        0.32941921059E+001        0.34154000205E+001        0.84354314404E-002
