Diffusion Coefficient [cm^2/s]
0.0140000028 0.000146611573078571 0.000183119294979196 0.000311359179470909
0.0280000028 0.000236821649867336 0.000283757228514287 0.000303571005705964
0.0420000028 0.000256420817596105 0.000296594134185807 0.000309475774092229
0.0560000028 0.000271851595866015 0.000301832633868774 0.000305643432916396
0.0700000028 0.000271647011095143 0.000302159223397004 0.000269084793605283
0.0840000028 0.000269530022445912 0.000295422794722536 0.000294308824550946
0.0980000028 0.000270763756323126 0.000290602172904946 0.00027967545261605
0.1120000028 0.000269821211617221 0.000286741454755327 0.000282706605015793
0.1260000028 0.000270350609043005 0.00028378900556127 0.000287242344019381
0.1400000028 0.000271278355521976 0.000281914639760387 0.000279047874450475
0.1540000028 0.000272213640754466 0.000280834345546443 0.000286145073252723
0.1680000028 0.000273189505014444 0.000280295403955599 0.000280728241729599
0.1820000028 0.000274291125501205 0.000280192790159154 0.00028231967358017
0.1960000028 0.000273878621338858 0.000280102046124821 0.000284261766439829
0.2100000028 0.000272747323003805 0.000279527267504541 0.000281452633274502
0.2240000028 0.000272923524035872 0.000278825415966829 0.000281242828810254
0.2380000028 0.000273488173574418 0.000278376744992228 0.000276501784419591
0.2520000028 0.00027426082500101 0.000278190230404648 0.00027313313588684
0.2660000028 0.00027443706552409 0.000278138678160842 0.000274260252506014
0.2800000028 0.000274276137472743 0.000278034134383193 0.000275942902442867
0.2940000028 0.000274151288074528 0.000277856942752097 0.000278638452343088
0.3080000028 0.000274835198752678 0.000277740278480523 0.000282069129041913
0.3220000028 0.000276046007021764 0.00027789084287726 0.000280123806416119
0.3360000028 0.000276169869071864 0.00027813740803402 0.00028073669474894
0.3500000028 0.000276384224145254 0.000278318600239646 0.000280435084001806
0.3640000028 0.00027673040631387 0.000278536357568988 0.000279688710887806
0.3780000028 0.000276854817035806 0.00027871361038455 0.000282022752627529
0.3920000028 0.000277750352922311 0.000278959393090952 0.000281681062096565
0.4060000028 0.000278589367349298 0.000279315334815024 0.000278962036438114
0.4200000028 0.000279594850253957 0.000279788254576414 0.000276244753532115
0.4340000028 0.000279729042433683 0.000280274867445714 0.000278450869382852
0.4480000028 0.000280081663082955 0.00028069671553558 0.000282580411431022
0.4620000028 0.000280537934108447 0.000281139128868382 0.000287845611487363
0.4760000028 0.000279733623716617 0.000281468736409951 0.000291675429413708
0.4900000028 0.000279200409059411 0.000281604465646101 0.000294748914109014
0.5040000028 0.000279369925402382 0.000281688775393277 0.000295503299591012
0.5180000028 0.000279979359873299 0.000281807015892414 0.000298567228073806
0.5320000028 0.000280653228917626 0.000282013909776067 0.000301119826027199
0.5460000028 0.000280858402019427 0.000282243413441746 0.000296907328467646
0.5600000028 0.000280997482868741 0.000282454917257117 0.000292451352727639
0.5740000028 0.000281073053435885 0.000282651259359168 0.000295131814534326
0.5880000028 0.000280966882997183 0.000282813990375696 0.000294363512274705
0.6020000028 0.000280812930616947 0.000282925568222466 0.000288346928743487
0.6160000028 0.000281195444445243 0.000283024121109027 0.000286092296295913
0.6300000028 0.000281933902285826 0.000283190487050152 0.000282003104417786
0.6440000028 0.000282519659323201 0.000283410638631498 0.000279072911726236
0.6580000028 0.000283123115742369 0.000283683937960751 0.000280596170360715
0.6720000028 0.000282904180369784 0.000283940227851431 0.000278875270676829
0.6860000028 0.000282929162984181 0.000284146020728048 0.000281547027276938
0.7000000028 0.000283406612157097 0.00028435423098377 0.000281036915922951
0.7140000028 0.00028402664569286 0.000284606483812358 0.000277014117274785
0.7280000028 0.000284382298767815 0.000284883146846426 0.000282987606705444
0.7420000028 0.000284574323427473 0.000285155658510849 0.000284481753001816
0.7560000028 0.000285042633854858 0.000285429653216158 0.000282477689997447
0.7700000028 0.000285649220047373 0.000285738695496469 0.000281389603788197
0.7840000028 0.000285863546589301 0.000286056104391857 0.000278497602535172
0.7980000028 0.000286323106678685 0.000286370021882069 0.000277150089738191
0.8120000028 0.000286743610107032 0.00028670798831494 0.000277105588348003
0.8260000028 0.00028664492910648 0.000287017055994141 0.000275845381649302
0.8400000028 0.000287032972248031 0.000287313853090081 0.000271437961144116
0.8540000028 0.000286871453807847 0.000287596372233861 0.000272352877794021
0.8680000028 0.000287028574203235 0.000287842382942595 0.000276711185390628
0.8820000028 0.000286956243348871 0.000288080408000487 0.000276024758884894
0.8960000028 0.000286446406294621 0.000288258076088033 0.000271649017414367
0.9100000028 0.000286430427793525 0.00028839511686448 0.000272804901847443
0.9240000028 0.000286456486757114 0.000288519739205821 0.000275244379732877
0.9380000028 0.000286285921451153 0.000288625856447926 0.000279337071045474
0.9520000028 0.000286028990787275 0.000288698900178791 0.00028429256885918
0.9660000028 0.000285962663293452 0.000288746872995454 0.000283858888447653
0.9800000028 0.00028604842698451 0.000288792451254815 0.000280967428584512
0.9940000028 0.000286060283102557 0.000288831779966189 0.000279914958048776
