# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":0.8999012750235601, "A":28,  "μ[AU]": -1.024e-02, "T[AU]": 3.675e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    1.00000e-03     1.41324e+05     0.00000e+00     1.41355e+05     0.00000e+00    -4.51173e+01     1.29544e+04    -3.86565e+01
    2.49466e-03     3.56784e+04     3.45527e-62     3.56846e+04     0.00000e+00    -4.51158e+01     5.16558e+03    -2.44862e+01
    6.22333e-03     8.93194e+03     1.19130e-22     8.93248e+03     0.00000e+00    -4.23844e+01     2.04610e+03    -1.54822e+01
    1.55251e-02     2.18515e+03     1.02610e+00     2.18465e+03     0.00000e+00    -4.02348e+01     7.96686e+02    -9.72832e+00
    3.87298e-02     5.10378e+02     6.31838e-01     5.09861e+02     0.00000e+00    -3.54118e+01     2.99813e+02    -6.03227e+00
    9.66178e-02     1.07132e+02     3.75368e-01     1.06778e+02     0.00000e+00    -2.97120e+01     1.04405e+02    -3.62272e+00
    2.41029e-01     1.87104e+01     2.09564e-01     1.85036e+01     0.00000e+00    -2.18028e+01     3.16994e+01    -2.05931e+00
    6.01284e-01     2.02364e+00     9.92453e-02     1.92446e+00     0.00000e+00    -1.45291e+01     6.65797e+00    -1.01238e+00
    1.00000e+00     4.37196e-01     5.87090e-02     3.78459e-01     0.00000e+00    -1.04250e+01     2.14169e+00    -6.25933e-01
    1.33947e+00     1.65895e-01     4.16107e-02     1.24264e-01     0.00000e+00    -8.28226e+00     9.89713e-01    -4.65073e-01
    1.67895e+00     7.51447e-02     3.09032e-02     4.42300e-02     0.00000e+00    -6.81420e+00     4.95414e-01    -3.65909e-01
    2.01842e+00     3.89841e-02     2.36068e-02     1.53708e-02     0.00000e+00    -5.74937e+00     2.57983e-01    -3.00522e-01
    2.35789e+00     2.29600e-02     1.84081e-02     4.54819e-03     0.00000e+00    -4.94277e+00     1.37288e-01    -2.56660e-01
    2.69737e+00     1.55640e-02     1.47331e-02     8.28700e-04     0.00000e+00    -4.31012e+00     7.60632e-02    -2.28685e-01
    3.03684e+00     1.24257e-02     1.24245e-02     0.00000e+00     8.84194e-03    -3.79887e+00     4.85634e-02    -2.13925e-01
    3.37631e+00     1.06421e-02     1.06414e-02    -2.40990e-20     8.84194e-03    -3.38460e+00     3.24194e-02    -2.04333e-01
    3.71579e+00     9.59726e-03     9.59696e-03    -4.94178e-20     8.84194e-03    -3.04249e+00     2.27615e-02    -1.98179e-01
    4.05526e+00     8.97164e-03     8.97160e-03    -6.78330e-20     8.84194e-03    -2.75548e+00     1.68990e-02    -1.94265e-01
    4.39473e+00     8.59084e-03     8.59098e-03    -8.02165e-20     8.84194e-03    -2.51145e+00     1.32992e-02    -1.91788e-01
    4.73421e+00     8.35620e-03     8.35644e-03    -8.82931e-20     8.84194e-03    -2.30157e+00     1.10686e-02    -1.90223e-01
    5.07368e+00     8.21030e-03     8.21060e-03    -9.34887e-20     8.84194e-03    -2.11923e+00     9.67639e-03    -1.89234e-01
    5.41315e+00     8.11900e-03     8.11932e-03    -9.68087e-20     8.84194e-03    -1.95942e+00     8.80295e-03    -1.88609e-01
    5.75263e+00     8.06168e-03     8.06187e-03    -9.89203e-20     8.84194e-03    -1.81825e+00     8.25357e-03    -1.88214e-01
    6.09210e+00     8.02577e-03     8.02607e-03    -1.00255e-19     8.84194e-03    -1.69267e+00     7.90872e-03    -1.87966e-01
