# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":2.9374923706054688, "A":28,  "μ[AU]": 1.502e-01, "T[AU]": 3.675e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
   2.000000e-02    1.462852e+03    1.672380e+00    1.458985e+03   -2.177342e-19   -4.219176e+01    6.073749e+02   -8.524391e+00
   2.321925e-02    1.152648e+03    1.544615e+00    1.149379e+03   -2.935805e-19   -4.192874e+01    5.175182e+02   -7.881768e+00
   2.695668e-02    9.063137e+02    1.425602e+00    9.035360e+02   -3.282570e-19   -4.153836e+01    4.402836e+02   -7.283008e+00
   3.129569e-02    7.109278e+02    1.314706e+00    7.085564e+02   -3.091064e-19   -4.102913e+01    3.739302e+02   -6.724927e+00
   3.633312e-02    5.561657e+02    1.211339e+00    5.541310e+02   -2.264175e-19   -4.040820e+01    3.169587e+02   -6.204584e+00
   4.218140e-02    4.337764e+02    1.114960e+00    4.320222e+02   -7.963059e-20   -3.968162e+01    2.680778e+02   -5.719263e+00
   4.897102e-02    3.371683e+02    1.025071e+00    3.356491e+02    1.112043e-19   -3.885465e+01    2.261751e+02   -5.266464e+00
   5.685351e-02    2.610758e+02    9.412136e-01    2.597543e+02    2.851186e-19   -3.793202e+01    1.902925e+02   -4.843893e+00
   6.600480e-02    2.012925e+02    8.629680e-01    2.001383e+02    3.052069e-19   -3.691815e+01    1.596039e+02   -4.449442e+00
   7.662909e-02    1.544591e+02    7.899497e-01    1.534475e+02   -9.974945e-20   -3.581743e+01    1.333976e+02   -4.081183e+00
   8.896351e-02    1.178936e+02    7.218080e-01    1.170042e+02   -9.206427e-19   -3.463442e+01    1.110596e+02   -3.737359e+00
   1.032833e-01    8.945494e+01    6.582240e-01    8.867087e+01   -3.097242e-19   -3.337406e+01    9.206001e+01   -3.416373e+00
   1.199080e-01    6.743478e+01    5.989086e-01    6.674214e+01    3.514709e-18   -3.204191e+01    7.594119e+01   -3.116776e+00
   1.392087e-01    5.047065e+01    5.436005e-01    4.985786e+01   -3.708632e-18   -3.064425e+01    6.230737e+01   -2.837260e+00
   1.616161e-01    3.747677e+01    4.920641e-01    3.693415e+01   -7.589080e-18   -2.918830e+01    5.081589e+01   -2.576648e+00
   1.876302e-01    2.758876e+01    4.440879e-01    2.710813e+01    9.571298e-17   -2.768226e+01    4.116962e+01   -2.333884e+00
   2.178317e-01    2.011943e+01    3.994817e-01    1.969385e+01    1.634253e-14   -2.613540e+01    3.311038e+01   -2.108021e+00
   2.528944e-01    1.452351e+01    3.580747e-01    1.414705e+01    2.338880e-12   -2.455803e+01    2.641350e+01   -1.898213e+00
   2.936009e-01    1.036952e+01    3.197127e-01    1.003703e+01    1.804928e-10   -2.296143e+01    2.088303e+01   -1.703698e+00
   3.408596e-01    7.317173e+00    2.842560e-01    7.024184e+00    8.155245e-09   -2.135769e+01    1.634784e+01   -1.523794e+00
   3.957253e-01    5.099336e+00    2.515763e-01    4.841891e+00    1.815708e-07   -1.975949e+01    1.265825e+01   -1.357879e+00
   4.594222e-01    3.507509e+00    2.215546e-01    3.282084e+00    2.337132e-06   -1.817974e+01    9.683338e+00   -1.205384e+00
   5.333719e-01    2.380129e+00    1.940787e-01    2.183550e+00    1.856212e-05   -1.663129e+01    7.308618e+00   -1.065785e+00
   6.192248e-01    1.593106e+00    1.690418e-01    1.422483e+00    9.726116e-05   -1.512642e+01    5.434237e+00   -9.385942e-01
   7.188968e-01    1.052121e+00    1.463421e-01    9.048014e-01    3.566877e-04   -1.367651e+01    3.973425e+00   -8.233629e-01
   8.346122e-01    6.863647e-01    1.258838e-01    5.598917e-01    9.663079e-04   -1.229157e+01    2.851191e+00   -7.197248e-01
   9.689534e-01    4.437275e-01    1.076090e-01    3.357723e-01    2.032485e-03   -1.098008e+01    2.003124e+00   -6.288043e-01
   1.124919e+00    2.855307e-01    9.142203e-02    1.939109e-01    3.475202e-03   -9.748749e+00    1.374309e+00   -5.490280e-01
   1.305988e+00    1.843247e-01    7.725841e-02    1.069570e-01    5.038529e-03   -8.602651e+00    9.181628e-01   -4.802432e-01
   1.516203e+00    1.207857e-01    6.506181e-02    5.566580e-02    6.435400e-03   -7.545240e+00    5.954741e-01   -4.223314e-01
   1.760255e+00    8.161669e-02    5.478038e-02    2.680703e-02    7.488666e-03   -6.578315e+00    3.736436e-01   -3.751343e-01
   2.043590e+00    5.790123e-02    4.635821e-02    1.152945e-02    8.169526e-03   -5.701970e+00    2.260502e-01   -3.383222e-01
   2.372532e+00    4.381636e-02    3.971465e-02    4.096359e-03    8.549824e-03   -4.914592e+00    1.314530e-01   -3.112079e-01
   2.754420e+00    3.564419e-02    3.470648e-02    9.363823e-04    8.733339e-03   -4.212992e+00    7.336121e-02   -2.925888e-01
   3.197779e+00    3.104454e-02    3.104493e-02    0.000000e+00    8.809185e-03   -3.592615e+00    3.937330e-02   -2.807746e-01
   3.712501e+00    2.855373e-02    2.855469e-02   -2.419401e-20    8.835463e-03   -3.047832e+00    2.051704e-02   -2.738637e-01
   4.310075e+00    2.726338e-02    2.726439e-02   -4.577867e-20    8.842682e-03   -2.572245e+00    1.061086e-02   -2.701182e-01
   5.003835e+00    2.662249e-02    2.662337e-02   -5.824207e-20    8.843926e-03   -2.159021e+00    5.653024e-03   -2.682120e-01
   5.809265e+00    2.631234e-02    2.631306e-02   -6.466499e-20    8.843741e-03   -1.801228e+00    3.243832e-03   -2.672782e-01
   6.744339e+00    2.616117e-02    2.616171e-02   -6.788759e-20    8.843365e-03   -1.492143e+00    2.066434e-03   -2.668202e-01
   7.829924e+00    2.608378e-02    2.608420e-02   -6.956094e-20    8.843043e-03   -1.225501e+00    1.462632e-03   -2.665851e-01
   9.090248e+00    2.604112e-02    2.604139e-02   -7.049091e-20    8.842792e-03   -9.956415e-01    1.129140e-03   -2.664553e-01
   1.055344e+01    2.601593e-02    2.601614e-02   -7.104229e-20    8.842595e-03   -7.975607e-01    9.321362e-04   -2.663785e-01
   1.225214e+01    2.600039e-02    2.600055e-02   -7.138322e-20    8.842440e-03   -6.268948e-01    8.105900e-04   -2.663311e-01
   1.422428e+01    2.599059e-02    2.599072e-02   -7.159876e-20    8.842315e-03   -4.798631e-01    7.338287e-04   -2.663013e-01
   1.651386e+01    2.598433e-02    2.598444e-02   -7.173668e-20    8.842213e-03   -3.531996e-01    6.847290e-04   -2.662822e-01
   1.917197e+01    2.598029e-02    2.598034e-02   -7.182583e-20    8.842128e-03   -2.440870e-01    6.529918e-04   -2.662699e-01
   2.225794e+01    2.597752e-02    2.597758e-02   -7.188703e-20    8.842056e-03   -1.500968e-01    6.312079e-04   -2.662614e-01
   2.584063e+01    2.597280e-02    2.597285e-02   -7.199097e-20    8.841994e-03   -6.915613e-02    5.942856e-04   -2.662470e-01
   3.000000e+01    2.589646e-02    2.589657e-02   -7.367358e-20    8.841941e-03    0.000000e+00    0.000000e+00   -2.660139e-01
