# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":4.734023956583463, "A":28,  "μ[AU]": -7.215e+00, "T[AU]": 1.838e+00, "rs[AU]": 5.441e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    5.44130e-02     3.01814e+02     8.69332e-02     3.01728e+02     0.00000e+00    -2.28797e+01     2.15795e+02    -6.72743e+00
    1.08826e-01     8.65258e+01     5.87638e-02     8.64670e+01     0.00000e+00    -2.28797e+01     9.63382e+01    -4.46635e+00
    1.63239e-01     3.83511e+01     4.61600e-02     3.83049e+01     0.00000e+00    -2.12350e+01     5.81640e+01    -3.42494e+00
    2.17652e-01     2.03889e+01     3.87158e-02     2.03501e+01     0.00000e+00    -1.94235e+01     4.00660e+01    -2.78925e+00
    2.72065e-01     1.19715e+01     3.37306e-02     1.19378e+01     0.00000e+00    -1.77416e+01     2.98021e+01    -2.34760e+00
    3.26478e-01     7.46651e+00     3.01351e-02     7.43636e+00     0.00000e+00    -1.62509e+01     2.33291e+01    -2.01596e+00
    3.80891e-01     4.83784e+00     2.74086e-02     4.81041e+00     0.00000e+00    -1.49473e+01     1.89442e+01    -1.75346e+00
    4.35304e-01     3.21094e+00     2.52628e-02     3.18566e+00     0.00000e+00    -1.38113e+01     1.58139e+01    -1.53769e+00
    4.89717e-01     2.16346e+00     2.35242e-02     2.13992e+00     0.00000e+00    -1.28208e+01     1.34862e+01    -1.35559e+00
    5.44130e-01     1.47267e+00     2.20818e-02     1.45057e+00     0.00000e+00    -1.19553e+01     1.16971e+01    -1.19949e+00
    5.98543e-01     1.01185e+00     2.08618e-02     9.90969e-01     0.00000e+00    -1.11969e+01     1.02836e+01    -1.06499e+00
    6.52956e-01     7.03496e-01     1.98139e-02     6.83667e-01     0.00000e+00    -1.05299e+01     9.14064e+00    -9.49534e-01
    7.07369e-01     4.97177e-01     1.89024e-02     4.78259e-01     0.00000e+00    -9.94109e+00     8.19795e+00    -8.51318e-01
    7.61782e-01     3.58822e-01     1.81015e-02     3.40705e-01     0.00000e+00    -9.41897e+00     7.40736e+00    -7.68601e-01
    8.16195e-01     2.65326e-01     1.73917e-02     2.47918e-01     0.00000e+00    -8.95381e+00     6.73484e+00    -6.99441e-01
    8.70608e-01     2.01270e-01     1.67576e-02     1.84497e-01     0.00000e+00    -8.53738e+00     6.15580e+00    -6.41782e-01
    9.25021e-01     1.56572e-01     1.61872e-02     1.40369e-01     0.00000e+00    -8.16278e+00     5.65204e+00    -5.93646e-01
