# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":0.66888427734375, "A":28,  "μ[AU]": -8.265e-02, "T[AU]": 3.675e-02, "rs[AU]": 5.441e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    1.00000e-03     1.41430e+05     0.00000e+00     1.41427e+05     0.00000e+00    -5.29170e+01     1.29468e+04    -3.86661e+01
    1.05632e-03     1.30241e+05     0.00000e+00     1.30239e+05     0.00000e+00    -5.28947e+01     1.22537e+04    -3.76226e+01
    1.11582e-03     1.19936e+05    4.14652e-147     1.19934e+05     0.00000e+00    -5.28683e+01     1.15975e+04    -3.66071e+01
    1.17867e-03     1.10445e+05    3.66876e-139     1.10443e+05     0.00000e+00    -5.28379e+01     1.09763e+04    -3.56190e+01
    1.24506e-03     1.01703e+05    1.21889e-131     1.01701e+05     0.00000e+00    -5.28034e+01     1.03882e+04    -3.46574e+01
    1.31519e-03     9.36511e+04    1.60210e-124     9.36492e+04     0.00000e+00    -5.27649e+01     9.83152e+03    -3.37216e+01
    1.38926e-03     8.62350e+04    8.75302e-118     8.62334e+04     0.00000e+00    -5.27226e+01     9.30451e+03    -3.28110e+01
    1.46751e-03     7.94047e+04    2.08298e-111     7.94031e+04     0.00000e+00    -5.26764e+01     8.80560e+03    -3.19249e+01
    1.55017e-03     7.31138e+04    2.25688e-105     7.31123e+04     0.00000e+00    -5.26263e+01     8.33330e+03    -3.10626e+01
    1.63749e-03     6.73197e+04     1.16101e-99     6.73184e+04     0.00000e+00    -5.25725e+01     7.88619e+03    -3.02234e+01
    1.72972e-03     6.19833e+04     2.95056e-94     6.19821e+04     0.00000e+00    -5.25150e+01     7.46293e+03    -2.94067e+01
    1.82714e-03     5.70685e+04     3.84622e-89     5.70673e+04     0.00000e+00    -5.24537e+01     7.06224e+03    -2.86120e+01
    1.93006e-03     5.25420e+04     2.66486e-84     5.25409e+04     0.00000e+00    -5.23886e+01     6.68293e+03    -2.78385e+01
    2.03877e-03     4.83731e+04     1.01497e-79     4.83721e+04     0.00000e+00    -5.23199e+01     6.32385e+03    -2.70858e+01
    2.15360e-03     4.45337e+04     2.19386e-75     4.45327e+04     0.00000e+00    -5.22474e+01     5.98392e+03    -2.63533e+01
    2.27490e-03     4.09977e+04     2.77367e-71     4.09968e+04     0.00000e+00    -5.21712e+01     5.66212e+03    -2.56404e+01
    2.40303e-03     3.77412e+04     2.11057e-67     3.77404e+04     0.00000e+00    -5.20913e+01     5.35750e+03    -2.49466e+01
    2.53839e-03     3.47421e+04     9.93088e-64     3.47414e+04     0.00000e+00    -5.20076e+01     5.06912e+03    -2.42714e+01
    2.68136e-03     3.19802e+04     2.96443e-60     3.19795e+04     0.00000e+00    -5.19202e+01     4.79613e+03    -2.36142e+01
    2.83239e-03     2.94366e+04     5.75157e-57     2.94360e+04     0.00000e+00    -5.18290e+01     4.53770e+03    -2.29746e+01
    2.99192e-03     2.70943e+04     7.42148e-54     2.70937e+04     0.00000e+00    -5.17340e+01     4.29306e+03    -2.23521e+01
    3.16044e-03     2.49372e+04     6.50862e-51     2.49366e+04     0.00000e+00    -5.16352e+01     4.06148e+03    -2.17462e+01
    3.33845e-03     2.29508e+04     3.96016e-48     2.29503e+04     0.00000e+00    -5.15325e+01     3.84225e+03    -2.11566e+01
    3.52649e-03     2.11216e+04     1.70458e-45     2.11211e+04     0.00000e+00    -5.14259e+01     3.63472e+03    -2.05826e+01
    3.72512e-03     1.94372e+04     5.28697e-43     1.94367e+04     0.00000e+00    -5.13154e+01     3.43827e+03    -2.00240e+01
    3.93493e-03     1.78861e+04     1.20243e-40     1.78857e+04     0.00000e+00    -5.12008e+01     3.25230e+03    -1.94802e+01
    4.15657e-03     1.64579e+04     2.03869e-38     1.64575e+04     0.00000e+00    -5.10822e+01     3.07626e+03    -1.89509e+01
    4.39069e-03     1.51428e+04     2.61739e-36     1.51424e+04     0.00000e+00    -5.09595e+01     2.90961e+03    -1.84357e+01
    4.63799e-03     1.39319e+04     2.58252e-34     1.39315e+04     0.00000e+00    -5.08326e+01     2.75187e+03    -1.79343e+01
    4.89923e-03     1.28169e+04     1.98592e-32     1.28166e+04     0.00000e+00    -5.07014e+01     2.60254e+03    -1.74461e+01
    5.17517e-03     1.17904e+04     1.20610e-30     1.17901e+04     0.00000e+00    -5.05660e+01     2.46119e+03    -1.69709e+01
    5.46667e-03     1.08452e+04     5.85820e-29     1.08449e+04     0.00000e+00    -5.04262e+01     2.32738e+03    -1.65084e+01
    5.77458e-03     9.97509e+03     2.30285e-27     9.97481e+03     0.00000e+00    -5.02820e+01     2.20073e+03    -1.60581e+01
    6.09983e-03     9.17399e+03     7.40927e-26     9.17373e+03     0.00000e+00    -5.01333e+01     2.08084e+03    -1.56197e+01
    6.44340e-03     8.43650e+03     1.97206e-24     8.43625e+03     0.00000e+00    -4.99800e+01     1.96735e+03    -1.51929e+01
    6.80632e-03     7.75758e+03     4.38614e-23     7.75735e+03     0.00000e+00    -4.98220e+01     1.85993e+03    -1.47774e+01
    7.18969e-03     7.13261e+03     8.23012e-22     7.13239e+03     0.00000e+00    -4.96592e+01     1.75825e+03    -1.43729e+01
    7.59465e-03     6.55733e+03     1.31467e-20     6.55712e+03     0.00000e+00    -4.94916e+01     1.66200e+03    -1.39791e+01
    8.02241e-03     6.02780e+03     1.80314e-19     6.02760e+03     0.00000e+00    -4.93191e+01     1.57090e+03    -1.35957e+01
