# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":3.76108437764924, "A":28,  "μ[AU]": 2.083e-01, "T[AU]": 1.838e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
   2.000000e-02    1.460786e+03    1.823978e+00    1.457497e+03   -1.272320e-19   -4.262213e+01    6.069445e+02   -8.520428e+00
   2.036996e-02    1.418794e+03    1.806322e+00    1.415564e+03   -1.337184e-19   -4.259195e+01    5.951695e+02   -8.439060e+00
   2.074676e-02    1.377970e+03    1.788820e+00    1.374797e+03   -1.399401e-19   -4.255985e+01    5.836107e+02   -8.358399e+00
   2.113053e-02    1.338282e+03    1.771471e+00    1.335164e+03   -1.458839e-19   -4.252585e+01    5.722644e+02   -8.278436e+00
   2.152140e-02    1.299698e+03    1.754272e+00    1.296635e+03   -1.515363e-19   -4.248997e+01    5.611266e+02   -8.199167e+00
   2.191950e-02    1.262189e+03    1.737223e+00    1.259180e+03   -1.568840e-19   -4.245223e+01    5.501937e+02   -8.120584e+00
   2.232496e-02    1.225725e+03    1.720322e+00    1.222768e+03   -1.619131e-19   -4.241263e+01    5.394618e+02   -8.042681e+00
   2.273793e-02    1.190278e+03    1.703567e+00    1.187372e+03   -1.666098e-19   -4.237119e+01    5.289274e+02   -7.965452e+00
   2.315853e-02    1.155820e+03    1.686958e+00    1.152964e+03   -1.709602e-19   -4.232793e+01    5.185869e+02   -7.888890e+00
   2.358692e-02    1.122323e+03    1.670493e+00    1.119516e+03   -1.749500e-19   -4.228287e+01    5.084368e+02   -7.812990e+00
   2.402322e-02    1.089762e+03    1.654170e+00    1.087003e+03   -1.785651e-19   -4.223601e+01    4.984737e+02   -7.737746e+00
   2.446760e-02    1.058111e+03    1.637989e+00    1.055399e+03   -1.817914e-19   -4.218737e+01    4.886941e+02   -7.663152e+00
   2.492020e-02    1.027345e+03    1.621948e+00    1.024679e+03   -1.846147e-19   -4.213696e+01    4.790948e+02   -7.589201e+00
   2.538117e-02    9.974398e+02    1.606046e+00    9.948188e+02   -1.870207e-19   -4.208480e+01    4.696726e+02   -7.515887e+00
   2.585067e-02    9.683716e+02    1.590281e+00    9.657948e+02   -1.889955e-19   -4.203090e+01    4.604241e+02   -7.443204e+00
