# All units in [AU] if not specified
{"name":"Aluminum", "Z":13, "Zstar":5.8071588775726255, "A":28,  "μ[AU]": 6.088e-01, "T[AU]": 3.325e-03, "rs[AU]": 3.127e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    1.00000e-02     4.26887e+03     9.34689e-46     4.26371e+03     0.00000e+00    -4.00184e+01     1.25868e+03    -1.61248e+01
    2.00000e-02     1.43668e+03     3.58552e+00     1.43310e+03     0.00000e+00    -4.00184e+01     6.08682e+02    -1.12493e+01
    3.00000e-02     7.45863e+02     2.88106e+00     7.42982e+02     0.00000e+00    -3.90708e+01     3.92963e+02    -9.06129e+00
    4.00000e-02     4.62933e+02     2.45697e+00     4.60476e+02     0.00000e+00    -3.79373e+01     2.85763e+02    -7.74384e+00
    5.00000e-02     3.17063e+02     2.16520e+00     3.14898e+02     0.00000e+00    -3.67997e+01     2.21900e+02    -6.83731e+00
    6.00000e-02     2.31200e+02     1.94833e+00     2.29252e+02     0.00000e+00    -3.57111e+01     1.79656e+02    -6.16344e+00
    7.00000e-02     1.76087e+02     1.77878e+00     1.74309e+02     0.00000e+00    -3.46848e+01     1.49729e+02    -5.63654e+00
    8.00000e-02     1.38479e+02     1.64139e+00     1.36837e+02     0.00000e+00    -3.37215e+01     1.27479e+02    -5.20960e+00
    9.00000e-02     1.11617e+02     1.52708e+00     1.10090e+02     0.00000e+00    -3.28173e+01     1.10327e+02    -4.85437e+00
    1.00000e-01     9.17421e+01     1.42999e+00     9.03121e+01     0.00000e+00    -3.19676e+01     9.67324e+01    -4.55267e+00
    1.10000e-01     7.66151e+01     1.34618e+00     7.52690e+01     0.00000e+00    -3.11675e+01     8.57144e+01    -4.29224e+00
    1.20000e-01     6.48338e+01     1.27286e+00     6.35609e+01     0.00000e+00    -3.04123e+01     7.66211e+01    -4.06442e+00
    1.30000e-01     5.54803e+01     1.20801e+00     5.42723e+01     0.00000e+00    -2.96980e+01     6.90020e+01    -3.86292e+00
    1.40000e-01     4.79327e+01     1.15011e+00     4.67826e+01     0.00000e+00    -2.90209e+01     6.25362e+01    -3.68304e+00
    1.50000e-01     4.17571e+01     1.09800e+00     4.06591e+01     0.00000e+00    -2.83778e+01     5.69888e+01    -3.52117e+00
    1.60000e-01     3.66426e+01     1.05078e+00     3.55919e+01     0.00000e+00    -2.77659e+01     5.21841e+01    -3.37451e+00
