# All units in [AU] if not specified
{"name":"Aluminum", "Z":13, "Zstar":4.341715271041406, "A":28,  "μ[AU]": 1.572e-01, "T[AU]": 3.675e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    9.00000e-03     5.10130e+03     2.17890e+00     3.45757e+03     0.00000e+00    -4.21218e+01     1.40089e+03    -1.71043e+01
    1.80000e-02     1.73430e+03     1.72407e+00     1.71256e+03     0.00000e+00    -4.21218e+01     6.78655e+02    -1.19710e+01
    2.70000e-02     9.07832e+02     1.36482e+00     8.49326e+02     0.00000e+00    -4.11939e+01     4.38843e+02    -9.66789e+00
    3.60000e-02     5.67523e+02     1.15500e+00     5.14576e+02     0.00000e+00    -4.00791e+01     3.19588e+02    -8.28104e+00
    4.50000e-02     3.91211e+02     1.03696e+00     3.72279e+02     0.00000e+00    -3.89558e+01     2.48488e+02    -7.32654e+00
    5.40000e-02     2.86963e+02     9.37984e-01     2.75443e+02     0.00000e+00    -3.78769e+01     2.01420e+02    -6.61679e+00
    6.30000e-02     2.19759e+02     8.59907e-01     2.12157e+02     0.00000e+00    -3.68563e+01     1.68048e+02    -6.06158e+00
    7.20000e-02     1.73715e+02     7.96116e-01     1.68299e+02     0.00000e+00    -3.58951e+01     1.43216e+02    -5.61152e+00
    8.10000e-02     1.40697e+02     7.42730e-01     1.36613e+02     0.00000e+00    -3.49902e+01     1.24058e+02    -5.23680e+00
    9.00000e-02     1.16180e+02     6.97205e-01     1.12958e+02     0.00000e+00    -3.41372e+01     1.08863e+02    -4.91846e+00
    9.90000e-02     9.74498e+01     6.57785e-01     9.48241e+01     0.00000e+00    -3.33317e+01     9.65370e+01    -4.64345e+00
    1.08000e-01     8.28111e+01     6.23199e-01     8.06068e+01     0.00000e+00    -3.25694e+01     8.63565e+01    -4.40274e+00
    1.17000e-01     7.11496e+01     5.92537e-01     6.92557e+01     0.00000e+00    -3.18464e+01     7.78203e+01    -4.18970e+00
    1.26000e-01     6.17084e+01     5.65106e-01     6.00497e+01     0.00000e+00    -3.11594e+01     7.05708e+01    -3.99939e+00
    1.35000e-01     5.39583e+01     5.40381e-01     5.24839e+01     0.00000e+00    -3.05054e+01     6.43464e+01    -3.82803e+00
    1.44000e-01     4.75198e+01     5.17940e-01     4.61915e+01     0.00000e+00    -2.98815e+01     5.89518e+01    -3.67266e+00
    1.53000e-01     4.21144e+01     4.97447e-01     4.09030e+01     0.00000e+00    -2.92855e+01     5.42374e+01    -3.53095e+00
    1.62000e-01     3.75340e+01     4.78637e-01     3.64184e+01     0.00000e+00    -2.87152e+01     5.00872e+01    -3.40101e+00
    1.71000e-01     3.36208e+01     4.61304e-01     3.25866e+01     0.00000e+00    -2.81687e+01     4.64103e+01    -3.28131e+00
    1.80000e-01     3.02526e+01     4.45253e-01     2.92866e+01     0.00000e+00    -2.76442e+01     4.31336e+01    -3.17057e+00
    1.89000e-01     2.73343e+01     4.30336e-01     2.64262e+01     0.00000e+00    -2.71404e+01     4.01983e+01    -3.06774e+00
    1.98000e-01     2.47904e+01     4.16435e-01     2.39336e+01     0.00000e+00    -2.66558e+01     3.75563e+01    -2.97192e+00
    2.07000e-01     2.25608e+01     4.03428e-01     2.17477e+01     0.00000e+00    -2.61892e+01     3.51683e+01    -2.88238e+00
    2.16000e-01     2.05968e+01     3.91227e-01     1.98217e+01     0.00000e+00    -2.57395e+01     3.30013e+01    -2.79845e+00
