# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":0.3273738059825063, "A":28,  "μ[AU]": -1.572e+00, "T[AU]": 3.675e-01, "rs[AU]": 5.441e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
    1.00000e-03     1.41100e+05     1.02899e-01     1.41303e+05     0.00000e+00    -5.60162e+01     1.29437e+04    -3.86362e+01
    1.45522e-03     8.02430e+04     8.52544e-02     8.03647e+04     0.00000e+00    -5.33661e+01     8.87974e+03    -3.20363e+01
    2.11767e-03     4.55891e+04     7.06137e-02     4.56634e+04     0.00000e+00    -5.14813e+01     6.08710e+03    -2.65587e+01
    3.08168e-03     2.58639e+04     5.84606e-02     2.58964e+04     0.00000e+00    -5.00007e+01     4.16824e+03    -2.20106e+01
    4.48452e-03     1.46429e+04     4.83672e-02     1.46612e+04     0.00000e+00    -4.86956e+01     2.84992e+03    -1.82321e+01
    6.52597e-03     8.26552e+03     3.99788e-02     8.27581e+03     0.00000e+00    -4.74144e+01     1.94439e+03    -1.50904e+01
    9.49674e-03     4.64600e+03     3.30011e-02     4.65172e+03     0.00000e+00    -4.60514e+01     1.32260e+03    -1.24757e+01
    1.38199e-02     2.59599e+03     2.71901e-02     2.59915e+03     0.00000e+00    -4.45268e+01     8.95910e+02    -1.02965e+01
    2.01109e-02     1.43854e+03     2.23441e-02     1.44026e+03     0.00000e+00    -4.27761e+01     6.03399e+02    -8.47752e+00
    2.92659e-02     7.88075e+02     1.82964e-02     7.88989e+02     0.00000e+00    -4.07446e+01     4.03220e+02    -6.95623e+00
    4.25883e-02     4.25045e+02     1.49102e-02     4.25518e+02     0.00000e+00    -3.83881e+01     2.66621e+02    -5.68130e+00
    6.19755e-02     2.24488e+02     1.20739e-02     2.24723e+02     0.00000e+00    -3.56743e+01     1.73847e+02    -4.61074e+00
    9.01880e-02     1.15318e+02     9.69762e-03     1.15428e+02     0.00000e+00    -3.25919e+01     1.11313e+02    -3.71058e+00
    1.31244e-01     5.71397e+01     7.71044e-03     5.71872e+01     0.00000e+00    -2.91602e+01     6.96534e+01    -2.95371e+00
    1.90988e-01     2.70421e+01     6.05774e-03     2.70596e+01     0.00000e+00    -2.54401e+01     4.23880e+01    -2.31886e+00
    2.77930e-01     1.20868e+01     4.69868e-03     1.20912e+01     0.00000e+00    -2.15421e+01     2.49933e+01    -1.78951e+00
    4.04450e-01     5.03716e+00     3.60303e-03     5.03665e+00     0.00000e+00    -1.76251e+01     1.42784e+01    -1.35258e+00
    5.88565e-01     1.92551e+00     2.74667e-03     1.92363e+00     0.00000e+00    -1.38802e+01     7.96847e+00    -9.96578e-01
    8.56492e-01     6.53987e-01     2.10420e-03     6.52030e-01     0.00000e+00    -1.05022e+01     4.43708e+00    -7.09010e-01
    1.24639e+00     1.78651e-01     1.63735e-03     1.76971e-01     0.00000e+00    -7.65906e+00     2.53219e+00    -4.75688e-01
    1.81377e+00     3.00483e-02     1.27810e-03     2.87343e-02     0.00000e+00    -5.47754e+00     1.45095e+00    -2.78058e-01
    2.42949e+00     7.44176e-03     1.06182e-03     6.36955e-03     0.00000e+00    -4.18164e+00     9.30359e-01    -1.83810e-01
    3.04522e+00     3.26543e-03     9.27765e-04     2.33366e-03     0.00000e+00    -3.38159e+00     6.48484e-01    -1.43978e-01
    3.66094e+00     1.95452e-03     8.35455e-04     1.11685e-03     0.00000e+00    -2.83771e+00     4.74377e-01    -1.23501e-01
    4.27667e+00     1.38886e-03     7.67905e-04     6.19407e-04     0.00000e+00    -2.44250e+00     3.58331e-01    -1.11400e-01
    4.89239e+00     1.09467e-03     7.16775e-04     3.76809e-04     0.00000e+00    -2.14093e+00     2.77342e-01    -1.03608e-01
    5.50812e+00     9.22829e-04     6.77301e-04     2.44585e-04     1.48185e-03    -1.90216e+00     2.19078e-01    -9.83162e-02
    6.12384e+00     8.09755e-04     6.45111e-04     1.63922e-04     1.48185e-03    -1.70947e+00     1.74463e-01    -9.44235e-02
    6.73957e+00     7.30807e-04     6.18309e-04     1.11905e-04     1.48185e-03    -1.55060e+00     1.39395e-01    -9.14604e-02
    7.35530e+00     6.73148e-04     5.95595e-04     7.69686e-05     1.48185e-03    -1.41730e+00     1.11223e-01    -8.91427e-02
    7.97102e+00     6.29508e-04     5.76084e-04     5.28397e-05     1.48185e-03    -1.30377e+00     8.82224e-02    -8.72886e-02
    8.58675e+00     5.95510e-04     5.59120e-04     3.58403e-05     1.48185e-03    -1.20587e+00     6.91761e-02    -8.57767e-02
    9.20247e+00     5.68464e-04     5.44204e-04     2.37142e-05     1.48185e-03    -1.12054e+00     5.32061e-02    -8.45273e-02
    9.81820e+00     5.47804e-04     5.32158e-04     1.57382e-05     1.48185e-03    -1.04425e+00     4.09081e-02    -8.35427e-02
    1.00000e+01     5.42486e-04     5.28876e-04     1.38377e-05     1.48185e-03    -1.02344e+00     3.76490e-02    -8.32849e-02
    1.04339e+01     5.31031e-04     5.21542e-04     1.00073e-05     1.48185e-03    -9.76501e-01     3.05211e-02    -8.27228e-02
    1.08225e+01     5.21873e-04     5.15346e-04     7.21684e-06     1.48185e-03    -9.37622e-01     2.46697e-02    -8.22670e-02
    1.10496e+01     5.16760e-04     5.11734e-04     5.77885e-06     1.48185e-03    -9.16260e-01     2.13349e-02    -8.20099e-02
    1.16449e+01     5.04690e-04     5.02756e-04     2.81838e-06     1.48185e-03    -8.64136e-01     1.33168e-02    -8.13952e-02
    1.16654e+01     5.04320e-04     5.02471e-04     2.73906e-06     1.48185e-03    -8.62427e-01     1.30691e-02    -8.13763e-02
    1.22811e+01     4.94051e-04     4.94048e-04     8.35241e-07     1.48185e-03    -8.13660e-01     5.96410e-03    -8.08443e-02
    1.24674e+01     4.91205e-04     4.91610e-04     4.56654e-07     1.48185e-03    -7.99805e-01     4.00216e-03    -8.06954e-02
    1.28968e+01     4.85151e-04     4.86005e-04    -5.26809e-25     1.48185e-03    -7.69348e-01    -2.61494e-04    -8.03766e-02
    1.32899e+01     4.79766e-04     4.80493e-04    -3.00912e-23     1.48185e-03    -7.43469e-01    -4.19275e-03    -8.00904e-02
    1.35125e+01     4.76891e-04     4.77595e-04    -5.48602e-23     1.48185e-03    -7.29431e-01    -6.27598e-03    -7.99367e-02
    1.41123e+01     4.71042e-04     4.71013e-04    -1.27303e-22     1.48185e-03    -6.93359e-01    -1.10916e-02    -7.96218e-02
    1.41283e+01     4.70965e-04     4.70926e-04    -1.28390e-22     1.48185e-03    -6.92383e-01    -1.11556e-02    -7.96176e-02
    1.47440e+01     4.70006e-04     4.69961e-04    -1.40681e-22     1.48185e-03    -6.54663e-01    -1.18620e-02    -7.95657e-02
    1.49348e+01     4.69722e-04     4.69589e-04    -1.45512e-22     1.48185e-03    -6.43677e-01    -1.21387e-02    -7.95503e-02
    1.53597e+01     4.69006e-04     4.68877e-04    -1.54942e-22     1.48185e-03    -6.20117e-01    -1.26614e-02    -7.95114e-02
    1.57572e+01     4.68027e-04     4.67895e-04    -1.68267e-22     1.48185e-03    -5.99487e-01    -1.33833e-02    -7.94583e-02
    1.59755e+01     4.67477e-04     4.67345e-04    -1.75891e-22     1.48185e-03    -5.88623e-01    -1.37880e-02    -7.94284e-02
    1.65797e+01     4.66480e-04     4.67052e-04    -1.79999e-22     1.48185e-03    -5.59143e-01    -1.39653e-02    -7.93740e-02
    1.65912e+01     4.66471e-04     4.67060e-04    -1.79880e-22     1.48185e-03    -5.58594e-01    -1.39582e-02    -7.93736e-02
    1.74022e+01     4.68673e-04     4.69278e-04    -1.49604e-22     1.48185e-03    -5.20447e-01    -1.23269e-02    -7.94934e-02
    1.82246e+01     4.70509e-04     4.71163e-04    -1.25426e-22     1.48185e-03    -4.85352e-01    -1.09447e-02    -7.95929e-02
    1.90471e+01     4.72125e-04     4.72782e-04    -1.05854e-22     1.48185e-03    -4.53369e-01    -9.76377e-03    -7.96803e-02
    1.98696e+01     4.73585e-04     4.74300e-04    -8.85643e-23     1.48185e-03    -4.24011e-01    -8.65745e-03    -7.97591e-02
    2.06920e+01     4.74757e-04     4.75473e-04    -7.59472e-23     1.48185e-03    -3.97156e-01    -7.80769e-03    -7.98222e-02
    2.15145e+01     4.75841e-04     4.76530e-04    -6.51506e-23     1.48185e-03    -3.72375e-01    -7.04481e-03    -7.98804e-02
