 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    2.88446135661227     
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                    nefull                    neext 
        0.76587255729E-001        0.15437218655E+003        0.45554545456E+000        0.15391664109E+003        0.15437571930E+003        0.35327508899E-002
        0.76704227466E-001        0.15395106191E+003        0.45512741043E+000        0.15349593450E+003        0.15395459467E+003        0.35327571565E-002
        0.76821288460E-001        0.15353131988E+003        0.45470997933E+000        0.15307660990E+003        0.15353485264E+003        0.35327634373E-002
        0.76938438711E-001        0.15311295503E+003        0.45429315990E+000        0.15265866187E+003        0.15311648780E+003        0.35327697325E-002
        0.77055678220E-001        0.15269596195E+003        0.45387695078E+000        0.15224208500E+003        0.15269949473E+003        0.35327760420E-002
        0.77173006986E-001        0.15228033527E+003        0.45346135061E+000        0.15182687392E+003        0.15228386805E+003        0.35327823658E-002
        0.77290425009E-001        0.15186606963E+003        0.45304635803E+000        0.15141302327E+003        0.15186960242E+003        0.35327887040E-002
        0.77407932290E-001        0.15145315970E+003        0.45263197171E+000        0.15100052773E+003        0.15145669250E+003        0.35327950567E-002
        0.77525528828E-001        0.15104160018E+003        0.45221819029E+000        0.15058938199E+003        0.15104513298E+003        0.35328014237E-002
        0.77643214623E-001        0.15063138577E+003        0.45180501244E+000        0.15017958076E+003        0.15063491858E+003        0.35328078052E-002
        0.77760989676E-001        0.15022251123E+003        0.45139243682E+000        0.14977111880E+003        0.15022604405E+003        0.35328142012E-002
        0.77878853986E-001        0.14981497132E+003        0.45098046210E+000        0.14936399086E+003        0.14981850414E+003        0.35328206117E-002
        0.77996807553E-001        0.14940876084E+003        0.45056908695E+000        0.14895819175E+003        0.14941229367E+003        0.35328270366E-002
        0.78114850378E-001        0.14900387459E+003        0.45015831005E+000        0.14855371628E+003        0.14900740743E+003        0.35328334761E-002
        0.78232982460E-001        0.14860030742E+003        0.44974813009E+000        0.14815055929E+003        0.14860384026E+003        0.35328399302E-002
        0.78351203799E-001        0.14819805420E+003        0.44933854573E+000        0.14774871565E+003        0.14820158704E+003        0.35328463988E-002
        0.78469514396E-001        0.14779710979E+003        0.44892955568E+000        0.14734818024E+003        0.14780064265E+003        0.35328528821E-002
        0.78587914250E-001        0.14739746913E+003        0.44852115862E+000        0.14694894797E+003        0.14740100199E+003        0.35328593799E-002
        0.78706403361E-001        0.14699912713E+003        0.44811335325E+000        0.14655101377E+003        0.14700265999E+003        0.35328658925E-002
        0.78824981730E-001        0.14660207875E+003        0.44770613827E+000        0.14615437262E+003        0.14660561163E+003        0.35328724197E-002
        0.78943649356E-001        0.14620631898E+003        0.44729951239E+000        0.14575901947E+003        0.14620985186E+003        0.35328789615E-002
        0.79062406239E-001        0.14581184282E+003        0.44689347430E+000        0.14536494935E+003        0.14581537571E+003        0.35328855181E-002
        0.79181252380E-001        0.14541864529E+003        0.44648802273E+000        0.14497215727E+003        0.14542217818E+003        0.35328920894E-002
        0.79300187778E-001        0.14502672144E+003        0.44608315639E+000        0.14458063828E+003        0.14503025434E+003        0.35328986755E-002
        0.79419212433E-001        0.14463606634E+003        0.44567887400E+000        0.14419038746E+003        0.14463959924E+003        0.35329052764E-002
        0.79538326346E-001        0.14424667507E+003        0.44527517428E+000        0.14380139990E+003        0.14425020799E+003        0.35329118921E-002
        0.79657529516E-001        0.14385854277E+003        0.44487205596E+000        0.14341367072E+003        0.14386207569E+003        0.35329185226E-002
        0.79776821943E-001        0.14347166456E+003        0.44446951776E+000        0.14302719505E+003        0.14347519749E+003        0.35329251679E-002
        0.79896203628E-001        0.14308603561E+003        0.44406755843E+000        0.14264196805E+003        0.14308956854E+003        0.35329318281E-002
        0.80015674570E-001        0.14270165109E+003        0.44366617670E+000        0.14225798492E+003        0.14270518403E+003        0.35329385032E-002
        0.80135234769E-001        0.14231850621E+003        0.44326537132E+000        0.14187524084E+003        0.14232203916E+003        0.35329451933E-002
        0.80254884226E-001        0.14193659620E+003        0.44286514102E+000        0.14149373106E+003        0.14194012915E+003        0.35329518982E-002
        0.80374622940E-001        0.14155591630E+003        0.44246548456E+000        0.14111345081E+003        0.14155944925E+003        0.35329586182E-002
        0.80494450911E-001        0.14117646177E+003        0.44206640070E+000        0.14073439537E+003        0.14117999474E+003        0.35329653531E-002
        0.80614368140E-001        0.14079822792E+003        0.44166788818E+000        0.14035656003E+003        0.14080176089E+003        0.35329721030E-002
        0.80734374626E-001        0.14042121005E+003        0.44126994577E+000        0.13997994010E+003        0.14042474302E+003        0.35329788679E-002
        0.80854470369E-001        0.14004540349E+003        0.44087257223E+000        0.13960453091E+003        0.14004893647E+003        0.35329856479E-002
        0.80974655370E-001        0.13967080359E+003        0.44047576634E+000        0.13923032783E+003        0.13967433658E+003        0.35329924430E-002
        0.81094929628E-001        0.13929740574E+003        0.44007952685E+000        0.13885732621E+003        0.13930093874E+003        0.35329992532E-002
        0.81215293143E-001        0.13892520532E+003        0.43968385256E+000        0.13848552147E+003        0.13892873833E+003        0.35330060785E-002
        0.81335745916E-001        0.13855419776E+003        0.43928874223E+000        0.13811490901E+003        0.13855773077E+003        0.35330129189E-002
        0.81456287946E-001        0.13818437848E+003        0.43889419464E+000        0.13774548429E+003        0.13818791150E+003        0.35330197745E-002
        0.81576919234E-001        0.13781574295E+003        0.43850020859E+000        0.13737724274E+003        0.13781927598E+003        0.35330266453E-002
        0.81697639778E-001        0.13744828664E+003        0.43810678287E+000        0.13701017986E+003        0.13745181968E+003        0.35330335313E-002
        0.81818449580E-001        0.13708200506E+003        0.43771391626E+000        0.13664429114E+003        0.13708553810E+003        0.35330404325E-002
        0.81939348640E-001        0.13671689371E+003        0.43732160756E+000        0.13627957210E+003        0.13672042676E+003        0.35330473490E-002
        0.82060336956E-001        0.13635294815E+003        0.43692985557E+000        0.13591601829E+003        0.13635648120E+003        0.35330542808E-002
        0.82181414530E-001        0.13599016392E+003        0.43653865910E+000        0.13555362526E+003        0.13599369698E+003        0.35330612278E-002
        0.82302581362E-001        0.13562853660E+003        0.43614801696E+000        0.13519238858E+003        0.13563206967E+003        0.35330681902E-002
        0.82423837450E-001        0.13526806180E+003        0.43575792794E+000        0.13483230387E+003        0.13527159487E+003        0.35330751680E-002
        0.82545182796E-001        0.13490873513E+003        0.43536839087E+000        0.13447336674E+003        0.13491226821E+003        0.35330821611E-002
        0.82666617400E-001        0.13455055223E+003        0.43497940457E+000        0.13411557282E+003        0.13455408532E+003        0.35330891696E-002
        0.82788141261E-001        0.13419350875E+003        0.43459096785E+000        0.13375891778E+003        0.13419704185E+003        0.35330961935E-002
        0.82909754379E-001        0.13383760038E+003        0.43420307954E+000        0.13340339730E+003        0.13384113348E+003        0.35331032329E-002
        0.83031456754E-001        0.13348282280E+003        0.43381573847E+000        0.13304900706E+003        0.13348635591E+003        0.35331102877E-002
        0.83153248387E-001        0.13312917173E+003        0.43342894347E+000        0.13269574279E+003        0.13313270485E+003        0.35331173580E-002
        0.83275129277E-001        0.13277664292E+003        0.43304269337E+000        0.13234360022E+003        0.13278017604E+003        0.35331244438E-002
        0.83397099424E-001        0.13242523210E+003        0.43265698701E+000        0.13199257511E+003        0.13242876523E+003        0.35331315451E-002
        0.83519158829E-001        0.13207493505E+003        0.43227182324E+000        0.13164266323E+003        0.13207846819E+003        0.35331386620E-002
        0.83641307491E-001        0.13172574757E+003        0.43188720089E+000        0.13129386036E+003        0.13172928071E+003        0.35331457945E-002
        0.83763545410E-001        0.13137766545E+003        0.43150311881E+000        0.13094616233E+003        0.13138119860E+003        0.35331529426E-002
        0.83885872587E-001        0.13103068454E+003        0.43111957586E+000        0.13059956496E+003        0.13103421770E+003        0.35331601063E-002
        0.84008289021E-001        0.13068480067E+003        0.43073657089E+000        0.13025406410E+003        0.13068833384E+003        0.35331672856E-002
        0.84130794712E-001        0.13034000971E+003        0.43035410276E+000        0.12990965561E+003        0.13034354289E+003        0.35331744806E-002
        0.84253389661E-001        0.12999630755E+003        0.42997217033E+000        0.12956633538E+003        0.12999984073E+003        0.35331816913E-002
        0.84376073867E-001        0.12965369008E+003        0.42959077246E+000        0.12922409931E+003        0.12965722327E+003        0.35331889177E-002
        0.84498847330E-001        0.12931215323E+003        0.42920990802E+000        0.12888294332E+003        0.12931568643E+003        0.35331961599E-002
        0.84621710051E-001        0.12897169294E+003        0.42882957589E+000        0.12854286336E+003        0.12897522614E+003        0.35332034178E-002
        0.84744662029E-001        0.12863230515E+003        0.42844977494E+000        0.12820385537E+003        0.12863583836E+003        0.35332106915E-002
        0.84867703265E-001        0.12829398584E+003        0.42807050404E+000        0.12786591534E+003        0.12829751906E+003        0.35332179810E-002
        0.84990833757E-001        0.12795673101E+003        0.42769176207E+000        0.12752903925E+003        0.12796026424E+003        0.35332252863E-002
        0.85114053507E-001        0.12762053666E+003        0.42731354793E+000        0.12719322312E+003        0.12762406990E+003        0.35332326075E-002
        0.85237362515E-001        0.12728539883E+003        0.42693586049E+000        0.12685846297E+003        0.12728893207E+003        0.35332399446E-002
        0.85360760780E-001        0.12695131354E+003        0.42655869865E+000        0.12652475485E+003        0.12695484679E+003        0.35332472976E-002
        0.85484248302E-001        0.12661827688E+003        0.42618206130E+000        0.12619209482E+003        0.12662181013E+003        0.35332546665E-002
        0.85607825081E-001        0.12628628491E+003        0.42580594734E+000        0.12586047896E+003        0.12628981817E+003        0.35332620513E-002
        0.85731491118E-001        0.12595533373E+003        0.42543035567E+000        0.12552990337E+003        0.12595886699E+003        0.35332694521E-002
        0.85855246412E-001        0.12562541945E+003        0.42505528519E+000        0.12520036416E+003        0.12562895273E+003        0.35332768689E-002
        0.85979090963E-001        0.12529653821E+003        0.42468073480E+000        0.12487185747E+003        0.12530007149E+003        0.35332843018E-002
        0.86103024772E-001        0.12496868615E+003        0.42430670342E+000        0.12454437944E+003        0.12497221944E+003        0.35332917506E-002
        0.86227047838E-001        0.12464185943E+003        0.42393318996E+000        0.12421792624E+003        0.12464539273E+003        0.35332992155E-002
        0.86351160161E-001        0.12431605425E+003        0.42356019334E+000        0.12389249405E+003        0.12431958755E+003        0.35333066966E-002
        0.86475361742E-001        0.12399126679E+003        0.42318771246E+000        0.12356807907E+003        0.12399480010E+003        0.35333141937E-002
        0.86599652580E-001        0.12366749327E+003        0.42281574627E+000        0.12324467752E+003        0.12367102659E+003        0.35333217070E-002
        0.86724032676E-001        0.12334472992E+003        0.42244429367E+000        0.12292228562E+003        0.12334826325E+003        0.35333292364E-002
        0.86848502028E-001        0.12302297298E+003        0.42207335360E+000        0.12260089963E+003        0.12302650632E+003        0.35333367820E-002
        0.86973060638E-001        0.12270221873E+003        0.42170292498E+000        0.12228051581E+003        0.12270575208E+003        0.35333443438E-002
        0.87097708506E-001        0.12238246345E+003        0.42133300676E+000        0.12196113044E+003        0.12238599680E+003        0.35333519218E-002
        0.87222445630E-001        0.12206370342E+003        0.42096359787E+000        0.12164273982E+003        0.12206723678E+003        0.35333595161E-002
        0.87347272013E-001        0.12174593496E+003        0.42059469725E+000        0.12132534026E+003        0.12174946833E+003        0.35333671267E-002
        0.87472187652E-001        0.12142915440E+003        0.42022630384E+000        0.12100892810E+003        0.12143268778E+003        0.35333747535E-002
        0.87597192549E-001        0.12111335809E+003        0.41985841659E+000        0.12069349967E+003        0.12111689147E+003        0.35333823967E-002
        0.87722286703E-001        0.12079854238E+003        0.41949103444E+000        0.12037905134E+003        0.12080207577E+003        0.35333900562E-002
        0.87847470114E-001        0.12048470365E+003        0.41912415636E+000        0.12006557949E+003        0.12048823705E+003        0.35333977321E-002
        0.87972742783E-001        0.12017183829E+003        0.41875778128E+000        0.11975308051E+003        0.12017537170E+003        0.35334054244E-002
        0.88098104709E-001        0.11985994272E+003        0.41839190818E+000        0.11944155081E+003        0.11986347613E+003        0.35334131331E-002
        0.88223555892E-001        0.11954901335E+003        0.41802653602E+000        0.11913098681E+003        0.11955254677E+003        0.35334208583E-002
        0.88349096333E-001        0.11923904662E+003        0.41766166375E+000        0.11882138496E+003        0.11924258005E+003        0.35334285999E-002
        0.88474726031E-001        0.11893003899E+003        0.41729729034E+000        0.11851274170E+003        0.11893357243E+003        0.35334363580E-002
        0.88600444987E-001        0.11862198692E+003        0.41693341476E+000        0.11820505351E+003        0.11862552037E+003        0.35334441326E-002
        0.88726253199E-001        0.11831488691E+003        0.41657003599E+000        0.11789831687E+003        0.11831842036E+003        0.35334519237E-002
        0.88852150670E-001        0.11800873545E+003        0.41620715300E+000        0.11759252830E+003        0.11801226891E+003        0.35334597314E-002
        0.88978137397E-001        0.11770352905E+003        0.41584476477E+000        0.11728768429E+003        0.11770706252E+003        0.35334675557E-002
        0.89104213382E-001        0.11739926425E+003        0.41548287028E+000        0.11698378138E+003        0.11740279773E+003        0.35334753966E-002
        0.89230378624E-001        0.11709593759E+003        0.41512146851E+000        0.11668081613E+003        0.11709947108E+003        0.35334832541E-002
        0.89356633123E-001        0.11679354564E+003        0.41476055845E+000        0.11637878508E+003        0.11679707913E+003        0.35334911283E-002
        0.89482976880E-001        0.11649208496E+003        0.41440013909E+000        0.11607768482E+003        0.11649561846E+003        0.35334990192E-002
        0.89609409894E-001        0.11619155214E+003        0.41404020943E+000        0.11577751193E+003        0.11619508565E+003        0.35335069267E-002
        0.89735932165E-001        0.11589194380E+003        0.41368076845E+000        0.11547826303E+003        0.11589547731E+003        0.35335148510E-002
        0.89862543694E-001        0.11559325654E+003        0.41332181516E+000        0.11517993473E+003        0.11559679007E+003        0.35335227920E-002
        0.89989244480E-001        0.11529548701E+003        0.41296334856E+000        0.11488252366E+003        0.11529902054E+003        0.35335307499E-002
        0.90116034524E-001        0.11499863185E+003        0.41260536764E+000        0.11458602648E+003        0.11500216539E+003        0.35335387245E-002
        0.90242913825E-001        0.11470268772E+003        0.41224787143E+000        0.11429043985E+003        0.11470622127E+003        0.35335467159E-002
        0.90369882383E-001        0.11440765130E+003        0.41189085891E+000        0.11399576044E+003        0.11441118485E+003        0.35335547241E-002
        0.90496940198E-001        0.11411351928E+003        0.41153432912E+000        0.11370198495E+003        0.11411705284E+003        0.35335627493E-002
        0.90624087271E-001        0.11382028836E+003        0.41117828106E+000        0.11340911008E+003        0.11382382193E+003        0.35335707913E-002
        0.90751323601E-001        0.11352795527E+003        0.41082271375E+000        0.11311713256E+003        0.11353148885E+003        0.35335788503E-002
        0.90878649188E-001        0.11323651674E+003        0.41046762621E+000        0.11282604911E+003        0.11324005032E+003        0.35335869261E-002
        0.91006064033E-001        0.11294596951E+003        0.41011301747E+000        0.11253585649E+003        0.11294950310E+003        0.35335950190E-002
        0.91133568135E-001        0.11265631034E+003        0.40975888654E+000        0.11224655145E+003        0.11265984394E+003        0.35336031288E-002
        0.91261161495E-001        0.11236753601E+003        0.40940523247E+000        0.11195813078E+003        0.11237106962E+003        0.35336112557E-002
        0.91388844111E-001        0.11207964331E+003        0.40905205427E+000        0.11167059126E+003        0.11208317693E+003        0.35336193996E-002
        0.91516615986E-001        0.11179262904E+003        0.40869935098E+000        0.11138392969E+003        0.11179616267E+003        0.35336275605E-002
        0.91644477117E-001        0.11150649002E+003        0.40834712164E+000        0.11109814290E+003        0.11151002366E+003        0.35336357386E-002
        0.91772427506E-001        0.11122122308E+003        0.40799536529E+000        0.11081322771E+003        0.11122475672E+003        0.35336439337E-002
        0.91900467152E-001        0.11093682505E+003        0.40764408097E+000        0.11052918097E+003        0.11094035870E+003        0.35336521460E-002
        0.92028596055E-001        0.11065329279E+003        0.40729326772E+000        0.11024599952E+003        0.11065682645E+003        0.35336603754E-002
        0.92156814216E-001        0.11037062318E+003        0.40694292460E+000        0.10996368026E+003        0.11037415685E+003        0.35336686220E-002
        0.92285121634E-001        0.11008881310E+003        0.40659305064E+000        0.10968222005E+003        0.11009234678E+003        0.35336768859E-002
        0.92413518310E-001        0.10980785944E+003        0.40624364491E+000        0.10940161579E+003        0.10981139312E+003        0.35336851669E-002
        0.92542004242E-001        0.10952775911E+003        0.40589470645E+000        0.10912186440E+003        0.10953129280E+003        0.35336934652E-002
        0.92670579433E-001        0.10924850904E+003        0.40554623433E+000        0.10884296280E+003        0.10925204274E+003        0.35337017808E-002
        0.92799243880E-001        0.10897010616E+003        0.40519822761E+000        0.10856490793E+003        0.10897363987E+003        0.35337101137E-002
        0.92927997585E-001        0.10869254741E+003        0.40485068534E+000        0.10828769673E+003        0.10869608113E+003        0.35337184639E-002
        0.93056840547E-001        0.10841582977E+003        0.40450360660E+000        0.10801132616E+003        0.10841936349E+003        0.35337268315E-002
        0.93185772766E-001        0.10813995020E+003        0.40415699045E+000        0.10773579321E+003        0.10814348393E+003        0.35337352164E-002
        0.93314794243E-001        0.10786490569E+003        0.40381083596E+000        0.10746109485E+003        0.10786843943E+003        0.35337436188E-002
        0.93443904977E-001        0.10759069324E+003        0.40346514220E+000        0.10718722810E+003        0.10759422699E+003        0.35337520385E-002
        0.93573104969E-001        0.10731730986E+003        0.40311990825E+000        0.10691418995E+003        0.10732084362E+003        0.35337604757E-002
        0.93702394217E-001        0.10704475258E+003        0.40277513319E+000        0.10664197745E+003        0.10704828635E+003        0.35337689304E-002
        0.93831772724E-001        0.10677301844E+003        0.40243081610E+000        0.10637058762E+003        0.10677655222E+003        0.35337774026E-002
        0.93961240487E-001        0.10650210448E+003        0.40208695606E+000        0.10610001753E+003        0.10650563827E+003        0.35337858923E-002
        0.94090797508E-001        0.10623200777E+003        0.40174355215E+000        0.10583026422E+003        0.10623554157E+003        0.35337943996E-002
        0.94220443786E-001        0.10596272538E+003        0.40140060347E+000        0.10556132478E+003        0.10596625918E+003        0.35338029244E-002
        0.94350179321E-001        0.10569425440E+003        0.40105810910E+000        0.10529319629E+003        0.10569778821E+003        0.35338114668E-002
        0.94480004114E-001        0.10542659193E+003        0.40071606815E+000        0.10502587586E+003        0.10543012575E+003        0.35338200269E-002
        0.94609918164E-001        0.10515973507E+003        0.40037447969E+000        0.10475936059E+003        0.10516326890E+003        0.35338286045E-002
        0.94739921472E-001        0.10489368096E+003        0.40003334284E+000        0.10449364762E+003        0.10489721480E+003        0.35338371999E-002
        0.94870014037E-001        0.10462842672E+003        0.39969265668E+000        0.10422873407E+003        0.10463196057E+003        0.35338458129E-002
        0.95000195859E-001        0.10436396952E+003        0.39935242034E+000        0.10396461710E+003        0.10436750337E+003        0.35338544437E-002
        0.95130466938E-001        0.10410030649E+003        0.39901263290E+000        0.10370129386E+003        0.10410384035E+003        0.35338630922E-002
        0.95260827275E-001        0.10383743482E+003        0.39867329347E+000        0.10343876153E+003        0.10384096869E+003        0.35338717585E-002
        0.95391276869E-001        0.10357535169E+003        0.39833440118E+000        0.10317701729E+003        0.10357888557E+003        0.35338804426E-002
        0.95521815721E-001        0.10331405430E+003        0.39799595512E+000        0.10291605834E+003        0.10331758819E+003        0.35338891444E-002
        0.95652443829E-001        0.10305353984E+003        0.39765795442E+000        0.10265588189E+003        0.10305707374E+003        0.35338978642E-002
        0.95783161196E-001        0.10279380554E+003        0.39732039819E+000        0.10239648515E+003        0.10279733945E+003        0.35339066017E-002
        0.95913967819E-001        0.10253484864E+003        0.39698328556E+000        0.10213786535E+003        0.10253838255E+003        0.35339153572E-002
        0.96044863700E-001        0.10227666636E+003        0.39664661563E+000        0.10188001974E+003        0.10228020028E+003        0.35339241306E-002
        0.96175848838E-001        0.10201925596E+003        0.39631038755E+000        0.10162294557E+003        0.10202278989E+003        0.35339329219E-002
        0.96306923233E-001        0.10176261471E+003        0.39597460042E+000        0.10136664011E+003        0.10176614865E+003        0.35339417312E-002
        0.96438086886E-001        0.10150673988E+003        0.39563925340E+000        0.10111110063E+003        0.10151027383E+003        0.35339505585E-002
        0.96569339796E-001        0.10125162877E+003        0.39530434559E+000        0.10085632442E+003        0.10125516273E+003        0.35339594038E-002
        0.96700681964E-001        0.10099727865E+003        0.39496987615E+000        0.10060230878E+003        0.10100081262E+003        0.35339682672E-002
        0.96832113389E-001        0.10074368686E+003        0.39463584420E+000        0.10034905102E+003        0.10074722084E+003        0.35339771486E-002
        0.96963634071E-001        0.10049085070E+003        0.39430224888E+000        0.10009654846E+003        0.10049438469E+003        0.35339860481E-002
        0.97095244010E-001        0.10023876752E+003        0.39396908934E+000        0.99844798427E+002        0.10024230151E+003        0.35339949657E-002
        0.97226943207E-001        0.99987434640E+002        0.39363636472E+000        0.99593798276E+002        0.99990968644E+002        0.35340039014E-002
        0.97358731661E-001        0.99736849430E+002        0.39330407416E+000        0.99343545355E+002        0.99740383442E+002        0.35340128553E-002
        0.97490609373E-001        0.99487009249E+002        0.39297221680E+000        0.99094037032E+002        0.99490543271E+002        0.35340218274E-002
        0.97622576342E-001        0.99237911474E+002        0.39264079181E+000        0.98845270682E+002        0.99241445505E+002        0.35340308177E-002
        0.97754632568E-001        0.98989553491E+002        0.39230979834E+000        0.98597243692E+002        0.98993087530E+002        0.35340398262E-002
        0.97886778051E-001        0.98741932696E+002        0.39197923553E+000        0.98349953461E+002        0.98745466745E+002        0.35340488530E-002
        0.98019012792E-001        0.98495046499E+002        0.39164910254E+000        0.98103397397E+002        0.98498580557E+002        0.35340578981E-002
        0.98151336790E-001        0.98248892317E+002        0.39131939853E+000        0.97857572919E+002        0.98252426384E+002        0.35340669615E-002
        0.98283750046E-001        0.98003467581E+002        0.39099012267E+000        0.97612477458E+002        0.98007001657E+002        0.35340760433E-002
        0.98416252559E-001        0.97758769728E+002        0.39066127412E+000        0.97368108454E+002        0.97762303813E+002        0.35340851434E-002
        0.98548844329E-001        0.97514796211E+002        0.39033285204E+000        0.97124463359E+002        0.97518330305E+002        0.35340942619E-002
        0.98681525356E-001        0.97271544489E+002        0.39000485560E+000        0.96881539633E+002        0.97275078592E+002        0.35341033988E-002
        0.98814295641E-001        0.97029012034E+002        0.38967728398E+000        0.96639334750E+002        0.97032546146E+002        0.35341125541E-002
        0.98947155183E-001        0.96787196327E+002        0.38935013633E+000        0.96397846191E+002        0.96790730449E+002        0.35341217279E-002
        0.99080103983E-001        0.96546094861E+002        0.38902341185E+000        0.96157071449E+002        0.96549628992E+002        0.35341309202E-002
        0.99213142040E-001        0.96305705138E+002        0.38869710970E+000        0.95917008028E+002        0.96309239278E+002        0.35341401310E-002
        0.99346269354E-001        0.96066024670E+002        0.38837122906E+000        0.95677653441E+002        0.96069558819E+002        0.35341493603E-002
        0.99479485925E-001        0.95827050980E+002        0.38804576912E+000        0.95439005211E+002        0.95830585139E+002        0.35341586082E-002
        0.99612791754E-001        0.95588781601E+002        0.38772072906E+000        0.95201060871E+002        0.95592315768E+002        0.35341678747E-002
        0.99746186840E-001        0.95351214075E+002        0.38739610806E+000        0.94963817967E+002        0.95354748252E+002        0.35341771598E-002
        0.99879671184E-001        0.95114345956E+002        0.38707190532E+000        0.94727274050E+002        0.95117880142E+002        0.35341864635E-002
        0.10001324478E+000        0.94878174806E+002        0.38674812001E+000        0.94491426686E+002        0.94881709002E+002        0.35341957859E-002
        0.10014690764E+000        0.94642698198E+002        0.38642475134E+000        0.94256273447E+002        0.94646232404E+002        0.35342051270E-002
        0.10028065976E+000        0.94407913716E+002        0.38610179849E+000        0.94021811918E+002        0.94411447931E+002        0.35342144868E-002
        0.10041450113E+000        0.94173818952E+002        0.38577926067E+000        0.93788039691E+002        0.94177353176E+002        0.35342238654E-002
        0.10054843176E+000        0.93940411508E+002        0.38545713707E+000        0.93554954371E+002        0.93943945741E+002        0.35342332627E-002
        0.10068245165E+000        0.93707688997E+002        0.38513542689E+000        0.93322553570E+002        0.93711223239E+002        0.35342426788E-002
        0.10081656079E+000        0.93475649040E+002        0.38481412934E+000        0.93090834910E+002        0.93479183292E+002        0.35342521137E-002
        0.10095075920E+000        0.93244289269E+002        0.38449324361E+000        0.92859796025E+002        0.93247823531E+002        0.35342615674E-002
        0.10108504686E+000        0.93013607326E+002        0.38417276892E+000        0.92629434557E+002        0.93017141597E+002        0.35342710401E-002
        0.10121942377E+000        0.92783600860E+002        0.38385270448E+000        0.92399748156E+002        0.92787135141E+002        0.35342805316E-002
        0.10135388995E+000        0.92554267534E+002        0.38353304949E+000        0.92170734484E+002        0.92557801824E+002        0.35342900420E-002
        0.10148844538E+000        0.92325605015E+002        0.38321380317E+000        0.91942391212E+002        0.92329139315E+002        0.35342995714E-002
        0.10162309007E+000        0.92097610985E+002        0.38289496473E+000        0.91714716020E+002        0.92101145294E+002        0.35343091197E-002
        0.10175782401E+000        0.91870283131E+002        0.38257653340E+000        0.91487706597E+002        0.91873817449E+002        0.35343186870E-002
        0.10189264722E+000        0.91643619151E+002        0.38225850838E+000        0.91261360643E+002        0.91647153479E+002        0.35343282734E-002
        0.10202755968E+000        0.91417616753E+002        0.38194088891E+000        0.91035675865E+002        0.91421151091E+002        0.35343378788E-002
        0.10216256140E+000        0.91192273654E+002        0.38162367419E+000        0.90810649980E+002        0.91195808002E+002        0.35343475032E-002
        0.10229765237E+000        0.90967587579E+002        0.38130686347E+000        0.90586280716E+002        0.90971121937E+002        0.35343571468E-002
        0.10243283260E+000        0.90743556264E+002        0.38099045597E+000        0.90362565808E+002        0.90747090631E+002        0.35343668094E-002
        0.10256810209E+000        0.90520177453E+002        0.38067445090E+000        0.90139503002E+002        0.90523711829E+002        0.35343764912E-002
        0.10270346084E+000        0.90297448898E+002        0.38035884752E+000        0.89917090050E+002        0.90300983284E+002        0.35343861922E-002
        0.10283890885E+000        0.90075368363E+002        0.38004364505E+000        0.89695324718E+002        0.90078902759E+002        0.35343959124E-002
        0.10297444611E+000        0.89853933618E+002        0.37972884272E+000        0.89474204776E+002        0.89857468024E+002        0.35344056518E-002
        0.10311007263E+000        0.89633142445E+002        0.37941443978E+000        0.89253728005E+002        0.89636676861E+002        0.35344154105E-002
        0.10324578840E+000        0.89412992632E+002        0.37910043545E+000        0.89033892197E+002        0.89416527058E+002        0.35344251884E-002
        0.10338159344E+000        0.89193481978E+002        0.37878682899E+000        0.88814695149E+002        0.89197016413E+002        0.35344349856E-002
        0.10351748773E+000        0.88974608290E+002        0.37847361964E+000        0.88596134670E+002        0.88978142734E+002        0.35344448022E-002
        0.10365347128E+000        0.88756369383E+002        0.37816080664E+000        0.88378208576E+002        0.88759903837E+002        0.35344546381E-002
        0.10378954409E+000        0.88538763082E+002        0.37784838924E+000        0.88160914692E+002        0.88542297546E+002        0.35344644934E-002
        0.10392570615E+000        0.88321787220E+002        0.37753636668E+000        0.87944250854E+002        0.88325321695E+002        0.35344743680E-002
        0.10406195747E+000        0.88105439640E+002        0.37722473823E+000        0.87728214902E+002        0.88108974125E+002        0.35344842622E-002
        0.10419829805E+000        0.87889718192E+002        0.37691350312E+000        0.87512804689E+002        0.87893252687E+002        0.35344941757E-002
        0.10433472788E+000        0.87674620736E+002        0.37660266063E+000        0.87298018075E+002        0.87678155240E+002        0.35345041088E-002
        0.10447124698E+000        0.87460145139E+002        0.37629220999E+000        0.87083852929E+002        0.87463679653E+002        0.35345140613E-002
        0.10460785533E+000        0.87246289277E+002        0.37598215048E+000        0.86870307127E+002        0.87249823801E+002        0.35345240334E-002
        0.10474455293E+000        0.87033051036E+002        0.37567248135E+000        0.86657378555E+002        0.87036585570E+002        0.35345340250E-002
        0.10488133980E+000        0.86820428309E+002        0.37536320187E+000        0.86445065107E+002        0.86823962853E+002        0.35345440362E-002
        0.10501821592E+000        0.86608418997E+002        0.37505431130E+000        0.86233364686E+002        0.86611953551E+002        0.35345540670E-002
        0.10515518130E+000        0.86397021011E+002        0.37474580891E+000        0.86022275202E+002        0.86400555575E+002        0.35345641175E-002
        0.10529223594E+000        0.86186232269E+002        0.37443769396E+000        0.85811794575E+002        0.86189766843E+002        0.35345741876E-002
        0.10542937983E+000        0.85976050698E+002        0.37412996572E+000        0.85601920732E+002        0.85979585282E+002        0.35345842774E-002
