 # atomic units 
 #
 # material = aluminum                
 # nfraction =    1.00000000000000     
 # Zbar =    3.00051384205849     
 #
 # screening length =  0.954331389432114     
# r     (v(i,j),j=i,nspecies, i=1,nspecies)     (dv/dr(i,j),j=i,nspecies, i=1,nspecies)
        0.65727395212E+000        0.31191311521E+002       -0.55245857708E+002
        0.66457699604E+000        0.30791991457E+002       -0.54122187140E+002
        0.67188003995E+000        0.30400709769E+002       -0.53045604881E+002
        0.67918308386E+000        0.30017119096E+002       -0.52014050973E+002
        0.68648612777E+000        0.29640908615E+002       -0.51025509269E+002
        0.69378917169E+000        0.29271760890E+002       -0.50078007920E+002
        0.70109221560E+000        0.28909393462E+002       -0.49169620173E+002
        0.70839525951E+000        0.28553517480E+002       -0.48298465380E+002
        0.71569830342E+000        0.28203877546E+002       -0.47462710136E+002
        0.72300134734E+000        0.27860212005E+002       -0.46660569472E+002
        0.73030439125E+000        0.27522291143E+002       -0.45890308054E+002
        0.73760743516E+000        0.27189879047E+002       -0.45150241343E+002
        0.74491047907E+000        0.26862770245E+002       -0.44438736658E+002
        0.75221352299E+000        0.26540753039E+002       -0.43754214142E+002
        0.75951656690E+000        0.26223644691E+002       -0.43095147581E+002
        0.76681961081E+000        0.25911256146E+002       -0.42460065089E+002
        0.77412265472E+000        0.25603425840E+002       -0.41847549609E+002
        0.78142569864E+000        0.25299985744E+002       -0.41256239276E+002
        0.78872874255E+000        0.25000793883E+002       -0.40684827589E+002
        0.79603178646E+000        0.24705701620E+002       -0.40132063417E+002
        0.80333483037E+000        0.24414584966E+002       -0.39596750828E+002
        0.81063787429E+000        0.24127313048E+002       -0.39077748791E+002
        0.81794091820E+000        0.23843778268E+002       -0.38573970677E+002
        0.82524396211E+000        0.23563865901E+002       -0.38084383647E+002
        0.83254700602E+000        0.23287483179E+002       -0.37608007881E+002
        0.83985004994E+000        0.23014529952E+002       -0.37143915703E+002
        0.84715309385E+000        0.22744926754E+002       -0.36691230573E+002
        0.85445613776E+000        0.22478586487E+002       -0.36249125975E+002
        0.86175918167E+000        0.22215441526E+002       -0.35816824202E+002
        0.86906222559E+000        0.21955416368E+002       -0.35393595089E+002
        0.87636526950E+000        0.21698453831E+002       -0.34978754636E+002
        0.88366831341E+000        0.21444488628E+002       -0.34571663595E+002
        0.89097135732E+000        0.21193472702E+002       -0.34171725984E+002
        0.89827440124E+000        0.20945349685E+002       -0.33778387583E+002
        0.90557744515E+000        0.20700079414E+002       -0.33391134364E+002
        0.91288048906E+000        0.20457613230E+002       -0.33009490938E+002
        0.92018353297E+000        0.20217917725E+002       -0.32633018949E+002
        0.92748657688E+000        0.19980950834E+002       -0.32261315480E+002
        0.93478962080E+000        0.19746684850E+002       -0.31894011447E+002
        0.94209266471E+000        0.19515083286E+002       -0.31530770000E+002
        0.94939570862E+000        0.19286123178E+002       -0.31171284950E+002
        0.95669875253E+000        0.19059772686E+002       -0.30815279194E+002
        0.96400179645E+000        0.18836012729E+002       -0.30462503165E+002
        0.97130484036E+000        0.18614815277E+002       -0.30112733315E+002
        0.97860788427E+000        0.18396164354E+002       -0.29765770617E+002
        0.98591092818E+000        0.18180034999E+002       -0.29421439119E+002
        0.99321397210E+000        0.17966413653E+002       -0.29079584509E+002
        0.10005170160E+001        0.17755277758E+002       -0.28740072742E+002
        0.10078200599E+001        0.17546615570E+002       -0.28402788695E+002
        0.10151231038E+001        0.17340406357E+002       -0.28067634866E+002
        0.10224261477E+001        0.17136639658E+002       -0.27734530115E+002
        0.10297291917E+001        0.16935296067E+002       -0.27403408458E+002
        0.10370322356E+001        0.16736365951E+002       -0.27074217909E+002
        0.10443352795E+001        0.16539830796E+002       -0.26746919356E+002
        0.10516383234E+001        0.16345681414E+002       -0.26421485488E+002
        0.10589413673E+001        0.16153899816E+002       -0.26097899780E+002
        0.10662444112E+001        0.15964476931E+002       -0.25776155511E+002
        0.10735474551E+001        0.15777394991E+002       -0.25456254835E+002
        0.10808504990E+001        0.15592644775E+002       -0.25138207898E+002
        0.10881535430E+001        0.15410208484E+002       -0.24822032002E+002
        0.10954565869E+001        0.15230076530E+002       -0.24507750807E+002
        0.11027596308E+001        0.15052230881E+002       -0.24195393587E+002
        0.11100626747E+001        0.14876661412E+002       -0.23884994516E+002
        0.11173657186E+001        0.14703349700E+002       -0.23576592012E+002
        0.11246687625E+001        0.14532284953E+002       -0.23270228099E+002
        0.11319718064E+001        0.14363448237E+002       -0.22965947839E+002
        0.11392748503E+001        0.14196828002E+002       -0.22663798766E+002
        0.11465778943E+001        0.14032404718E+002       -0.22363830394E+002
        0.11538809382E+001        0.13870166016E+002       -0.22066093727E+002
        0.11611839821E+001        0.13710091717E+002       -0.21770640831E+002
        0.11684870260E+001        0.13552168595E+002       -0.21477524417E+002
        0.11757900699E+001        0.13396375794E+002       -0.21186797466E+002
        0.11830931138E+001        0.13242699226E+002       -0.20898512892E+002
        0.11903961577E+001        0.13091117349E+002       -0.20612723217E+002
        0.11976992016E+001        0.12941615221E+002       -0.20329480280E+002
        0.12050022456E+001        0.12794170629E+002       -0.20048834981E+002
        0.12123052895E+001        0.12648767802E+002       -0.19770837040E+002
        0.12196083334E+001        0.12505383885E+002       -0.19495534779E+002
        0.12269113773E+001        0.12364002319E+002       -0.19222974929E+002
        0.12342144212E+001        0.12224599646E+002       -0.18953202473E+002
        0.12415174651E+001        0.12087158572E+002       -0.18686260474E+002
        0.12488205090E+001        0.11951655086E+002       -0.18422189964E+002
        0.12561235529E+001        0.11818071222E+002       -0.18161029811E+002
        0.12634265969E+001        0.11686382472E+002       -0.17902816637E+002
        0.12707296408E+001        0.11556570263E+002       -0.17647584731E+002
        0.12780326847E+001        0.11428609658E+002       -0.17395365982E+002
        0.12853357286E+001        0.11302481548E+002       -0.17146189819E+002
        0.12926387725E+001        0.11178160635E+002       -0.16900083187E+002
        0.12999418164E+001        0.11055627349E+002       -0.16657070502E+002
        0.13072448603E+001        0.10934856102E+002       -0.16417173645E+002
        0.13145479042E+001        0.10815826937E+002       -0.16180411952E+002
        0.13218509482E+001        0.10698514049E+002       -0.15946802211E+002
        0.13291539921E+001        0.10582897173E+002       -0.15716358674E+002
        0.13364570360E+001        0.10468950358E+002       -0.15489093091E+002
        0.13437600799E+001        0.10356653105E+002       -0.15265014712E+002
        0.13510631238E+001        0.10245979388E+002       -0.15044130336E+002
        0.13583661677E+001        0.10136908552E+002       -0.14826444347E+002
        0.13656692116E+001        0.10029414562E+002       -0.14611958758E+002
        0.13729722555E+001        0.99234766772E+001       -0.14400673253E+002
        0.13802752995E+001        0.98190689252E+001       -0.14192585247E+002
        0.13875783434E+001        0.97161705446E+001       -0.13987689946E+002
        0.13948813873E+001        0.96147556893E+001       -0.13785980403E+002
        0.14021844312E+001        0.95148036453E+001       -0.13587447578E+002
        0.14094874751E+001        0.94162887515E+001       -0.13392080408E+002
        0.14167905190E+001        0.93191904031E+001       -0.13199865876E+002
        0.14240935629E+001        0.92234831805E+001       -0.13010789083E+002
        0.14313966068E+001        0.91291466459E+001       -0.12824833308E+002
        0.14386996508E+001        0.90361556738E+001       -0.12641980092E+002
        0.14460026947E+001        0.89444900468E+001       -0.12462209302E+002
        0.14533057386E+001        0.88541249817E+001       -0.12285499216E+002
        0.14606087825E+001        0.87650405310E+001       -0.12111826583E+002
        0.14679118264E+001        0.86772122978E+001       -0.11941166709E+002
        0.14752148703E+001        0.85906206492E+001       -0.11773493522E+002
        0.14825179142E+001        0.85052416144E+001       -0.11608779650E+002
        0.14898209581E+001        0.84210559156E+001       -0.11446996492E+002
        0.14971240021E+001        0.83380400439E+001       -0.11288114291E+002
        0.15044270460E+001        0.82561751125E+001       -0.11132102205E+002
        0.15117300899E+001        0.81754381060E+001       -0.10978928377E+002
        0.15190331338E+001        0.80958105607E+001       -0.10828560002E+002
        0.15263361777E+001        0.80172699818E+001       -0.10680963402E+002
        0.15336392216E+001        0.79397983566E+001       -0.10536104084E+002
        0.15409422655E+001        0.78633737345E+001       -0.10393946812E+002
        0.15482453094E+001        0.77879785776E+001       -0.10254455662E+002
        0.15555483534E+001        0.77135914994E+001       -0.10117594097E+002
        0.15628513973E+001        0.76401954569E+001       -0.99833250186E+001
        0.15701544412E+001        0.75677696436E+001       -0.98516108261E+001
        0.15774574851E+001        0.74962975281E+001       -0.97224134738E+001
        0.15847605290E+001        0.74257588969E+001       -0.95956945323E+001
        0.15920635729E+001        0.73561377430E+001       -0.94714152375E+001
        0.15993666168E+001        0.72874144554E+001       -0.93495365435E+001
        0.16066696607E+001        0.72195735620E+001       -0.92300191699E+001
        0.16139727047E+001        0.71525960603E+001       -0.91128236557E+001
        0.16212757486E+001        0.70864670201E+001       -0.89979104012E+001
        0.16285787925E+001        0.70211680517E+001       -0.88852397171E+001
        0.16358818364E+001        0.69566847707E+001       -0.87747718636E+001
        0.16431848803E+001        0.68929994011E+001       -0.86664670924E+001
        0.16504879242E+001        0.68300981064E+001       -0.85602856873E+001
        0.16577909681E+001        0.67679637231E+001       -0.84561880049E+001
        0.16650940120E+001        0.67065829618E+001       -0.83541344998E+001
        0.16723970560E+001        0.66459392682E+001       -0.82540857743E+001
        0.16797000999E+001        0.65860198971E+001       -0.81560025982E+001
        0.16870031438E+001        0.65268088980E+001       -0.80598459440E+001
        0.16943061877E+001        0.64682940657E+001       -0.79655770181E+001
        0.17016092316E+001        0.64104600460E+001       -0.78731572874E+001
        0.17089122755E+001        0.63532951671E+001       -0.77825485020E+001
        0.17162153194E+001        0.62967846626E+001       -0.76937127265E+001
        0.17235183633E+001        0.62409173861E+001       -0.76066123551E+001
        0.17308214073E+001        0.61856791491E+001       -0.75212101394E+001
        0.17381244512E+001        0.61310593210E+001       -0.74374692047E+001
        0.17454274951E+001        0.60770442795E+001       -0.73553530744E+001
        0.17527305390E+001        0.60236238999E+001       -0.72748256808E+001
        0.17600335829E+001        0.59707851134E+001       -0.71958513828E+001
        0.17673366268E+001        0.59185182893E+001       -0.71183949813E+001
        0.17746396707E+001        0.58668108995E+001       -0.70424217379E+001
        0.17819427146E+001        0.58156537943E+001       -0.69678973796E+001
        0.17892457586E+001        0.57650349723E+001       -0.68947881156E+001
        0.17965488025E+001        0.57149457520E+001       -0.68230606429E+001
        0.18038518464E+001        0.56653746432E+001       -0.67526821602E+001
        0.18111548903E+001        0.56163134190E+001       -0.66836203717E+001
        0.18184579342E+001        0.55677510854E+001       -0.66158434994E+001
        0.18257609781E+001        0.55196798555E+001       -0.65493202826E+001
        0.18330640220E+001        0.54720892158E+001       -0.64840199916E+001
        0.18403670659E+001        0.54249718046E+001       -0.64199124240E+001
        0.18476701099E+001        0.53783175731E+001       -0.63569679134E+001
        0.18549731538E+001        0.53321195697E+001       -0.62951573302E+001
        0.18622761977E+001        0.52863681939E+001       -0.62344520854E+001
        0.18695792416E+001        0.52410568892E+001       -0.61748241290E+001
        0.18768822855E+001        0.51961764871E+001       -0.61162459565E+001
        0.18841853294E+001        0.51517208110E+001       -0.60586906001E+001
        0.18914883733E+001        0.51076811078E+001       -0.60021316369E+001
        0.18987914172E+001        0.50640515656E+001       -0.59465431800E+001
        0.19060944612E+001        0.50208238304E+001       -0.58918998871E+001
        0.19133975051E+001        0.49779924398E+001       -0.58381769480E+001
        0.19207005490E+001        0.49355494229E+001       -0.57853500862E+001
        0.19280035929E+001        0.48934896511E+001       -0.57333955561E+001
        0.19353066368E+001        0.48518055209E+001       -0.56822901401E+001
        0.19426096807E+001        0.48104922229E+001       -0.56320111419E+001
        0.19499127246E+001        0.47695425047E+001       -0.55825363855E+001
        0.19572157685E+001        0.47289518613E+001       -0.55338442068E+001
        0.19645188125E+001        0.46887133762E+001       -0.54859134530E+001
        0.19718218564E+001        0.46488228342E+001       -0.54387234727E+001
        0.19791249003E+001        0.46092736393E+001       -0.53922541164E+001
        0.19864279442E+001        0.45700618519E+001       -0.53464857219E+001
        0.19937309881E+001        0.45311811819E+001       -0.53013991172E+001
        0.20010340320E+001        0.44926279514E+001       -0.52569756093E+001
        0.20083370759E+001        0.44543961613E+001       -0.52131969796E+001
        0.20156401198E+001        0.44164823821E+001       -0.51700454717E+001
        0.20229431638E+001        0.43788808916E+001       -0.51275037950E+001
        0.20302462077E+001        0.43415884955E+001       -0.50855551110E+001
        0.20375492516E+001        0.43045997348E+001       -0.50441830253E+001
        0.20448522955E+001        0.42679116376E+001       -0.50033715833E+001
        0.20521553394E+001        0.42315189949E+001       -0.49631052648E+001
        0.20594583833E+001        0.41954190446E+001       -0.49233689685E+001
        0.20667614272E+001        0.41596068150E+001       -0.48841480144E+001
        0.20740644711E+001        0.41240797421E+001       -0.48454281300E+001
        0.20813675151E+001        0.40888330789E+001       -0.48071954474E+001
        0.20886705590E+001        0.40538644476E+001       -0.47694364888E+001
        0.20959736029E+001        0.40191693143E+001       -0.47321381683E+001
        0.21032766468E+001        0.39847454767E+001       -0.46952877752E+001
        0.21105796907E+001        0.39505886018E+001       -0.46588729721E+001
        0.21178827346E+001        0.39166966522E+001       -0.46228817866E+001
        0.21251857785E+001        0.38830654852E+001       -0.45873026018E+001
        0.21324888224E+001        0.38496932178E+001       -0.45521241496E+001
        0.21397918664E+001        0.38165758870E+001       -0.45173355055E+001
        0.21470949103E+001        0.37837117545E+001       -0.44829260778E+001
        0.21543979542E+001        0.37510970266E+001       -0.44488856017E+001
        0.21617009981E+001        0.37187301007E+001       -0.44152041297E+001
        0.21690040420E+001        0.36866073425E+001       -0.43818720310E+001
        0.21763070859E+001        0.36547272758E+001       -0.43488799765E+001
        0.21836101298E+001        0.36230864169E+001       -0.43162189357E+001
        0.21909131737E+001        0.35916834075E+001       -0.42838801671E+001
        0.21982162177E+001        0.35605149052E+001       -0.42518552157E+001
        0.22055192616E+001        0.35295796619E+001       -0.42201359009E+001
        0.22128223055E+001        0.34988744679E+001       -0.41887143140E+001
        0.22201253494E+001        0.34683981773E+001       -0.41575828062E+001
        0.22274283933E+001        0.34381477055E+001       -0.41267339867E+001
        0.22347314372E+001        0.34081220013E+001       -0.40961607143E+001
        0.22420344811E+001        0.33783180975E+001       -0.40658560930E+001
        0.22493375250E+001        0.33487350308E+001       -0.40358134595E+001
        0.22566405690E+001        0.33193699439E+001       -0.40060263845E+001
        0.22639436129E+001        0.32902219550E+001       -0.39764886608E+001
        0.22712466568E+001        0.32612883099E+001       -0.39471943008E+001
        0.22785497007E+001        0.32325682017E+001       -0.39181375277E+001
        0.22858527446E+001        0.32040589731E+001       -0.38893127728E+001
        0.22931557885E+001        0.31757598864E+001       -0.38607146663E+001
        0.23004588324E+001        0.31476683746E+001       -0.38323380339E+001
        0.23077618763E+001        0.31197837637E+001       -0.38041778901E+001
        0.23150649203E+001        0.30921035713E+001       -0.37762294337E+001
        0.23223679642E+001        0.30646271820E+001       -0.37484880395E+001
        0.23296710081E+001        0.30373521925E+001       -0.37209492591E+001
        0.23369740520E+001        0.30102780408E+001       -0.36936088086E+001
        0.23442770959E+001        0.29834023975E+001       -0.36664625698E+001
        0.23515801398E+001        0.29567247497E+001       -0.36395065807E+001
        0.23588831837E+001        0.29302428369E+001       -0.36127370329E+001
        0.23661862276E+001        0.29039561907E+001       -0.35861502647E+001
        0.23734892716E+001        0.28778626152E+001       -0.35597427593E+001
        0.23807923155E+001        0.28519616826E+001       -0.35335111394E+001
        0.23880953594E+001        0.28262512568E+001       -0.35074521634E+001
        0.23953984033E+001        0.28007309469E+001       -0.34815627161E+001
        0.24027014472E+001        0.27753986728E+001       -0.34558398128E+001
        0.24100044911E+001        0.27502540766E+001       -0.34302805888E+001
        0.24173075350E+001        0.27252951306E+001       -0.34048822968E+001
        0.24246105789E+001        0.27005215069E+001       -0.33796423044E+001
        0.24319136229E+001        0.26759312261E+001       -0.33545580909E+001
        0.24392166668E+001        0.26515239871E+001       -0.33296272383E+001
        0.24465197107E+001        0.26272978560E+001       -0.33048474351E+001
        0.24538227546E+001        0.26032525554E+001       -0.32802164670E+001
        0.24611257985E+001        0.25793861936E+001       -0.32557322175E+001
        0.24684288424E+001        0.25556985145E+001       -0.32313926596E+001
        0.24757318863E+001        0.25321876655E+001       -0.32071958586E+001
        0.24830349302E+001        0.25088534092E+001       -0.31831399649E+001
        0.24903379742E+001        0.24856939295E+001       -0.31592232109E+001
        0.24976410181E+001        0.24627090056E+001       -0.31354439093E+001
        0.25049440620E+001        0.24398968552E+001       -0.31118004523E+001
        0.25122471059E+001        0.24172572718E+001       -0.30882913021E+001
        0.25195501498E+001        0.23947885047E+001       -0.30649149946E+001
        0.25268531937E+001        0.23724903597E+001       -0.30416701340E+001
        0.25341562376E+001        0.23503611154E+001       -0.30185553922E+001
        0.25414592815E+001        0.23284005883E+001       -0.29955695028E+001
        0.25487623255E+001        0.23066070842E+001       -0.29727112611E+001
        0.25560653694E+001        0.22849804285E+001       -0.29499795199E+001
        0.25633684133E+001        0.22635189523E+001       -0.29273731917E+001
        0.25706714572E+001        0.22422224884E+001       -0.29048912406E+001
        0.25779745011E+001        0.22210893916E+001       -0.28825326831E+001
        0.25852775450E+001        0.22001195005E+001       -0.28602965844E+001
        0.25925805889E+001        0.21793111921E+001       -0.28381820608E+001
        0.25998836328E+001        0.21586643094E+001       -0.28161882715E+001
        0.26071866768E+001        0.21381772499E+001       -0.27943144205E+001
        0.26144897207E+001        0.21178498603E+001       -0.27725597538E+001
        0.26217927646E+001        0.20976805571E+001       -0.27509235591E+001
        0.26290958085E+001        0.20776691892E+001       -0.27294051594E+001
        0.26363988524E+001        0.20578141912E+001       -0.27080039169E+001
        0.26437018963E+001        0.20381154135E+001       -0.26867192282E+001
        0.26510049402E+001        0.20185713070E+001       -0.26655505246E+001
        0.26583079841E+001        0.19991817227E+001       -0.26444972663E+001
        0.26656110281E+001        0.19799451273E+001       -0.26235589471E+001
        0.26729140720E+001        0.19608613716E+001       -0.26027350880E+001
        0.26802171159E+001        0.19419289366E+001       -0.25820252390E+001
        0.26875201598E+001        0.19231476723E+001       -0.25614289753E+001
        0.26948232037E+001        0.19045160733E+001       -0.25409458980E+001
        0.27021262476E+001        0.18860339881E+001       -0.25205756302E+001
        0.27094292915E+001        0.18676999243E+001       -0.25003178204E+001
        0.27167323354E+001        0.18495137279E+001       -0.24801721355E+001
        0.27240353794E+001        0.18314739187E+001       -0.24601382647E+001
        0.27313384233E+001        0.18135803403E+001       -0.24402159142E+001
        0.27386414672E+001        0.17958315237E+001       -0.24204048119E+001
        0.27459445111E+001        0.17782273094E+001       -0.24007046996E+001
        0.27532475550E+001        0.17607662393E+001       -0.23811153352E+001
        0.27605505989E+001        0.17434481505E+001       -0.23616364934E+001
        0.27678536428E+001        0.17262715949E+001       -0.23422679619E+001
        0.27751566867E+001        0.17092364059E+001       -0.23230095407E+001
        0.27824597307E+001        0.16923411452E+001       -0.23038610458E+001
        0.27897627746E+001        0.16755856423E+001       -0.22848223001E+001
        0.27970658185E+001        0.16589684680E+001       -0.22658931394E+001
        0.28043688624E+001        0.16424894474E+001       -0.22470734087E+001
        0.28116719063E+001        0.16261471603E+001       -0.22283629628E+001
        0.28189749502E+001        0.16099414276E+001       -0.22097616621E+001
        0.28262779941E+001        0.15938708373E+001       -0.21912693753E+001
        0.28335810380E+001        0.15779352059E+001       -0.21728859777E+001
        0.28408840820E+001        0.15621331297E+001       -0.21546113500E+001
        0.28481871259E+001        0.15464644205E+001       -0.21364453741E+001
        0.28554901698E+001        0.15309276825E+001       -0.21183879393E+001
        0.28627932137E+001        0.15155227231E+001       -0.21004389348E+001
        0.28700962576E+001        0.15002481543E+001       -0.20825982520E+001
        0.28773993015E+001        0.14851037789E+001       -0.20648657809E+001
        0.28847023454E+001        0.14700882164E+001       -0.20472414123E+001
        0.28920053893E+001        0.14552012654E+001       -0.20297250334E+001
        0.28993084333E+001        0.14404415530E+001       -0.20123165305E+001
        0.29066114772E+001        0.14258088735E+001       -0.19950157840E+001
        0.29139145211E+001        0.14113018615E+001       -0.19778226709E+001
        0.29212175650E+001        0.13969203074E+001       -0.19607370619E+001
        0.29285206089E+001        0.13826628536E+001       -0.19437588214E+001
        0.29358236528E+001        0.13685292864E+001       -0.19268878055E+001
        0.29431266967E+001        0.13545182562E+001       -0.19101238663E+001
        0.29504297406E+001        0.13406295459E+001       -0.18934668451E+001
        0.29577327846E+001        0.13268618137E+001       -0.18769165799E+001
        0.29650358285E+001        0.13132148394E+001       -0.18604729030E+001
        0.29723388724E+001        0.12996872890E+001       -0.18441356438E+001
        0.29796419163E+001        0.12862789393E+001       -0.18279046322E+001
        0.29869449602E+001        0.12729884645E+001       -0.18117797051E+001
        0.29942480041E+001        0.12598156382E+001       -0.17957607102E+001
        0.30015510480E+001        0.12467591421E+001       -0.17798475157E+001
        0.30088540919E+001        0.12338187466E+001       -0.17640400097E+001
        0.30161571359E+001        0.12209931402E+001       -0.17483380998E+001
        0.30234601798E+001        0.12082820893E+001       -0.17327416968E+001
        0.30307632237E+001        0.11956842892E+001       -0.17172507127E+001
        0.30380662676E+001        0.11831995023E+001       -0.17018650512E+001
        0.30453693115E+001        0.11708264303E+001       -0.16865846055E+001
        0.30526723554E+001        0.11585648321E+001       -0.16714092551E+001
        0.30599753993E+001        0.11464134163E+001       -0.16563388659E+001
        0.30672784432E+001        0.11343719388E+001       -0.16413732865E+001
        0.30745814872E+001        0.11224391152E+001       -0.16265123515E+001
        0.30818845311E+001        0.11106146990E+001       -0.16117558790E+001
        0.30891875750E+001        0.10988974134E+001       -0.15971036743E+001
        0.30964906189E+001        0.10872870098E+001       -0.15825555271E+001
        0.31037936628E+001        0.10757822193E+001       -0.15681112160E+001
        0.31110967067E+001        0.10643827918E+001       -0.15537705065E+001
        0.31183997506E+001        0.10530874665E+001       -0.15395331528E+001
        0.31257027945E+001        0.10418959921E+001       -0.15253988988E+001
        0.31330058385E+001        0.10308071165E+001       -0.15113674818E+001
        0.31403088824E+001        0.10198205874E+001       -0.14974386268E+001
