 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    2.88757004311296     
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                    nefull                    neext 
        0.63411266549E-001        0.21555412826E+003        0.54091539185E+000        0.21501321287E+003        0.21555560398E+003        0.14757206868E-002
        0.63517705920E-001        0.21492332044E+003        0.54038534485E+000        0.21438293509E+003        0.21492479616E+003        0.14757261699E-002
        0.63624234549E-001        0.21429475865E+003        0.53985615213E+000        0.21375490250E+003        0.21429623438E+003        0.14757316666E-002
        0.63730852435E-001        0.21366843328E+003        0.53932781158E+000        0.21312910546E+003        0.21366990901E+003        0.14757371767E-002
        0.63837559578E-001        0.21304433473E+003        0.53880032112E+000        0.21250553441E+003        0.21304581047E+003        0.14757427003E-002
        0.63944355978E-001        0.21242245348E+003        0.53827367866E+000        0.21188417980E+003        0.21242392923E+003        0.14757482374E-002
        0.64051241636E-001        0.21180278004E+003        0.53774788212E+000        0.21126503215E+003        0.21180425579E+003        0.14757537881E-002
        0.64158216551E-001        0.21118530497E+003        0.53722292944E+000        0.21064808204E+003        0.21118678073E+003        0.14757593524E-002
        0.64265280724E-001        0.21057001888E+003        0.53669881854E+000        0.21003332007E+003        0.21057149465E+003        0.14757649302E-002
        0.64372434154E-001        0.20995691244E+003        0.53617554737E+000        0.20942073689E+003        0.20995838821E+003        0.14757705217E-002
        0.64479676841E-001        0.20934597634E+003        0.53565311389E+000        0.20881032323E+003        0.20934745212E+003        0.14757761268E-002
        0.64587008786E-001        0.20873720134E+003        0.53513151604E+000        0.20820206983E+003        0.20873867713E+003        0.14757817456E-002
        0.64694429987E-001        0.20813057824E+003        0.53461075179E+000        0.20759596749E+003        0.20813205403E+003        0.14757873781E-002
        0.64801940447E-001        0.20752609788E+003        0.53409081911E+000        0.20699200706E+003        0.20752757367E+003        0.14757930243E-002
        0.64909540163E-001        0.20692375115E+003        0.53357171598E+000        0.20639017944E+003        0.20692522695E+003        0.14757986843E-002
        0.65017229137E-001        0.20632352899E+003        0.53305344038E+000        0.20579047555E+003        0.20632500480E+003        0.14758043580E-002
        0.65125007368E-001        0.20572542238E+003        0.53253599030E+000        0.20519288639E+003        0.20572689819E+003        0.14758100455E-002
        0.65232874857E-001        0.20512942235E+003        0.53201936373E+000        0.20459740299E+003        0.20513089817E+003        0.14758157468E-002
        0.65340831603E-001        0.20453551997E+003        0.53150355868E+000        0.20400401642E+003        0.20453699580E+003        0.14758214620E-002
        0.65448877606E-001        0.20394370636E+003        0.53098857317E+000        0.20341271779E+003        0.20394518219E+003        0.14758271910E-002
        0.65557012866E-001        0.20335397268E+003        0.53047440520E+000        0.20282349827E+003        0.20335544851E+003        0.14758329339E-002
        0.65665237384E-001        0.20276631013E+003        0.52996105280E+000        0.20223634908E+003        0.20276778597E+003        0.14758386908E-002
        0.65773551160E-001        0.20218070997E+003        0.52944851399E+000        0.20165126145E+003        0.20218218581E+003        0.14758444615E-002
        0.65881954192E-001        0.20159716348E+003        0.52893678682E+000        0.20106822670E+003        0.20159863933E+003        0.14758502462E-002
        0.65990446482E-001        0.20101566201E+003        0.52842586932E+000        0.20048723614E+003        0.20101713787E+003        0.14758560449E-002
        0.66099028029E-001        0.20043619694E+003        0.52791575955E+000        0.19990828118E+003        0.20043767280E+003        0.14758618576E-002
        0.66207698834E-001        0.19985875968E+003        0.52740645556E+000        0.19933135322E+003        0.19986023554E+003        0.14758676844E-002
        0.66316458896E-001        0.19928334170E+003        0.52689795541E+000        0.19875644375E+003        0.19928481757E+003        0.14758735252E-002
        0.66425308215E-001        0.19870993452E+003        0.52639025716E+000        0.19818354426E+003        0.19871141040E+003        0.14758793800E-002
        0.66534246791E-001        0.19813852967E+003        0.52588335890E+000        0.19761264631E+003        0.19814000556E+003        0.14758852490E-002
        0.66643274625E-001        0.19756911876E+003        0.52537725870E+000        0.19704374150E+003        0.19757059465E+003        0.14758911321E-002
        0.66752391717E-001        0.19700169342E+003        0.52487195465E+000        0.19647682147E+003        0.19700316932E+003        0.14758970294E-002
        0.66861598065E-001        0.19643624532E+003        0.52436744484E+000        0.19591187788E+003        0.19643772122E+003        0.14759029408E-002
        0.66970893671E-001        0.19587276618E+003        0.52386372737E+000        0.19534890245E+003        0.19587424209E+003        0.14759088664E-002
        0.67080278534E-001        0.19531124776E+003        0.52336080034E+000        0.19478788696E+003        0.19531272367E+003        0.14759148063E-002
        0.67189752655E-001        0.19475168185E+003        0.52285866187E+000        0.19422882319E+003        0.19475315777E+003        0.14759207604E-002
        0.67299316033E-001        0.19419406029E+003        0.52235731007E+000        0.19367170298E+003        0.19419553622E+003        0.14759267287E-002
        0.67408968668E-001        0.19363837497E+003        0.52185674307E+000        0.19311651823E+003        0.19363985090E+003        0.14759327114E-002
        0.67518710561E-001        0.19308461780E+003        0.52135695900E+000        0.19256326084E+003        0.19308609374E+003        0.14759387084E-002
        0.67628541710E-001        0.19253278074E+003        0.52085795599E+000        0.19201192279E+003        0.19253425669E+003        0.14759447197E-002
        0.67738462118E-001        0.19198285580E+003        0.52035973218E+000        0.19146249606E+003        0.19198433175E+003        0.14759507454E-002
        0.67848471782E-001        0.19143483500E+003        0.51986228572E+000        0.19091497271E+003        0.19143631095E+003        0.14759567854E-002
        0.67958570704E-001        0.19088871042E+003        0.51936561476E+000        0.19036934481E+003        0.19089018639E+003        0.14759628399E-002
        0.68068758883E-001        0.19034447419E+003        0.51886971747E+000        0.18982560447E+003        0.19034595016E+003        0.14759689088E-002
        0.68179036320E-001        0.18980211845E+003        0.51837459201E+000        0.18928374386E+003        0.18980359443E+003        0.14759749922E-002
        0.68289403014E-001        0.18926163541E+003        0.51788023655E+000        0.18874375517E+003        0.18926311139E+003        0.14759810901E-002
        0.68399858965E-001        0.18872301728E+003        0.51738664927E+000        0.18820563063E+003        0.18872449327E+003        0.14759872025E-002
        0.68510404174E-001        0.18818625635E+003        0.51689382834E+000        0.18766936252E+003        0.18818773234E+003        0.14759933294E-002
        0.68621038640E-001        0.18765134491E+003        0.51640177197E+000        0.18713494314E+003        0.18765282091E+003        0.14759994709E-002
        0.68731762363E-001        0.18711827532E+003        0.51591047834E+000        0.18660236485E+003        0.18711975133E+003        0.14760056270E-002
        0.68842575343E-001        0.18658703996E+003        0.51541994565E+000        0.18607162001E+003        0.18658851597E+003        0.14760117977E-002
        0.68953477581E-001        0.18605763124E+003        0.51493017212E+000        0.18554270107E+003        0.18605910726E+003        0.14760179830E-002
        0.69064469077E-001        0.18553004163E+003        0.51444115595E+000        0.18501560047E+003        0.18553151765E+003        0.14760241829E-002
        0.69175549829E-001        0.18500426361E+003        0.51395289535E+000        0.18449031071E+003        0.18500573964E+003        0.14760303976E-002
        0.69286719839E-001        0.18448028971E+003        0.51346538856E+000        0.18396682433E+003        0.18448176575E+003        0.14760366269E-002
        0.69397979106E-001        0.18395811252E+003        0.51297863381E+000        0.18344513388E+003        0.18395958856E+003        0.14760428710E-002
        0.69509327631E-001        0.18343772461E+003        0.51249262932E+000        0.18292523198E+003        0.18343920066E+003        0.14760491299E-002
        0.69620765413E-001        0.18291911864E+003        0.51200737334E+000        0.18240711127E+003        0.18292059470E+003        0.14760554035E-002
        0.69732292452E-001        0.18240228728E+003        0.51152286411E+000        0.18189076442E+003        0.18240376334E+003        0.14760616919E-002
        0.69843908749E-001        0.18188722324E+003        0.51103909989E+000        0.18137618414E+003        0.18188869931E+003        0.14760679952E-002
        0.69955614303E-001        0.18137391926E+003        0.51055607892E+000        0.18086336318E+003        0.18137539534E+003        0.14760743133E-002
        0.70067409114E-001        0.18086236813E+003        0.51007379949E+000        0.18035229433E+003        0.18086384421E+003        0.14760806463E-002
        0.70179293183E-001        0.18035256266E+003        0.50959225984E+000        0.17984297040E+003        0.18035403874E+003        0.14760869941E-002
        0.70291266508E-001        0.17984449569E+003        0.50911145826E+000        0.17933538424E+003        0.17984597179E+003        0.14760933570E-002
        0.70403329092E-001        0.17933816012E+003        0.50863139303E+000        0.17882952873E+003        0.17933963622E+003        0.14760997347E-002
        0.70515480932E-001        0.17883354887E+003        0.50815206243E+000        0.17832539681E+003        0.17883502498E+003        0.14761061275E-002
        0.70627722030E-001        0.17833065488E+003        0.50767346474E+000        0.17782298142E+003        0.17833213099E+003        0.14761125352E-002
        0.70740052386E-001        0.17782947115E+003        0.50719559827E+000        0.17732227555E+003        0.17783094727E+003        0.14761189580E-002
        0.70852471998E-001        0.17732999069E+003        0.50671846131E+000        0.17682327223E+003        0.17733146681E+003        0.14761253958E-002
        0.70964980868E-001        0.17683220656E+003        0.50624205218E+000        0.17632596451E+003        0.17683368269E+003        0.14761318487E-002
        0.71077578995E-001        0.17633611185E+003        0.50576636918E+000        0.17583034548E+003        0.17633758799E+003        0.14761383167E-002
        0.71190266380E-001        0.17584169968E+003        0.50529141063E+000        0.17533640827E+003        0.17584317583E+003        0.14761447998E-002
        0.71303043022E-001        0.17534896320E+003        0.50481717485E+000        0.17484414603E+003        0.17535043936E+003        0.14761512981E-002
        0.71415908921E-001        0.17485789561E+003        0.50434366017E+000        0.17435355195E+003        0.17485937177E+003        0.14761578116E-002
        0.71528864078E-001        0.17436849011E+003        0.50387086492E+000        0.17386461925E+003        0.17436996628E+003        0.14761643402E-002
        0.71641908492E-001        0.17388073997E+003        0.50339878744E+000        0.17337734119E+003        0.17388221614E+003        0.14761708841E-002
        0.71755042163E-001        0.17339463847E+003        0.50292742607E+000        0.17289171104E+003        0.17339611465E+003        0.14761774432E-002
        0.71868265092E-001        0.17291017892E+003        0.50245677916E+000        0.17240772214E+003        0.17291165511E+003        0.14761840176E-002
        0.71981577277E-001        0.17242735468E+003        0.50198684506E+000        0.17192536784E+003        0.17242883087E+003        0.14761906073E-002
        0.72094978721E-001        0.17194615912E+003        0.50151762214E+000        0.17144464150E+003        0.17194763532E+003        0.14761972124E-002
        0.72208469421E-001        0.17146658566E+003        0.50104910875E+000        0.17096553655E+003        0.17146806187E+003        0.14762038327E-002
        0.72322049379E-001        0.17098862774E+003        0.50058130327E+000        0.17048804644E+003        0.17099010395E+003        0.14762104685E-002
        0.72435718595E-001        0.17051227884E+003        0.50011420407E+000        0.17001216463E+003        0.17051375506E+003        0.14762171196E-002
        0.72549477067E-001        0.17003753246E+003        0.49964780952E+000        0.16953788465E+003        0.17003900868E+003        0.14762237862E-002
        0.72663324797E-001        0.16956438213E+003        0.49918211801E+000        0.16906520002E+003        0.16956585836E+003        0.14762304682E-002
        0.72777261784E-001        0.16909282144E+003        0.49871712794E+000        0.16859410431E+003        0.16909429767E+003        0.14762371657E-002
        0.72891288029E-001        0.16862284397E+003        0.49825283768E+000        0.16812459113E+003        0.16862432021E+003        0.14762438787E-002
        0.73005403531E-001        0.16815444335E+003        0.49778924565E+000        0.16765665410E+003        0.16815591960E+003        0.14762506073E-002
        0.73119608290E-001        0.16768761325E+003        0.49732635025E+000        0.16719028690E+003        0.16768908950E+003        0.14762573514E-002
        0.73233902307E-001        0.16722234734E+003        0.49686414989E+000        0.16672548319E+003        0.16722382361E+003        0.14762641110E-002
        0.73348285581E-001        0.16675863936E+003        0.49640264297E+000        0.16626223672E+003        0.16676011563E+003        0.14762708863E-002
        0.73462758112E-001        0.16629648305E+003        0.49594182792E+000        0.16580054122E+003        0.16629795933E+003        0.14762776772E-002
        0.73577319901E-001        0.16583587219E+003        0.49548170317E+000        0.16534039049E+003        0.16583734847E+003        0.14762844837E-002
        0.73691970947E-001        0.16537680058E+003        0.49502226713E+000        0.16488177831E+003        0.16537827687E+003        0.14762913059E-002
        0.73806711250E-001        0.16491926207E+003        0.49456351825E+000        0.16442469855E+003        0.16492073836E+003        0.14762981438E-002
        0.73921540811E-001        0.16446325051E+003        0.49410545497E+000        0.16396914506E+003        0.16446472682E+003        0.14763049975E-002
        0.74036459629E-001        0.16400875981E+003        0.49364807572E+000        0.16351511173E+003        0.16401023612E+003        0.14763118669E-002
        0.74151467704E-001        0.16355578389E+003        0.49319137895E+000        0.16306259251E+003        0.16355726021E+003        0.14763187521E-002
        0.74266565037E-001        0.16310431669E+003        0.49273536312E+000        0.16261158133E+003        0.16310579302E+003        0.14763256530E-002
        0.74381751627E-001        0.16265435221E+003        0.49228002668E+000        0.16216207218E+003        0.16265582854E+003        0.14763325698E-002
        0.74497027474E-001        0.16220588445E+003        0.49182536810E+000        0.16171405908E+003        0.16220736079E+003        0.14763395025E-002
        0.74612392578E-001        0.16175890745E+003        0.49137138584E+000        0.16126753606E+003        0.16176038379E+003        0.14763464510E-002
        0.74727846940E-001        0.16131341527E+003        0.49091807837E+000        0.16082249719E+003        0.16131489162E+003        0.14763534155E-002
        0.74843390560E-001        0.16086940200E+003        0.49046544418E+000        0.16037893656E+003        0.16087087836E+003        0.14763603958E-002
        0.74959023436E-001        0.16042686178E+003        0.49001348174E+000        0.15993684830E+003        0.16042833815E+003        0.14763673922E-002
        0.75074745570E-001        0.15998578874E+003        0.48956218953E+000        0.15949622655E+003        0.15998726512E+003        0.14763744045E-002
        0.75190556962E-001        0.15954617706E+003        0.48911156605E+000        0.15905706550E+003        0.15954765345E+003        0.14763814328E-002
        0.75306457610E-001        0.15910802095E+003        0.48866160980E+000        0.15861935934E+003        0.15910949734E+003        0.14763884771E-002
        0.75422447516E-001        0.15867131464E+003        0.48821231927E+000        0.15818310232E+003        0.15867279103E+003        0.14763955375E-002
        0.75538526680E-001        0.15823605238E+003        0.48776369296E+000        0.15774828868E+003        0.15823752878E+003        0.14764026140E-002
        0.75654695100E-001        0.15780222845E+003        0.48731572939E+000        0.15731491272E+003        0.15780370486E+003        0.14764097065E-002
        0.75770952778E-001        0.15736983717E+003        0.48686842706E+000        0.15688296875E+003        0.15737131359E+003        0.14764168152E-002
        0.75887299713E-001        0.15693887288E+003        0.48642178451E+000        0.15645245110E+003        0.15694034931E+003        0.14764239401E-002
        0.76003735906E-001        0.15650932994E+003        0.48597580024E+000        0.15602335414E+003        0.15651080637E+003        0.14764310812E-002
        0.76120261356E-001        0.15608120274E+003        0.48553047278E+000        0.15559567226E+003        0.15608267918E+003        0.14764382384E-002
        0.76236876063E-001        0.15565448569E+003        0.48508580067E+000        0.15516939989E+003        0.15565596213E+003        0.14764454119E-002
        0.76353580028E-001        0.15522917324E+003        0.48464178244E+000        0.15474453145E+003        0.15523064969E+003        0.14764526017E-002
        0.76470373250E-001        0.15480525985E+003        0.48419841664E+000        0.15432106143E+003        0.15480673631E+003        0.14764598077E-002
        0.76587255729E-001        0.15438274002E+003        0.48375570180E+000        0.15389898432E+003        0.15438421649E+003        0.14764670301E-002
        0.76704227466E-001        0.15396160827E+003        0.48331363647E+000        0.15347829463E+003        0.15396308475E+003        0.14764742687E-002
        0.76821288460E-001        0.15354185914E+003        0.48287221922E+000        0.15305898692E+003        0.15354333562E+003        0.14764815238E-002
        0.76938438711E-001        0.15312348720E+003        0.48243144859E+000        0.15264105576E+003        0.15312496369E+003        0.14764887952E-002
        0.77055678220E-001        0.15270648705E+003        0.48199132315E+000        0.15222449573E+003        0.15270796355E+003        0.14764960831E-002
        0.77173006986E-001        0.15229085331E+003        0.48155184147E+000        0.15180930147E+003        0.15229232981E+003        0.14765033874E-002
        0.77290425009E-001        0.15187658061E+003        0.48111300211E+000        0.15139546761E+003        0.15187805712E+003        0.14765107081E-002
        0.77407932290E-001        0.15146366364E+003        0.48067480365E+000        0.15098298883E+003        0.15146514016E+003        0.14765180454E-002
        0.77525528828E-001        0.15105209708E+003        0.48023724467E+000        0.15057185983E+003        0.15105357360E+003        0.14765253991E-002
        0.77643214623E-001        0.15064187565E+003        0.47980032376E+000        0.15016207533E+003        0.15064335218E+003        0.14765327694E-002
        0.77760989676E-001        0.15023299410E+003        0.47936403950E+000        0.14975363006E+003        0.15023447064E+003        0.14765401563E-002
        0.77878853986E-001        0.14982544719E+003        0.47892839049E+000        0.14934651880E+003        0.14982692374E+003        0.14765475598E-002
        0.77996807553E-001        0.14941922972E+003        0.47849337531E+000        0.14894073634E+003        0.14942070627E+003        0.14765549799E-002
        0.78114850378E-001        0.14901433649E+003        0.47805899258E+000        0.14853627750E+003        0.14901581306E+003        0.14765624166E-002
        0.78232982460E-001        0.14861076236E+003        0.47762524089E+000        0.14813313712E+003        0.14861223893E+003        0.14765698700E-002
        0.78351203799E-001        0.14820850217E+003        0.47719211886E+000        0.14773131005E+003        0.14820997875E+003        0.14765773401E-002
        0.78469514396E-001        0.14780755082E+003        0.47675962509E+000        0.14733079120E+003        0.14780902741E+003        0.14765848270E-002
        0.78587914250E-001        0.14740790322E+003        0.47632775822E+000        0.14693157546E+003        0.14740937981E+003        0.14765923305E-002
        0.78706403361E-001        0.14700955429E+003        0.47589651685E+000        0.14653365778E+003        0.14701103089E+003        0.14765998509E-002
        0.78824981730E-001        0.14661249900E+003        0.47546589961E+000        0.14613703311E+003        0.14661397561E+003        0.14766073881E-002
        0.78943649356E-001        0.14621673233E+003        0.47503590514E+000        0.14574169643E+003        0.14621820895E+003        0.14766149420E-002
        0.79062406239E-001        0.14582224927E+003        0.47460653206E+000        0.14534764274E+003        0.14582372590E+003        0.14766225129E-002
        0.79181252380E-001        0.14542904486E+003        0.47417777902E+000        0.14495486708E+003        0.14543052149E+003        0.14766301006E-002
        0.79300187778E-001        0.14503711413E+003        0.47374964465E+000        0.14456336449E+003        0.14503859077E+003        0.14766377053E-002
        0.79419212433E-001        0.14464645217E+003        0.47332212760E+000        0.14417313004E+003        0.14464792882E+003        0.14766453268E-002
        0.79538326346E-001        0.14425705406E+003        0.47289522653E+000        0.14378415883E+003        0.14425853071E+003        0.14766529653E-002
        0.79657529516E-001        0.14386891491E+003        0.47246894009E+000        0.14339644597E+003        0.14387039157E+003        0.14766606209E-002
        0.79776821943E-001        0.14348202987E+003        0.47204326693E+000        0.14300998661E+003        0.14348350654E+003        0.14766682934E-002
        0.79896203628E-001        0.14309639410E+003        0.47161820571E+000        0.14262477589E+003        0.14309787078E+003        0.14766759829E-002
        0.80015674570E-001        0.14271200277E+003        0.47119375511E+000        0.14224080902E+003        0.14271347946E+003        0.14766836896E-002
        0.80135234769E-001        0.14232885109E+003        0.47076991379E+000        0.14185808118E+003        0.14233032778E+003        0.14766914133E-002
        0.80254884226E-001        0.14194693429E+003        0.47034668043E+000        0.14147658761E+003        0.14194841099E+003        0.14766991541E-002
        0.80374622940E-001        0.14156624761E+003        0.46992405370E+000        0.14109632355E+003        0.14156772431E+003        0.14767069121E-002
        0.80494450911E-001        0.14118678632E+003        0.46950203229E+000        0.14071728428E+003        0.14118826303E+003        0.14767146873E-002
        0.80614368140E-001        0.14080854570E+003        0.46908061488E+000        0.14033946509E+003        0.14081002243E+003        0.14767224796E-002
        0.80734374626E-001        0.14043152108E+003        0.46865980016E+000        0.13996286128E+003        0.14043299781E+003        0.14767302892E-002
        0.80854470369E-001        0.14005570778E+003        0.46823958683E+000        0.13958746820E+003        0.14005718452E+003        0.14767381160E-002
        0.80974655370E-001        0.13968110116E+003        0.46781997357E+000        0.13921328119E+003        0.13968257791E+003        0.14767459601E-002
        0.81094929628E-001        0.13930769659E+003        0.46740095910E+000        0.13884029563E+003        0.13930917334E+003        0.14767538215E-002
        0.81215293143E-001        0.13893548947E+003        0.46698254212E+000        0.13846850692E+003        0.13893696623E+003        0.14767617002E-002
        0.81335745916E-001        0.13856447520E+003        0.46656472134E+000        0.13809791048E+003        0.13856595197E+003        0.14767695963E-002
        0.81456287946E-001        0.13819464924E+003        0.46614749546E+000        0.13772850174E+003        0.13819612602E+003        0.14767775097E-002
        0.81576919234E-001        0.13782600703E+003        0.46573086321E+000        0.13736027617E+003        0.13782748382E+003        0.14767854406E-002
        0.81697639778E-001        0.13745854406E+003        0.46531482330E+000        0.13699322924E+003        0.13746002085E+003        0.14767933889E-002
        0.81818449580E-001        0.13709225582E+003        0.46489937446E+000        0.13662735644E+003        0.13709373262E+003        0.14768013546E-002
        0.81939348640E-001        0.13672713783E+003        0.46448451542E+000        0.13626265331E+003        0.13672861463E+003        0.14768093379E-002
        0.82060336956E-001        0.13636318562E+003        0.46407024491E+000        0.13589911538E+003        0.13636466244E+003        0.14768173386E-002
        0.82181414530E-001        0.13600039476E+003        0.46365656166E+000        0.13553673820E+003        0.13600187159E+003        0.14768253569E-002
        0.82302581362E-001        0.13563876083E+003        0.46324346441E+000        0.13517551737E+003        0.13564023767E+003        0.14768333928E-002
        0.82423837450E-001        0.13527827942E+003        0.46283095190E+000        0.13481544847E+003        0.13527975627E+003        0.14768414462E-002
        0.82545182796E-001        0.13491894616E+003        0.46241902289E+000        0.13445652713E+003        0.13492042301E+003        0.14768495173E-002
        0.82666617400E-001        0.13456075667E+003        0.46200767611E+000        0.13409874899E+003        0.13456223353E+003        0.14768576060E-002
        0.82788141261E-001        0.13420370661E+003        0.46159691033E+000        0.13374210970E+003        0.13420518348E+003        0.14768657124E-002
        0.82909754379E-001        0.13384779167E+003        0.46118672430E+000        0.13338660495E+003        0.13384926855E+003        0.14768738365E-002
        0.83031456754E-001        0.13349300754E+003        0.46077711678E+000        0.13303223042E+003        0.13349448442E+003        0.14768819783E-002
        0.83153248387E-001        0.13313934993E+003        0.46036808653E+000        0.13267898184E+003        0.13314082682E+003        0.14768901379E-002
        0.83275129277E-001        0.13278681457E+003        0.45995963233E+000        0.13232685494E+003        0.13278829147E+003        0.14768983152E-002
        0.83397099424E-001        0.13243539722E+003        0.45955175294E+000        0.13197584547E+003        0.13243687413E+003        0.14769065103E-002
        0.83519158829E-001        0.13208509366E+003        0.45914444713E+000        0.13162594921E+003        0.13208657057E+003        0.14769147233E-002
        0.83641307491E-001        0.13173589966E+003        0.45873771370E+000        0.13127716195E+003        0.13173737659E+003        0.14769229541E-002
        0.83763545410E-001        0.13138781105E+003        0.45833155142E+000        0.13092947950E+003        0.13138928798E+003        0.14769312029E-002
        0.83885872587E-001        0.13104082365E+003        0.45792595907E+000        0.13058289769E+003        0.13104230059E+003        0.14769394695E-002
        0.84008289021E-001        0.13069493330E+003        0.45752093544E+000        0.13023741236E+003        0.13069641025E+003        0.14769477541E-002
        0.84130794712E-001        0.13035013587E+003        0.45711647934E+000        0.12989301939E+003        0.13035161283E+003        0.14769560566E-002
        0.84253389661E-001        0.13000642725E+003        0.45671258954E+000        0.12954971466E+003        0.13000790421E+003        0.14769643771E-002
        0.84376073867E-001        0.12966380333E+003        0.45630926486E+000        0.12920749407E+003        0.12966528030E+003        0.14769727157E-002
        0.84498847330E-001        0.12932226004E+003        0.45590650409E+000        0.12886635353E+003        0.12932373702E+003        0.14769810723E-002
        0.84621710051E-001        0.12898179331E+003        0.45550430604E+000        0.12852628900E+003        0.12898327030E+003        0.14769894469E-002
        0.84744662029E-001        0.12864239910E+003        0.45510266953E+000        0.12818729643E+003        0.12864387610E+003        0.14769978397E-002
        0.84867703265E-001        0.12830407338E+003        0.45470159336E+000        0.12784937179E+003        0.12830555039E+003        0.14770062506E-002
        0.84990833757E-001        0.12796681215E+003        0.45430107635E+000        0.12751251107E+003        0.12796828916E+003        0.14770146796E-002
        0.85114053507E-001        0.12763061141E+003        0.45390111733E+000        0.12717671029E+003        0.12763208843E+003        0.14770231269E-002
        0.85237362515E-001        0.12729546719E+003        0.45350171511E+000        0.12684196547E+003        0.12729694422E+003        0.14770315923E-002
        0.85360760780E-001        0.12696137553E+003        0.45310286852E+000        0.12650827266E+003        0.12696285257E+003        0.14770400760E-002
        0.85484248302E-001        0.12662833250E+003        0.45270457640E+000        0.12617562792E+003        0.12662980955E+003        0.14770485779E-002
        0.85607825081E-001        0.12629633417E+003        0.45230683757E+000        0.12584402733E+003        0.12629781123E+003        0.14770570981E-002
        0.85731491118E-001        0.12596537664E+003        0.45190965087E+000        0.12551346699E+003        0.12596685371E+003        0.14770656367E-002
        0.85855246412E-001        0.12563545603E+003        0.45151301515E+000        0.12518394301E+003        0.12563693310E+003        0.14770741935E-002
        0.85979090963E-001        0.12530656846E+003        0.45111692925E+000        0.12485545153E+003        0.12530804554E+003        0.14770827688E-002
        0.86103024772E-001        0.12497871008E+003        0.45072139201E+000        0.12452798869E+003        0.12498018717E+003        0.14770913624E-002
        0.86227047838E-001        0.12465187706E+003        0.45032640228E+000        0.12420155066E+003        0.12465335416E+003        0.14770999745E-002
        0.86351160161E-001        0.12432606557E+003        0.44993195892E+000        0.12387613361E+003        0.12432754268E+003        0.14771086050E-002
        0.86475361742E-001        0.12400127182E+003        0.44953806079E+000        0.12355173376E+003        0.12400274894E+003        0.14771172541E-002
        0.86599652580E-001        0.12367749202E+003        0.44914470674E+000        0.12322834731E+003        0.12367896915E+003        0.14771259216E-002
        0.86724032676E-001        0.12335472240E+003        0.44875189564E+000        0.12290597050E+003        0.12335619953E+003        0.14771346076E-002
        0.86848502028E-001        0.12303295920E+003        0.44835962636E+000        0.12258459958E+003        0.12303443635E+003        0.14771433122E-002
        0.86973060638E-001        0.12271219870E+003        0.44796789775E+000        0.12226423080E+003        0.12271367585E+003        0.14771520354E-002
        0.87097708506E-001        0.12239243717E+003        0.44757670871E+000        0.12194486046E+003        0.12239391433E+003        0.14771607772E-002
        0.87222445630E-001        0.12207367090E+003        0.44718605810E+000        0.12162648485E+003        0.12207514807E+003        0.14771695377E-002
        0.87347272013E-001        0.12175589622E+003        0.44679594480E+000        0.12130910028E+003        0.12175737340E+003        0.14771783168E-002
        0.87472187652E-001        0.12143910945E+003        0.44640636769E+000        0.12099270308E+003        0.12144058663E+003        0.14771871147E-002
        0.87597192549E-001        0.12112330692E+003        0.44601732567E+000        0.12067728960E+003        0.12112478412E+003        0.14771959312E-002
        0.87722286703E-001        0.12080848502E+003        0.44562881761E+000        0.12036285620E+003        0.12080996222E+003        0.14772047665E-002
        0.87847470114E-001        0.12049464010E+003        0.44524084242E+000        0.12004939925E+003        0.12049611731E+003        0.14772136206E-002
        0.87972742783E-001        0.12018176856E+003        0.44485339899E+000        0.11973691516E+003        0.12018324578E+003        0.14772224935E-002
        0.88098104709E-001        0.11986986682E+003        0.44446648620E+000        0.11942540033E+003        0.11987134405E+003        0.14772313853E-002
        0.88223555892E-001        0.11955893128E+003        0.44408010298E+000        0.11911485118E+003        0.11956040852E+003        0.14772402959E-002
        0.88349096333E-001        0.11924895840E+003        0.44369424821E+000        0.11880526415E+003        0.11925043565E+003        0.14772492254E-002
        0.88474726031E-001        0.11893994462E+003        0.44330892082E+000        0.11849663570E+003        0.11894142188E+003        0.14772581738E-002
        0.88600444987E-001        0.11863188642E+003        0.44292411970E+000        0.11818896230E+003        0.11863336369E+003        0.14772671411E-002
        0.88726253199E-001        0.11832478028E+003        0.44253984377E+000        0.11788224044E+003        0.11832625756E+003        0.14772761274E-002
        0.88852150670E-001        0.11801862270E+003        0.44215609195E+000        0.11757646661E+003        0.11802009999E+003        0.14772851328E-002
        0.88978137397E-001        0.11771341020E+003        0.44177286316E+000        0.11727163733E+003        0.11771488749E+003        0.14772941571E-002
        0.89104213382E-001        0.11740913930E+003        0.44139015633E+000        0.11696774914E+003        0.11741061660E+003        0.14773032005E-002
        0.89230378624E-001        0.11710580655E+003        0.44100797037E+000        0.11666479858E+003        0.11710728386E+003        0.14773122630E-002
        0.89356633123E-001        0.11680340851E+003        0.44062630421E+000        0.11636278221E+003        0.11680488583E+003        0.14773213446E-002
        0.89482976880E-001        0.11650194176E+003        0.44024515680E+000        0.11606169660E+003        0.11650341909E+003        0.14773304454E-002
        0.89609409894E-001        0.11620140288E+003        0.43986452705E+000        0.11576153835E+003        0.11620288022E+003        0.14773395653E-002
        0.89735932165E-001        0.11590178848E+003        0.43948441392E+000        0.11546230406E+003        0.11590326583E+003        0.14773487044E-002
        0.89862543694E-001        0.11560309518E+003        0.43910481634E+000        0.11516399036E+003        0.11560457253E+003        0.14773578627E-002
