 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    2.88757004311296     
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                    nefull                    neext 
        0.23064863252E+001        0.18094905333E-001        0.15231606857E-001        0.28632984758E-002        0.23151957503E-001        0.50570521705E-002
        0.23071280409E+001        0.18073962070E-001        0.15219802336E-001        0.28541597345E-002        0.23133869986E-001        0.50599079153E-002
        0.23077698457E+001        0.18053043094E-001        0.15208001582E-001        0.28450415123E-002        0.23115809009E-001        0.50627659155E-002
        0.23084117398E+001        0.18032148374E-001        0.15196204595E-001        0.28359437792E-002        0.23097774547E-001        0.50656261730E-002
        0.23090537232E+001        0.18011277880E-001        0.15184411375E-001        0.28268665054E-002        0.23079766570E-001        0.50684886899E-002
        0.23096957958E+001        0.17990431583E-001        0.15172621922E-001        0.28178096610E-002        0.23061785051E-001        0.50713534681E-002
        0.23103379577E+001        0.17969609453E-001        0.15160836237E-001        0.28087732164E-002        0.23043829963E-001        0.50742205096E-002
        0.23109802089E+001        0.17948811460E-001        0.15149054318E-001        0.27997571416E-002        0.23025901276E-001        0.50770898164E-002
        0.23116225493E+001        0.17928037574E-001        0.15137276167E-001        0.27907614071E-002        0.23007998965E-001        0.50799613905E-002
        0.23122649790E+001        0.17907287766E-001        0.15125501783E-001        0.27817859830E-002        0.22990123000E-001        0.50828352338E-002
        0.23129074979E+001        0.17886562007E-001        0.15113731167E-001        0.27728308399E-002        0.22972273355E-001        0.50857113485E-002
        0.23135501061E+001        0.17865860266E-001        0.15101964318E-001        0.27638959480E-002        0.22954450002E-001        0.50885897364E-002
        0.23141928035E+001        0.17845182514E-001        0.15090201236E-001        0.27549812778E-002        0.22936652914E-001        0.50914703996E-002
        0.23148355902E+001        0.17824528722E-001        0.15078441922E-001        0.27460867997E-002        0.22918882062E-001        0.50943533400E-002
        0.23154784661E+001        0.17803898860E-001        0.15066686376E-001        0.27372124843E-002        0.22901137420E-001        0.50972385597E-002
        0.23161214313E+001        0.17783292899E-001        0.15054934597E-001        0.27283583020E-002        0.22883418960E-001        0.51001260607E-002
        0.23167644858E+001        0.17762710810E-001        0.15043186587E-001        0.27195242235E-002        0.22865726655E-001        0.51030158449E-002
        0.23174076295E+001        0.17742152563E-001        0.15031442344E-001        0.27107102194E-002        0.22848060478E-001        0.51059079144E-002
        0.23180508625E+001        0.17721618129E-001        0.15019701869E-001        0.27019162602E-002        0.22830420400E-001        0.51088022712E-002
        0.23186941848E+001        0.17701107479E-001        0.15007965162E-001        0.26931423167E-002        0.22812806396E-001        0.51116989173E-002
        0.23193375962E+001        0.17680620583E-001        0.14996232224E-001        0.26843883595E-002        0.22795218438E-001        0.51145978548E-002
        0.23199810970E+001        0.17660157413E-001        0.14984503053E-001        0.26756543595E-002        0.22777656499E-001        0.51174990856E-002
        0.23206246870E+001        0.17639717939E-001        0.14972777652E-001        0.26669402873E-002        0.22760120551E-001        0.51204026118E-002
        0.23212683663E+001        0.17619302132E-001        0.14961056018E-001        0.26582461139E-002        0.22742610568E-001        0.51233084353E-002
        0.23219121348E+001        0.17598909964E-001        0.14949338154E-001        0.26495718100E-002        0.22725126522E-001        0.51262165583E-002
        0.23225559926E+001        0.17578541405E-001        0.14937624058E-001        0.26409173465E-002        0.22707668387E-001        0.51291269827E-002
        0.23231999396E+001        0.17558196426E-001        0.14925913731E-001        0.26322826944E-002        0.22690236136E-001        0.51320397106E-002
        0.23238439759E+001        0.17537874998E-001        0.14914207174E-001        0.26236678245E-002        0.22672829742E-001        0.51349547439E-002
        0.23244881015E+001        0.17517577093E-001        0.14902504385E-001        0.26150727080E-002        0.22655449178E-001        0.51378720848E-002
        0.23251323163E+001        0.17497302682E-001        0.14890805367E-001        0.26064973157E-002        0.22638094418E-001        0.51407917353E-002
        0.23257766203E+001        0.17477051736E-001        0.14879110117E-001        0.25979416189E-002        0.22620765433E-001        0.51437136973E-002
        0.23264210137E+001        0.17456824226E-001        0.14867418637E-001        0.25894055884E-002        0.22603462199E-001        0.51466379731E-002
        0.23270654963E+001        0.17436620123E-001        0.14855730928E-001        0.25808891956E-002        0.22586184688E-001        0.51495645645E-002
        0.23277100681E+001        0.17416439399E-001        0.14844046988E-001        0.25723924115E-002        0.22568932873E-001        0.51524934737E-002
        0.23283547292E+001        0.17396282025E-001        0.14832366818E-001        0.25639152073E-002        0.22551706728E-001        0.51554247027E-002
        0.23289994795E+001        0.17376147973E-001        0.14820690419E-001        0.25554575543E-002        0.22534506227E-001        0.51583582535E-002
        0.23296443192E+001        0.17356037214E-001        0.14809017790E-001        0.25470194237E-002        0.22517331342E-001        0.51612941282E-002
        0.23302892480E+001        0.17335949719E-001        0.14797348933E-001        0.25386007868E-002        0.22500182048E-001        0.51642323288E-002
        0.23309342662E+001        0.17315885461E-001        0.14785683846E-001        0.25302016150E-002        0.22483058318E-001        0.51671728574E-002
        0.23315793735E+001        0.17295844410E-001        0.14774022530E-001        0.25218218796E-002        0.22465960126E-001        0.51701157161E-002
        0.23322245702E+001        0.17275826538E-001        0.14762364986E-001        0.25134615520E-002        0.22448887445E-001        0.51730609069E-002
        0.23328698561E+001        0.17255831817E-001        0.14750711213E-001        0.25051206037E-002        0.22431840249E-001        0.51760084319E-002
        0.23335152312E+001        0.17235860218E-001        0.14739061212E-001        0.24967990060E-002        0.22414818512E-001        0.51789582932E-002
        0.23341606956E+001        0.17215911714E-001        0.14727414984E-001        0.24884967306E-002        0.22397822207E-001        0.51819104928E-002
        0.23348062493E+001        0.17195986276E-001        0.14715772527E-001        0.24802137489E-002        0.22380851309E-001        0.51848650328E-002
        0.23354518922E+001        0.17176083876E-001        0.14704133843E-001        0.24719500325E-002        0.22363905791E-001        0.51878219153E-002
        0.23360976244E+001        0.17156204485E-001        0.14692498932E-001        0.24637055530E-002        0.22346985627E-001        0.51907811424E-002
        0.23367434459E+001        0.17136348075E-001        0.14680867793E-001        0.24554802821E-002        0.22330090791E-001        0.51937427160E-002
        0.23373893566E+001        0.17116514619E-001        0.14669240428E-001        0.24472741914E-002        0.22313221258E-001        0.51967066384E-002
        0.23380353565E+001        0.17096704089E-001        0.14657616836E-001        0.24390872526E-002        0.22296377000E-001        0.51996729115E-002
        0.23386814457E+001        0.17076916456E-001        0.14645997018E-001        0.24309194374E-002        0.22279557993E-001        0.52026415375E-002
        0.23393276242E+001        0.17057151692E-001        0.14634380974E-001        0.24227707176E-002        0.22262764211E-001        0.52056125185E-002
        0.23399738919E+001        0.17037409770E-001        0.14622768705E-001        0.24146410651E-002        0.22245995626E-001        0.52085858566E-002
        0.23406202489E+001        0.17017690661E-001        0.14611160209E-001        0.24065304516E-002        0.22229252215E-001        0.52115615537E-002
        0.23412666952E+001        0.16997994338E-001        0.14599555489E-001        0.23984388490E-002        0.22212533950E-001        0.52145396122E-002
        0.23419132307E+001        0.16978320773E-001        0.14587954543E-001        0.23903662293E-002        0.22195840807E-001        0.52175200340E-002
        0.23425598554E+001        0.16958669938E-001        0.14576357373E-001        0.23823125643E-002        0.22179172759E-001        0.52205028212E-002
        0.23432065695E+001        0.16939041805E-001        0.14564763979E-001        0.23742778260E-002        0.22162529781E-001        0.52234879760E-002
        0.23438533727E+001        0.16919436347E-001        0.14553174360E-001        0.23662619864E-002        0.22145911847E-001        0.52264755004E-002
        0.23445002653E+001        0.16899853536E-001        0.14541588518E-001        0.23582650175E-002        0.22129318932E-001        0.52294653966E-002
        0.23451472470E+001        0.16880293344E-001        0.14530006452E-001        0.23502868915E-002        0.22112751011E-001        0.52324576666E-002
        0.23457943181E+001        0.16860755744E-001        0.14518428164E-001        0.23423275804E-002        0.22096208057E-001        0.52354523126E-002
        0.23464414784E+001        0.16841240708E-001        0.14506853652E-001        0.23343870563E-002        0.22079690045E-001        0.52384493367E-002
        0.23470887280E+001        0.16821748209E-001        0.14495282918E-001        0.23264652914E-002        0.22063196950E-001        0.52414487410E-002
        0.23477360668E+001        0.16802278219E-001        0.14483715962E-001        0.23185622579E-002        0.22046728747E-001        0.52444505277E-002
        0.23483834948E+001        0.16782830711E-001        0.14472152783E-001        0.23106779280E-002        0.22030285410E-001        0.52474546988E-002
        0.23490310122E+001        0.16763405658E-001        0.14460593384E-001        0.23028122740E-002        0.22013866914E-001        0.52504612565E-002
        0.23496786188E+001        0.16744003031E-001        0.14449037763E-001        0.22949652681E-002        0.21997473234E-001        0.52534702028E-002
        0.23503263146E+001        0.16724622804E-001        0.14437485921E-001        0.22871368828E-002        0.21981104344E-001        0.52564815401E-002
        0.23509740997E+001        0.16705264949E-001        0.14425937859E-001        0.22793270903E-002        0.21964760220E-001        0.52594952702E-002
        0.23516219741E+001        0.16685929440E-001        0.14414393577E-001        0.22715358631E-002        0.21948440835E-001        0.52625113955E-002
        0.23522699377E+001        0.16666616248E-001        0.14402853075E-001        0.22637631735E-002        0.21932146166E-001        0.52655299180E-002
        0.23529179906E+001        0.16647325347E-001        0.14391316353E-001        0.22560089940E-002        0.21915876187E-001        0.52685508398E-002
        0.23535661327E+001        0.16628056710E-001        0.14379783413E-001        0.22482732971E-002        0.21899630873E-001        0.52715741632E-002
        0.23542143641E+001        0.16608810309E-001        0.14368254254E-001        0.22405560554E-002        0.21883410200E-001        0.52745998902E-002
        0.23548626847E+001        0.16589586118E-001        0.14356728877E-001        0.22328572413E-002        0.21867214141E-001        0.52776280231E-002
        0.23555110946E+001        0.16570384109E-001        0.14345207282E-001        0.22251768274E-002        0.21851042673E-001        0.52806585638E-002
        0.23561595938E+001        0.16551204256E-001        0.14333689469E-001        0.22175147864E-002        0.21834895770E-001        0.52836915147E-002
        0.23568081822E+001        0.16532046530E-001        0.14322175439E-001        0.22098710910E-002        0.21818773408E-001        0.52867268779E-002
        0.23574568599E+001        0.16512910907E-001        0.14310665193E-001        0.22022457136E-002        0.21802675562E-001        0.52897646555E-002
        0.23581056268E+001        0.16493797358E-001        0.14299158731E-001        0.21946386272E-002        0.21786602207E-001        0.52928048496E-002
        0.23587544830E+001        0.16474705857E-001        0.14287656052E-001        0.21870498044E-002        0.21770553319E-001        0.52958474625E-002
        0.23594034285E+001        0.16455636376E-001        0.14276157158E-001        0.21794792180E-002        0.21754528873E-001        0.52988924962E-002
        0.23600524632E+001        0.16436588890E-001        0.14264662050E-001        0.21719268407E-002        0.21738528843E-001        0.53019399530E-002
        0.23607015872E+001        0.16417563372E-001        0.14253170726E-001        0.21643926455E-002        0.21722553207E-001        0.53049898350E-002
        0.23613508004E+001        0.16398559794E-001        0.14241683189E-001        0.21568766052E-002        0.21706601938E-001        0.53080421444E-002
        0.23620001029E+001        0.16379578130E-001        0.14230199438E-001        0.21493786927E-002        0.21690675014E-001        0.53110968835E-002
        0.23626494946E+001        0.16360618354E-001        0.14218719473E-001        0.21418988809E-002        0.21674772408E-001        0.53141540542E-002
        0.23632989756E+001        0.16341680439E-001        0.14207243296E-001        0.21344371428E-002        0.21658894098E-001        0.53172136589E-002
        0.23639485458E+001        0.16322764358E-001        0.14195770906E-001        0.21269934513E-002        0.21643040057E-001        0.53202756997E-002
        0.23645982053E+001        0.16303870084E-001        0.14184302305E-001        0.21195677795E-002        0.21627210263E-001        0.53233401788E-002
        0.23652479541E+001        0.16284997592E-001        0.14172837492E-001        0.21121601004E-002        0.21611404691E-001        0.53264070984E-002
        0.23658977921E+001        0.16266146855E-001        0.14161376468E-001        0.21047703871E-002        0.21595623316E-001        0.53294764607E-002
        0.23665477194E+001        0.16247317847E-001        0.14149919234E-001        0.20973986128E-002        0.21579866115E-001        0.53325482677E-002
        0.23671977359E+001        0.16228510540E-001        0.14138465790E-001        0.20900447505E-002        0.21564133062E-001        0.53356225219E-002
        0.23678478417E+001        0.16209724910E-001        0.14127016136E-001        0.20827087735E-002        0.21548424135E-001        0.53386992253E-002
        0.23684980368E+001        0.16190960928E-001        0.14115570273E-001        0.20753906549E-002        0.21532739308E-001        0.53417783801E-002
        0.23691483211E+001        0.16172218570E-001        0.14104128202E-001        0.20680903679E-002        0.21517078559E-001        0.53448599886E-002
        0.23697986947E+001        0.16153497809E-001        0.14092689923E-001        0.20608078860E-002        0.21501441862E-001        0.53479440529E-002
        0.23704491575E+001        0.16134798619E-001        0.14081255436E-001        0.20535431822E-002        0.21485829194E-001        0.53510305753E-002
        0.23710997096E+001        0.16116120973E-001        0.14069824743E-001        0.20462962301E-002        0.21470240531E-001        0.53541195580E-002
        0.23717503509E+001        0.16097464845E-001        0.14058397843E-001        0.20390670028E-002        0.21454675849E-001        0.53572110031E-002
        0.23724010815E+001        0.16078830211E-001        0.14046974737E-001        0.20318554739E-002        0.21439135123E-001        0.53603049130E-002
        0.23730519014E+001        0.16060217042E-001        0.14035555425E-001        0.20246616167E-002        0.21423618332E-001        0.53634012897E-002
        0.23737028105E+001        0.16041625314E-001        0.14024139909E-001        0.20174854047E-002        0.21408125449E-001        0.53665001356E-002
        0.23743538088E+001        0.16023055000E-001        0.14012728188E-001        0.20103268113E-002        0.21392656452E-001        0.53696014528E-002
        0.23750048965E+001        0.16004506074E-001        0.14001320264E-001        0.20031858101E-002        0.21377211318E-001        0.53727052436E-002
        0.23756560734E+001        0.15985978511E-001        0.13989916136E-001        0.19960623745E-002        0.21361790021E-001        0.53758115101E-002
        0.23763073395E+001        0.15967472284E-001        0.13978515806E-001        0.19889564783E-002        0.21346392539E-001        0.53789202547E-002
        0.23769586949E+001        0.15948987369E-001        0.13967119274E-001        0.19818680949E-002        0.21331018848E-001        0.53820314796E-002
        0.23776101395E+001        0.15930523738E-001        0.13955726540E-001        0.19747971980E-002        0.21315668925E-001        0.53851451870E-002
        0.23782616735E+001        0.15912081366E-001        0.13944337605E-001        0.19677437613E-002        0.21300342745E-001        0.53882613791E-002
        0.23789132966E+001        0.15893660228E-001        0.13932952470E-001        0.19607077584E-002        0.21285040286E-001        0.53913800582E-002
        0.23795650091E+001        0.15875260298E-001        0.13921571135E-001        0.19536891630E-002        0.21269761524E-001        0.53945012265E-002
        0.23802168107E+001        0.15856881549E-001        0.13910193601E-001        0.19466879489E-002        0.21254506436E-001        0.53976248862E-002
        0.23808687017E+001        0.15838523958E-001        0.13898819868E-001        0.19397040899E-002        0.21239274997E-001        0.54007510397E-002
        0.23815206819E+001        0.15820187497E-001        0.13887449937E-001        0.19327375598E-002        0.21224067186E-001        0.54038796891E-002
        0.23821727513E+001        0.15801872141E-001        0.13876083809E-001        0.19257883324E-002        0.21208882978E-001        0.54070108367E-002
        0.23828249100E+001        0.15783577865E-001        0.13864721484E-001        0.19188563816E-002        0.21193722350E-001        0.54101444847E-002
        0.23834771580E+001        0.15765304644E-001        0.13853362962E-001        0.19119416813E-002        0.21178585279E-001        0.54132806355E-002
        0.23841294952E+001        0.15747052451E-001        0.13842008246E-001        0.19050442053E-002        0.21163471742E-001        0.54164192913E-002
        0.23847819217E+001        0.15728821262E-001        0.13830657334E-001        0.18981639277E-002        0.21148381716E-001        0.54195604543E-002
        0.23854344375E+001        0.15710611050E-001        0.13819310228E-001        0.18913008225E-002        0.21133315177E-001        0.54227041268E-002
        0.23860870425E+001        0.15692421792E-001        0.13807966928E-001        0.18844548635E-002        0.21118272103E-001        0.54258503112E-002
        0.23867397367E+001        0.15674253461E-001        0.13796627436E-001        0.18776260249E-002        0.21103252470E-001        0.54289990095E-002
        0.23873925202E+001        0.15656106031E-001        0.13785291751E-001        0.18708142808E-002        0.21088256256E-001        0.54321502242E-002
        0.23880453930E+001        0.15637979479E-001        0.13773959874E-001        0.18640196052E-002        0.21073283437E-001        0.54353039575E-002
        0.23886983550E+001        0.15619873778E-001        0.13762631806E-001        0.18572419723E-002        0.21058333990E-001        0.54384602117E-002
        0.23893514063E+001        0.15601788904E-001        0.13751307548E-001        0.18504813562E-002        0.21043407893E-001        0.54416189890E-002
        0.23900045469E+001        0.15583724831E-001        0.13739987100E-001        0.18437377312E-002        0.21028505123E-001        0.54447802918E-002
        0.23906577767E+001        0.15565681535E-001        0.13728670463E-001        0.18370110713E-002        0.21013625657E-001        0.54479441222E-002
        0.23913110957E+001        0.15547658989E-001        0.13717357638E-001        0.18303013509E-002        0.20998769472E-001        0.54511104827E-002
        0.23919645041E+001        0.15529657170E-001        0.13706048625E-001        0.18236085442E-002        0.20983936545E-001        0.54542793756E-002
        0.23926180016E+001        0.15511676051E-001        0.13694743426E-001        0.18169326255E-002        0.20969126854E-001        0.54574508030E-002
        0.23932715885E+001        0.15493715609E-001        0.13683442040E-001        0.18102735692E-002        0.20954340376E-001        0.54606247674E-002
        0.23939252645E+001        0.15475775818E-001        0.13672144468E-001        0.18036313496E-002        0.20939577088E-001        0.54638012709E-002
        0.23945790299E+001        0.15457856653E-001        0.13660850711E-001        0.17970059411E-002        0.20924836969E-001        0.54669803160E-002
        0.23952328845E+001        0.15439958089E-001        0.13649560771E-001        0.17903973181E-002        0.20910119994E-001        0.54701619049E-002
        0.23958868284E+001        0.15422080102E-001        0.13638274647E-001        0.17838054550E-002        0.20895426142E-001        0.54733460399E-002
        0.23965408615E+001        0.15404222667E-001        0.13626992340E-001        0.17772303263E-002        0.20880755390E-001        0.54765327233E-002
        0.23971949838E+001        0.15386385758E-001        0.13615713852E-001        0.17706719066E-002        0.20866107716E-001        0.54797219574E-002
        0.23978491955E+001        0.15368569352E-001        0.13604439182E-001        0.17641301702E-002        0.20851483097E-001        0.54829137446E-002
        0.23985034964E+001        0.15350773424E-001        0.13593168332E-001        0.17576050919E-002        0.20836881511E-001        0.54861080872E-002
        0.23991578865E+001        0.15332997948E-001        0.13581901302E-001        0.17510966460E-002        0.20822302935E-001        0.54893049875E-002
        0.23998123659E+001        0.15315242900E-001        0.13570638093E-001        0.17446048074E-002        0.20807747348E-001        0.54925044479E-002
        0.24004669346E+001        0.15297508257E-001        0.13559378706E-001        0.17381295506E-002        0.20793214727E-001        0.54957064705E-002
        0.24011215925E+001        0.15279793992E-001        0.13548123142E-001        0.17316708502E-002        0.20778705050E-001        0.54989110579E-002
        0.24017763397E+001        0.15262100081E-001        0.13536871400E-001        0.17252286809E-002        0.20764218294E-001        0.55021182123E-002
        0.24024311761E+001        0.15244426501E-001        0.13525623484E-001        0.17188030176E-002        0.20749754437E-001        0.55053279361E-002
        0.24030861018E+001        0.15226773226E-001        0.13514379391E-001        0.17123938349E-002        0.20735313458E-001        0.55085402315E-002
        0.24037411167E+001        0.15209140233E-001        0.13503139125E-001        0.17060011075E-002        0.20720895334E-001        0.55117551009E-002
        0.24043962210E+001        0.15191527496E-001        0.13491902685E-001        0.16996248104E-002        0.20706500043E-001        0.55149725467E-002
        0.24050514144E+001        0.15173934991E-001        0.13480670073E-001        0.16932649182E-002        0.20692127562E-001        0.55181925713E-002
        0.24057066971E+001        0.15156362695E-001        0.13469441289E-001        0.16869214060E-002        0.20677777872E-001        0.55214151769E-002
        0.24063620691E+001        0.15138810582E-001        0.13458216333E-001        0.16805942485E-002        0.20663450948E-001        0.55246403659E-002
        0.24070175303E+001        0.15121278628E-001        0.13446995208E-001        0.16742834207E-002        0.20649146769E-001        0.55278681407E-002
        0.24076730808E+001        0.15103766810E-001        0.13435777913E-001        0.16679888974E-002        0.20634865314E-001        0.55310985036E-002
        0.24083287206E+001        0.15086275103E-001        0.13424564449E-001        0.16617106538E-002        0.20620606560E-001        0.55343314571E-002
        0.24089844496E+001        0.15068803482E-001        0.13413354818E-001        0.16554486647E-002        0.20606370486E-001        0.55375670034E-002
        0.24096402679E+001        0.15051351924E-001        0.13402149019E-001        0.16492029052E-002        0.20592157069E-001        0.55408051449E-002
        0.24102961754E+001        0.15033920405E-001        0.13390947055E-001        0.16429733504E-002        0.20577966289E-001        0.55440458839E-002
        0.24109521722E+001        0.15016508901E-001        0.13379748925E-001        0.16367599752E-002        0.20563798124E-001        0.55472892230E-002
        0.24116082582E+001        0.14999117386E-001        0.13368554632E-001        0.16305627548E-002        0.20549652551E-001        0.55505351643E-002
        0.24122644335E+001        0.14981745839E-001        0.13357364174E-001        0.16243816644E-002        0.20535529549E-001        0.55537837104E-002
        0.24129206980E+001        0.14964394233E-001        0.13346177554E-001        0.16182166790E-002        0.20521429097E-001        0.55570348635E-002
        0.24135770518E+001        0.14947062547E-001        0.13334994773E-001        0.16120677739E-002        0.20507351173E-001        0.55602886261E-002
        0.24142334949E+001        0.14929750755E-001        0.13323815830E-001        0.16059349243E-002        0.20493295755E-001        0.55635450006E-002
        0.24148900272E+001        0.14912458833E-001        0.13312640728E-001        0.15998181053E-002        0.20479262823E-001        0.55668039893E-002
        0.24155466488E+001        0.14895186759E-001        0.13301469467E-001        0.15937172923E-002        0.20465252354E-001        0.55700655947E-002
        0.24162033597E+001        0.14877934508E-001        0.13290302047E-001        0.15876324606E-002        0.20451264327E-001        0.55733298191E-002
        0.24168601597E+001        0.14860702056E-001        0.13279138470E-001        0.15815635854E-002        0.20437298720E-001        0.55765966649E-002
        0.24175170491E+001        0.14843489379E-001        0.13267978737E-001        0.15755106421E-002        0.20423355514E-001        0.55798661345E-002
        0.24181740277E+001        0.14826296455E-001        0.13256822849E-001        0.15694736060E-002        0.20409434685E-001        0.55831382303E-002
        0.24188310956E+001        0.14809123258E-001        0.13245670806E-001        0.15634524526E-002        0.20395536213E-001        0.55864129548E-002
        0.24194882527E+001        0.14791969766E-001        0.13234522609E-001        0.15574471573E-002        0.20381660077E-001        0.55896903102E-002
        0.24201454991E+001        0.14774835955E-001        0.13223378260E-001        0.15514576954E-002        0.20367806255E-001        0.55929702991E-002
        0.24208028347E+001        0.14757721802E-001        0.13212237759E-001        0.15454840426E-002        0.20353974726E-001        0.55962529239E-002
        0.24214602596E+001        0.14740627282E-001        0.13201101108E-001        0.15395261742E-002        0.20340165469E-001        0.55995381870E-002
        0.24221177738E+001        0.14723552372E-001        0.13189968307E-001        0.15335840658E-002        0.20326378463E-001        0.56028260907E-002
        0.24227753772E+001        0.14706497049E-001        0.13178839357E-001        0.15276576929E-002        0.20312613687E-001        0.56061166376E-002
        0.24234330698E+001        0.14689461290E-001        0.13167714259E-001        0.15217470311E-002        0.20298871120E-001        0.56094098300E-002
        0.24240908518E+001        0.14672445070E-001        0.13156593014E-001        0.15158520561E-002        0.20285150741E-001        0.56127056703E-002
        0.24247487230E+001        0.14655448367E-001        0.13145475624E-001        0.15099727434E-002        0.20271452528E-001        0.56160041611E-002
        0.24254066834E+001        0.14638471157E-001        0.13134362088E-001        0.15041090686E-002        0.20257776462E-001        0.56193053046E-002
        0.24260647331E+001        0.14621513417E-001        0.13123252409E-001        0.14982610075E-002        0.20244122520E-001        0.56226091034E-002
        0.24267228720E+001        0.14604575123E-001        0.13112146587E-001        0.14924285358E-002        0.20230490683E-001        0.56259155599E-002
        0.24273811003E+001        0.14587656252E-001        0.13101044623E-001        0.14866116291E-002        0.20216880929E-001        0.56292246765E-002
        0.24280394177E+001        0.14570756782E-001        0.13089946518E-001        0.14808102633E-002        0.20203293237E-001        0.56325364558E-002
        0.24286978245E+001        0.14553876688E-001        0.13078852274E-001        0.14750244140E-002        0.20189727588E-001        0.56358509000E-002
        0.24293563204E+001        0.14537015947E-001        0.13067761890E-001        0.14692540572E-002        0.20176183959E-001        0.56391680118E-002
        0.24300149057E+001        0.14520174538E-001        0.13056675369E-001        0.14634991686E-002        0.20162662331E-001        0.56424877935E-002
        0.24306735802E+001        0.14503352435E-001        0.13045592711E-001        0.14577597241E-002        0.20149162683E-001        0.56458102475E-002
        0.24313323439E+001        0.14486549617E-001        0.13034513917E-001        0.14520356996E-002        0.20135684993E-001        0.56491353765E-002
        0.24319911969E+001        0.14469766060E-001        0.13023438989E-001        0.14463270709E-002        0.20122229242E-001        0.56524631827E-002
        0.24326501392E+001        0.14453001741E-001        0.13012367927E-001        0.14406338140E-002        0.20108795410E-001        0.56557936687E-002
        0.24333091707E+001        0.14436256637E-001        0.13001300733E-001        0.14349559049E-002        0.20095383474E-001        0.56591268369E-002
        0.24339682915E+001        0.14419530726E-001        0.12990237407E-001        0.14292933195E-002        0.20081993416E-001        0.56624626898E-002
        0.24346275016E+001        0.14402823984E-001        0.12979177950E-001        0.14236460338E-002        0.20068625214E-001        0.56658012299E-002
        0.24352868009E+001        0.14386136389E-001        0.12968122365E-001        0.14180140238E-002        0.20055278848E-001        0.56691424597E-002
        0.24359461894E+001        0.14369467917E-001        0.12957070651E-001        0.14123972656E-002        0.20041954298E-001        0.56724863816E-002
        0.24366056672E+001        0.14352818545E-001        0.12946022810E-001        0.14067957354E-002        0.20028651543E-001        0.56758329981E-002
        0.24372652343E+001        0.14336188252E-001        0.12934978843E-001        0.14012094090E-002        0.20015370564E-001        0.56791823118E-002
        0.24379248907E+001        0.14319577014E-001        0.12923938751E-001        0.13956382628E-002        0.20002111339E-001        0.56825343250E-002
        0.24385846362E+001        0.14302984808E-001        0.12912902535E-001        0.13900822729E-002        0.19988873849E-001        0.56858890403E-002
        0.24392444711E+001        0.14286411612E-001        0.12901870197E-001        0.13845414153E-002        0.19975658073E-001        0.56892464602E-002
        0.24399043952E+001        0.14269857403E-001        0.12890841737E-001        0.13790156664E-002        0.19962463991E-001        0.56926065872E-002
        0.24405644085E+001        0.14253322159E-001        0.12879817157E-001        0.13735050023E-002        0.19949291583E-001        0.56959694237E-002
        0.24412245112E+001        0.14236805856E-001        0.12868796457E-001        0.13680093993E-002        0.19936140829E-001        0.56993349723E-002
        0.24418847030E+001        0.14220308473E-001        0.12857779639E-001        0.13625288336E-002        0.19923011708E-001        0.57027032355E-002
        0.24425449842E+001        0.14203829986E-001        0.12846766705E-001        0.13570632816E-002        0.19909904202E-001        0.57060742157E-002
        0.24432053545E+001        0.14187370374E-001        0.12835757654E-001        0.13516127195E-002        0.19896818289E-001        0.57094479156E-002
        0.24438658142E+001        0.14170929613E-001        0.12824752489E-001        0.13461771238E-002        0.19883753950E-001        0.57128243376E-002
        0.24445263631E+001        0.14154507681E-001        0.12813751210E-001        0.13407564707E-002        0.19870711165E-001        0.57162034842E-002
        0.24451870013E+001        0.14138104556E-001        0.12802753819E-001        0.13353507367E-002        0.19857689914E-001        0.57195853580E-002
        0.24458477287E+001        0.14121720215E-001        0.12791760317E-001        0.13299598982E-002        0.19844690176E-001        0.57229699615E-002
        0.24465085454E+001        0.14105354636E-001        0.12780770705E-001        0.13245839315E-002        0.19831711933E-001        0.57263572971E-002
        0.24471694513E+001        0.14089007797E-001        0.12769784984E-001        0.13192228133E-002        0.19818755164E-001        0.57297473675E-002
        0.24478304465E+001        0.14072679675E-001        0.12758803155E-001        0.13138765199E-002        0.19805819850E-001        0.57331401751E-002
        0.24484915309E+001        0.14056370249E-001        0.12747825221E-001        0.13085450279E-002        0.19792905971E-001        0.57365357225E-002
        0.24491527046E+001        0.14040079495E-001        0.12736851181E-001        0.13032283137E-002        0.19780013507E-001        0.57399340122E-002
        0.24498139676E+001        0.14023807391E-001        0.12725881037E-001        0.12979263540E-002        0.19767142438E-001        0.57433350468E-002
        0.24504753198E+001        0.14007553916E-001        0.12714914791E-001        0.12926391254E-002        0.19754292745E-001        0.57467388289E-002
        0.24511367613E+001        0.13991319047E-001        0.12703952443E-001        0.12873666044E-002        0.19741464408E-001        0.57501453609E-002
        0.24517982920E+001        0.13975102763E-001        0.12692993995E-001        0.12821087676E-002        0.19728657408E-001        0.57535546454E-002
        0.24524599120E+001        0.13958905040E-001        0.12682039448E-001        0.12768655917E-002        0.19715871725E-001        0.57569666851E-002
        0.24531216213E+001        0.13942725857E-001        0.12671088804E-001        0.12716370534E-002        0.19703107340E-001        0.57603814823E-002
        0.24537834198E+001        0.13926565192E-001        0.12660142063E-001        0.12664231294E-002        0.19690364232E-001        0.57637990397E-002
        0.24544453075E+001        0.13910423023E-001        0.12649199227E-001        0.12612237963E-002        0.19677642383E-001        0.57672193598E-002
