 # material = aluminum                
 # eff mass density (g/cc) =    2.70000000000000     
 # Zbar =    3.00045714612893     
#  All densities are *4*pi*r^2
#            r(a_B)                    ne_pa                     ne_scr                    ne_ion                   ne_full                   ne_ext 
        0.54296911771E+001       -0.12050720758E+000       -0.12050720758E+000        0.32748197909E-014        0.65036553927E+001        0.66241626003E+001
        0.54340939267E+001       -0.12043755644E+000       -0.12043755644E+000        0.31232774995E-014        0.65150117110E+001        0.66354492674E+001
        0.54384984606E+001       -0.12035957981E+000       -0.12035957981E+000        0.29786916199E-014        0.65263838712E+001        0.66467434510E+001
        0.54429047788E+001       -0.12027331653E+000       -0.12027331653E+000        0.28407454471E-014        0.65377718527E+001        0.66580451692E+001
        0.54473128813E+001       -0.12017880566E+000       -0.12017880566E+000        0.27091365729E-014        0.65491756347E+001        0.66693544404E+001
        0.54517227681E+001       -0.12007608655E+000       -0.12007608655E+000        0.25835762470E-014        0.65605951965E+001        0.66806712831E+001
        0.54561344392E+001       -0.11996519880E+000       -0.11996519880E+000        0.24637887647E-014        0.65720305171E+001        0.66919957159E+001
        0.54605478946E+001       -0.11984618229E+000       -0.11984618229E+000        0.23495108828E-014        0.65834815756E+001        0.67033277579E+001
        0.54649631342E+001       -0.11971907714E+000       -0.11971907714E+000        0.22404912617E-014        0.65949483509E+001        0.67146674281E+001
        0.54693801582E+001       -0.11958392373E+000       -0.11958392373E+000        0.21364899309E-014        0.66064308220E+001        0.67260147458E+001
        0.54737989665E+001       -0.11944076271E+000       -0.11944076271E+000        0.20372777798E-014        0.66179289678E+001        0.67373697305E+001
        0.54782195590E+001       -0.11928963498E+000       -0.11928963498E+000        0.19426360705E-014        0.66294427670E+001        0.67487324020E+001
        0.54826419359E+001       -0.11913058168E+000       -0.11913058168E+000        0.18523559717E-014        0.66409721984E+001        0.67601027801E+001
        0.54870660971E+001       -0.11896364421E+000       -0.11896364421E+000        0.17662381143E-014        0.66525172407E+001        0.67714808849E+001
        0.54914920425E+001       -0.11878886421E+000       -0.11878886421E+000        0.16840921662E-014        0.66640778724E+001        0.67828667366E+001
        0.54959197723E+001       -0.11860628359E+000       -0.11860628359E+000        0.16057364262E-014        0.66756540723E+001        0.67942603558E+001
        0.55003492863E+001       -0.11841594449E+000       -0.11841594449E+000        0.15309974361E-014        0.66872458187E+001        0.68056617632E+001
        0.55047805846E+001       -0.11821788927E+000       -0.11821788927E+000        0.14597096097E-014        0.66988530901E+001        0.68170709794E+001
        0.55092136673E+001       -0.11801216058E+000       -0.11801216058E+000        0.13917148787E-014        0.67104758651E+001        0.68284880256E+001
        0.55136485342E+001       -0.11779880127E+000       -0.11779880127E+000        0.13268623545E-014        0.67221141218E+001        0.68399129231E+001
        0.55180851854E+001       -0.11757785443E+000       -0.11757785443E+000        0.12650080044E-014        0.67337678387E+001        0.68513456932E+001
        0.55225236209E+001       -0.11734936342E+000       -0.11734936342E+000        0.12060143435E-014        0.67454369941E+001        0.68627863575E+001
        0.55269638408E+001       -0.11711337179E+000       -0.11711337179E+000        0.11497501386E-014        0.67571215660E+001        0.68742349378E+001
        0.55314058449E+001       -0.11686992334E+000       -0.11686992334E+000        0.10960901271E-014        0.67688215328E+001        0.68856914562E+001
        0.55358496333E+001       -0.11661906211E+000       -0.11661906211E+000        0.10449147475E-014        0.67805368726E+001        0.68971559347E+001
        0.55402952060E+001       -0.11636083235E+000       -0.11636083235E+000        0.99610988194E-015        0.67922675634E+001        0.69086283957E+001
        0.55447425630E+001       -0.11609527855E+000       -0.11609527855E+000        0.94956661055E-015        0.68040135833E+001        0.69201088618E+001
        0.55491917043E+001       -0.11582244541E+000       -0.11582244541E+000        0.90518097676E-015        0.68157749103E+001        0.69315973557E+001
        0.55536426299E+001       -0.11554237785E+000       -0.11554237785E+000        0.86285376300E-015        0.68275515224E+001        0.69430939002E+001
        0.55580953398E+001       -0.11525512102E+000       -0.11525512102E+000        0.82249027650E-015        0.68393433975E+001        0.69545985186E+001
        0.55625498340E+001       -0.11496072030E+000       -0.11496072030E+000        0.78400014467E-015        0.68511505136E+001        0.69661112339E+001
        0.55670061124E+001       -0.11465922124E+000       -0.11465922124E+000        0.74729711969E-015        0.68629728485E+001        0.69776320697E+001
        0.55714641752E+001       -0.11435066965E+000       -0.11435066965E+000        0.71229889184E-015        0.68748103800E+001        0.69891610497E+001
        0.55759240223E+001       -0.11403511153E+000       -0.11403511153E+000        0.67892691116E-015        0.68866630860E+001        0.70006981976E+001
        0.55803856536E+001       -0.11371259309E+000       -0.11371259309E+000        0.64710621723E-015        0.68985309442E+001        0.70122435373E+001
        0.55848490693E+001       -0.11338316075E+000       -0.11338316075E+000        0.61676527646E-015        0.69104139324E+001        0.70237970932E+001
        0.55893142693E+001       -0.11304686112E+000       -0.11304686112E+000        0.58783582678E-015        0.69223120283E+001        0.70353588895E+001
        0.55937812535E+001       -0.11270374104E+000       -0.11270374104E+000        0.56025272928E-015        0.69342252096E+001        0.70469289507E+001
        0.55982500221E+001       -0.11235384753E+000       -0.11235384753E+000        0.53395382650E-015        0.69461534540E+001        0.70585073015E+001
        0.56027205749E+001       -0.11199722780E+000       -0.11199722780E+000        0.50887980713E-015        0.69580967391E+001        0.70700939669E+001
        0.56071929120E+001       -0.11163392929E+000       -0.11163392929E+000        0.48497407679E-015        0.69700550425E+001        0.70816889718E+001
        0.56116670335E+001       -0.11126399960E+000       -0.11126399960E+000        0.46218263460E-015        0.69820283419E+001        0.70932923415E+001
        0.56161429392E+001       -0.11088748654E+000       -0.11088748654E+000        0.44045395532E-015        0.69940166148E+001        0.71049041014E+001
        0.56206206292E+001       -0.11050443809E+000       -0.11050443809E+000        0.41973887683E-015        0.70060198389E+001        0.71165242770E+001
        0.56251001036E+001       -0.11011490244E+000       -0.11011490244E+000        0.39999049264E-015        0.70180379916E+001        0.71281528940E+001
        0.56295813622E+001       -0.10971892795E+000       -0.10971892795E+000        0.38116404926E-015        0.70300710505E+001        0.71397899785E+001
        0.56340644051E+001       -0.10931656318E+000       -0.10931656318E+000        0.36321684822E-015        0.70421189932E+001        0.71514355564E+001
        0.56385492323E+001       -0.10890785684E+000       -0.10890785684E+000        0.34610815248E-015        0.70541817971E+001        0.71630896540E+001
        0.56430358438E+001       -0.10849285784E+000       -0.10849285784E+000        0.32979909709E-015        0.70662594398E+001        0.71747522976E+001
        0.56475242396E+001       -0.10807161527E+000       -0.10807161527E+000        0.31425260387E-015        0.70783518987E+001        0.71864235140E+001
        0.56520144197E+001       -0.10764417837E+000       -0.10764417837E+000        0.29943329993E-015        0.70904591514E+001        0.71981033298E+001
        0.56565063841E+001       -0.10721059657E+000       -0.10721059657E+000        0.28530743994E-015        0.71025811754E+001        0.72097917719E+001
        0.56610001328E+001       -0.10677091947E+000       -0.10677091947E+000        0.27184283181E-015        0.71147179480E+001        0.72214888675E+001
        0.56654956658E+001       -0.10632519683E+000       -0.10632519683E+000        0.25900876585E-015        0.71268694468E+001        0.72331946437E+001
        0.56699929830E+001       -0.10587347857E+000       -0.10587347857E+000        0.24677594701E-015        0.71390356493E+001        0.72449091279E+001
        0.56744920846E+001       -0.10541581478E+000       -0.10541581478E+000        0.23511643031E-015        0.71512165330E+001        0.72566323477E+001
        0.56789929705E+001       -0.10495225570E+000       -0.10495225570E+000        0.22400355911E-015        0.71634120752E+001        0.72683643309E+001
        0.56834956407E+001       -0.10448285173E+000       -0.10448285173E+000        0.21341190621E-015        0.71756222535E+001        0.72801051053E+001
        0.56880000951E+001       -0.10400765344E+000       -0.10400765344E+000        0.20331721761E-015        0.71878470455E+001        0.72918546989E+001
        0.56925063339E+001       -0.10352671153E+000       -0.10352671153E+000        0.19369635886E-015        0.72000864284E+001        0.73036131400E+001
        0.56970143569E+001       -0.10304007686E+000       -0.10304007686E+000        0.18452726375E-015        0.72123403799E+001        0.73153804568E+001
        0.57015241643E+001       -0.10254780045E+000       -0.10254780045E+000        0.17578888544E-015        0.72246088775E+001        0.73271566780E+001
        0.57060357559E+001       -0.10204993343E+000       -0.10204993343E+000        0.16746114974E-015        0.72368918987E+001        0.73389418321E+001
        0.57105491319E+001       -0.10154652710E+000       -0.10154652710E+000        0.15952491053E-015        0.72491894209E+001        0.73507359480E+001
        0.57150642921E+001       -0.10103763291E+000       -0.10103763291E+000        0.15196190721E-015        0.72615014218E+001        0.73625390547E+001
        0.57195812366E+001       -0.10052330242E+000       -0.10052330242E+000        0.14475472408E-015        0.72738278788E+001        0.73743511812E+001
        0.57240999655E+001       -0.10000358734E+000       -0.10000358734E+000        0.13788675157E-015        0.72861687696E+001        0.73861723569E+001
        0.57286204786E+001       -0.99478539512E-001       -0.99478539512E-001        0.13134214923E-015        0.72985240717E+001        0.73980026112E+001
        0.57331427760E+001       -0.98948210906E-001       -0.98948210906E-001        0.12510581040E-015        0.73108937627E+001        0.74098419736E+001
        0.57376668577E+001       -0.98412653621E-001       -0.98412653621E-001        0.11916332852E-015        0.73232778203E+001        0.74216904739E+001
        0.57421927237E+001       -0.97871919882E-001       -0.97871919882E-001        0.11350096493E-015        0.73356762220E+001        0.74335481419E+001
        0.57467203740E+001       -0.97326062038E-001       -0.97326062038E-001        0.10810561815E-015        0.73480889457E+001        0.74454150077E+001
        0.57512498086E+001       -0.96775132555E-001       -0.96775132555E-001        0.10296479462E-015        0.73605159688E+001        0.74572911014E+001
        0.57557810275E+001       -0.96219184020E-001       -0.96219184020E-001        0.98066580657E-016        0.73729572692E+001        0.74691764533E+001
        0.57603140307E+001       -0.95658269135E-001       -0.95658269135E-001        0.93399615800E-016        0.73854128247E+001        0.74810710938E+001
        0.57648488182E+001       -0.95092440714E-001       -0.95092440714E-001        0.88953067326E-016        0.73978826129E+001        0.74929750536E+001
        0.57693853900E+001       -0.94521751683E-001       -0.94521751683E-001        0.84716605925E-016        0.74103666116E+001        0.75048883633E+001
        0.57739237461E+001       -0.93946255073E-001       -0.93946255073E-001        0.80680382505E-016        0.74228647988E+001        0.75168110539E+001
        0.57784638865E+001       -0.93366004024E-001       -0.93366004024E-001        0.76835006041E-016        0.74353771522E+001        0.75287431562E+001
        0.57830058111E+001       -0.92781051777E-001       -0.92781051777E-001        0.73171522450E-016        0.74479036498E+001        0.75406847016E+001
        0.57875495201E+001       -0.92191451672E-001       -0.92191451672E-001        0.69681394422E-016        0.74604442695E+001        0.75526357212E+001
        0.57920950134E+001       -0.91597257150E-001       -0.91597257150E-001        0.66356482180E-016        0.74729989893E+001        0.75645962465E+001
        0.57966422909E+001       -0.90998521745E-001       -0.90998521745E-001        0.63189025122E-016        0.74855677872E+001        0.75765663090E+001
        0.58011913528E+001       -0.90395299083E-001       -0.90395299083E-001        0.60171624297E-016        0.74981506412E+001        0.75885459403E+001
        0.58057421989E+001       -0.89787642882E-001       -0.89787642882E-001        0.57297225691E-016        0.75107475295E+001        0.76005351724E+001
        0.58102948294E+001       -0.89175606945E-001       -0.89175606945E-001        0.54559104275E-016        0.75233584301E+001        0.76125340371E+001
        0.58148492441E+001       -0.88559245163E-001       -0.88559245163E-001        0.51950848788E-016        0.75359833213E+001        0.76245425665E+001
        0.58194054431E+001       -0.87938611507E-001       -0.87938611507E-001        0.49466347211E-016        0.75486221813E+001        0.76365607928E+001
        0.58239634265E+001       -0.87313760027E-001       -0.87313760027E-001        0.47099772919E-016        0.75612749884E+001        0.76485887484E+001
        0.58285231941E+001       -0.86684744853E-001       -0.86684744853E-001        0.44845571458E-016        0.75739417208E+001        0.76606264657E+001
        0.58330847460E+001       -0.86051620187E-001       -0.86051620187E-001        0.42698447937E-016        0.75866223570E+001        0.76726739772E+001
        0.58376480823E+001       -0.85414440304E-001       -0.85414440304E-001        0.40653354994E-016        0.75993168754E+001        0.76847313157E+001
        0.58422132028E+001       -0.84773259546E-001       -0.84773259546E-001        0.38705481316E-016        0.76120252545E+001        0.76967985140E+001
        0.58467801076E+001       -0.84128132326E-001       -0.84128132326E-001        0.36850240694E-016        0.76247474728E+001        0.77088756051E+001
        0.58513487967E+001       -0.83479113116E-001       -0.83479113116E-001        0.35083261571E-016        0.76374835088E+001        0.77209626220E+001
        0.58559192701E+001       -0.82826256453E-001       -0.82826256453E-001        0.33400377076E-016        0.76502333414E+001        0.77330595978E+001
        0.58604915278E+001       -0.82169616931E-001       -0.82169616931E-001        0.31797615521E-016        0.76629969491E+001        0.77451665660E+001
        0.58650655698E+001       -0.81509249200E-001       -0.81509249200E-001        0.30271191329E-016        0.76757743107E+001        0.77572835599E+001
        0.58696413961E+001       -0.80845207964E-001       -0.80845207964E-001        0.28817496383E-016        0.76885654051E+001        0.77694106131E+001
        0.58742190067E+001       -0.80177547977E-001       -0.80177547977E-001        0.27433091771E-016        0.77013702112E+001        0.77815477592E+001
        0.58787984015E+001       -0.79506324043E-001       -0.79506324043E-001        0.26114699922E-016        0.77141887079E+001        0.77936950319E+001
        0.58833795807E+001       -0.78831591009E-001       -0.78831591009E-001        0.24859197088E-016        0.77270208742E+001        0.78058524653E+001
        0.58879625442E+001       -0.78153403766E-001       -0.78153403766E-001        0.23663606189E-016        0.77398666894E+001        0.78180200931E+001
        0.58925472920E+001       -0.77471817244E-001       -0.77471817244E-001        0.22525089978E-016        0.77527261324E+001        0.78301979496E+001
        0.58971338240E+001       -0.76786886413E-001       -0.76786886413E-001        0.21440944527E-016        0.77655991826E+001        0.78423860690E+001
        0.59017221404E+001       -0.76098666275E-001       -0.76098666275E-001        0.20408593011E-016        0.77784858192E+001        0.78545844855E+001
        0.59063122410E+001       -0.75407211865E-001       -0.75407211865E-001        0.19425579782E-016        0.77913860217E+001        0.78667932336E+001
        0.59109041260E+001       -0.74712578247E-001       -0.74712578247E-001        0.18489564718E-016        0.78042997696E+001        0.78790123478E+001
        0.59154977952E+001       -0.74014820514E-001       -0.74014820514E-001        0.17598317825E-016        0.78172270422E+001        0.78912418627E+001
        0.59200932488E+001       -0.73313993780E-001       -0.73313993780E-001        0.16749714102E-016        0.78301678193E+001        0.79034818131E+001
        0.59246904866E+001       -0.72610153182E-001       -0.72610153182E-001        0.15941728634E-016        0.78431220806E+001        0.79157322338E+001
        0.59292895087E+001       -0.71903353875E-001       -0.71903353875E-001        0.15172431914E-016        0.78560898058E+001        0.79279931597E+001
        0.59338903152E+001       -0.71193651031E-001       -0.71193651031E-001        0.14439985387E-016        0.78690709748E+001        0.79402646258E+001
        0.59384929059E+001       -0.70481099833E-001       -0.70481099833E-001        0.13742637193E-016        0.78820655675E+001        0.79525466674E+001
        0.59430972809E+001       -0.69765755478E-001       -0.69765755478E-001        0.13078718113E-016        0.78950735640E+001        0.79648393195E+001
        0.59477034402E+001       -0.69047673167E-001       -0.69047673167E-001        0.12446637703E-016        0.79080949443E+001        0.79771426175E+001
        0.59523113838E+001       -0.68326908110E-001       -0.68326908110E-001        0.11844880603E-016        0.79211296888E+001        0.79894565969E+001
        0.59569211118E+001       -0.67603515515E-001       -0.67603515515E-001        0.11272003020E-016        0.79341777775E+001        0.80017812930E+001
        0.59615326240E+001       -0.66877550595E-001       -0.66877550595E-001        0.10726629377E-016        0.79472391910E+001        0.80141167416E+001
        0.59661459205E+001       -0.66149068556E-001       -0.66149068556E-001        0.10207449116E-016        0.79603139098E+001        0.80264629783E+001
        0.59707610013E+001       -0.65418124600E-001       -0.65418124600E-001        0.97132136446E-017        0.79734019143E+001        0.80388200389E+001
        0.59753778663E+001       -0.64684773921E-001       -0.64684773921E-001        0.92427334333E-017        0.79865031852E+001        0.80511879592E+001
        0.59799965157E+001       -0.63949071700E-001       -0.63949071700E-001        0.87948752419E-017        0.79996177034E+001        0.80635667751E+001
        0.59846169494E+001       -0.63211073107E-001       -0.63211073107E-001        0.83685594771E-017        0.80127454497E+001        0.80759565228E+001
        0.59892391674E+001       -0.62470833294E-001       -0.62470833294E-001        0.79627576725E-017        0.80258864049E+001        0.80883572382E+001
        0.59938631697E+001       -0.61728407393E-001       -0.61728407393E-001        0.75764900868E-017        0.80390405503E+001        0.81007689577E+001
        0.59984889562E+001       -0.60983850516E-001       -0.60983850516E-001        0.72088234132E-017        0.80522078669E+001        0.81131917174E+001
        0.60031165271E+001       -0.60237217749E-001       -0.60237217749E-001        0.68588685957E-017        0.80653883360E+001        0.81256255538E+001
        0.60077458823E+001       -0.59488564152E-001       -0.59488564152E-001        0.65257787479E-017        0.80785819390E+001        0.81380705032E+001
        0.60123770217E+001       -0.58737944753E-001       -0.58737944753E-001        0.62087471680E-017        0.80917886574E+001        0.81505266022E+001
        0.60170099455E+001       -0.57985414549E-001       -0.57985414549E-001        0.59070054473E-017        0.81050084727E+001        0.81629938873E+001
        0.60216446535E+001       -0.57231028502E-001       -0.57231028502E-001        0.56198216663E-017        0.81182413667E+001        0.81754723952E+001
        0.60262811459E+001       -0.56474841534E-001       -0.56474841534E-001        0.53464986757E-017        0.81314873211E+001        0.81879621626E+001
        0.60309194225E+001       -0.55716908527E-001       -0.55716908527E-001        0.50863724576E-017        0.81447463179E+001        0.82004632264E+001
        0.60355594834E+001       -0.54957284320E-001       -0.54957284320E-001        0.48388105629E-017        0.81580183390E+001        0.82129756233E+001
        0.60402013287E+001       -0.54196023705E-001       -0.54196023705E-001        0.46032106222E-017        0.81713033667E+001        0.82254993904E+001
        0.60448449582E+001       -0.53433181427E-001       -0.53433181427E-001        0.43789989265E-017        0.81846013832E+001        0.82380345646E+001
        0.60494903720E+001       -0.52668812176E-001       -0.52668812176E-001        0.41656290739E-017        0.81979123709E+001        0.82505811830E+001
        0.60541375701E+001       -0.51902970590E-001       -0.51902970590E-001        0.39625806803E-017        0.82112363122E+001        0.82631392828E+001
        0.60587865525E+001       -0.51135711249E-001       -0.51135711249E-001        0.37693581497E-017        0.82245731898E+001        0.82757089011E+001
        0.60634373192E+001       -0.50367088676E-001       -0.50367088676E-001        0.35854895026E-017        0.82379229865E+001        0.82882900752E+001
        0.60680898702E+001       -0.49597157327E-001       -0.49597157327E-001        0.34105252598E-017        0.82512856851E+001        0.83008828424E+001
        0.60727442055E+001       -0.48825971596E-001       -0.48825971596E-001        0.32440373775E-017        0.82646612685E+001        0.83134872401E+001
        0.60774003251E+001       -0.48053585809E-001       -0.48053585809E-001        0.30856182334E-017        0.82780497199E+001        0.83261033057E+001
        0.60820582290E+001       -0.47280054220E-001       -0.47280054220E-001        0.29348796596E-017        0.82914510225E+001        0.83387310768E+001
        0.60867179172E+001       -0.46505431012E-001       -0.46505431012E-001        0.27914520214E-017        0.83048651598E+001        0.83513705908E+001
        0.60913793897E+001       -0.45729770291E-001       -0.45729770291E-001        0.26549833392E-017        0.83182921151E+001        0.83640218854E+001
        0.60960426465E+001       -0.44953126083E-001       -0.44953126083E-001        0.25251384520E-017        0.83317318721E+001        0.83766849982E+001
        0.61007076876E+001       -0.44175552337E-001       -0.44175552337E-001        0.24015982194E-017        0.83451844146E+001        0.83893599669E+001
        0.61053745129E+001       -0.43397102914E-001       -0.43397102914E-001        0.22840587623E-017        0.83586497264E+001        0.84020468293E+001
        0.61100431226E+001       -0.42617831590E-001       -0.42617831590E-001        0.21722307383E-017        0.83721277917E+001        0.84147456232E+001
        0.61147135165E+001       -0.41837792052E-001       -0.41837792052E-001        0.20658386519E-017        0.83856185944E+001        0.84274563865E+001
        0.61193856948E+001       -0.41057037896E-001       -0.41057037896E-001        0.19646201967E-017        0.83991221191E+001        0.84401791569E+001
        0.61240596574E+001       -0.40275622621E-001       -0.40275622621E-001        0.18683256289E-017        0.84126383500E+001        0.84529139726E+001
        0.61287354042E+001       -0.39493599633E-001       -0.39493599633E-001        0.17767171704E-017        0.84261672717E+001        0.84656608713E+001
        0.61334129354E+001       -0.38711022233E-001       -0.38711022233E-001        0.16895684396E-017        0.84397088690E+001        0.84784198913E+001
        0.61380922508E+001       -0.37927943625E-001       -0.37927943625E-001        0.16066639098E-017        0.84532631268E+001        0.84911910704E+001
        0.61427733505E+001       -0.37144416903E-001       -0.37144416903E-001        0.15277983922E-017        0.84668300300E+001        0.85039744469E+001
        0.61474562346E+001       -0.36360495057E-001       -0.36360495057E-001        0.14527765441E-017        0.84804095638E+001        0.85167700589E+001
        0.61521409029E+001       -0.35576230966E-001       -0.35576230966E-001        0.13814123999E-017        0.84940017135E+001        0.85295779444E+001
        0.61568273555E+001       -0.34791677394E-001       -0.34791677394E-001        0.13135289245E-017        0.85076064645E+001        0.85423981419E+001
        0.61615155924E+001       -0.34006886991E-001       -0.34006886991E-001        0.12489575878E-017        0.85212238024E+001        0.85552306894E+001
        0.61662056136E+001       -0.33221912290E-001       -0.33221912290E-001        0.11875379589E-017        0.85348537129E+001        0.85680756252E+001
        0.61708974191E+001       -0.32436805702E-001       -0.32436805702E-001        0.11291173202E-017        0.85484961820E+001        0.85809329877E+001
        0.61755910090E+001       -0.31651619514E-001       -0.31651619514E-001        0.10735502990E-017        0.85621511957E+001        0.85938028152E+001
        0.61802863831E+001       -0.30866405888E-001       -0.30866405888E-001        0.10206985173E-017        0.85758187401E+001        0.86066851460E+001
        0.61849835414E+001       -0.30081216857E-001       -0.30081216857E-001        0.97043025744E-018        0.85894988017E+001        0.86195800185E+001
        0.61896824841E+001       -0.29296104325E-001       -0.29296104325E-001        0.92262014437E-018        0.86031913669E+001        0.86324874712E+001
        0.61943832111E+001       -0.28511120058E-001       -0.28511120058E-001        0.87714884218E-018        0.86168964223E+001        0.86454075424E+001
        0.61990857224E+001       -0.27726315691E-001       -0.27726315691E-001        0.83390276557E-018        0.86306139549E+001        0.86583402706E+001
        0.62037900180E+001       -0.26941742716E-001       -0.26941742716E-001        0.79277380481E-018        0.86443439516E+001        0.86712856943E+001
        0.62084960979E+001       -0.26157452485E-001       -0.26157452485E-001        0.75365906379E-018        0.86580863995E+001        0.86842438520E+001
        0.62132039620E+001       -0.25373496207E-001       -0.25373496207E-001        0.71646061046E-018        0.86718412859E+001        0.86972147821E+001
        0.62179136105E+001       -0.24589924944E-001       -0.24589924944E-001        0.68108523918E-018        0.86856085983E+001        0.87101985233E+001
        0.62226250433E+001       -0.23806789609E-001       -0.23806789609E-001        0.64744424433E-018        0.86993883243E+001        0.87231951140E+001
        0.62273382603E+001       -0.23024140964E-001       -0.23024140964E-001        0.61545320465E-018        0.87131804518E+001        0.87362045927E+001
        0.62320532617E+001       -0.22242029615E-001       -0.22242029615E-001        0.58503177794E-018        0.87269849686E+001        0.87492269982E+001
        0.62367700473E+001       -0.21460506014E-001       -0.21460506014E-001        0.55610350536E-018        0.87408018629E+001        0.87622623689E+001
        0.62414886173E+001       -0.20679620453E-001       -0.20679620453E-001        0.52859562522E-018        0.87546311229E+001        0.87753107434E+001
        0.62462089715E+001       -0.19899423062E-001       -0.19899423062E-001        0.50243889549E-018        0.87684727372E+001        0.87883721603E+001
        0.62509311100E+001       -0.19119963809E-001       -0.19119963809E-001        0.47756742486E-018        0.87823266944E+001        0.88014466582E+001
        0.62556550329E+001       -0.18341292492E-001       -0.18341292492E-001        0.45391851179E-018        0.87961929833E+001        0.88145342757E+001
        0.62603807400E+001       -0.17563458744E-001       -0.17563458744E-001        0.43143249126E-018        0.88100715928E+001        0.88276350515E+001
        0.62651082314E+001       -0.16786512023E-001       -0.16786512023E-001        0.41005258881E-018        0.88239625121E+001        0.88407490241E+001
        0.62698375071E+001       -0.16010501617E-001       -0.16010501617E-001        0.38972478156E-018        0.88378657305E+001        0.88538762321E+001
        0.62745685672E+001       -0.15235476635E-001       -0.15235476635E-001        0.37039766584E-018        0.88517812375E+001        0.88670167142E+001
        0.62793014115E+001       -0.14461486007E-001       -0.14461486007E-001        0.35202233116E-018        0.88657090229E+001        0.88801705089E+001
        0.62840360401E+001       -0.13688578484E-001       -0.13688578484E-001        0.33455224020E-018        0.88796490764E+001        0.88933376549E+001
        0.62887724530E+001       -0.12916802631E-001       -0.12916802631E-001        0.31794311447E-018        0.88936013881E+001        0.89065181907E+001
        0.62935106502E+001       -0.12146206831E-001       -0.12146206831E-001        0.30215282556E-018        0.89075659482E+001        0.89197121550E+001
        0.62982506317E+001       -0.11376839273E-001       -0.11376839273E-001        0.28714129145E-018        0.89215427470E+001        0.89329195863E+001
        0.63029923975E+001       -0.10608747961E-001       -0.10608747961E-001        0.27287037791E-018        0.89355317753E+001        0.89461405233E+001
        0.63077359475E+001       -0.98419807020E-002       -0.98419807020E-002        0.25930380446E-018        0.89495330237E+001        0.89593750044E+001
        0.63124812819E+001       -0.90765851090E-002       -0.90765851090E-002        0.24640705504E-018        0.89635464831E+001        0.89726230682E+001
        0.63172284006E+001       -0.83126085971E-002       -0.83126085971E-002        0.23414729273E-018        0.89775721447E+001        0.89858847533E+001
        0.63219773036E+001       -0.75500983814E-002       -0.75500983814E-002        0.22249327874E-018        0.89916099999E+001        0.89991600982E+001
        0.63267279908E+001       -0.67891014743E-002       -0.67891014743E-002        0.21141529518E-018        0.90056600400E+001        0.90124491415E+001
        0.63314804624E+001       -0.60296646833E-002       -0.60296646833E-002        0.20088507158E-018        0.90197222568E+001        0.90257519215E+001
        0.63362347183E+001       -0.52718346092E-002       -0.52718346092E-002        0.19087571488E-018        0.90337966422E+001        0.90390684768E+001
        0.63409907584E+001       -0.45156576432E-002       -0.45156576432E-002        0.18136164284E-018        0.90478831882E+001        0.90523988459E+001
        0.63457485829E+001       -0.37611799646E-002       -0.37611799646E-002        0.17231852063E-018        0.90619818871E+001        0.90657430671E+001
        0.63505081916E+001       -0.30084475391E-002       -0.30084475391E-002        0.16372320043E-018        0.90760927314E+001        0.90791011789E+001
        0.63552695846E+001       -0.22575061160E-002       -0.22575061160E-002        0.15555366397E-018        0.90902157136E+001        0.90924732197E+001
        0.63600327620E+001       -0.15084012261E-002       -0.15084012261E-002        0.14778896782E-018        0.91043508266E+001        0.91058592278E+001
        0.63647977236E+001       -0.76117817955E-003       -0.76117817955E-003        0.14040919128E-018        0.91184980634E+001        0.91192592415E+001
        0.63695644695E+001       -0.15882063552E-004       -0.15882063552E-004        0.13339538686E-018        0.91326574172E+001        0.91326732993E+001
        0.63743329998E+001        0.72744225986E-003        0.72744225986E-003        0.12672953302E-018        0.91468288815E+001        0.91461014393E+001
        0.63791033143E+001        0.14687501559E-002        0.14687501559E-002        0.12039448930E-018        0.91610124499E+001        0.91595436998E+001
        0.63838754131E+001        0.22079972196E-002        0.22079972196E-002        0.11437395354E-018        0.91752081162E+001        0.91730001190E+001
        0.63886492962E+001        0.29451392776E-002        0.29451392776E-002        0.10865242118E-018        0.91894158743E+001        0.91864707350E+001
        0.63934249636E+001        0.36801323903E-002        0.36801323903E-002        0.10321514653E-018        0.92036357186E+001        0.91999555862E+001
        0.63982024153E+001        0.44129328542E-002        0.44129328542E-002        0.98048105895E-019        0.92178676433E+001        0.92134547105E+001
        0.64029816513E+001        0.51434972041E-002        0.51434972041E-002        0.93137962481E-019        0.92321116432E+001        0.92269681460E+001
        0.64077626716E+001        0.58717822152E-002        0.58717822152E-002        0.88472033001E-019        0.92463677129E+001        0.92404959307E+001
        0.64125454762E+001        0.65977449048E-002        0.65977449048E-002        0.84038255883E-019        0.92606358476E+001        0.92540381027E+001
        0.64173300651E+001        0.73213425351E-002        0.73213425351E-002        0.79825161016E-019        0.92749160424E+001        0.92675946999E+001
        0.64221164383E+001        0.80425326145E-002        0.80425326145E-002        0.75821840965E-019        0.92892082928E+001        0.92811657602E+001
        0.64269045957E+001        0.87612729007E-002        0.87612729007E-002        0.72017923559E-019        0.93035125944E+001        0.92947513215E+001
        0.64316945375E+001        0.94775214015E-002        0.94775214015E-002        0.68403545825E-019        0.93178289430E+001        0.93083514216E+001
        0.64364862636E+001        0.10191236378E-001        0.10191236378E-001        0.64969329167E-019        0.93321573346E+001        0.93219660982E+001
