Diffusion Coefficient [cm^2/s]
0.0280000028 0.000297725202536583 0.000353322963500548 0.000524887400996889
0.0560000028 0.000404471877219317 0.000466891123250702 0.000516757422097781
0.0840000028 0.000462464516727855 0.000504635617619511 0.000607523550876675
0.1120000028 0.000501933387792439 0.000540148651471499 0.000609627852959159
0.1400000028 0.000528775451195445 0.000565009134969852 0.000652379792964463
0.1680000028 0.000549736164134041 0.000583863855908324 0.000662424156192174
0.1960000028 0.000561304246522437 0.000597388080965624 0.000670817756637741
0.2240000028 0.000572381438582203 0.000605878972814326 0.000666936970206541
0.2520000028 0.000586355210628181 0.000614714324702699 0.000674165681676214
0.2800000028 0.000597612959640228 0.000623917166566844 0.000678103661007423
0.3080000028 0.000607953542111034 0.000632744051135943 0.000685146964100154
0.3360000028 0.000615730746370543 0.000640724176201717 0.000696744627839931
0.3640000028 0.000622429953969646 0.000647403421047935 0.000710284889723829
0.3920000028 0.000629803828066741 0.000653694914789245 0.000715077932396977
0.4200000028 0.00063472832979022 0.000659228787218376 0.000713202256653853
0.4480000028 0.000639281662703474 0.000664068590640687 0.000710487399817589
0.4760000028 0.000641283420582125 0.000667860113316216 0.000712521168669102
0.5040000028 0.000644764633052766 0.00067073865681998 0.000712959416991691
0.5320000028 0.000648739685101182 0.00067360075285873 0.000714772253141492
0.5600000028 0.000652589753854647 0.000676311253746073 0.00071687876064747
0.5880000028 0.000657302050464253 0.000679177590132995 0.000722443474076148
0.6160000028 0.000660742735519957 0.000682071328783847 0.000727445866379073
0.6440000028 0.000664576634135205 0.000684923446041951 0.000718219110629783
0.6720000028 0.000667359116763526 0.000687695522997976 0.000705750471174053
0.7000000028 0.00067065993070837 0.000690280570706067 0.000703871624373033
0.7280000028 0.000675038699321543 0.00069304439426038 0.00070818638210297
0.7560000028 0.000676628725400205 0.000695720128302632 0.000708926735209858
0.7840000028 0.000677002692598583 0.000697883938356257 0.000705629720046283
0.8120000028 0.000677046753108137 0.000699495601546516 0.000707363350975878
0.8400000028 0.000677022131199133 0.000700656713614031 0.000717331138421744
0.8680000028 0.00067838077394108 0.00070162760827366 0.000719814862819477
0.8960000028 0.000678512533313986 0.000702399087820351 0.000716993638847511
0.9240000028 0.000677801262853312 0.000702869321297325 0.00071865596767619
0.9520000028 0.000678158274325844 0.000703074526318032 0.000727871599236052
0.9800000028 0.000678230265267038 0.000703181224268638 0.000727905848145506
1.0080000028 0.00067975067466457 0.000703278858996304 0.000729584216152529
1.0360000028 0.000680076691598142 0.000703435397453912 0.000731568333570877
1.0640000028 0.000679666050723949 0.000703421966164024 0.000736425442704567
1.0920000028 0.000680253443875782 0.000703348718999044 0.000737383117416119
1.1200000028 0.000682988062240542 0.000703405579899417 0.000734258007358759
1.1480000028 0.000684676448270419 0.000703784973405738 0.00074611882768774
1.1760000028 0.000685543758414328 0.000704123915564853 0.000752112279179036
1.2040000028 0.000687987823241075 0.000704643047139438 0.000761970399966238
1.2320000028 0.000688292649928311 0.000705229367697877 0.000767610393740452
1.2600000028 0.000688437377767081 0.000705660794367923 0.000775841318809131
1.2880000028 0.000691042459686529 0.000706195863743989 0.000780703446720705
1.3160000028 0.000690484967002603 0.000706791208887612 0.000778711814796654
1.3440000028 0.000690176878297121 0.000707163772306871 0.000773725867089235
1.3720000028 0.000689938734819413 0.000707435004183346 0.0007802669483686
1.4000000028 0.000690380205905281 0.00070764165585199 0.00079065432658801
1.4280000028 0.000690735637736759 0.000707840401313366 0.000801352687473211
1.4560000028 0.000690165124726633 0.000707972494778729 0.000807886593762902
1.4840000028 0.000689382427773811 0.000707965394251723 0.000808293225043933
1.5120000028 0.000688646213731755 0.000707836085860719 0.000816817184012899
1.5400000028 0.000689225142549239 0.000707680989983598 0.000824968988747096
1.5680000028 0.000689625370820429 0.000707557313499017 0.000824789788370241
1.5960000028 0.000689413753406624 0.000707422756035892 0.000828774036400333
1.6240000028 0.000689689139774577 0.000707281794908475 0.000828901384929736
1.6520000028 0.00068969902282389 0.000707133870241056 0.000833462263244355
1.6800000028 0.000689322958355052 0.000706967957815699 0.000835922877828765
1.7080000028 0.000687928031670435 0.000706685417753413 0.000824539643222841
1.7360000028 0.000687284825841838 0.000706297363858315 0.000822257598202626
1.7640000028 0.000688247853016008 0.000705935001070278 0.000825747695299458
1.7920000028 0.000689084983283763 0.000705685735737001 0.000839266741032803
1.8200000028 0.000689192605811699 0.000705452433812323 0.000838803153631874
1.8480000028 0.00069019216378084 0.000705284133870976 0.000836112841775569
1.8760000028 0.000690375227203743 0.000705153371077447 0.000838022814410885
1.9040000028 0.000691007594897873 0.000705050362494748 0.000833733920869133
1.9320000028 0.000691750095899912 0.000705004598795876 0.000835787332174034
1.9600000028 0.00069145388250872 0.000704954007380045 0.000833316061071335
1.9880000028 0.000691655184807467 0.000704893405885285 0.000828330517801861
2.0160000028 0.000691737115511323 0.000704828438645224 0.000827831819228659
2.0440000028 0.000692406784917726 0.000704785614110412 0.000830071611152621
2.0720000028 0.000692862172107474 0.000704785427104753 0.000837846665842197
2.1000000028 0.000692272216077353 0.000704763030487521 0.000837364793819813
2.1280000028 0.000692455449864098 0.000704704790297195 0.000834677030503823
2.1560000028 0.000692326115816787 0.000704659323541358 0.000843058509074901
2.1840000028 0.000692243905739245 0.000704579268515545 0.000853007270843409
2.2120000028 0.000692686413110717 0.000704516179482523 0.000852683715184505
2.2400000028 0.000692477378002466 0.000704460948267134 0.000848869163690159
2.2680000028 0.000692753004345409 0.000704385352128015 0.000848839699349889
2.2960000028 0.00069249764336591 0.000704324092321069 0.000847714645935275
2.3240000028 0.000691252070179518 0.000704197588008728 0.000842865630108299
2.3520000028 0.000689594003677431 0.000703953046088937 0.00083704334118269
2.3800000028 0.000690958247707724 0.000703706662141589 0.000840045817335701
2.4080000028 0.000690808968556934 0.000703532898178874 0.000844985180055917
2.4360000028 0.00069048285258858 0.000703314966543525 0.000845016728435056
2.4640000028 0.000690718516854473 0.000703115393442155 0.000841592394012455
2.4920000028 0.000690976973348367 0.00070293100938219 0.000835438849007539
2.5200000028 0.000691294524637695 0.000702767417945563 0.000829575085375641
2.5480000028 0.000691497648627089 0.000702630863568018 0.000833558694607838
2.5760000028 0.000691064788102168 0.000702484063842546 0.000833849218107432
2.6040000028 0.000691114902776028 0.000702320053874008 0.00083234937809985
2.6320000028 0.000691837304748489 0.000702187163615567 0.000827768932977169
2.6600000028 0.000692672850663935 0.000702107170265094 0.000835396761325741
2.6880000028 0.000693148749566202 0.000702065091610789 0.000841254615911615
2.7160000028 0.000693266371803714 0.000702035933286373 0.00085413098322805
2.7440000028 0.000693390125888408 0.000702011409203854 0.000852730091275514
2.7720000028 0.000693399907663419 0.000701992973828378 0.000845682137226565
2.8000000028 0.000693626483525445 0.000701960267301931 0.000848891047020458
