# All units in [AU] if not specified
{"name":"Al", "Z":13, "Zstar":4.512806819341291, "A":28,  "μ[AU]": 2.741e-01, "T[AU]": 1.838e-02, "rs[AU]": 3.000e+00 }
	 r[AU]  	 n[AU]  	 nf[AU]  	 nb[AU]     n_ion[AU]    (φ_e+φ_ions)[AU]   φtotal[AU]     δVxc/δρ[Au]  
   2.000000e-02    1.454564e+03    2.569919e+00    1.452322e+03    6.799061e-04   -4.250921e+01    6.070574e+02   -8.508471e+00
   2.153336e-02    1.293031e+03    2.470969e+00    1.290849e+03    8.884138e-04   -4.238421e+01    5.608971e+02   -8.185310e+00
   2.318427e-02    1.148878e+03    2.375439e+00    1.146756e+03    1.112907e-03   -4.222820e+01    5.180635e+02   -7.873283e+00
   2.496176e-02    1.020268e+03    2.283204e+00    1.018208e+03    1.354612e-03   -4.204221e+01    4.783211e+02   -7.571980e+00
   2.687552e-02    9.055579e+02    2.194143e+00    9.035586e+02    1.614848e-03   -4.182718e+01    4.414510e+02   -7.281013e+00
   2.893601e-02    8.032750e+02    2.108139e+00    8.013372e+02    1.895036e-03   -4.158397e+01    4.072499e+02   -6.999997e+00
   3.115447e-02    7.121029e+02    2.025081e+00    7.102266e+02    2.196705e-03   -4.131339e+01    3.755289e+02   -6.728573e+00
   3.354302e-02    6.308625e+02    1.944861e+00    6.290477e+02    2.521502e-03   -4.101616e+01    3.461126e+02   -6.466388e+00
   3.611469e-02    5.585000e+02    1.867377e+00    5.567455e+02    2.871201e-03   -4.069295e+01    3.188382e+02   -6.213110e+00
   3.888352e-02    4.940705e+02    1.792529e+00    4.923762e+02    3.247710e-03   -4.034439e+01    2.935543e+02   -5.968413e+00
   4.186463e-02    4.367301e+02    1.720222e+00    4.350947e+02    3.653086e-03   -3.997107e+01    2.701203e+02   -5.731989e+00
   4.507430e-02    3.857224e+02    1.650364e+00    3.841454e+02    4.069333e-03   -3.957354e+01    2.484058e+02   -5.503541e+00
   4.853005e-02    3.403713e+02    1.582869e+00    3.388518e+02    3.599416e-03   -3.915233e+01    2.282896e+02   -5.282782e+00
   5.225074e-02    3.000718e+02    1.517652e+00    2.986086e+02    3.093472e-03   -3.870793e+01    2.096590e+02   -5.069442e+00
   5.625669e-02    2.642823e+02    1.454633e+00    2.628744e+02    2.548738e-03   -3.824085e+01    1.924095e+02   -4.863257e+00
   6.056977e-02    2.325180e+02    1.393734e+00    2.311641e+02    1.962240e-03   -3.775157e+01    1.764436e+02   -4.663976e+00
   6.521352e-02    2.043457e+02    1.334883e+00    2.030448e+02    1.330777e-03   -3.724058e+01    1.616713e+02   -4.471361e+00
   7.021330e-02    1.793772e+02    1.278007e+00    1.781280e+02    6.509009e-04   -3.670837e+01    1.480083e+02   -4.285180e+00
   7.559640e-02    1.572661e+02    1.223041e+00    1.560674e+02    8.109966e-05   -3.615545e+01    1.353771e+02   -4.105216e+00
   8.139221e-02    1.377016e+02    1.169919e+00    1.365521e+02    8.692212e-04   -3.558235e+01    1.237047e+02   -3.931258e+00
   8.763238e-02    1.204064e+02    1.118581e+00    1.193049e+02    1.717766e-03   -3.498962e+01    1.129241e+02   -3.763109e+00
   9.435096e-02    1.051317e+02    1.068966e+00    1.040770e+02    2.631367e-03   -3.437784e+01    1.029722e+02   -3.600574e+00
   1.015846e-01    9.165600e+01    1.021021e+00    9.064675e+01    3.615012e-03   -3.374764e+01    9.379113e+01   -3.443476e+00
   1.093729e-01    7.978034e+01    9.746904e-01    7.881534e+01    3.484803e-03   -3.309969e+01    8.532639e+01   -3.291639e+00
   1.177583e-01    6.932731e+01    9.299249e-01    6.840528e+01    2.344548e-03   -3.243469e+01    7.752760e+01   -3.144901e+00
   1.267866e-01    6.013810e+01    8.866758e-01    5.925784e+01    1.116873e-03   -3.175340e+01    7.034778e+01   -3.003104e+00
   1.365070e-01    5.207099e+01    8.448977e-01    5.123121e+01    2.049259e-04   -3.105664e+01    6.374322e+01   -2.866103e+00
   1.469727e-01    4.499910e+01    8.045470e-01    4.419863e+01    1.628064e-03   -3.034527e+01    5.767319e+01   -2.733754e+00
   1.582408e-01    3.880924e+01    7.655824e-01    3.804682e+01    3.160311e-03   -2.962024e+01    5.209970e+01   -2.605927e+00
   1.703728e-01    3.340019e+01    7.279647e-01    3.267467e+01    3.348842e-03   -2.888256e+01    4.698738e+01   -2.482493e+00
   1.834349e-01    2.868170e+01    6.916566e-01    2.799188e+01    1.572641e-03   -2.813330e+01    4.230321e+01   -2.363335e+00
