 # atomic units 
 #
 # material = aluminum                
 # nfraction =    1.00000000000000     
 # Zbar =    2.88446014590248     
 #
 # screening length =  0.962582990282310     
# r     (v(i,j),j=i,nspecies, i=1,nspecies)     (dv/dr(i,j),j=i,nspecies, i=1,nspecies)
        0.13892725782E+000        0.54844321829E+002       -0.42585763566E+003
        0.14258323829E+000        0.53327395483E+002       -0.40416394515E+003
        0.14623921876E+000        0.51887125307E+002       -0.38408043510E+003
        0.14989519923E+000        0.50517254363E+002       -0.36545168530E+003
        0.15355117970E+000        0.49213347968E+002       -0.34814064471E+003
        0.15720716017E+000        0.47970216545E+002       -0.33202599948E+003
        0.16086314064E+000        0.46784257245E+002       -0.31700015036E+003
        0.16451912111E+000        0.45651123253E+002       -0.30296730322E+003
        0.16817510157E+000        0.44567863835E+002       -0.28984200846E+003
        0.17183108204E+000        0.43530805439E+002       -0.27754777132E+003
        0.17548706251E+000        0.42537514157E+002       -0.26601600066E+003
        0.17914304298E+000        0.41584860222E+002       -0.25518499624E+003
        0.18279902345E+000        0.40670823330E+002       -0.24499918608E+003
        0.18645500392E+000        0.39792717130E+002       -0.23540837380E+003
        0.19011098439E+000        0.38948855043E+002       -0.22636717036E+003
        0.19376696486E+000        0.38136915330E+002       -0.21783441885E+003
        0.19742294533E+000        0.37355482676E+002       -0.20977276282E+003
        0.20107892580E+000        0.36602537536E+002       -0.20214820204E+003
        0.20473490626E+000        0.35876886660E+002       -0.19492976185E+003
        0.20839088673E+000        0.35176762891E+002       -0.18808914967E+003
        0.21204686720E+000        0.34501156024E+002       -0.18160050211E+003
        0.21570284767E+000        0.33848511215E+002       -0.17544011812E+003
        0.21935882814E+000        0.33217970094E+002       -0.16958626439E+003
        0.22301480861E+000        0.32608157597E+002       -0.16401896604E+003
        0.22667078908E+000        0.32018342003E+002       -0.15871985508E+003
        0.23032676955E+000        0.31447301395E+002       -0.15367200404E+003
        0.23398275002E+000        0.30894410226E+002       -0.14885980621E+003
        0.23763873049E+000        0.30358577764E+002       -0.14426884216E+003
        0.24129471095E+000        0.29839267894E+002       -0.13988578396E+003
        0.24495069142E+000        0.29335502848E+002       -0.13569828723E+003
        0.24860667189E+000        0.28846822179E+002       -0.13169491431E+003
        0.25226265236E+000        0.28372345891E+002       -0.12786504678E+003
        0.25591863283E+000        0.27911677832E+002       -0.12419882395E+003
        0.25957461330E+000        0.27464023038E+002       -0.12068707097E+003
        0.26323059377E+000        0.27029040205E+002       -0.11732124955E+003
        0.26688657424E+000        0.26606008654E+002       -0.11409339939E+003
        0.27054255471E+000        0.26194634041E+002       -0.11099609808E+003
        0.27419853518E+000        0.25794260853E+002       -0.10802241205E+003
        0.27785451564E+000        0.25404635085E+002       -0.10516586454E+003
        0.28151049611E+000        0.25025158616E+002       -0.10242039466E+003
        0.28516647658E+000        0.24655612198E+002       -0.99780330635E+002
        0.28882245705E+000        0.24295448446E+002       -0.97240355548E+002
        0.29247843752E+000        0.23944478144E+002       -0.94795485593E+002
        0.29613441799E+000        0.23602198919E+002       -0.92441040964E+002
        0.29979039846E+000        0.23268447581E+002       -0.90172627766E+002
        0.30344637893E+000        0.22942761827E+002       -0.87986113611E+002
        0.30710235940E+000        0.22625001073E+002       -0.85877612735E+002
        0.31075833987E+000        0.22314738809E+002       -0.83843465138E+002
        0.31441432033E+000        0.22011854136E+002       -0.81880224116E+002
        0.31807030080E+000        0.21715952609E+002       -0.79984638763E+002
        0.32172628127E+000        0.21426930508E+002       -0.78153643448E+002
        0.32538226174E+000        0.21144422201E+002       -0.76384342847E+002
        0.32903824221E+000        0.20868338985E+002       -0.74674002809E+002
        0.33269422268E+000        0.20598341194E+002       -0.73020038057E+002
        0.33635020315E+000        0.20334353276E+002       -0.71420004140E+002
        0.34000618362E+000        0.20076059025E+002       -0.69871586591E+002
        0.34366216409E+000        0.19823394430E+002       -0.68372594621E+002
        0.34731814456E+000        0.19576064532E+002       -0.66920951372E+002
        0.35097412502E+000        0.19334015460E+002       -0.65514688624E+002
        0.35463010549E+000        0.19096971551E+002       -0.64151938416E+002
        0.35828608596E+000        0.18864887856E+002       -0.62830928655E+002
        0.36194206643E+000        0.18637506274E+002       -0.61549975535E+002
        0.36559804690E+000        0.18414789718E+002       -0.60307479928E+002
        0.36925402737E+000        0.18196496107E+002       -0.59101920920E+002
        0.37291000784E+000        0.17982595288E+002       -0.57931852591E+002
        0.37656598831E+000        0.17772859827E+002       -0.56795898391E+002
        0.38022196878E+000        0.17567265690E+002       -0.55692748243E+002
        0.38387794925E+000        0.17365598865E+002       -0.54621153791E+002
        0.38753392971E+000        0.17167840722E+002       -0.53579926024E+002
        0.39118991018E+000        0.16973789567E+002       -0.52567930606E+002
        0.39484589065E+000        0.16783431551E+002       -0.51584086342E+002
        0.39850187112E+000        0.16596576310E+002       -0.50627360766E+002
        0.40215785159E+000        0.16413214220E+002       -0.49696768972E+002
        0.40581383206E+000        0.16233165356E+002       -0.48791369566E+002
        0.40946981253E+000        0.16056423836E+002       -0.47910263684E+002
        0.41312579300E+000        0.15882819370E+002       -0.47052591750E+002
        0.41678177347E+000        0.15712349384E+002       -0.46217532086E+002
        0.42043775394E+000        0.15544852501E+002       -0.45404298374E+002
        0.42409373440E+000        0.15380329072E+002       -0.44612138297E+002
        0.42774971487E+000        0.15218625975E+002       -0.43840331605E+002
        0.43140569534E+000        0.15059746149E+002       -0.43088188489E+002
        0.43506167581E+000        0.14903544131E+002       -0.42355047948E+002
        0.43871765628E+000        0.14750025146E+002       -0.41640276689E+002
        0.44237363675E+000        0.14599050848E+002       -0.40943267349E+002
        0.44602961722E+000        0.14450628484E+002       -0.40263437578E+002
        0.44968559769E+000        0.14304626328E+002       -0.39600228431E+002
        0.45334157816E+000        0.14161053411E+002       -0.38953103755E+002
        0.45699755863E+000        0.14019784177E+002       -0.38321548549E+002
        0.46065353909E+000        0.13880829231E+002       -0.37705068410E+002
        0.46430951956E+000        0.13744068773E+002       -0.37103188175E+002
        0.46796550003E+000        0.13609514794E+002       -0.36515451500E+002
        0.47162148050E+000        0.13477052874E+002       -0.35941419362E+002
        0.47527746097E+000        0.13346696220E+002       -0.35380669905E+002
        0.47893344144E+000        0.13218335444E+002       -0.34832797079E+002
        0.48258942191E+000        0.13091984824E+002       -0.34297410493E+002
        0.48624540238E+000        0.12967539683E+002       -0.33774134181E+002
        0.48990138285E+000        0.12845015233E+002       -0.33262606244E+002
        0.49355736332E+000        0.12724311220E+002       -0.32762478217E+002
        0.49721334378E+000        0.12605443668E+002       -0.32273414453E+002
        0.50086932425E+000        0.12488316478E+002       -0.31795091494E+002
        0.50452530472E+000        0.12372946376E+002       -0.31327197556E+002
        0.50818128519E+000        0.12259241168E+002       -0.30869432112E+002
        0.51183726566E+000        0.12147218192E+002       -0.30421505434E+002
        0.51549324613E+000        0.12036788925E+002       -0.29983137898E+002
        0.51914922660E+000        0.11927971229E+002       -0.29554059846E+002
        0.52280520707E+000        0.11820680044E+002       -0.29134010999E+002
        0.52646118754E+000        0.11714933676E+002       -0.28722740078E+002
        0.53011716801E+000        0.11610650331E+002       -0.28320004579E+002
        0.53377314848E+000        0.11507848690E+002       -0.27925570127E+002
        0.53742912894E+000        0.11406450043E+002       -0.27539210504E+002
        0.54108510941E+000        0.11306473385E+002       -0.27160706941E+002
        0.54474108988E+000        0.11207842919E+002       -0.26789848176E+002
        0.54839707035E+000        0.11110577897E+002       -0.26426429912E+002
        0.55205305082E+000        0.11014605280E+002       -0.26070254591E+002
        0.55570903129E+000        0.10919944526E+002       -0.25721131180E+002
        0.55936501176E+000        0.10826525206E+002       -0.25378874925E+002
        0.56302099223E+000        0.10734366942E+002       -0.25043307007E+002
        0.56667697270E+000        0.10643401776E+002       -0.24714254402E+002
        0.57033295317E+000        0.10553649454E+002       -0.24391549679E+002
        0.57398893363E+000        0.10465044363E+002       -0.24075030639E+002
        0.57764491410E+000        0.10377606337E+002       -0.23764540317E+002
        0.58130089457E+000        0.10291271988E+002       -0.23459926586E+002
        0.58495687504E+000        0.10206061204E+002       -0.23161042215E+002
        0.58861285551E+000        0.10121912712E+002       -0.22867744402E+002
        0.59226883598E+000        0.10038846428E+002       -0.22579894834E+002
        0.59592481645E+000        0.99568030889E+001       -0.22297359392E+002
        0.59958079692E+000        0.98758026096E+001       -0.22020008162E+002
        0.60323677739E+000        0.97957876401E+001       -0.21747714981E+002
        0.60689275786E+000        0.97167780738E+001       -0.21480357671E+002
        0.61054873832E+000        0.96387183818E+001       -0.21217817619E+002
        0.61420471879E+000        0.95616284134E+001       -0.20959979760E+002
        0.61786069926E+000        0.94854543765E+001       -0.20706732413E+002
        0.62151667973E+000        0.94102160581E+001       -0.20457967264E+002
        0.62517266020E+000        0.93358613215E+001       -0.20213579071E+002
        0.62882864067E+000        0.92624098751E+001       -0.19973465732E+002
        0.63248462114E+000        0.91898111625E+001       -0.19737528014E+002
        0.63614060161E+000        0.91180847988E+001       -0.19505669660E+002
        0.63979658208E+000        0.90471817363E+001       -0.19277797042E+002
        0.64345256255E+000        0.89771214838E+001       -0.19053819288E+002
        0.64710854301E+000        0.89078564357E+001       -0.18833647992E+002
        0.65076452348E+000        0.88394059831E+001       -0.18617197387E+002
        0.65442050395E+000        0.87717238989E+001       -0.18404383952E+002
        0.65807648442E+000        0.87048294464E+001       -0.18195126587E+002
        0.66173246489E+000        0.86386777178E+001       -0.17989346377E+002
        0.66538844536E+000        0.85732878393E+001       -0.17786966618E+002
        0.66904442583E+000        0.85086161665E+001       -0.17587912718E+002
        0.67270040630E+000        0.84446816801E+001       -0.17392112019E+002
        0.67635638677E+000        0.83814419470E+001       -0.17199493951E+002
        0.68001236724E+000        0.83189157950E+001       -0.17009989796E+002
        0.68366834770E+000        0.82570619515E+001       -0.16823532634E+002
        0.68732432817E+000        0.81958990865E+001       -0.16640057400E+002
        0.69098030864E+000        0.81353870400E+001       -0.16459500678E+002
        0.69463628911E+000        0.80755443191E+001       -0.16281800829E+002
        0.69829226958E+000        0.80163318313E+001       -0.16106897696E+002
        0.70194825005E+000        0.79577679166E+001       -0.15934732812E+002
        0.70560423052E+000        0.78998145077E+001       -0.15765249146E+002
        0.70926021099E+000        0.78424897733E+001       -0.15598391195E+002
        0.71291619146E+000        0.77857566311E+001       -0.15434104844E+002
        0.71657217193E+000        0.77296330755E+001       -0.15272337384E+002
        0.72022815239E+000        0.76740829710E+001       -0.15113037423E+002
        0.72388413286E+000        0.76191241348E+001       -0.14956154901E+002
        0.72754011333E+000        0.75647213423E+001       -0.14801641001E+002
        0.73119609380E+000        0.75108922312E+001       -0.14649448107E+002
        0.73485207427E+000        0.74576024533E+001       -0.14499529888E+002
        0.73850805474E+000        0.74048694649E+001       -0.14351840963E+002
        0.74216403521E+000        0.73526597622E+001       -0.14206337328E+002
        0.74582001568E+000        0.73009906185E+001       -0.14062975827E+002
        0.74947599615E+000        0.72498293428E+001       -0.13921714538E+002
        0.75313197662E+000        0.71991930248E+001       -0.13782512412E+002
        0.75678795708E+000        0.71490497570E+001       -0.13645329560E+002
        0.76044393755E+000        0.70994164445E+001       -0.13510126864E+002
        0.76409991802E+000        0.70502619351E+001       -0.13376866250E+002
        0.76775589849E+000        0.70016029501E+001       -0.13245510625E+002
        0.77141187896E+000        0.69534090641E+001       -0.13116023623E+002
        0.77506785943E+000        0.69056968151E+001       -0.12988369794E+002
        0.77872383990E+000        0.68584364798E+001       -0.12862514619E+002
        0.78237982037E+000        0.68116444122E+001       -0.12738424252E+002
        0.78603580084E+000        0.67652915668E+001       -0.12616065684E+002
        0.78969178131E+000        0.67193941146E+001       -0.12495406689E+002
        0.79334776177E+000        0.66739236644E+001       -0.12376415826E+002
        0.79700374224E+000        0.66288962041E+001       -0.12259062277E+002
        0.80065972271E+000        0.65842839751E+001       -0.12143315962E+002
        0.80431570318E+000        0.65401027839E+001       -0.12029147588E+002
        0.80797168365E+000        0.64963254820E+001       -0.11916528362E+002
        0.81162766412E+000        0.64529676957E+001       -0.11805430286E+002
        0.81528364459E+000        0.64100028668E+001       -0.11695825875E+002
        0.81893962506E+000        0.63674464424E+001       -0.11587688385E+002
        0.82259560553E+000        0.63252724347E+001       -0.11480991533E+002
        0.82625158600E+000        0.62834961133E+001       -0.11375709733E+002
        0.82990756646E+000        0.62420920424E+001       -0.11271817879E+002
        0.83356354693E+000        0.62010753149E+001       -0.11169291486E+002
        0.83721952740E+000        0.61604210297E+001       -0.11068106561E+002
        0.84087550787E+000        0.61201441042E+001       -0.10968239650E+002
        0.84453148834E+000        0.60802201551E+001       -0.10869667825E+002
        0.84818746881E+000        0.60406639258E+001       -0.10772368604E+002
        0.85184344928E+000        0.60014515346E+001       -0.10676320049E+002
        0.85549942975E+000        0.59625975524E+001       -0.10581500640E+002
        0.85915541022E+000        0.59240785836E+001       -0.10487889386E+002
        0.86281139069E+000        0.58859090280E+001       -0.10395465636E+002
        0.86646737115E+000        0.58480659615E+001       -0.10304209301E+002
        0.87012335162E+000        0.58105636145E+001       -0.10214100623E+002
        0.87377933209E+000        0.57733795195E+001       -0.10125120275E+002
        0.87743531256E+000        0.57365277401E+001       -0.10037249389E+002
        0.88109129303E+000        0.56999862512E+001       -0.99504693976E+001
        0.88474727350E+000        0.56637689514E+001       -0.98647622347E+001
        0.88840325397E+000        0.56278542447E+001       -0.97801100888E+001
        0.89205923444E+000        0.55922558667E+001       -0.96964956120E+001
        0.89571521491E+000        0.55569526379E+001       -0.96139017217E+001
        0.89937119538E+000        0.55219581327E+001       -0.95323117842E+001
        0.90302717584E+000        0.54872515760E+001       -0.94517094328E+001
        0.90668315631E+000        0.54528463825E+001       -0.93720786291E+001
        0.91033913678E+000        0.54187221702E+001       -0.92934037044E+001
        0.91399511725E+000        0.53848921959E+001       -0.92156692757E+001
        0.91765109772E+000        0.53513364594E+001       -0.91388602996E+001
        0.92130707819E+000        0.53180680616E+001       -0.90629619443E+001
        0.92496305866E+000        0.52850673734E+001       -0.89879597837E+001
        0.92861903913E+000        0.52523473414E+001       -0.89138396295E+001
        0.93227501960E+000        0.52198886971E+001       -0.88405875352E+001
        0.93593100007E+000        0.51877042355E+001       -0.87681898951E+001
        0.93958698053E+000        0.51557750380E+001       -0.86966333270E+001
        0.94324296100E+000        0.51241137499E+001       -0.86259047295E+001
        0.94689894147E+000        0.50927017931E+001       -0.85559912361E+001
        0.95055492194E+000        0.50615516652E+001       -0.84868802216E+001
        0.95421090241E+000        0.50306451196E+001       -0.84185593686E+001
        0.95786688288E+000        0.49999945074E+001       -0.83510165045E+001
        0.96152286335E+000        0.49695819047E+001       -0.82842397684E+001
        0.96517884382E+000        0.49394195184E+001       -0.82182174545E+001
        0.96883482429E+000        0.49094897386E+001       -0.81529381480E+001
        0.97249080476E+000        0.48798046299E+001       -0.80883905878E+001
        0.97614678522E+000        0.48503468878E+001       -0.80245637721E+001
        0.97980276569E+000        0.48211284368E+001       -0.79614468850E+001
        0.98345874616E+000        0.47921322698E+001       -0.78990293166E+001
        0.98711472663E+000        0.47633701728E+001       -0.78373006357E+001
        0.99077070710E+000        0.47348254287E+001       -0.77762506401E+001
        0.99442668757E+000        0.47065096869E+001       -0.77158692740E+001
        0.99808266804E+000        0.46784065124E+001       -0.76561467212E+001
        0.10017386485E+001        0.46505274203E+001       -0.75970733048E+001
        0.10053946290E+001        0.46228562503E+001       -0.75386395087E+001
        0.10090506094E+001        0.45954043852E+001       -0.74808360463E+001
        0.10127065899E+001        0.45681559324E+001       -0.74236537423E+001
        0.10163625704E+001        0.45411221441E+001       -0.73670836375E+001
        0.10200185509E+001        0.45142873887E+001       -0.73111169143E+001
        0.10236745313E+001        0.44876627895E+001       -0.72557448759E+001
        0.10273305118E+001        0.44612329699E+001       -0.72009590468E+001
        0.10309864923E+001        0.44350089260E+001       -0.71467510371E+001
        0.10346424727E+001        0.44089755294E+001       -0.70931126977E+001
        0.10382984532E+001        0.43831436509E+001       -0.70400358992E+001
        0.10419544337E+001        0.43574984048E+001       -0.69875127532E+001
        0.10456104141E+001        0.43320505381E+001       -0.69355354874E+001
        0.10492663946E+001        0.43067854013E+001       -0.68840964427E+001
        0.10529223751E+001        0.42817136201E+001       -0.68331880938E+001
        0.10565783555E+001        0.42568207756E+001       -0.67828030914E+001
        0.10602343360E+001        0.42321173733E+001       -0.67329341674E+001
        0.10638903165E+001        0.42075892196E+001       -0.66835741873E+001
        0.10675462970E+001        0.41832467020E+001       -0.66347161521E+001
        0.10712022774E+001        0.41590758464E+001       -0.65863531850E+001
        0.10748582579E+001        0.41350869238E+001       -0.65384785068E+001
        0.10785142384E+001        0.41112661750E+001       -0.64910854662E+001
        0.10821702188E+001        0.40876237560E+001       -0.64441675423E+001
        0.10858261993E+001        0.40641461169E+001       -0.63977182797E+001
        0.10894821798E+001        0.40408433012E+001       -0.63517313811E+001
        0.10931381602E+001        0.40177019633E+001       -0.63062006170E+001
        0.10967941407E+001        0.39947320353E+001       -0.62611199062E+001
        0.11004501212E+001        0.39719203716E+001       -0.62164832081E+001
        0.11041061016E+001        0.39492767945E+001       -0.61722846135E+001
        0.11077620821E+001        0.39267883539E+001       -0.61285183613E+001
        0.11114180626E+001        0.39044647636E+001       -0.60851786965E+001
        0.11150740430E+001        0.38822932646E+001       -0.60422599916E+001
        0.11187300235E+001        0.38602834644E+001       -0.59997567556E+001
        0.11223860040E+001        0.38384227903E+001       -0.59576635405E+001
        0.11260419845E+001        0.38167207446E+001       -0.59159749939E+001
        0.11296979649E+001        0.37951649374E+001       -0.58746858343E+001
        0.11333539454E+001        0.37737647676E+001       -0.58337909434E+001
        0.11370099259E+001        0.37525080232E+001       -0.57932851688E+001
        0.11406659063E+001        0.37314040016E+001       -0.57531635464E+001
        0.11443218868E+001        0.37104406652E+001       -0.57134211109E+001
        0.11479778673E+001        0.36896272108E+001       -0.56740530530E+001
        0.11516338477E+001        0.36689517714E+001       -0.56350545723E+001
        0.11552898282E+001        0.36484234448E+001       -0.55964209711E+001
        0.11589458087E+001        0.36280305313E+001       -0.55581476419E+001
        0.11626017891E+001        0.36077820308E+001       -0.55202300335E+001
        0.11662577696E+001        0.35876664071E+001       -0.54826636742E+001
        0.11699137501E+001        0.35676925638E+001       -0.54454441214E+001
        0.11735697306E+001        0.35478491249E+001       -0.54085670944E+001
        0.11772257110E+001        0.35281448988E+001       -0.53720282895E+001
        0.11808816915E+001        0.35085686664E+001       -0.53358234985E+001
        0.11845376720E+001        0.34891291425E+001       -0.52999485895E+001
        0.11881936524E+001        0.34698152615E+001       -0.52643995324E+001
        0.11918496329E+001        0.34506356457E+001       -0.52291722336E+001
        0.11955056134E+001        0.34315793800E+001       -0.51942628063E+001
        0.11991615938E+001        0.34126549956E+001       -0.51596673414E+001
        0.12028175743E+001        0.33938517247E+001       -0.51253820205E+001
        0.12064735548E+001        0.33751780087E+001       -0.50914030499E+001
        0.12101295352E+001        0.33566232241E+001       -0.50577267456E+001
        0.12137855157E+001        0.33381957238E+001       -0.50243494285E+001
        0.12174414962E+001        0.33198850256E+001       -0.49912675051E+001
        0.12210974766E+001        0.33016993951E+001       -0.49584774332E+001
        0.12247534571E+001        0.32836284888E+001       -0.49259757066E+001
        0.12284094376E+001        0.32656804863E+001       -0.48937588946E+001
        0.12320654181E+001        0.32478451795E+001       -0.48618236023E+001
        0.12357213985E+001        0.32301306636E+001       -0.48301664990E+001
        0.12393773790E+001        0.32125268632E+001       -0.47987842683E+001
        0.12430333595E+001        0.31950417903E+001       -0.47676736963E+001
        0.12466893399E+001        0.31776654994E+001       -0.47368315834E+001
        0.12503453204E+001        0.31604059205E+001       -0.47062547859E+001
        0.12540013009E+001        0.31432532357E+001       -0.46759401853E+001
        0.12576572813E+001        0.31262152940E+001       -0.46458847402E+001
        0.12613132618E+001        0.31092824025E+001       -0.46160854477E+001
        0.12649692423E+001        0.30924623305E+001       -0.45865393343E+001
        0.12686252227E+001        0.30757455077E+001       -0.45572434874E+001
        0.12722812032E+001        0.30591396244E+001       -0.45281949739E+001
        0.12759371837E+001        0.30426352313E+001       -0.44993910434E+001
        0.12795931642E+001        0.30262399403E+001       -0.44708288313E+001
        0.12832491446E+001        0.30099444204E+001       -0.44425056040E+001
        0.12869051251E+001        0.29937562071E+001       -0.44144186205E+001
        0.12905611056E+001        0.29776660853E+001       -0.43865652613E+001
        0.12942170860E+001        0.29616815142E+001       -0.43589428023E+001
        0.12978730665E+001        0.29457933933E+001       -0.43315486828E+001
        0.13015290470E+001        0.29300091070E+001       -0.43043803646E+001
        0.13051850274E+001        0.29143196658E+001       -0.42774352640E+001
        0.13088410079E+001        0.28987323813E+001       -0.42507109152E+001
        0.13124969884E+001        0.28832383731E+001       -0.42242048403E+001
        0.13161529688E+001        0.28678448805E+001       -0.41979146478E+001
        0.13198089493E+001        0.28525431303E+001       -0.41718379115E+001
        0.13234649298E+001        0.28373402906E+001       -0.41459722764E+001
        0.13271209102E+001        0.28222276937E+001       -0.41203154471E+001
        0.13307768907E+001        0.28072124369E+001       -0.40948651084E+001
        0.13344328712E+001        0.27922859561E+001       -0.40696189942E+001
        0.13380888517E+001        0.27774552793E+001       -0.40445748842E+001
        0.13417448321E+001        0.27627119439E+001       -0.40197305795E+001
        0.13454008126E+001        0.27480629094E+001       -0.39950839230E+001
        0.13490567931E+001        0.27334998128E+001       -0.39706327476E+001
        0.13527127735E+001        0.27190295462E+001       -0.39463749601E+001
        0.13563687540E+001        0.27046438446E+001       -0.39223084859E+001
        0.13600247345E+001        0.26903495335E+001       -0.38984312566E+001
        0.13636807149E+001        0.26761384439E+001       -0.38747412685E+001
        0.13673366954E+001        0.26620173354E+001       -0.38512365013E+001
        0.13709926759E+001        0.26479781340E+001       -0.38279149905E+001
        0.13746486563E+001        0.26340275343E+001       -0.38047748167E+001
        0.13783046368E+001        0.26201575547E+001       -0.37818140177E+001
        0.13819606173E+001        0.26063748265E+001       -0.37590307427E+001
        0.13856165978E+001        0.25926714588E+001       -0.37364231050E+001
        0.13892725782E+001        0.25790540200E+001       -0.37139892650E+001
        0.13929285587E+001        0.25655147088E+001       -0.36917274036E+001
        0.13965845392E+001        0.25520600313E+001       -0.36696357342E+001
        0.14002405196E+001        0.25386822743E+001       -0.36477124906E+001
        0.14038965001E+001        0.25253878823E+001       -0.36259559146E+001
        0.14075524806E+001        0.25121692291E+001       -0.36043642841E+001
        0.14112084610E+001        0.24990326982E+001       -0.35829359068E+001
        0.14148644415E+001        0.24859707484E+001       -0.35616691064E+001
        0.14185204220E+001        0.24729897038E+001       -0.35405622229E+001
        0.14221764024E+001        0.24600821065E+001       -0.35196136129E+001
        0.14258323829E+001        0.24472542216E+001       -0.34988216805E+001
        0.14294883634E+001        0.24344986735E+001       -0.34781848234E+001
        0.14331443439E+001        0.24218216691E+001       -0.34577014607E+001
        0.14368003243E+001        0.24092159138E+001       -0.34373700669E+001
        0.14404563048E+001        0.23966875565E+001       -0.34171890852E+001
        0.14441122853E+001        0.23842293825E+001       -0.33971570217E+001
        0.14477682657E+001        0.23718474840E+001       -0.33772723755E+001
        0.14514242462E+001        0.23595347243E+001       -0.33575336759E+001
        0.14550802267E+001        0.23472971395E+001       -0.33379394549E+001
        0.14587362071E+001        0.23351276702E+001       -0.33184883138E+001
        0.14623921876E+001        0.23230322969E+001       -0.32991788052E+001
        0.14660481681E+001        0.23110040359E+001       -0.32800095261E+001
        0.14697041485E+001        0.22990488132E+001       -0.32609791034E+001
        0.14733601290E+001        0.22871597195E+001       -0.32420861964E+001
        0.14770161095E+001        0.22753426270E+001       -0.32233294255E+001
        0.14806720899E+001        0.22635906994E+001       -0.32047074614E+001
        0.14843280704E+001        0.22519097559E+001       -0.31862190057E+001
        0.14879840509E+001        0.22402930323E+001       -0.31678627700E+001
        0.14916400314E+001        0.22287462951E+001       -0.31496374470E+001
        0.14952960118E+001        0.22172628512E+001       -0.31315417976E+001
        0.14989519923E+001        0.22058484151E+001       -0.31135745424E+001
        0.15026079728E+001        0.21944963636E+001       -0.30957344859E+001
        0.15062639532E+001        0.21832123599E+001       -0.30780203763E+001
        0.15099199337E+001        0.21719898496E+001       -0.30604310323E+001
        0.15135759142E+001        0.21608344453E+001       -0.30429652505E+001
        0.15172318946E+001        0.21497396601E+001       -0.30256218791E+001
        0.15208878751E+001        0.21387110568E+001       -0.30083997201E+001
        0.15245438556E+001        0.21277422152E+001       -0.29912976690E+001
        0.15281998360E+001        0.21168386485E+001       -0.29743145666E+001
        0.15318558165E+001        0.21059940023E+001       -0.29574493234E+001
        0.15355117970E+001        0.20952137410E+001       -0.29407008049E+001
        0.15391677775E+001        0.20844915746E+001       -0.29240679307E+001
        0.15428237579E+001        0.20738329196E+001       -0.29075496322E+001
        0.15464797384E+001        0.20632315495E+001       -0.28911448378E+001
        0.15501357189E+001        0.20526928334E+001       -0.28748525157E+001
        0.15537916993E+001        0.20422106070E+001       -0.28586715723E+001
        0.15574476798E+001        0.20317901931E+001       -0.28426010512E+001
        0.15611036603E+001        0.20214254884E+001       -0.28266398871E+001
        0.15647596407E+001        0.20111217698E+001       -0.28107871091E+001
        0.15684156212E+001        0.20008729945E+001       -0.27950417034E+001
        0.15720716017E+001        0.19906843938E+001       -0.27794027027E+001
