# Time-correlated data for fix SS
# Timestep Number-of-time-windows
# Index TimeDelta Ncount v_pxy*v_pxy v_pxz*v_pxz v_pyz*v_pyz
11000 200
7 30 6177 1.36456e+07 1.25347e+07 1.46099e+07
8 35 6176 1.36283e+07 1.2521e+07 1.4589e+07
9 40 6175 1.36083e+07 1.2505e+07 1.45651e+07
10 45 6174 1.35855e+07 1.24867e+07 1.45384e+07
11 50 6173 1.356e+07 1.24661e+07 1.45089e+07
12 55 6172 1.35317e+07 1.24431e+07 1.44765e+07
13 60 6171 1.35008e+07 1.24179e+07 1.44413e+07
14 65 6170 1.34673e+07 1.23905e+07 1.44033e+07
15 70 6169 1.34311e+07 1.23608e+07 1.43625e+07
16 75 6168 1.33923e+07 1.2329e+07 1.43191e+07
17 80 6167 1.33509e+07 1.22949e+07 1.4273e+07
18 85 6166 1.33071e+07 1.22588e+07 1.42243e+07
19 90 6165 1.32607e+07 1.22206e+07 1.41729e+07
20 95 6164 1.32119e+07 1.21803e+07 1.41191e+07
21 100 6163 1.31608e+07 1.2138e+07 1.40627e+07
22 105 6162 1.31072e+07 1.20937e+07 1.40039e+07
23 110 6161 1.30514e+07 1.20474e+07 1.39427e+07
24 115 6160 1.29933e+07 1.19993e+07 1.38791e+07
25 120 6159 1.2933e+07 1.19493e+07 1.38132e+07
26 125 6158 1.28706e+07 1.18975e+07 1.37451e+07
27 130 6157 1.2806e+07 1.1844e+07 1.36748e+07
28 135 6156 1.27394e+07 1.17887e+07 1.36024e+07
29 140 6155 1.26708e+07 1.17317e+07 1.3528e+07
30 145 6154 1.26003e+07 1.16732e+07 1.34515e+07
31 150 6153 1.25279e+07 1.16131e+07 1.3373e+07
32 155 6152 1.24537e+07 1.15514e+07 1.32927e+07
33 160 6151 1.23778e+07 1.14884e+07 1.32106e+07
34 165 6150 1.23001e+07 1.14239e+07 1.31267e+07
35 170 6149 1.22209e+07 1.1358e+07 1.30412e+07
36 175 6148 1.214e+07 1.12909e+07 1.2954e+07
37 180 6147 1.20577e+07 1.12225e+07 1.28653e+07
38 185 6146 1.19739e+07 1.11529e+07 1.2775e+07
39 190 6145 1.18888e+07 1.10823e+07 1.26834e+07
40 195 6144 1.18024e+07 1.10105e+07 1.25904e+07
41 200 6143 1.17147e+07 1.09377e+07 1.24962e+07
42 205 6142 1.16259e+07 1.0864e+07 1.24007e+07
43 210 6141 1.15359e+07 1.07894e+07 1.23041e+07
44 215 6140 1.14449e+07 1.07139e+07 1.22064e+07
45 220 6139 1.1353e+07 1.06377e+07 1.21077e+07
46 225 6138 1.12601e+07 1.05607e+07 1.20081e+07
47 230 6137 1.11664e+07 1.04831e+07 1.19076e+07
48 235 6136 1.1072e+07 1.04048e+07 1.18063e+07
49 240 6135 1.09768e+07 1.0326e+07 1.17043e+07
50 245 6134 1.0881e+07 1.02467e+07 1.16016e+07
51 250 6133 1.07846e+07 1.01669e+07 1.14983e+07
52 255 6132 1.06877e+07 1.00868e+07 1.13945e+07
53 260 6131 1.05904e+07 1.00063e+07 1.12903e+07
54 265 6130 1.04927e+07 9.92557e+06 1.11856e+07
55 270 6129 1.03946e+07 9.84458e+06 1.10806e+07
56 275 6128 1.02964e+07 9.76342e+06 1.09753e+07
57 280 6127 1.01979e+07 9.68214e+06 1.08698e+07
58 285 6126 1.00992e+07 9.60077e+06 1.07641e+07
59 290 6125 1.00005e+07 9.51939e+06 1.06584e+07
60 295 6124 9.90178e+06 9.43802e+06 1.05526e+07
61 300 6123 9.80309e+06 9.35673e+06 1.04469e+07
62 305 6122 9.70448e+06 9.27555e+06 1.03412e+07
63 310 6121 9.60602e+06 9.19454e+06 1.02356e+07
64 315 6120 9.50776e+06 9.11373e+06 1.01302e+07
65 320 6119 9.40974e+06 9.03316e+06 1.00251e+07
66 325 6118 9.31203e+06 8.95289e+06 9.92022e+06
67 330 6117 9.21467e+06 8.87294e+06 9.81569e+06
68 335 6116 9.1177e+06 8.79337e+06 9.71152e+06
69 340 6115 9.02118e+06 8.7142e+06 9.60778e+06
70 345 6114 8.92514e+06 8.63547e+06 9.5045e+06
71 350 6113 8.82964e+06 8.55722e+06 9.40171e+06
72 355 6112 8.73471e+06 8.47948e+06 9.29947e+06
73 360 6111 8.64039e+06 8.40228e+06 9.19781e+06
74 365 6110 8.54672e+06 8.32566e+06 9.09677e+06
75 370 6109 8.45374e+06 8.24963e+06 8.99637e+06
76 375 6108 8.36149e+06 8.17424e+06 8.89665e+06
77 380 6107 8.26999e+06 8.09951e+06 8.79764e+06
78 385 6106 8.17928e+06 8.02546e+06 8.69937e+06
79 390 6105 8.08939e+06 7.95211e+06 8.60186e+06
80 395 6104 8.00035e+06 7.87949e+06 8.50515e+06
81 400 6103 7.91219e+06 7.80762e+06 8.40924e+06
82 405 6102 7.82493e+06 7.73652e+06 8.31417e+06
83 410 6101 7.7386e+06 7.66621e+06 8.21995e+06
84 415 6100 7.65322e+06 7.5967e+06 8.1266e+06
85 420 6099 7.56881e+06 7.528e+06 8.03414e+06
86 425 6098 7.48539e+06 7.46014e+06 7.94257e+06
87 430 6097 7.40297e+06 7.39313e+06 7.85192e+06
88 435 6096 7.32159e+06 7.32697e+06 7.76218e+06
89 440 6095 7.24124e+06 7.26168e+06 7.67338e+06
90 445 6094 7.16195e+06 7.19727e+06 7.58552e+06
91 450 6093 7.08372e+06 7.13374e+06 7.49859e+06
92 455 6092 7.00657e+06 7.0711e+06 7.41262e+06
93 460 6091 6.93051e+06 7.00935e+06 7.3276e+06
94 465 6090 6.85553e+06 6.9485e+06 7.24352e+06
95 470 6089 6.78166e+06 6.88856e+06 7.16039e+06
96 475 6088 6.70889e+06 6.82952e+06 7.07821e+06
97 480 6087 6.63724e+06 6.77138e+06 6.99698e+06
98 485 6086 6.56669e+06 6.71415e+06 6.91668e+06
99 490 6085 6.49726e+06 6.65783e+06 6.83732e+06
100 495 6084 6.42894e+06 6.6024e+06 6.75888e+06
101 500 6083 6.36173e+06 6.54787e+06 6.68135e+06
102 505 6082 6.29563e+06 6.49424e+06 6.60474e+06
103 510 6081 6.23064e+06 6.4415e+06 6.52901e+06
104 515 6080 6.16676e+06 6.38964e+06 6.45418e+06
105 520 6079 6.10397e+06 6.33866e+06 6.38021e+06
106 525 6078 6.04228e+06 6.28854e+06 6.3071e+06
107 530 6077 5.98166e+06 6.2393e+06 6.23483e+06
108 535 6076 5.92213e+06 6.1909e+06 6.16338e+06
109 540 6075 5.86367e+06 6.14335e+06 6.09274e+06
110 545 6074 5.80626e+06 6.09663e+06 6.0229e+06
111 550 6073 5.74991e+06 6.05074e+06 5.95382e+06
112 555 6072 5.69459e+06 6.00567e+06 5.8855e+06
113 560 6071 5.6403e+06 5.96139e+06 5.81792e+06
114 565 6070 5.58702e+06 5.91791e+06 5.75104e+06
115 570 6069 5.53475e+06 5.8752e+06 5.68487e+06
116 575 6068 5.48346e+06 5.83327e+06 5.61936e+06
117 580 6067 5.43315e+06 5.79208e+06 5.55451e+06
118 585 6066 5.3838e+06 5.75164e+06 5.49029e+06
119 590 6065 5.3354e+06 5.71192e+06 5.42668e+06
120 595 6064 5.28793e+06 5.67291e+06 5.36365e+06
121 600 6063 5.24137e+06 5.63461e+06 5.30119e+06
122 605 6062 5.19572e+06 5.59698e+06 5.23926e+06
123 610 6061 5.15095e+06 5.56003e+06 5.17786e+06
124 615 6060 5.10704e+06 5.52374e+06 5.11696e+06
125 620 6059 5.06399e+06 5.48808e+06 5.05652e+06
126 625 6058 5.02177e+06 5.45305e+06 4.99654e+06
127 630 6057 4.98038e+06 5.41864e+06 4.93699e+06
128 635 6056 4.93979e+06 5.38482e+06 4.87785e+06
129 640 6055 4.89998e+06 5.35158e+06 4.8191e+06
130 645 6054 4.86094e+06 5.31892e+06 4.76071e+06
131 650 6053 4.82266e+06 5.28681e+06 4.70266e+06
132 655 6052 4.78511e+06 5.25523e+06 4.64493e+06
133 660 6051 4.74828e+06 5.22419e+06 4.58751e+06
134 665 6050 4.71216e+06 5.19365e+06 4.53036e+06
135 670 6049 4.67672e+06 5.16361e+06 4.47348e+06
136 675 6048 4.64195e+06 5.13405e+06 4.41684e+06
137 680 6047 4.60784e+06 5.10497e+06 4.36042e+06
138 685 6046 4.57436e+06 5.07634e+06 4.30421e+06
139 690 6045 4.54151e+06 5.04815e+06 4.24818e+06
140 695 6044 4.50927e+06 5.02039e+06 4.19232e+06
141 700 6043 4.47762e+06 4.99305e+06 4.13662e+06
142 705 6042 4.44654e+06 4.96611e+06 4.08106e+06
143 710 6041 4.41603e+06 4.93957e+06 4.02562e+06
144 715 6040 4.38607e+06 4.9134e+06 3.97029e+06
145 720 6039 4.35665e+06 4.8876e+06 3.91505e+06
146 725 6038 4.32774e+06 4.86215e+06 3.85989e+06
147 730 6037 4.29934e+06 4.83706e+06 3.80481e+06
148 735 6036 4.27144e+06 4.81229e+06 3.74978e+06
149 740 6035 4.24401e+06 4.78785e+06 3.6948e+06
150 745 6034 4.21706e+06 4.76371e+06 3.63985e+06
151 750 6033 4.19056e+06 4.73989e+06 3.58493e+06
152 755 6032 4.16451e+06 4.71635e+06 3.53003e+06
153 760 6031 4.13889e+06 4.69309e+06 3.47514e+06
154 765 6030 4.1137e+06 4.67011e+06 3.42025e+06
155 770 6029 4.08891e+06 4.6474e+06 3.36537e+06
156 775 6028 4.06453e+06 4.62493e+06 3.31047e+06
157 780 6027 4.04055e+06 4.60272e+06 3.25557e+06
158 785 6026 4.01695e+06 4.58074e+06 3.20066e+06
159 790 6025 3.99372e+06 4.559e+06 3.14572e+06
160 795 6024 3.97085e+06 4.53748e+06 3.09077e+06
161 800 6023 3.94835e+06 4.51618e+06 3.03581e+06
162 805 6022 3.92619e+06 4.49508e+06 2.98082e+06
163 810 6021 3.90437e+06 4.47419e+06 2.92581e+06
164 815 6020 3.88289e+06 4.45349e+06 2.87078e+06
165 820 6019 3.86173e+06 4.43299e+06 2.81574e+06
166 825 6018 3.8409e+06 4.41267e+06 2.76069e+06
167 830 6017 3.82038e+06 4.39253e+06 2.70562e+06
168 835 6016 3.80017e+06 4.37255e+06 2.65055e+06
169 840 6015 3.78026e+06 4.35275e+06 2.59548e+06
170 845 6014 3.76065e+06 4.33311e+06 2.54041e+06
171 850 6013 3.74133e+06 4.31362e+06 2.48536e+06
172 855 6012 3.7223e+06 4.29429e+06 2.43032e+06
173 860 6011 3.70355e+06 4.27511e+06 2.3753e+06
174 865 6010 3.68508e+06 4.25607e+06 2.32032e+06
175 870 6009 3.66688e+06 4.23717e+06 2.26539e+06
176 875 6008 3.64896e+06 4.2184e+06 2.2105e+06
177 880 6007 3.6313e+06 4.19977e+06 2.15567e+06
178 885 6006 3.6139e+06 4.18126e+06 2.10092e+06
179 890 6005 3.59677e+06 4.16287e+06 2.04624e+06
180 895 6004 3.57989e+06 4.14461e+06 1.99166e+06
181 900 6003 3.56326e+06 4.12647e+06 1.93718e+06
182 905 6002 3.54689e+06 4.10843e+06 1.88282e+06
183 910 6001 3.53077e+06 4.09051e+06 1.82858e+06
184 915 6000 3.51489e+06 4.0727e+06 1.77449e+06
185 920 5999 3.49925e+06 4.05499e+06 1.72055e+06
186 925 5998 3.48386e+06 4.03738e+06 1.66677e+06
187 930 5997 3.4687e+06 4.01986e+06 1.61317e+06
188 935 5996 3.45379e+06 4.00245e+06 1.55976e+06
189 940 5995 3.4391e+06 3.98512e+06 1.50656e+06
190 945 5994 3.42465e+06 3.96788e+06 1.45357e+06
191 950 5993 3.41043e+06 3.95073e+06 1.40082e+06
192 955 5992 3.39644e+06 3.93367e+06 1.34831e+06
193 960 5991 3.38268e+06 3.91668e+06 1.29606e+06
194 965 5990 3.36914e+06 3.89977e+06 1.24408e+06
195 970 5989 3.35583e+06 3.88294e+06 1.19238e+06
196 975 5988 3.34273e+06 3.86618e+06 1.14098e+06
197 980 5987 3.32985e+06 3.84948e+06 1.08989e+06
198 985 5986 3.31719e+06 3.83286e+06 1.03912e+06
199 990 5985 3.30475e+06 3.81629e+06 988690
200 995 5984 3.29252e+06 3.79979e+06 938606
42000 200
1 0 6383 1.35178e+07 1.26169e+07 1.44954e+07
2 5 6382 1.35181e+07 1.26154e+07 1.44959e+07
3 10 6381 1.35156e+07 1.26114e+07 1.44935e+07
4 15 6380 1.35104e+07 1.26048e+07 1.44883e+07
5 20 6379 1.35023e+07 1.25958e+07 1.44801e+07
6 25 6378 1.34915e+07 1.25842e+07 1.44691e+07
7 30 6377 1.34779e+07 1.25702e+07 1.44553e+07
8 35 6376 1.34616e+07 1.25536e+07 1.44386e+07
9 40 6375 1.34426e+07 1.25346e+07 1.4419e+07
10 45 6374 1.34208e+07 1.25132e+07 1.43967e+07
11 50 6373 1.33963e+07 1.24893e+07 1.43716e+07
12 55 6372 1.33692e+07 1.2463e+07 1.43437e+07
13 60 6371 1.33394e+07 1.24343e+07 1.43131e+07
14 65 6370 1.33071e+07 1.24033e+07 1.42797e+07
15 70 6369 1.32721e+07 1.237e+07 1.42437e+07
16 75 6368 1.32346e+07 1.23343e+07 1.4205e+07
17 80 6367 1.31946e+07 1.22964e+07 1.41638e+07
18 85 6366 1.31521e+07 1.22562e+07 1.41199e+07
19 90 6365 1.31071e+07 1.22139e+07 1.40735e+07
20 95 6364 1.30598e+07 1.21693e+07 1.40246e+07
21 100 6363 1.30101e+07 1.21227e+07 1.39733e+07
22 105 6362 1.29581e+07 1.2074e+07 1.39196e+07
23 110 6361 1.29039e+07 1.20232e+07 1.38635e+07
24 115 6360 1.28474e+07 1.19705e+07 1.38051e+07
25 120 6359 1.27888e+07 1.19158e+07 1.37444e+07
26 125 6358 1.2728e+07 1.18593e+07 1.36815e+07
27 130 6357 1.26653e+07 1.18009e+07 1.36165e+07
28 135 6356 1.26005e+07 1.17407e+07 1.35494e+07
29 140 6355 1.25337e+07 1.16787e+07 1.34802e+07
30 145 6354 1.24651e+07 1.16151e+07 1.3409e+07
31 150 6353 1.23947e+07 1.15498e+07 1.33359e+07
32 155 6352 1.23225e+07 1.1483e+07 1.3261e+07
33 160 6351 1.22485e+07 1.14147e+07 1.31842e+07
34 165 6350 1.2173e+07 1.13449e+07 1.31057e+07
35 170 6349 1.20958e+07 1.12737e+07 1.30255e+07
36 175 6348 1.20172e+07 1.12011e+07 1.29437e+07
37 180 6347 1.1937e+07 1.11273e+07 1.28603e+07
38 185 6346 1.18555e+07 1.10522e+07 1.27755e+07
39 190 6345 1.17727e+07 1.0976e+07 1.26892e+07
40 195 6344 1.16886e+07 1.08987e+07 1.26015e+07
41 200 6343 1.16034e+07 1.08204e+07 1.25126e+07
42 205 6342 1.1517e+07 1.07411e+07 1.24224e+07
43 210 6341 1.14295e+07 1.06608e+07 1.23311e+07
44 215 6340 1.13411e+07 1.05798e+07 1.22386e+07
45 220 6339 1.12517e+07 1.04979e+07 1.21452e+07
46 225 6338 1.11615e+07 1.04153e+07 1.20507e+07
47 230 6337 1.10704e+07 1.0332e+07 1.19554e+07
48 235 6336 1.09787e+07 1.02481e+07 1.18592e+07
49 240 6335 1.08863e+07 1.01637e+07 1.17622e+07
50 245 6334 1.07933e+07 1.00788e+07 1.16646e+07
51 250 6333 1.06997e+07 9.99349e+06 1.15663e+07
52 255 6332 1.06057e+07 9.9078e+06 1.14674e+07
53 260 6331 1.05113e+07 9.82181e+06 1.13679e+07
54 265 6330 1.04166e+07 9.73556e+06 1.1268e+07
55 270 6329 1.03216e+07 9.64913e+06 1.11677e+07
56 275 6328 1.02264e+07 9.56255e+06 1.10671e+07
57 280 6327 1.0131e+07 9.4759e+06 1.09662e+07
58 285 6326 1.00355e+07 9.38923e+06 1.08651e+07
59 290 6325 9.93999e+06 9.30258e+06 1.07637e+07
60 295 6324 9.8445e+06 9.21602e+06 1.06623e+07
61 300 6323 9.74908e+06 9.12958e+06 1.05608e+07
62 305 6322 9.6538e+06 9.04333e+06 1.04593e+07
63 310 6321 9.5587e+06 8.95731e+06 1.03578e+07
64 315 6320 9.46384e+06 8.87156e+06 1.02564e+07
65 320 6319 9.36927e+06 8.78614e+06 1.01551e+07
66 325 6318 9.27504e+06 8.70109e+06 1.00541e+07
67 330 6317 9.1812e+06 8.61644e+06 9.95322e+06
68 335 6316 9.0878e+06 8.53225e+06 9.85263e+06
69 340 6315 8.99487e+06 8.44856e+06 9.75236e+06
70 345 6314 8.90248e+06 8.3654e+06 9.65244e+06
71 350 6313 8.81064e+06 8.2828e+06 9.5529e+06
72 355 6312 8.71942e+06 8.20082e+06 9.45379e+06
73 360 6311 8.62885e+06 8.11948e+06 9.35514e+06
74 365 6310 8.53896e+06 8.03881e+06 9.25698e+06
75 370 6309 8.44979e+06 7.95884e+06 9.15934e+06
76 375 6308 8.36138e+06 7.87961e+06 9.06226e+06
77 380 6307 8.27376e+06 7.80114e+06 8.96577e+06
78 385 6306 8.18696e+06 7.72347e+06 8.86988e+06
79 390 6305 8.10102e+06 7.64661e+06 8.77462e+06
80 395 6304 8.01595e+06 7.57058e+06 8.68002e+06
81 400 6303 7.93179e+06 7.49542e+06 8.5861e+06
82 405 6302 7.84856e+06 7.42114e+06 8.49288e+06
83 410 6301 7.76628e+06 7.34776e+06 8.40037e+06
84 415 6300 7.68498e+06 7.27529e+06 8.30859e+06
85 420 6299 7.60467e+06 7.20376e+06 8.21755e+06
86 425 6298 7.52538e+06 7.13317e+06 8.12728e+06
87 430 6297 7.44712e+06 7.06354e+06 8.03777e+06
88 435 6296 7.36991e+06 6.99489e+06 7.94904e+06
89 440 6295 7.29375e+06 6.92721e+06 7.8611e+06
90 445 6294 7.21867e+06 6.86052e+06 7.77396e+06
91 450 6293 7.14468e+06 6.79483e+06 7.68761e+06
92 455 6292 7.07177e+06 6.73014e+06 7.60207e+06
93 460 6291 6.99997e+06 6.66646e+06 7.51733e+06
94 465 6290 6.92927e+06 6.60379e+06 7.43339e+06
95 470 6289 6.85969e+06 6.54212e+06 7.35026e+06
96 475 6288 6.79122e+06 6.48147e+06 7.26794e+06
97 480 6287 6.72388e+06 6.42184e+06 7.18641e+06
98 485 6286 6.65765e+06 6.3632e+06 7.10568e+06
99 490 6285 6.59255e+06 6.30558e+06 7.02574e+06
100 495 6284 6.52856e+06 6.24896e+06 6.94658e+06
101 500 6283 6.46569e+06 6.19333e+06 6.8682e+06
102 505 6282 6.40394e+06 6.1387e+06 6.79058e+06
103 510 6281 6.34329e+06 6.08505e+06 6.71372e+06
104 515 6280 6.28375e+06 6.03237e+06 6.6376e+06
105 520 6279 6.22531e+06 5.98066e+06 6.56222e+06
106 525 6278 6.16796e+06 5.9299e+06 6.48756e+06
107 530 6277 6.11169e+06 5.88009e+06 6.41361e+06
108 535 6276 6.0565e+06 5.83122e+06 6.34035e+06
109 540 6275 6.00237e+06 5.78326e+06 6.26778e+06
110 545 6274 5.94929e+06 5.73622e+06 6.19586e+06
111 550 6273 5.89725e+06 5.69006e+06 6.1246e+06
112 555 6272 5.84624e+06 5.6448e+06 6.05396e+06
113 560 6271 5.79624e+06 5.60039e+06 5.98394e+06
114 565 6270 5.74725e+06 5.55684e+06 5.91452e+06
115 570 6269 5.69925e+06 5.51413e+06 5.84568e+06
116 575 6268 5.65222e+06 5.47223e+06 5.7774e+06
117 580 6267 5.60616e+06 5.43114e+06 5.70966e+06
118 585 6266 5.56103e+06 5.39084e+06 5.64244e+06
119 590 6265 5.51684e+06 5.3513e+06 5.57573e+06
120 595 6264 5.47356e+06 5.31252e+06 5.50951e+06
121 600 6263 5.43117e+06 5.27447e+06 5.44376e+06
122 605 6262 5.38967e+06 5.23714e+06 5.37845e+06
123 610 6261 5.34902e+06 5.20051e+06 5.31358e+06
124 615 6260 5.30923e+06 5.16455e+06 5.24912e+06
125 620 6259 5.27026e+06 5.12926e+06 5.18504e+06
126 625 6258 5.23211e+06 5.09462e+06 5.12135e+06
127 630 6257 5.19474e+06 5.0606e+06 5.05801e+06
128 635 6256 5.15816e+06 5.02719e+06 4.99501e+06
129 640 6255 5.12234e+06 4.99437e+06 4.93232e+06
130 645 6254 5.08726e+06 4.96212e+06 4.86994e+06
131 650 6253 5.0529e+06 4.93043e+06 4.80785e+06
132 655 6252 5.01925e+06 4.89927e+06 4.74602e+06
133 660 6251 4.98629e+06 4.86863e+06 4.68444e+06
134 665 6250 4.95401e+06 4.8385e+06 4.6231e+06
135 670 6249 4.92238e+06 4.80885e+06 4.56198e+06
136 675 6248 4.89139e+06 4.77967e+06 4.50107e+06
137 680 6247 4.86103e+06 4.75094e+06 4.44035e+06
138 685 6246 4.83127e+06 4.72265e+06 4.37981e+06
139 690 6245 4.8021e+06 4.69478e+06 4.31943e+06
140 695 6244 4.77351e+06 4.66731e+06 4.2592e+06
141 700 6243 4.74548e+06 4.64023e+06 4.19911e+06
142 705 6242 4.71799e+06 4.61353e+06 4.13915e+06
143 710 6241 4.69103e+06 4.58718e+06 4.07931e+06
144 715 6240 4.66458e+06 4.56119e+06 4.01958e+06
145 720 6239 4.63864e+06 4.53552e+06 3.95994e+06
146 725 6238 4.61318e+06 4.51018e+06 3.90039e+06
147 730 6237 4.5882e+06 4.48514e+06 3.84093e+06
148 735 6236 4.56367e+06 4.46039e+06 3.78154e+06
149 740 6235 4.53959e+06 4.43593e+06 3.72222e+06
150 745 6234 4.51595e+06 4.41173e+06 3.66296e+06
151 750 6233 4.49272e+06 4.3878e+06 3.60376e+06
152 755 6232 4.46991e+06 4.36411e+06 3.54461e+06
153 760 6231 4.4475e+06 4.34067e+06 3.48551e+06
154 765 6230 4.42547e+06 4.31745e+06 3.42646e+06
155 770 6229 4.40383e+06 4.29446e+06 3.36745e+06
156 775 6228 4.38255e+06 4.27168e+06 3.30848e+06
157 780 6227 4.36162e+06 4.2491e+06 3.24956e+06
158 785 6226 4.34105e+06 4.22671e+06 3.19068e+06
159 790 6225 4.32081e+06 4.20451e+06 3.13184e+06
160 795 6224 4.30091e+06 4.1825e+06 3.07304e+06
161 800 6223 4.28132e+06 4.16066e+06 3.01429e+06
162 805 6222 4.26205e+06 4.13899e+06 2.95559e+06
163 810 6221 4.24309e+06 4.11748e+06 2.89694e+06
164 815 6220 4.22443e+06 4.09613e+06 2.83834e+06
165 820 6219 4.20606e+06 4.07492e+06 2.77981e+06
166 825 6218 4.18798e+06 4.05387e+06 2.72133e+06
167 830 6217 4.17018e+06 4.03296e+06 2.66293e+06
168 835 6216 4.15265e+06 4.0122e+06 2.6046e+06
169 840 6215 4.13539e+06 3.99157e+06 2.54636e+06
170 845 6214 4.11839e+06 3.97107e+06 2.4882e+06
171 850 6213 4.10165e+06 3.9507e+06 2.43014e+06
172 855 6212 4.08516e+06 3.93047e+06 2.37218e+06
173 860 6211 4.06893e+06 3.91036e+06 2.31433e+06
174 865 6210 4.05294e+06 3.89037e+06 2.25661e+06
175 870 6209 4.03719e+06 3.8705e+06 2.19901e+06
176 875 6208 4.02168e+06 3.85076e+06 2.14155e+06
177 880 6207 4.0064e+06 3.83114e+06 2.08424e+06
178 885 6206 3.99136e+06 3.81163e+06 2.02709e+06
179 890 6205 3.97654e+06 3.79224e+06 1.97011e+06
180 895 6204 3.96195e+06 3.77297e+06 1.91331e+06
181 900 6203 3.94758e+06 3.75382e+06 1.8567e+06
182 905 6202 3.93343e+06 3.73478e+06 1.80028e+06
183 910 6201 3.9195e+06 3.71586e+06 1.74408e+06
184 915 6200 3.90578e+06 3.69706e+06 1.68809e+06
185 920 6199 3.89228e+06 3.67838e+06 1.63234e+06
186 925 6198 3.87898e+06 3.65981e+06 1.57684e+06
187 930 6197 3.8659e+06 3.64135e+06 1.52159e+06
188 935 6196 3.85302e+06 3.62302e+06 1.4666e+06
189 940 6195 3.84034e+06 3.6048e+06 1.41189e+06
190 945 6194 3.82787e+06 3.5867e+06 1.35747e+06
191 950 6193 3.8156e+06 3.56872e+06 1.30335e+06
192 955 6192 3.80353e+06 3.55086e+06 1.24954e+06
193 960 6191 3.79166e+06 3.53312e+06 1.19605e+06
194 965 6190 3.77999e+06 3.5155e+06 1.14289e+06
195 970 6189 3.76851e+06 3.498e+06 1.09008e+06
196 975 6188 3.75722e+06 3.48062e+06 1.03761e+06
197 980 6187 3.74613e+06 3.46336e+06 985511
198 985 6186 3.73522e+06 3.44622e+06 933780
199 990 6185 3.72451e+06 3.4292e+06 882431
200 995 6184 3.71398e+06 3.41231e+06 831472
43000 200
1 0 6583 1.31435e+07 1.3061e+07 1.46739e+07
2 5 6582 1.31438e+07 1.30605e+07 1.46731e+07
3 10 6581 1.31414e+07 1.30576e+07 1.46694e+07
4 15 6580 1.31362e+07 1.30522e+07 1.4663e+07
5 20 6579 1.31283e+07 1.30444e+07 1.46536e+07
6 25 6578 1.31176e+07 1.30342e+07 1.46415e+07
7 30 6577 1.31042e+07 1.30215e+07 1.46266e+07
8 35 6576 1.30881e+07 1.30064e+07 1.46088e+07
9 40 6575 1.30693e+07 1.29889e+07 1.45882e+07
10 45 6574 1.30479e+07 1.29691e+07 1.45649e+07
11 50 6573 1.30237e+07 1.29468e+07 1.45389e+07
12 55 6572 1.2997e+07 1.29222e+07 1.45101e+07
13 60 6571 1.29676e+07 1.28953e+07 1.44786e+07
14 65 6570 1.29357e+07 1.28661e+07 1.44444e+07
15 70 6569 1.29012e+07 1.28346e+07 1.44076e+07
16 75 6568 1.28642e+07 1.28008e+07 1.43682e+07
17 80 6567 1.28247e+07 1.27649e+07 1.43262e+07
18 85 6566 1.27828e+07 1.27267e+07 1.42817e+07
19 90 6565 1.27384e+07 1.26864e+07 1.42347e+07
20 95 6564 1.26917e+07 1.26439e+07 1.41852e+07
21 100 6563 1.26427e+07 1.25994e+07 1.41333e+07
22 105 6562 1.25914e+07 1.25528e+07 1.40791e+07
23 110 6561 1.25378e+07 1.25043e+07 1.40225e+07
24 115 6560 1.24821e+07 1.24537e+07 1.39636e+07
25 120 6559 1.24242e+07 1.24013e+07 1.39025e+07
26 125 6558 1.23643e+07 1.23469e+07 1.38392e+07
27 130 6557 1.23023e+07 1.22908e+07 1.37738e+07
28 135 6556 1.22383e+07 1.22328e+07 1.37063e+07
29 140 6555 1.21725e+07 1.21731e+07 1.36368e+07
30 145 6554 1.21047e+07 1.21118e+07 1.35653e+07
31 150 6553 1.20352e+07 1.20488e+07 1.3492e+07
32 155 6552 1.19639e+07 1.19842e+07 1.34167e+07
33 160 6551 1.18909e+07 1.19181e+07 1.33397e+07
34 165 6550 1.18163e+07 1.18505e+07 1.3261e+07
35 170 6549 1.17401e+07 1.17815e+07 1.31806e+07
36 175 6548 1.16625e+07 1.17112e+07 1.30986e+07
37 180 6547 1.15833e+07 1.16395e+07 1.30151e+07
38 185 6546 1.15029e+07 1.15665e+07 1.293e+07
39 190 6545 1.14211e+07 1.14924e+07 1.28436e+07
40 195 6544 1.13381e+07 1.14171e+07 1.27558e+07
41 200 6543 1.12538e+07 1.13408e+07 1.26667e+07
42 205 6542 1.11685e+07 1.12634e+07 1.25764e+07
43 210 6541 1.10822e+07 1.1185e+07 1.24849e+07
44 215 6540 1.09948e+07 1.11057e+07 1.23923e+07
45 220 6539 1.09066e+07 1.10256e+07 1.22987e+07
46 225 6538 1.08175e+07 1.09447e+07 1.22041e+07
47 230 6537 1.07276e+07 1.0863e+07 1.21086e+07
48 235 6536 1.0637e+07 1.07806e+07 1.20122e+07
49 240 6535 1.05457e+07 1.06976e+07 1.19151e+07
50 245 6534 1.04539e+07 1.06141e+07 1.18172e+07
51 250 6533 1.03615e+07 1.053e+07 1.17187e+07
52 255 6532 1.02687e+07 1.04454e+07 1.16195e+07
53 260 6531 1.01755e+07 1.03605e+07 1.15199e+07
54 265 6530 1.0082e+07 1.02752e+07 1.14197e+07
55 270 6529 9.98817e+06 1.01895e+07 1.13191e+07
